Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
1038,756914,3/4/2008,Congressman Paul E. Kanjorski,request for expediting for her Humanitarian Parole Application,,,,,,,,,,
1039,760972,3/19/2008,Congressman Paul E. Kanjorski,b)(6)    regarding the status of her appeal,,,,,,,,,,
1040,759331,3/12/2008,Congressman Edward M. Kennedy,Write to request a 90 day extension of the comment period for the proposed rules on the H-2A temporary worker program.,,,,,,,,,,
1041,,,,,,,,,,,,,,
1042,760892,3/19/2008,Congressman Edward M. Kennedy,Writes to DHS on behalf of the Fitchburg Fire Department of Massachusetts regarding a grant request to purchase new radio interoperability equipment,,,,,,,,,,
1043,756941,11/8/2007,Congressman Donald H. Kent,Report to Congress - Container Security Initiaitve (CSl) Assessment (Safe Port Act Sec. 205(1)),,,,,,,,,,
1044,757003,11/15/2007,Congressman Donald H. Kent,Report to Congress - Safe Port Act - Commerical and Trade Facilitation (CBP),,,,,,,,,,
1045,757011,10/17/2007,Congressman Donald H. Kent,Report to Congress - USCG Voyage Data Recorders (VDRs),,,,,,,,,,
1046,757033,10/10/2007,Congressman Donald H. Kent,Report to Congress - CBP Methamphetamine and Methamphetamine Precursor Chemicals,,,,,,,,,,
1047,757214,3/5/2008,Congressman Donald H. Kent,Report to Congress - USCG - Compliance with Security Standards Pursuant to MTSA,,,,,,,,,,
1048,757227,10/30/2007,Congressman Donald H. Kent,"GAO-07-1006, BORDER SECURITY: Security of New Passports and Visas Enhanced, but More Needs to Be Done to Prevent Their Fraudulent Use - issued August 2007",,,,,,,,,,
1049,,,,,,,,,,,,,,
1050,757228,11/2/2007,"Congressman Donald H, Kent",DHS Conference Letter HR 1585 National Defense Authorization for FY 2008,,,,,,,,,,
1051,757230,11/9/2007,Congressman Donald H. Kent,"DHS Views Letter on HR 3887, William Wilberforce Trafficking Victims Protection Reauthorization Act of 2007",,,,,,,,,,
1052,757231,10/24/2007,Congressman Donald H. Kent,"DHS Views on title VIII (Coast Guard Integrated Deepwater Program) HR 2830, Coast Guard Authorization Act of 2007",,,,,,,,,,
1053,757271,7/26/2007,Congressman Donald H. Kent,USCG Report to Congress - A Feasibility Study on the Use of Bio-Diesel Type Fuels,,,,,,,,,,
1054,757318,10/19/2007,Congressman Donald H. Kent,Report to Congress - USCG - SAR Center Standards (FY 2007 4th Quarter),,,,,,,,,,
1055,757321,11/6/2007,Congressman Donald H. Kent,Report to Congress - CBP - Safe Port Act 402e - Activities of CBP Internationa] Trade Committee,,,,,,,,,,
1056,757327,10/17/2007,Congressman Donald H. Kent,Report to Congress - In-Bond Cargo - Safe Port Act of 2006,,,,,,,,,,
1057,757358,10/19/2007,Congressman Donald H. Kent,Report to Congress - DNDO - Safe Port Act Section 502(c),,,,,,,,,,
1058,757568,10/24/2007,Congressman Donald H. Kent,Report to Congress - TSA - Annual National Strategy for Transportation Security - Progress Report,,,,,,,,,,
1059,,,,,,,,,,,,,,
1060,757572,9/14/2007,Congressman Donald H. Kent,"GAO-05-144 Sixty Day Report, TSA, General Aviation Security: Increased Oversight is Needed, but Continued Partnership with Private Sector is Critical to Long-Term Success, November 2004",,,,,,,,,,
1061,757597,9/20/2007,Congressman Donald H. Kent,"USCG - DHS Views on S.1892, Coast Guard Authorization Act for FY 2008",,,,,,,,,,
1062,757603,9/11/2007,Congressman Donald H. Kent,Report to Congress - USCIS H2B,,,,,,,,,,
1063,757608,9/19/2007,Congressman Donald H. Kent,"GAO-07-758, Homeland Security: DHS Actions to Recruit and Retain Staff and Comply with the Vacancies Reform Act",,,,,,,,,,
1064,757638,10/10/2007,"Congressman Donald H, Kent","GAO-07-561, International Trade: Persistent Weaknesses in the In-Bond Cargo System Impede Customs and Border Protection's Ability to Address Revenue, Trade and Security Concerns",,,,,,,,,,
1065,757639,9/28/2007,Congressman Donald H. Kent,USCG - Annual Report to Congress on Omnibus Maritime Housing Demonstration Project - FY 2007,,,,,,,,,,
1066,757640,9/11/2007,Congressman Donald H. Kent,"DHS Views Letter on H.R. 1071, 9/11 Family Humanitarian Relief and Patriotism Act",,,,,,,,,,
1067,759572,7/19/2007,Congressman Donald H. Kent,"GAO-07-57SU - Risk, Experience, and Customer Concerns Drive Changes to Airline Passenger Screening Procedures, but Evaluation and Documentation of Proposed Changes Could be Improved",,,,,,,,,,
1068,759574,7/25/2007,Congressman Donald H. Kent,"Views Letter on H.R. 3121, the Flood Insurance Reform and Modernization Act of 2007.",,,,,,,,,,
1069,,,,,,,,,,,,,,
1070,759591,7/16/2007,Congressman Donald H. Kent,"USCG Report to Congress - Budget and Cost-Sharing Analysis for Port Security Interagency Operations Center (SAFE Port Act, Sec 108).",,,,,,,,,,
1071,759705,3/14/2008,Congressman Donald H. Kent,"GAO-08-187, Supply Chain Security: Examinations of High-Risk Cargo at Foreign Seaports have Increased, but Improved Data Collection and Performance Measures are Needed (60 day letter)",,,,,,,,,,
1072,759706,3/14/2008,Congressman Donald H. Kent,Report to Congress - Capabilities and Readiness to Fulfill National Defense Responsibilities (USCG),,,,,,,,,,
1073,759734,7/16/2007,Congressman Donald H. Kent,USCG REPORT TO CONGRESS - Impact of Hurricane Katrina on Navigable Waterways,,,,,,,,,,
1074,759755,7/5/2007,Congressman Donald H. Kent,"GAO-07-299, TSA's Staffing Allocation Model is Useful for Allocations Staff Among Airports, but Its Assumptions Should be Systematically Reassessed",,,,,,,,,,
1075,759775,7/12/2007,Congressman Donald H. Kent,"USCIS Production Update FY07, 1st Quarter - Backlog Elimination",,,,,,,,,,
1076,760036,3/17/2008,Congressman Donald H. Kent,"Report to Congress - Deepwater Implementation (CG&MTA of 2006, sec. 408(a))",,,,,,,,,,
1077,760046,3/17/2008,Congressman Donald H. Kent,Passback (OG-110-482) CBP Report to Congress on Implementation of the Dog and Cat Protection Act of 2000,,,,,,,,,,
1078,760244,3/17/2008,Congressman Donald H. Kent,RTC - H-1B Characteristics of Specialty Occupation Workers - FY 2006 Annual Report (USCIS),,,,,,,,,,
1079,760254,3/17/2008,Congressman Donald H. Kent,RTC - H-1B Petitions - Fiscal Year 2006 Annual Report (USCIS),,,,,,,,,,
1080,,,,,,,,,,,,,,
1081,,,,,,,,,,,,,,
1082,760833,3/19/2008,Congressman Donald H. Kent,Per Adam Isles: OLA should with NPPD and CBP to set up a Dulles US-VISIT event with Hill supporters. 1) Advise ESEC when the event will take place and provide additional details of the event plan Invitation to Members of Congress to participate in an overview of DHS operations at Washington Dulles International Airport.,,,,,,,,,,
1083,760913,7/10/2007,Congressman Donald H. Kent,"GAO-07-565, Information Technology: Immigration & Customs Enforcement Needs to Fully Address Significant Infrastructure Modernization Program Management Weakness",,,,,,,,,,
1084,762590,3/26/2008,Congressman Donald H. Kent,"DHS Views Letter on H.R. 5060, Bill to amend INA to allow athletes admitted as nonimmigrants to renew their period of admission in 5-year increments",,,,,,,,,,
1085,762595,3/26/2008,Congressman Donald H. Kent,911 Report to Congress - TSA - Sterile Area Access System,,,,,,,,,,
1086,762604,3/24/2008,Congressman Donald H. Kent,"Report to Congress, USCG, Search and Rescue (SAR) Facilities Watchstanding Standards for 2nd Quarter FY 2008 (MTSA, Sec. 405)",,,,,,,,,,
1087,762606,3/24/2008,Congressman Donald H. Kent,Report to Congress - TSA Unclaimed Money at Airports,,,,,,,,,,
1088,762608,3/24/2008,Congressman Donald H. Kent,USCG Views Letter on H.R. 2722 - Integrated Deepwater Program Reform Act,,,,,,,,,,
1089,757062,3/4/2008,Senator John F. Kerry,Writes to request a federal waiver for the City of Boston to use Urban Areas Security Initiative (UASI) funds to continue the work of the Boston Regional Intelligence Center.,,,,,,,,,,
1090,,,,,,,,,,,,,,
1091,,,,,,,,,,,,,,
1092,757475,3/5/2008,Senator John F. Kerry,"Writes on behalf of his constituent, 4)4}    concerning the DHS Traveler Redress Inquiry Identity Program (TRIP).",,,,,,,,,,
1093,763606,3/28/2008,Senator John F. Kerry,Write to request the provision of $1 million in funding for the City of Gloucester under the Port Security Grant Program.,,,,,,,,,,
1094,763944,3/31/2008,Congressman John Kline,4X0)    concerning employment with USCIS,,,,,,,,,,
1095,757376,3/5/2008,Senator Amy Klobuchar,4)4)    regarding her RFR for her family members,,,,,,,,,,
1096,758593,3/11/2008,Senator Amy Klobuchar,Status update foi 4)4),,,,,,,,,,
1097,759709,3/14/2008,Senator Amy Klobuchar,4)4)    regarding the status of her pendi ng 1-485,,,,,,,,,,
1098,757114,3/4/2008,Congressman Jon Kyi,4)4)    regarding her request to withdrawl sponsorship from her ex-husband 4)4),,,,,,,,,,
1099,758064,3/7/2008,Congressman Jon Kyi,"Writes on behalf of a constituent, 4)4)    proposed rules regarding small aircraft under 12,500lbs.",,,,,,,,,,
1100,,,,,,,,,,,,,,
1101,763751,3/28/2008,Congressman Ray LaHood,"Writes on behalf of his constituent,    regarding the desire to expand CBP services at the Greater Peoria Regional Airport in order to handle commercial international flight operations.",,,,,,,,,,
1102,757215,3/5/2008,Congressman Doug Lamborn,W’    concerning expediting her immigration petition and issuing a visa for her sonj^6-,,,,,,,,,,
1103,758112,3/6/2008,Congressman Nick Lampson,Re problems    have experienced concerning her status of the case regarding (he ad ption of a Guatemalan child.,,,,,,,,,,
1104,758115,3/10/2008,Congressman Nick Lampson,<bK6)    regarding problems she has experienced concerning her status of the case regarding the adoption of a Guatemalan child,,,,,,,,,,
1105,758632,3/11/2008,Congressman Nick Lampson,"Rep. Lampson (TX) writes A/S Kent on behalf of a constituent, 'bH£0 1 fbi{6)    :oncerning questions which {b)(6)    has about the ""No Fly Watchlist.”",,,,,,,,,,
1106,759453,3/13/2008,Senator Mary L. Landrieu,(bl(0)    regarding his concerns with the K-l visa program,,,,,,,,,,
1107,760973,3/19/2008,Congressman Rick Larsen,"The City of Everett, in partnership with American Life Inc, is seeking regional center designation under the U.S. Immigrant Investor Pilot Program",,,,,,,,,,
1108,,,,,,,,,,,,,,
1109,757219,3/5/2008,Congressman Steven LaTourette,"(W    concerning her son in law, fbk0)    whom she feels is a threat to she and her family",,,,,,,,,,
1110,761031,3/20/2008,Senator Patrick J. Leahy,"Writes to DHS regarding the severe backlog of naturalization applications pending adjudication at USCIS. They are requesting that a response be given to them no later than 3/28/08,",,,,,,,,,,
1111,762651,3/26/2008,Senator Patrick J. Leahy,Regering the serious backlog of naturalization applications pending adjudication at the United States Citizenship and Immigration Services,,,,,,,,,,
1112,758105,3/10/2008,Senator Carl Levin,"egarding the 1-212 (application for permission to reapply for admission after deportation or removal) appeal for her husband,",,,,,,,,,,
1113,759813,3/14/2008,Senator Carl Levin,"Write regarding demonstration projects in the ""Improving America's Security Act of 2007"" and urge DHS to include $80 million in the expenditure plan to implement border pilot projects required by law.",,,,,,,,,,
1114,760733,3/19/2008,Senator Carl Levin,"and their children, !bX6)    regarding the 1-765 thev have each filed with USCIS.",,,,,,,,,,
1115,761530,3/20/2008,Congressman Jerry Lewis,regarding EB-5 visas for CMB Ecport LLC,,,,,,,,,,
1116,,,,,,,,,,,,,,
1117,,,,,,,,,,,,,,
1118,763354,3/28/2008,Congressman Jerry Lewis,4)4)    regarding the status of the N-400 he filed in 2006,,,,,,,,,,
1119,763758,3/31/2008,Congressman Jerry Lewis,"4)4)    regarding his wife,4)(6)    pending background check",,,,,,,,,,
1120,757042,3/4/2008,Congressman Joseph I. Lieberman,Sen. Lieberman and Sen. Collins request that the Domestic Nuclear Detection Office provide the Senate Committee on Homeland Security and Governmental Affairs copies of all documents that were sent to the Governmental Accountability Office regarding the Global Nuclear Detection Architecture and/or the. domestic portion.,,,,,,,,,,
1121,757904,3/7/2008,Congressman Joseph J. Lieberman,Senator Lieberman writes on behalf of constituent 4)4) regarding her name being on a DHS watch list.,,,,,,,,,,
1122,757041,3/4/2008,Congressman Dave Loebsack,"4,(0)    ‘egarding the status of her pending 1-485 application",,,,,,,,,,
1123,760211,3/17/2008,Congressman Zoe Lofgren,Writes the Secretary regarding the Memorandum of Understanding (MOU) with the Socialist Republic of Vietnam.,,,,,,,,,,
1124,760779,3/18/2008,Congressman Zoe Lofgren,Write to express concerns about the security of the U.S. Passport Card.,,,,,,,,,,
1125,,,,,,,,,,,,,,
1126,763314,3/27/2008,Congressman Frank D. Lucas,"-egardign the status of the pending FBI name check for hsi wife, 4)4)",,,,,,,,,,
1127,759455,3/13/2008,"Congressman Richard G, Lugar",4)4)    regarding his adoption case,,,,,,,,,,
1128,760991,3/19/2008,Congressman Richard G. Lugar,4)4)    on behalf of 4)4)    -egarding her denied 1-140 petition,,,,,,,,,,
1129,761834,3/21/2008,Congressman Richard G. Lugar,4)4)    regarding their T-600 application,,,,,,,,,,
1130,762288,3/25/2008,Congressman Richard G. Lugar,4)4)    |regarding his naturalization application,,,,,,,,,,
1131,760120,3/17/2008,Congressman Daniel E. Lungren,b)4)    re: Appeal,,,,,,,,,,
1132,758792,3/11/2008,Congressman Doris O. Matsui,"4)4)    regarding the dismissal of his son-in-law, 4)10) appeal application",,,,,,,,,,
1133,758798,3/11/2008,Senator John McCain,4)4)    regarding the status of her appeal,,,,,,,,,,
1134,,,,,,,,,,,,,,
1135,758800,3/11/2008,Senator John McCain,whom is in a same-sex mam age with a Canadian woman request to for assistance in bringing her wife to the US,,,,,,,,,,
1136,762071,3/24/2008,Senator John McCain,Writes on behalf of    and his accusations of his Chemistry teacher's alleged terrorist activities.,,,,,,,,,,
1137,762896,3/26/2008,Senator John McCain,(bk&>    regarding the status of his petitons,,,,,,,,,,
1138,757480,3/5/2008,Senator Claire McCaskill,"Writes on behalf of a constituent, who has questions about DHS Finance charging her for health benefits while she was deployed to Iraq.",,,,,,,,,,
1139,756873,3/4/2008,Congressman Michael McCaul,"b)(6)    regarding the status of her husband,0:1,1 -    pending name check",,,,,,,,,,
1140,757380,3/5/2008,Congressman Michael McCaul,(b}<0)    -egarding his application for permanent residence,,,,,,,,,,
1141,761016,3/19/2008,Congressman Michael McCaul,lbX6)    rrequest for the status of his aunt's name check,,,,,,,,,,
1142,762252,3/25/2008,Congressman Michael McCaul,"(b)(6)    regarding the status of her husband, (b,(6> green card",,,,,,,,,,
1143,,,,,,,,,,,,,,
1144,,,,,,,,,,,,,,
1145,763875,3/31/2008,Congressman Michael McCaul,(b)f6)    re. EB2,,,,,,,,,,
1146,760272,3/18/2008,Congressman John M. McHugh,<bx6''    concerning recent changes in the U.S. Citizenship and Immigration Services policy regarding adoptions by United States citizens of Vietnamese children,,,,,,,,,,
1147,757553,3/6/2008,Congressman Cathy McMorris Rodgers,-'A’    equest for assistance with her citizenship case,,,,,,,,,,
1148,763895,3/31/2008,Congressman Michael R. McNulty,"(bl,0)    'egarding her denied 1-485",,,,,,,,,,
1149,757104,3/4/2008,"Congressman Kendrick B, Meek",Rep. Meek writes to request the Secretary to withdraw or to suspend from further deliberation a proposed change of practice by CBP concerning revocation of prior rulings that interpret 9801.00.20 of the U.S. Harmonized Tariff Schedule in a non-restrictive manner as was intended by the Congress when the coverage of the provision was expanded in the Trade and Tariff Act of 1984.,,,,,,,,,,
1150,762321,3/25/2008,Senator Robert Menendez,regarding his appeal,,,,,,,,,,
1151,762778,3/26/2008,Senator Robert Menendez,Writes Secretary Chertoff and TSA Administrator Hawley with questions regarding screening procedures for airport employees.,,,,,,,,,,
1152,,,,,,,,,,,,,,
1153,761831,3/21/2008,Congressman John L. Mica,regarding the 1-131 they filed on behalf of J4)4' 4)4),,,,,,,,,,
1154,761872,3/21/2008,Congressman John L. Mica,Writes to DHS requesting that we consider designating Embry-Riddle Aeronautical University as an Academic Institute within the National Transportation Center of Excellence.,,,,,,,,,,
1155,760893,3/19/2008,Senator Barbara A. Mikulski,"Writes to DHS on behalf of the Salisbury, Maryland Fire Department for reconsideration of their application for federal funding to acquire a forty two foot long Special Operations Trailer.",,,,,,,,,,
1156,762614,3/26/2008,Congressman Gary G. Miller,"4)4)    seeking a letter from USCIS stating verification of ststus and sponsorship, with the required duration, for state and logal agencies",,,,,,,,,,
1157,759752,3/14/2008,Congressman George Miller,"4)41    regardign the status of his 1-730 petition for his son, 4)4)",,,,,,,,,,
1158,757072,3/4/2008,Congressman Harry E. Mitchell,"Write to express his concerns with a GAO report about SBI, specifically delays in the implementation of a virtual fence along the US-Mexico border.",,,,,,,,,,
1159,757355,3/5/2008,Congressman Hany E. Mitchell,4)41    Regarding her 1-765,,,,,,,,,,
1160,,,,,,,,,,,,,,
1161,,,,,,,,,,,,,,
1162,758118,3/10/2008,Congressman Harry E. Mitchell,(bXB}    regarding his adopted son’s naturalization certificate,,,,,,,,,,
1163,761899,3/21/2008,Congressman Dennis Moore,"Write on behalf of his constituent,who is requesting information and assistance regarding an immigration issue.",,,,,,,,,,
1164,761900,3/21/2008,Congressman Dennis Moore,"Write on behalf of his constituent,(bHb)    regarding newscasters being able to. shadow, terrorists.",,,,,,,,,,
1165,758656,3/11/2008,Senator Lisa Murkowski,"(bX6j    would like to know how the State of Alaska or a region of the State could become designated a ""regional center"" under the Immigrant Investor Program.",,,,,,,,,,
1166,759476,3/13/2008,Congressman Patrick J. Murphy,Authorization for (bX6)    for inquire on (bX6i case file,,,,,,,,,,
1167,761835,3/21/2008,Congressman Patrick J. Murphy,Writes concerning lb}(UJ    and his immigration status.,,,,,,,,,,
1168,757452,3/5/2008,Congressman Jerrold Nadler,Write regarding the use of diplomatic assurances in the case of ('b)'6> (b)(6) ind    g specific questions regarding the case.,,,,,,,,,,
1169,759812,3/14/2008,Congressman Ben Nelson,"(b)(6''    Regarding her concerns with the USCIS' policy ""Orphans First"" as it applies to the adoption of children in Vietnam",,,,,,,,,,
1170,,,,,,,,,,,,,,
1171,,,,,,,,,,,,,,
1172,756856,3/4/2008,Senator Bill Nelson,ibtf6i    regarding the status of his name check,,,,,,,,,,
1173,756861,3/4/2008,Senator Bill Nelson,regarding the status of their FBI name check,,,,,,,,,,
1174,756895,3/4/2008,Senator Bill Nelson,fb)f6'    regarding his wife's deportation appeal,,,,,,,,,,
1175,758098,3/10/2008,Senator Bill Nelson,"(b>(0)    and her daughter,fb)(0>    regarding their 1-485 and I- 290 appeals",,,,,,,,,,
1176,758165,3/10/2008,Senator Bill Nelson,(b)(6)    regarding the N-600 she filed on behalf of her adopted children,,,,,,,,,,
1177,758603,3/11/2008,Senator Bill Nelson,"regarding her husband, (b'K6>    appeal",,,,,,,,,,
1178,759994,3/17/2008,Senator Bill Nelson,(bxQ’    request for assistance in obtaining his citizenship,,,,,,,,,,
1179,761611,3/21/2008,Senator Bill Nelson,"request to have, his FBI name check expedited",,,,,,,,,,
1180,,,,,,,,,,,,,,
1181,,,,,,,,,,,,,,
1182,162614,3/26/2008,Senator Bill Nelson,4)4)    regarding his pending FBI name check,,,,,,,,,,
1183,761273,3/20/2008,Congressman David Norquist,"Christopher P. Carney, Chairman of Subcommittee on Management, Investigations, and Oversight Committee, on Homeland Security writes to request that CFO provide his staff with documents such as; the Departments Analysis of Alternatives, Business Case, Concept of Operations and Aquisition Program Baseline",,,,,,,,,,
1184,759132,3/12/2008,Congressman Eleanor Holmes Norton,4)4)    estranged from his parents. He wants to know if he is the beneficiary of any other petitions his parents may have filed,,,,,,,,,,
1185,761911,3/21/2008,Congressman Eleanor Holmes Norton,"Writes on behalf of    United Government Security Officers of America International Union regarding DHS/US Marshall Service Contractor, US Protect Security concerning defaulting on contracts and payroll.",,,,,,,,,,
1186,756852,3/4/2008,Congressman John W. Olver,4)4)    request to have her FBI name check expedited,,,,,,,,,,
1187,757055,3/4/2008,Congressman Frank Pal lone,4*4)    -egarding their ongoing naturalization cases,,,,,,,,,,
1188,763576,3/27/2008,Congressman Steve Pearce,Writes to request assistance as a result of flood damage.,,,,,,,,,,
1189,756701,3/3/2008,Congressman Nancy Pelosi,Letter to Speaker of the house regarding the annual privacy report,,,,,,,,,,
1190,,,,,,,,,,,,,,
1191,,,,,,,,,,,,,,
1192,756892,3/4/2008,Congressman Mike Pence,"Indiana Fitness Works, Inc (petitioner) regarding the H1B visa extention petition for their employee,1^61",,,,,,,,,,
1193,761880,3/21/2008,Congressman Todd Russell Platts,"Writes to convey constituent foX0>    request to cancel the insurance provided by his employer Tarheel Specialties, Inc., since he cannot afford it and already is covered by the Veterans Administration and Medicare. Asks for reply to go to Gettysburg office.",,,,,,,,,,
1194,763169,3/27/2008,Congressman David E. Price,"Writes regarding the ICE ""Secure Communities"" plan and outlines why he believes this plan does not meet the legal requirements set forth in the Appropriations Act.",,,,,,,,,,
1195,758695,3/11/2008,Congressman Adam H. Putnam,regarding the status payment on a petition she filed,,,,,,,,,,
1196,760096,3/17/2008,Senator Jack Reed,"regarding the I-130 petition filed by <b,(6>",,,,,,,,,,
1197,759039,3/12/2008,Congressman Dennis R. Rehberg,"Writes on behalf of his constituent,'egarding reimbursement for travel expenses from FEMA.",,,,,,,,,,
1198,,,,,,,,,,,,,,
1199,761372,3/20/2008,Congressman David G. Reichert,Writes with concerns regarding grant funding restrictions and the impact on fusion center activities in the State of Washington.,,,,,,,,,,
1200,759535,3/13/2008,Senator Harry Reid,Writes in regards to constitutent |(bX6>    concerns with the Las Vegas BioWatch Program.,,,,,,,,,,
1201,757091,3/4/2008,Congressman Silvestre Reyes,"Writes on behalf of a constituent, who is awaiting the resolution of allegations made against her.",,,,,,,,,,
1202,762751,3/26/2008,Congressman Ciro D. Rodriguez,(bX6)    egarding the status of the 1-130 and I-129F petitions she filed,,,,,,,,,,
1203,756931,3/4/2008,Congressman Ileana Ros-Lehtinen,(b}<6'-'    regarding an urgent request to expunge all of his previous waivers and only have his current status as a US resident reflected,,,,,,,,,,
1204,758796,3/11/2008,Congressman Ileana Ros-Lehtinen,bXSi    regarding his notice to appeal form 1-290,,,,,,,,,,
1205,761402,3/20/2008,Congressman Ileana Ros-Lehtinen,"|<b>®    LULAC Florida State Director, regarding the need for    and his fantilyj<h)(6l |<b><6>    | to obtain legal status and secure a stay of deportation as soon as possible",,,,,,,,,,
1206,,,,,,,,,,,,,,
1207,,,,,,,,,,,,,,
1208,763337,3/27/2008,Congressman Ileana Ros-Lehtinen,<bX6)    regarding expediting his application for adjustment of status based on his 1-526,,,,,,,,,,
1209,763338,3/27/2008,Congressman Ileana Ros-Lehtinen,4)4)    regarding a special request for a waiver to allow his daughter to derive Citizenship from him,,,,,,,,,,
1210,763946,3/31/2008,Congressman Ileana Ros-Lehtinen,"4)4)    regarding the reconsideration of his wife, £b)4) 4)4)    1-212",,,,,,,,,,
1211,760995,3/19/2008,Congressman Edward Royce,4)4)    regarding his denied petition,,,,,,,,,,
1212,761393,3/20/2008,Congressman Edward Royce,"4)4)    regarding the L130 petitions he filed on behalf of his daughters, 4)4)",,,,,,,,,,
1213,761362,3/20/2008,Congressman Ken Salazar,Writer is requesting assistance regarding specific information concerning the 1-9 form. Please refer to Issue 3.,,,,,,,,,,
1214,758671,3/11/2008,Congressman Jean Schmidt,4)4)    | wants to apply for a new citizenship certificate in her married name. 4)4’    does not know her A number she is requesting for USCIS to search for her A number.,,,,,,,,,,
1215,,,,,,,,,,,,,,
1216,,,,,,,,,,,,,,
1217,763949,3/31/2008,Congressman Robert C. Scott,regarding his case status,,,,,,,,,,
1218,757665,3/5/2008,Senator Jeff Sessions,Writes on behalf of constituent (bl(6)    regarding being harassed by the Department of Homeland Security.,,,,,,,,,,
1219,757100,3/4/2008,Congressman Joe Sestak,fb)(0'    regarding the status of their visa application,,,,,,,,,,
1220,757337,3/5/2008,Congressman Joe Sestak,(b)(6)    regarding the status of his pending application,,,,,,,,,,
1221,757391,3/4/2008,Congressman Joe Sestak,Writes to ensure that Ogden Fire Company’s application is. reconsidered as promised..,,,,,,,,,,
1222,757658,3/6/2008,Congressman Joe. Sestak,i    regarding the status of their permanent residency renewal application,,,,,,,,,,
1223,758092,3/10/2008,Congressman Joe Sestak,<b)<6)    regarding her motion for extendion of her B-2 status,,,,,,,,,,
1224,758174,3/10/2008,Congressman Joe Sestak,|(bK6-'    regarding the status of the pending application for (b)(6),,,,,,,,,,
1225,759486,3/13/2008,Congressman Joe Sestak    _regarding her permanent residency application,,,,,,,,,,,
1226,,,,,,,,,,,,,,
1227,,,,,,,,,,,,,,
1228,759714,3/14/2008,Congressman Joe Sestak,"4)4)    regarding the naturalization status of her grandfather, 4)4)",,,,,,,,,,
1229,759771,3/14/2008,Congressman Joe Sestak,4)4)    |fiance of 4)4)    regarding her denied nonimmigrant visa,,,,,,,,,,
1230,760732,3/19/2008,Congressman Joe Sestak,4*4)    concerning the processing of her and her husband 4)4) 4X4 Permanent resident applications. 4)4)    would like more information about how decisions are made regarding the assignment of unused visa numbers and how these decisions affect her particular circumstance.,,,,,,,,,,
1231,763334,3/27/2008,Congressman Joe Sestak,4)4)    _[egarding fees being charges twice to the 4)4) family,,,,,,,,,,
1232,763507,3/27/2008,Congressman Joe Sestak,Writes on behalf of a constituent who is having trouble gaining access to areas which are vital to successfully conduct TSA related research.,,,,,,,,,,
1233,763937,3/31/2008,Congressman Joe Sestak,4)4)    regarding status of their FBI name check,,,,,,,,,,
1234,759511,3/13/2008,Congressman John Shadegg,Writes on behalf of his constituent 4)4)    with questions regarding emergency service providers and first responders.,,,,,,,,,,
1235,,,,,,,,,,,,,,
1236,,,,,,,,,,,,,,
1237,757034,3/4/2008,Congressman Christopher Shays,Writes on behalf of his constituent    who has ]iad a background check for a pistol pennit and a Coast Guard OS permit all requiring a fees. Questioning the need for a TSA background check for a hazmat license and a $100.00 fee for a TWIC card. What is the reason for the third background check and fee?,,,,,,,,,,
1238,759794,3/14/2008,Congressman Carol Shea-Porter,"(grandparents), and (bx0) bX6)    regarding the pending humanitarian parole application for W)",,,,,,,,,,
1239,757511,3/5/2008,Senator Richard C. Shelby,"Sen. Richard Shelby writes on behalf of his constituent, (b-(0) (b)(6) concerning possible harassment by Department of Homeland Security employees.",,,,,,,,,,
1240,757871,3/7/2008,Senator Richard C. Shelby,Writer has become a victim of identity theft due to a false website advert ising FEMA job listings.,,,,,,,,,,
1241,759504,3/13/2008,Senator Richard C. Shelby,"Writes on behalf of his consitutents, (b,(01 (b)(6)    1‘egarding their adopted son who has not been issued a SSN. They have found out that they have been flagged by DHS.",,,,,,,,,,
1242,761895,3/21/2008,Senator Richard C. Shelby,"Writes on behalf of a constituent, who is upset over an incident where a Mexican diplomat assaulted Americans.",,,,,,,,,,
1243,,,,,,,,,,,,,,
1244,757955,3/7/2008,Congressman Brad Sherman,"Writes on behalf of |b(6,    a German citizen who is having trouble entering the US with her E2 visa due to the inability to obtain high quality fingerprints from her.",,,,,,,,,,
1245,763633,3/28/2008,Congressman James Shipp,Writes regarding the alleged lack of inspection of imported medications and the possibility that terrorists could use that to strick at the United States.,,,,,,,,,,
1246,757053,3/4/2008,Congressman Bill Shuster,(b}<61    regarding his wife's deportation,,,,,,,,,,
1247,757094,3/4/2008,Congressman Bill Shuster,regarding his denied 1-360 petition,,,,,,,,,,
1248,760692,3/18/2008,Congressman Bill Shuster,regarding their pending 1-485,,,,,,,,,,
1249,761651,3/21/2008,Congressman Bill Shuster,(b){6)    request assistance in obtaining citizenship,,,,,,,,,,
1250,757106,3/4/2008,Congressman Michael K. Simpson,"Writes on behalf of    of Boise Idaho who was hit from behind by a Ford Explorer driven by an ICE agent. A government form for reimbursement for repairs was faxed.    completed the forms and mailed back on February 8, 2008, has heard nothing since. He would like to know when he will be reimbursed.",,,,,,,,,,
1251,760737,3/19/2008,Congressman Michael K. Simpson,"I’bi,,?)    request for assistance in bringing her four children to the United States",,,,,,,,,,
1252,,,,,,,,,,,,,,
1253,,,,,,,,,,,,,,
1254,763352,3/28/2008,Congressman Michael K. Simpson,4)4)    request for assistance with obtain residenecy for her fiance,,,,,,,,,,
