Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
1305,946700,5/22/12,Congressman Jon Runyan,Re (b’<6’    1,,,,,,,,,,,
1306,945673,5/10/12,Congressman John P. Sarbanes,Writes on behalf of his constituentIDMD>    regarding alleged racial discrimination at ICE.,,,,,,,,,,,
1307,945582,5/9/12,Congressman Janice D. Schakowsky,Re status of an 1-730 case.,,,,,,,,,,,
1308,945914,5/11/12,Congressman Janice D. Schakowsky,Status of Form I 130,,,,,,,,,,,
1309,946446,5/18/12,Congressman Bobby Schilling,Writes on behalf of constituent who asks for assistance with his U.S. Merchant Marine Officer license renewal.,,,,,,,,,,,
1310,946153,5/16/12,Congressman Jean Schmidt,"Department of State referral, (1-539)",,,,,,,,,,,
1311,,,,,,,,,,,,,,,
1312,945512,5/7/12,Congressman Kurt Schrader,"Writes on behalf of constituent,    regarding a Stop Work Notice issued by DNDO.",,,,,,,,,,,
1313,946939,5/24/12,Congressman Debbie Wasserman Schultz,Status for family of six,,,,,,,,,,,
1314,945002,5/2/12,Senator Charles E. Schumer,Writes in support of the Vilage of DeRuyter Eire Department for funding under the FEMA Assistance to Firelighters Grant Program.,,,,,,,,,,,
1315,945036,5/2/12,Senator Charles E. Schumer,Writes in support of Cortland Fire Department application for funding under the FEMA Assistance to Firefighters Grant Program.,,,,,,,,,,,
1316,945037,5/2/12,Senator Charles E. Schumer,Writes to support Greenport Fire Department application for funding under the FEMA Assistance to Firefighters Grant Program.,,,,,,,,,,,
1317,945041,5/2/12,Senator Charles E. Schumer,Writes to support the Cortland Fire Department application for funding under the FEMA Assistance to Firefighters Grant Program.,,,,,,,,,,,
1318,945043,5/2/12,Senator Charles E. Schumer,Writes SI in support of the regional application submitted by the North Syracuse Fire Department for funding under FEMA.,,,,,,,,,,,
1319,945045,5/2/12,Senator Charles E. Schumer,Writes SI in support of the application submitted by the Mt. Sinai Fire District for funding under FEMA.,,,,,,,,,,,
1320,945046,5/2/12,"Senator Charles E, Schumer",Writes SI in support of the application submitted by the Village of DeRuyter Fire Department for funding under FEMA.,,,,,,,,,,,
1321,,,,,,,,,,,,,,,
1322,945047,5/2/12,Senator Charles E. Schumer,Writes SI in support of the application for the Cortland Fire Department for funding under FEMA.,,,,,,,,,,,
1323,946051,5/15/12,Senator Charles E. Schumer,Supports the FAS NY Museum of Firefighting's application for funding under the Fire Safety and Prevention Act.,,,,,,,,,,,
1324,946221,5/16/12,Senator Charles E. Schumer,Supports the Middle Island Fire Department's application for funding under the Assistance to Firefighters Grant program.,,,,,,,,,,,
1325,945160,5/3/12,Congressman Robert C. Scott,Asylum case constituent wishes to re-open,,,,,,,,,,,
1326,946524,5/21/12,Congressman Robert C. Scott,"Writes on behalf of constituent,fb)l6)    who is experiencing problems with the DMW because he is on a watch list.",,,,,,,,,,,
1327,946827,5/23/12,Congressman Robert C. Scott,|fb)®    Iregarding her application for a work permit and whether her fingerprinting appointment can be moved up. Form 1-765.,,,,,,,,,,,
1328,94571!,5/10/12,Congressman Jose E. Serrano,"Express concerns about training and accountability within DHS related to the death of Anastasio Hernandez Rojas as shown in the PBS report ""Crossing the Line"" and ask questions about the official policy on the use of force.",,,,,,,,,,,
1329,946102,5/15/12,Senator Richard C. Shelby,EB-5 Case,,,,,,,,,,,
1330,,,,,,,,,,,,,,,
1331,,,,,,,,,,,,,,,
1332,946434,5/18/12,Senator Richard C. Shelby,Supports the Guntersville Police Department's application for funding under the Port Security Grant program.,,,,,,,,,,,
1333,946028,5/14/12,Congressman Brad Sherman,Rt(b)f0)    ^-694 application.,,,,,,,,,,,
1334,946188,5/16/12,Congressman Brad Sherman,Writes on behalf of constituent seeking repayment of a bond held since 2002.,,,,,,,,,,,
1335,946600,5/22/12,Congressman Michael K. Simpson,Constituent wants proof of citizenship,,,,,,,,,,,
1336,945115,5/3/12,Congressman Adam Smith,Two brothers caught in the provisions of the INA which have they do not undertand,,,,,,,,,,,
1337,946036,5/15/12,Congressman Lamar Smith,Requests immigration enforcement data be provided in an Excel spreadsheet.,,,,,,,,,,,
1338,946078,5/15/12,Senator Debbie Stabenow,"Support for grant application submitted by American Arab Heritage Council (AAHC) in Flint, Michigan.",,,,,,,,,,,
1339,945619,5/9/12,Congressman Cliff Stearns,Adoption degree for child,,,,,,,,,,,
1340,,,,,,,,,,,,,,,
1341,,,,,,,,,,,,,,,
1342,945576,5/8/12,Congressman Bennie G. Thompson,Writes to inquire about NPPD/FPS employee whose security clearance was revoked.,,,,,,,,,,,
1343,945723,5/10/12,Congressman Bennie G. Thompson,Urges the incorporation of satellite technology into the Integrated Public Alert and Warning System (IPAWS).,,,,,,,,,,,
1344,946786,5/23/12,Congressman Mac Thornberry,Wife filed DS-230 for her husband,,,,,,,,,,,
1345,947416,5/31/12,Congressman Niki Tsongas,Re an AAO-290B case.,,,,,,,,,,,
1346,946569,5/21/12,Congressman Nydia M. Velazquez,Re status of pending applications. (1-485),,,,,,,,,,,
1347,946021,5/14/12,Congressman Peter J. Visclosky,Constituent applied for position,,,,,,,,,,,
1348,945270,5/4/12,Congressman Tim Walz,"Constituent wants to have Form I 485 approved, but she caught up in the process of TRIG provinces thereof",,,,,,,,,,,
1349,945393,5/7/12,Senator Mark R. Warner,Form I 130 case,,,,,,,,,,,
1350,,,,,,,,,,,,,,,
1351,,,,,,,,,,,,,,,
1352,945760,5/10/12,Senator Mark R. Warner,Humanitarian Parole case Form 1131 and Form I 134,,,,,,,,,,,
1353,947042,5/25/12,Senator Mark R. Warner,Writes on behalf of a constituent who is concerned over the process to obtain a security clearance for a USCIS contract.,,,,,,,,,,,
1354,944810,4/30/12,Congressman Jim Webb,Writes on behalf of the Steward School who is experiencing difficulty with its SEVIS Petition for Recertification.,,,,,,,,,,,
1355,946289,5/17/12,Congressman Lynn A. Westmoreland,Writes on behalf of constituent who expresses violation of rights due to filing of EEO complaint .,,,,,,,,,,,
1356,946863,5/23/12,Congressman Frederica Wilson,Supports the City of Mirmar's application for funding under the Staffing for Adequate Fire and Emergency Response Grant Program.,,,,,,,,,,,
1357,944976,5/1/12,Congressman Robert Wittman,Writes on behalf of constituent who requests compensation for unpaid comp time.,,,,,,,,,,,
1358,947187,5/29/12,Congressman Robert Wittman,Writes on behalf of constituent requesting the status of son's N-600 application.,,,,,,,,,,,
1359,945053,5/2/12,Congressman Rob Woodall,"Writes on behalf of a constituent developing a security device capable of detecting drugs and explosives that are nuclear, chemical or biological in nature.",,,,,,,,,,,
1360,,,,,,,,,,,,,,,
1361,945383,5/7/12,Senator Ron Wyden,Writes to suggest that the U.S. cooperate with the Israeli government to reduce the vulnerability of America's cybersecurity.,,,,,,,,,,,
1362,946782,5/23/12,,Visa Waiver Program (VWP) Report to Congress for Austria,,,,,,,,,,,
1363,,,,,,,,,,,,,,,
1364,,,,,,,,,,,,,,,
1365,,,,,,,,,,,,,,,
1366,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
1367,947719,6/4/12,Congressman Gary L. Ackerman,Filed Form 1-730 trying to relocated her family husband and daughter,,,,,,,,,,,
1368,948034,6/7/12,Congressman Gary L. Ackerman,Re status of 1-730 case.,,,,,,,,,,,
1369,948086,6/7/12,Congressman Gary L. Ackerman,Status on 1-730 petition.,,,,,,,,,,,
1370,948407,6/11/12,Congressman Gary L. Ackerman,Status inquiry of Form 1-730 case,,,,,,,,,,,
1371,949115,6/18/12,Congressman Gary L. Ackerman,Form 1-730 case,,,,,,,,,,,
1372,950019,6/28/12,Senator Lamar Alexander,Internationa] Adoption,,,,,,,,,,,
1373,949894,6/27/12,Congressman Justin Amash,Re an 1-601 waiver.,,,,,,,,,,,
1374,,,,,,,,,,,,,,,
1375,,,,,,,,,,,,,,,
1376,949149,6/19/12,Congressman Mark E. Amodei,"Re (b,re*    and his humanitarian parole case.",,,,,,,,,,,
1377,949484,6/21/12,Congressman Mark E. Amodei,"Writes regarding a recent policy change with the Department that would prohibit funds from the State Criminal Alien Assistance Program (SCAAP) from being used to reimburse localities who house ""unknown"" criminal aliens in their jails.",,,,,,,,,,,
1378,949358,6/21/12,Senator Kelly Ayotte,Writes on behalf of her constituent who is concerned that the Federal Government is obstructing payments he receives through the mail.,,,,,,,,,,,
1379,948594,6/13/12,Congressman Michele Bachmann,Request an investigation into the extent of association between the Department and the Muslim Brotherhood.,,,,,,,,,,,
1380,,,,,,,,,,,,,,,
1381,947627,6/4/12,Congressman Spencer Bachus,"(W    js rhe chief Executive Officer of Sunbelt EB-5 Regional Center in Birmingham, Alabama, the company has filed an 1-924 with USCIS on 3/1/2012.",,,,,,,,,,,
1382,949472,6/21/12,Congressman Spencer Bachus,Husband and father in Mexico waiting for processing of papers,,,,,,,,,,,
1383,949356,6/20/12,Congressman Lou Barletta,Writes on behalf of his constituent regarding a compaint    ^ad filed against his manager for harassment.,,,,,,,,,,,
1384,949023,6/18/12,Congressman J ohn Barrow,"Writes on behalf of constituent who attends college in the United Slates, but was unable to return after being denied boarding for being on the no fly list.",,,,,,,,,,,
1385,950187,6/29/12,Congressman Roscoe G. Bartlett,Re status on 1-485 case.,,,,,,,,,,,
1386,949588,6/22/12,Senator Mark Begich,Requests the President make a $45 million for clean up efforts of marine debris resulted from the tsunami in Japan along the Alaska coast line.,,,,,,,,,,,
1387,,,,,,,,,,,,,,,
1388,,,,,,,,,,,,,,,
1389,950078,6/28/12,Congressman Howard L. Berman,"Requests the Department adopt the terminology of ""Taiwan"" rather than ""China (Taiwan)"" on the 1-94 nonimmigrant arrival-departure form and Global Entry Program.",,,,,,,,,,,
1390,947980,6/5/12,Congressman Gus M. Bilirakis,Request to clarify situation regarding Florida Department of State's request to use the USCIS SAVE program.,,,,,,,,,,,
1391,949490,6/21/12,Congressman Rob Bishop,Constituent wants to bring his wife to United States,,,,,,,,,,,
1392,949378,6/21/12,Congressman Timothy H. Bishop,Urges the Department to suspend activities related to the National Bio and Agro Defense facility until concerns raised by a National Academy of Sciences report are resolved.,,,,,,,,,,,
1393,949543,6/22/12,Congressman Diane Black,Requests not to bypass Congress in the attempt to grant amnesty to hundreds of thousands of illegal immigrants.,,,,,,,,,,,
1394,,,,,,,,,,,,,,,
1395,949323,6/20/12,Senator John Boozman,Mixup in filing status,,,,,,,,,,,
1396,948992,6/15/12,Congressman Scott P. Brown,"Visa revoked, attorney appealed,",,,,,,,,,,,
1397,947590,6/4/12,Congressman Larry Bucshon,Regarding an J-l visa for,,,,,,,,,,,
1398,947759,6/5/12,Congressman Larry Bucshon,concering his issues with obtain visas for his relatives.,,,,,,,,,,,
1399,949847,6/26/12,Congressman Larry Bucshon,Mother wants son to join her and daughters in United States,,,,,,,,,,,
1400,949966,6/28/12,Congressman Larry Bucshon,Constitent filed Form I 129,,,,,,,,,,,
1401,947461,6/1/12,Congressman Dan Burton,Re status on an 1-601 case.,,,,,,,,,,,
1402,948641,6/13/12,Congressman Dan Burton,To determine if constituent and her husband's cases are closed or open,,,,,,,,,,,
1403,,,,,,,,,,,,,,,
1404,,,,,,,,,,,,,,,
1405,949729,6/25/12,Congressman Dave Camp,"Writes on behalf of constituent, regarding his concern with the Board of Correction of Military Records.",,,,,,,,,,,
1406,949136,6/i 8/2012,Congressman Eric Cantor,Constituent ask help for problem,,,,,,,,,,,
1407,947861,6/6/12,Congressman Steve Chabot,Re an N-336 case of,,,,,,,,,,,
1408,947869,6/6/12,Congressman Steve Chabot,None,,,,,,,,,,,
1409,947862,6/6/12,Congressman Steve Chabot,Re status of an N-470.,,,,,,,,,,,
1410,947690,6/4/12,Congressman Jason Chaffetz,"Writes to request that USCG|(El,(61    I (b)(6)    be    available for a phone call with the Committee on Oversight and Government Reform regarding the Dawood National Military Hospital in Afghanistan,",,,,,,,,,,,
1411,947603,6/4/12,Congressman Ben Chandler,Re status on an T-601 waiver.,,,,,,,,,,,
1412,950009,6/28/12,Congressman Donna M. Christensen,Results of DNA tests,,,,,,,,,,,
1413,,,,,,,,,,,,,,,
1414,,,,,,,,,,,,,,,
1415,947786,6/5/12,Congressman Yvette D. Clarke,Constituent is seeking update on case,,,,,,,,,,,
1416,948707,6/14/12,Congressman William Lacy Clay,Re an 1-130 petition.,,,,,,,,,,,
1417,949193,6/19/12,Congressman William Lacy Clay,Constituent suffering with back pain he would like for wife to join him,,,,,,,,,,,
1418,950197,6/29/12,Congressman Emanuel Cleaver,"Re an 1-130, immigrant visa.",,,,,,,,,,,
1419,950225,6/29/12,Congressman Emanuel Cleaver,Re status on an 1-130 case.,,,,,,,,,,,
1420,948592,6/13/12,Congressman Howard L. Coble,"Writes on behalf of his constituent regarding his question to know if he is on a DHS ""Security Alert"" list.",,,,,,,,,,,
1421,949832,6/26/12,Congressman Howard L. Coble,Constituent did get green card,,,,,,,,,,,
1422,,,,,,,,,,,,,,,
1423,949217,6/19/12,Congressman Mike Coffman,Form 1-601 case husband can't get out of Mexico,,,,,,,,,,,
1424,947497,6/1/12,Congressman Tom Cole,Re:    and his concern as to why he was detained by the DHS officials.,,,,,,,,,,,
1425,950041,6/28/12,Congressman Gerry Connolly,Having trouble with ex-husband.,,,,,,,,,,,
1426,950192,6/21/12,Congressman Gerry Connolly,Requests USCIS review language in policy regarding naturalization ceremonies (PM-602-0014.1) and consider rewording the guidance.,,,,,,,,,,,
1427,950232,6/29/12,Congressman Gerry Connolly,Re: an 1-751 petition.,,,,,,,,,,,
1428,948466,6/12/12,Senator Christopher Coons,Support the application for Delaware Emergency Management's Real Time Evacuation Planning Model Phase II completion and Phase III funding.,,,,,,,,,,,
1429,,,,,,,,,,,,,,,
1430,947542,6/1/12,Senator Bob Corker,"Writes on behalf of his constituent,(b),6) (regarding recent difficulties he has experienced with CBP.",,,,,,,,,,,
1431,948629,6/13/12,Senator Bob Corker,Uploading information to National Records Center,,,,,,,,,,,
1432,948632,6/13/12,Senator Bob Corker,Petitioner filed Form 1-130 for his nephew,,,,,,,,,,,
1433,947545,6/1/12,Senator John Cornyn,"Writes on behalf of his constituent, regarding the request to review the design for a cryogenic gas plant in Texas.",,,,,,,,,,,
1434,948963,6/15/12,Congressman Joseph Crowley,Re several 1-730 petitions.,,,,,,,,,,,
1435,947457,6/1/12,Congressman Elijah E. Cummings,Writes on behalf of constituent. who Wasn't allowed to board flight back to Somaliland.,,,,,,,,,,,
1436,,,,,,,,,,,,,,,
1437,949158,6/19/12,Congressman Elijah E. Cummings,Re an I-129Fpetition.,,,,,,,,,,,
1438,949479,6/21/12,Congressman Jeff Denham,Never pick up green card,,,,,,,,,,,
1439,948148,6/8/12,Congressman Ted Deutch,Support the Broward County Sheriffs Department of Fire Rescue's application for funding under the Fire Protection and Safety Grant program.,,,,,,,,,,,
1440,949434,6/21/12,Congressman Ted Deutch,Support the Fire Protection and Safety Grant application submitted by the Broward County Sheriffs Department of Fire Rescue.,,,,,,,,,,,
1441,947697,6/4/12,"Congressman Theodore E, Deutch",Request that Temporary Protected Status (TPS) be extended to eligible Guatemalan nationals living in the U.S.,,,,,,,,,,,
1442,948128,3/26/12,Congressman Mario Diaz-Balart,Adustment of Status application for Cuban national in the United States under the CMPP,,,,,,,,,,,
1443,948367,6/11/12,Congressman Mario Diaz-Balart,Mother seeks to have son's visa papers found,,,,,,,,,,,
1444,,,,,,,,,,,,,,,
1445,949150,6/19/12,Congressman Sean Duffy,regarding a pending decision on his citizenship renunciation.,,,,,,,,,,,
1446,948991,6/15/12,Congressman Jeff Duncan,Re an 1-130 case.,,,,,,,,,,,
1447,949110,6/18/12,Congressman Jeff Duncan,Wife filed Form [-290B for husband,,,,,,,,,,,
1448,949203,6/19/12,Congressman Jeff Duncan,Constituent wants to know when the next oath ceremony is scheduled,,,,,,,,,,,
1449,949522,6/22/12,Congressman Donna F. Edwards,Re an 1-485 case.,,,,,,,,,,,
1450,948710,6/13/12,Congressman Sam Farr,"Writes on behalf of constituent, (b>f6>    whose father is having visa issues.",,,,,,,,,,,
1451,948645,6/13/12,Senator Dianne Feinstein,Re a pending 1-485 application.,,,,,,,,,,,
1452,947904,6/6/12,Congressman Michael G. Fitzpatrick,Wife filed for husband a Form 1-130 petition to come to the United Stales,,,,,,,,,,,
1453,,,,,,,,,,,,,,,
1454,,,,,,,,,,,,,,,
1455,947702,6/4/12,Congressman J. Randy Forbes,Husband filed for his wife Form 1-130,,,,,,,,,,,
1456,947765,6/5/12,Congressman Rodney P. Frelinghuysen,Supports Temple B'nai's application for funding under the Nonprofit Security Grant program.,,,,,,,,,,,
1457,949974,6/28/12,Congressman W. Craig Fugate,FY 2012 Cap Waiver Congressional Letters,,,,,,,,,,,
1458,949892,6/27/12,Congressman Elton Gallegly,Expresses disappointment in the June 15 decision to grant amnesty and work authorization to illegal immigrants (new deferred action policy),,,,,,,,,,,
1459,947714,6/4/12,Senator Kirsten E. Gillibrand,Supports the application submitted by La Fuerza Unida Community Development Corporation for funding from the Citizenship and Integration Direct Services Grant Program.,,,,,,,,,,,
1460,947849,6/5/12,Congressman Charles A. Gonzalez,Wife filed Form 1-601 for husband,,,,,,,,,,,
1461,,,,,,,,,,,,,,,
1462,948778,6/14/12,Congressman Charles A. Gonzalez,"Requests status of inquiry from October 31, 2011 regarding the delayed processing of Dennis R. Chanmugam's 1-485 application.",,,,,,,,,,,
1463,950139,6/28/12,Congressman Robert W. Goodlatte,Writes on behalf of his constituent p)1®) concerning a cruise she tried to board in Baltimore where she was denied passsage because of her birth certificate.,,,,,,,,,,,
1464,950219,6/29/12,"Congressman Robert W, Goodlatte",Writes on behalf of constituents who have expressed concerns aboutpX6)    Serving on the DHS Advisory Council because of ties to Muslim groups such as the Muslim Brotherhood.,,,,,,,,,,,
1465,948093,6/7/12,Congressman Paul Gosar,Re N-565 case.,,,,,,,,,,,
1466,949440,6/21/12,Congressman Paul Gosar,Mother riled for her daughter to get L-2,,,,,,,,,,,
1467,947537,6/1/12,Senator Charles E. Grassley,Re I-130 case.,,,,,,,,,,,
1468,,,,,,,,,,,,,,,
1469,949194,6/19/12,Senator Charles E. Grassley,Writes regarding the Department's efforts to reduce paper usage.,,,,,,,,,,,
1470,950204,6/29/12,Congressman Sam Graves,Requests an examination of FEMA's implementation of insourcing work under DHS's Balanced Workforce Initiative.,,,,,,,,,,,
1471,949576,6/22/12,Congressman Ralph M. Hall,Re an N-400 case.,,,,,,,,,,,
1472,948666,6/13/12,Congressman Doc Hastings,Re an 1-601 waiver/CDJ.,,,,,,,,,,,
1473,948986,6/15/12,Congressman Doc Hastings,Wife filed for her husband Form 1-601,,,,,,,,,,,
1474,949444,6/21/12,Congressman Doc Hastings,Re an 1-601 waiver.,,,,,,,,,,,
1475,947863,6/6/12,Senator Orrin G. Hatch,Re an 1-601 waiver case.,,,,,,,,,,,
1476,,,,,,,,,,,,,,,
1477,949731,6/25/12,Senator Orrin G. Hatch,"Writes on behalf of constituent, (U<01 who expresses concerns with the Department after hearing a large amount of ammunition was purchased.",,,,,,,,,,,
1478,950153,6/29/12,Congressman Martin Heinrich,Iregarding a problem with his citizen Certificate.,,,,,,,,,,,
1479,947827,6/5/12,Congressman Maurice D. Hinchey,Constituent checks asylum status,,,,,,,,,,,
1480,947784,6/5/12,Congressman Ruben Hinojosa,Urgent request to attend father's funeral,,,,,,,,,,,
1481,949221,6/19/12,Congressman Kathy Hochul,Wife and husband going to Germany to get married with her family,,,,,,,,,,,
1482,948331,6/11/12,Congressman Chris Van Hollen,Status of his complaint,,,,,,,,,,,
1483,948493,6/12/12,Congressman Rush Holt,Writes on behalf of constituent |<b>’0>    regarding difficulties traveling despite being a member of the Traveler Redress Inquiry Program (TRIP).,,,,,,,,,,,
1484,,,,,,,,,,,,,,,
1485,,,,,,,,,,,,,,,
1486,948533,6/12/12,Congressman Bill Huizenga,Writes on behalf of a constituent requesting authorization to file a waiver on the grounds of inadmissibility.,,,,,,,,,,,
1487,950067,6/28/12,Congressman Darrell Issa,Requests    bf Homeland Security Management Office to be detailed to the House Committee on Oversight and Government Reform.,,,,,,,,,,,
1488,948469,6/12/12,Congressman Bill Johnson,Constituent |(b>(6)    writes about the problems he's having re-entering the United States,,,,,,,,,,,
1489,948391,6/11/12,Senator Ron Johnson,Filing Form 1-129 for beneficiary,,,,,,,,,,,
1490,949229,6/19/12,Senator Ron Johnson,Re an I-601-waiver.,,,,,,,,,,,
1491,949938,6/27/12,Congressman William R. Keating,Petitioner filed Form I 140 for constituent,,,,,,,,,,,
1492,948586,6/13/12,Senator John F. Kerry,An P-1 visa through Legal Entry Act of 2006,,,,,,,,,,,
1493,,,,,,,,,,,,,,,
1494,,,,,,,,,,,,,,,
1495,949291,6/20/12,Senator John F. Kerry,Writes on behalf of constituent who has concerns about the threat of biotenorism to the postal service.,,,,,,,,,,,
1496,947613,6/4/12,Congressman Dale E. Kildee,egarding assistance with his 1-854 and S Visa.,,,,,,,,,,,
1497,949491,6/21/12,Congressman Peter T. King,"Requests a status update on DHS's efforts to validate the investment made thus far through its technology development process, including Digital Imaging and Communications in Security,",,,,,,,,,,,
1498,949625,6/24/12,Congressman Peter T. King,Requests information concerning a visa issued to a member of a designated foreign terrorist organization.,,,,,,,,,,,
1499,949930,6/27/12,Congressman Peter T. King,Writes to express concern with recently released National Planning Frameworks.,,,,,,,,,,,
1500,949939,6/27/12,Congressman Peter T. King,Writes to confirm an invitation to testify at a hearing held by the House Committee on Homeland Security on July 25.,,,,,,,,,,,
1501,,,,,,,,,,,,,,,
1502,949463,6/21/12,Congressman Jack Kingston,Re an O-l Visa.,,,,,,,,,,,
1503,949978,6/28/12,Congressman Jack Kingston,Re status on an 1-131 case.,,,,,,,,,,,
1504,949349,5/15/12,Senator Patrick J. Leahy,Request for USCIS to consider modifying EB-5 Regional Center program (TEA approval and investment requirement),,,,,,,,,,,
1505,947878,6/6/12,Congressman Sheila Jackson Lee,Re an 1-601 waiver case.,,,,,,,,,,,
1506,949133,6/18/12,Congressman Sheila Jackson Lee,"Mother trying to return to her children, Form 1-601 case",,,,,,,,,,,
1507,948839,6/14/12,Congressman John Lewis,Writes POTUS with concerns regarding the Defense of Marriage Act (DOMA) and injustices with individuals coming from other countries not having the same rights as U.S. citizens with regards to denials to the right to sponsor their spouses for permanent residence in the U.S.,,,,,,,,,,,
1508,949211,6/19/12,Congressman Daniel E. Lungren,EB-5,,,,,,,,,,,
1509,,,,,,,,,,,,,,,
1510,,,,,,,,,,,,,,,
1511,947821,6/5/12,Congressman Maty Bono Mack,Re an 1-601 waiver.,,,,,,,,,,,
1512,948864,6/15/12,Senator Joe Manchin,Writes on behalf of his constituent regarding the digital photo storage requirements contained in the Real ID Act.,,,,,,,,,,,
1513,949929,6/27/12,Congressman Kenny Marchant,Writes in opposition regarding the announcement by the Department to suspend the 287(g) program in Arizona.,,,,,,,,,,,
1514,947777,6/5/12,Congressman Jim Matheson,Re status of 1-130 case.,,,,,,,,,,,
1515,948273,6/8/12,Senator John McCain,"Requests to execute the deportation order- of,b>(6)",,,,,,,,,,,
1516,,,,"(M(B1    from the U.S, to Peru.",,,,,,,,,,,
1517,948733,6/14/12,Senator John McCain,Writes on behalf of constituent who encountered a probtem regarding an overseas shipment by his firm.,,,,,,,,,,,
1518,947972,6/6/12,Congressman Michael McCaul,Constituent wishes to gel family out harms way,,,,,,,,,,,
1519,,,,,,,,,,,,,,,
1520,,,,,,,,,,,,,,,
1521,948085,6/7/12,Congressman Michael McCaul,Writes regarding the review of the Advanced Imaging Technology.,,,,,,,,,,,
1522,949047,6/18/12,Congressman Michael McCaul,"Writes regarding the Department's strategy to ""Build One DHS""",,,,,,,,,,,
1523,947494,6/1/12,Senator Mitch McConnell,Re an 1-601 waiver.,,,,,,,,,,,
1524,947616,6/4/12,Congressman James P. McGovern,"Writes with additional information regarding the visa application for VS,(S1    1",,,,,,,,,,,
1525,949478,6/21/12,Congressman Mike McIntyre,Invites the Secretary to Economic Development Seminar,,,,,,,,,,,
1526,948978,6/15/12,"Congressman Howard ""Buck"" P. McKeon","Write to support the Jones Act and its benefits to the country's national, homeland, and economic security.",,,,,,,,,,,
1527,948934,6/15/12,Congressman Patrick Meehan,Writes on behalf of his constituent regarding lunch break requirements.,,,,,,,,,,,
1528,,,,,,,,,,,,,,,
1529,949736,6/25/12,Congressman Gregory W. Meeks,Writes to request support in adding the Republic of Turkey to the U.S. Customs and Border Protection's Global Entry Program.,,,,,,,,,,,
1530,948735,6/13/12,Senator Robert Menendez,Requests that    visa waiver request is processed expeditously.,,,,,,,,,,,
1531,947698,6/4/12,Congressman John L. Mica,Writes requesting that A/S Heyman testify on Friday June 8th at the hearing.,,,,,,,,,,,
1532,948248,6/8/12,Senator Barbara A. Mikulski,Writes on behalf of a constituent concerned with the H1B visa status of six Baltimore public school teachers.,,,,,,,,,,,
1533,948318,6/11/12,"Senator Barbara A, Mikulski",Constituent requests an extension of time,,,,,,,,,,,
1534,948979,6/4/12,Senator Barbara A. Mikulski,Writes on behalf of constituent who is concerned she is being unlawfully tracked via GPS.,,,,,,,,,,,
1535,948622,6/13/12,Congressman Gary G. Miller,Constituent is hoping for permanent residence statue,,,,,,,,,,,
1536,949573,6/22/12,Congressman Gary G. Miller,Status check on Form 1-130,,,,,,,,,,,
1537,,,,,,,,,,,,,,,
1538,,,,,,,,,,,,,,,
1539,947513,6/1/12,Congressman Jeff Miller,"Requests that the Secretary meet with the Florida Secretary of State, Ken Detzner, to discuss access to the Systematic Alien Verification for Entitlements (SAVE) program.",,,,,,,,,,,
1540,948215,6/8/12,Congressman Jeff Miller,Rep. Miller is requesting a meeting with the Secretary or the appropriate Component Director to meet with Florida Secretary of State Ken Denzer at a flexible meeting time and location.,,,,,,,,,,,
1541,949492,6/21/12,Senator Lisa Murkowski,Re a pending appeal (I-290B).,,,,,,,,,,,
1542,947775,6/5/12,Senator Patty Murray,Constituent needs alien number to complete processing for a new passport,,,,,,,,,,,
1543,948020,6/7/12,Congressman Sue Myrick,Requests that a National Interest Waiver be issued to Ronald San dee.,,,,,,,,,,,
1544,949754,6/25/12,Congressman Jerold Nadler,"Writes in support of grant application for Bobover Yeshiva Bnei Zion, funding under the Department of Homeland Security Urban Areas Security Initiative.",,,,,,,,,,,
1545,,,,,,,,,,,,,,,
1546,,,,,,,,,,,,,,,
1547,949802,6/26/12,Congressman Jerold Nadler,Supports the Non-Profit Security grant application for Congregation Khal Shaarei Zion,,,,,,,,,,,
1548,948089,6/7/12,Congressman Grace F. Napolitano,Daughter filed for her mother to come to America to take care of her grandfather,,,,,,,,,,,
1549,948943,6/15/12,Congressman Grace F. Napolitano,"Signature was not husband's, his is needed",,,,,,,,,,,
1550,950216,6/29/12,Congressman Grace F. Napolitano,Re status on I-140/I-290B.,,,,,,,,,,,
1551,948214,6/8/12,Senator Bill Nelson,Supports the City of Sanford's application for a Staffing For Adequate Fire and Emergency Response (SAFER) grant.,,,,,,,,,,,
1552,948623,6/13/12,Senator Bill Nelson,Re an 1-140 application.,,,,,,,,,,,
1553,,,,,,,,,,,,,,,
1554,949684,6/25/12,Senator Bill Nelson,Supports the City of Deerfield Beach's Fire Protection & Safety grant application to start an injury prevention campaign.,,,,,,,,,,,
1555,950160,6/29/12,Senator Bill Nelson,(W®    regarding the denial of an 1-526 petition.,,,,,,,,,,,
1556,949079,6/18/12,Congressman Bill L. Owens,"Write relaying their support for initiating rail preclearance operations in Montreal, Canada.",,,,,,,,,,,
1557,947576,6/4/12,Congressman Steven Palazzo,Re    find her status request. (N-565),,,,,,,,,,,
1558,949354,6/15/12,Congressman Nelson Peacock,"GAO-11-605, Social Media: Federal Agencies Need Policies and Procedures for Managing and Protecting Information They Access and Disseminate",,,,,,,,,,,
1559,,,,,,,,,,,,,,,
