Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
1389,820879,4/6/2009,"Congressman Henry C, Johnson",Rep. Johnson writes on behalf of constituent (b>(6)    regarding additional airport screening.,,,,,,,,,,
1390,824064,4/24/2009,Congressman Henry C. Johnson,"Rep. Johnson writes on behalf of constituent, {b)(6-1 regarding his TRIP inquiry.",,,,,,,,,,
1391,822139,4/9/2009,Congressman Sam Johnson,Constituent *bX0)    regarding his wife who is in Lagos.,,,,,,,,,,
1392,823631,4/21/2009,Congressman Paul E. Kanjorski,Constituent<bli6i    egarding I290B for(bX0),,,,,,,,,,
1393,819652,4/2/2009,Congressman Edward M. Kennedy,Consituend*bX0>    Iregarding humanitarian parole for *bX0) (b}(6)    parentsfbX6),,,,,,,,,,
1394,,,,,,,,,,,,,,
1395,822579,4/14/2009,"Congressman Edward M, Kennedy",(b)(6)    Regarding her husband    denied 1-601.,,,,,,,,,,
1396,822032,4/8/2009,Senator John F. Kerry,Senator Kerry writes with his concerns about the use of three herbicides by the Border Patrol along the banks of the Rio Grande River.,,,,,,,,,,
1397,822142,4/9/2009,Congressman Mary Jo Kilroy,Constituen' ®®    regarding changing of his status to permanent resident.,,,,,,,,,,
1398,824499,4/28/2009,Congressman Peter T. King,Letter regarding the detainees in Guantanamo Bay with questions about their release.,,,,,,,,,,
1399,822340,4/10/2009,Congressman Ron Klein,®®    requesting assistance in obtaining his green card.,,,,,,,,,,
1400,822856,4/15/2009,Congressman Ron Klein,Inquiry regarding status of 1-140 appeal,,,,,,,,,,
1401,823080,4/16/2009,Senator Amy Klobuchar,®®    requesting status of husband ®®    K3 visa illegibility.,,,,,,,,,,
1402,,,,,,,,,,,,,,
1403,824084,4/23/2009,Senator Amy Klobuchar,Constituent9)9)    regarding her husband 9>9>    1-601 status.,,,,,,,,,,
1404,824512,4/28/2009,Senator Amy Klobuchar,Recommend (b)(6)    to be appointed as Assistant Secretary for the Private Sector.,,,,,,,,,,
1405,819608,4/2/2009,Congressman Suzanne Kosmas,Writes to congratulate SI on her confirmation and request that SI support the federal set aside mandate to contract with 8(a) women and minority-owned firms.,,,,,,,,,,
1406,819598,4/2/2009,Congressman Jon Kyi,Senator Kyi writes on behalf of constituent tb)9)    who is concerned about the unfair awarding of a contract.,,,,,,,,,,
1407,823861,4/23/2009,Congressman Jon Kyi,Sen. Kyi writes on behalf of constituent<b!(b!    regarding his name being on a watch list.,,,,,,,,,,
1408,823870,4/22/2009,Congressman Jon Kyi,Senator Kyi writes on behalf of his constituent 9)9) concerning the status of illegal immigrants.,,,,,,,,,,
1409,,,,,,,,,,,,,,
1410,823873,4/22/2009,Congressman Jon Kyi,Senator Kyi writes for bis consituent ®®    who is worried about the recent release of prisoners in California.,,,,,,,,,,
1411,820386,4/3/2009,Congressman Leonard Lance,Constituent ®®    asking for immediate help with H2A for workers of farm.,,,,,,,,,,
1412,820056,4/3/2009,Senator Mary L. Landrieu,Offers suggestions to FEMA for Gulf Coast recovery.,,,,,,,,,,
1413,821403,4/7/2009,Senator Mary L. Landrieu,Suggests moving the Office of Gulf Coast Rebuilding into the Executive Office of the President.,,,,,,,,,,
1414,824021,4/24/2009,Senator Mary L. Landrieu,Writes on behalf of|®®    who seeks employment for specific positions within FEMA or Public Affairs.,,,,,,,,,,
1415,823811,4/23/2009,Congressman Steven LaTourette,"Writes on behalf of constituent,(b)<6)    who seeks immigration reform and enforcement information.",,,,,,,,,,
1416,821278,4/6/2009,Congressman Barbara Lee,Constituent    requesting status of I-130 for adoptive son (b)(6),,,,,,,,,,
1417,819567,4/1/2009,Senator Carl Levin,Senator Levin writes in support of efforts to secure the Northern Border and to address the issue concerning the lack of the number of legislatively mandated agents.,,,,,,,,,,
1418,823065,4/15/2009,Senator Carl Levin,®®    equesting assistance ans status with husband (bX0) (b)(6)    £.601.,,,,,,,,,,
1419,,,,,,,,,,,,,,
1420,824647,4/29/2009,Congressman Jerry Lewis,Constituent<b><6>    requesting status of wife<b)(6)    I- 601.,,,,,,,,,,
1421,820865,4/6/2009,Congressman Joseph I. Lieberman,Senator Lieberman urges the Department to immediately deport Nazi War criminal John Demjanjuk.,,,,,,,,,,
1422,823057,4/16/2009,Congressman Joseph I. Lieberman,Writes on behalf of constituent *b)*6)    who would like to be considered for a position he applied for with DHS.,,,,,,,,,,
1423,823245,4/17/2009,Congressman. Blanche Lincoln,Senator Lincoln writes concerning the Large Aircraft Security Program..,,,,,,,,,,
1424,819674,4/2/2009,Congressman Zoe Lofgren,Constituent(bX6)    regarding 1-301 for her husband(b)(6),,,,,,,,,,
1425,824395,4/27/2009,Congressman Zoe Lofgren,Requesting update of his 1-601.,,,,,,,,,,
1426,824679,4/30/2009,"Congressman Frank D, Lucas","Congressman Lucas is requesting answers to policy for E-2, treaty investor extensions.",,,,,,,,,,
1427,819334,3/25/2009,"Congressman Richard G, Lugar","Constituent,*13)*6)    Regarding 1-601 status for her husband (b)(6)",,,,,,,,,,
1428,,,,,,,,,,,,,,
1429,824598,4/29/2009,Congressman Richard G. Lugar,Constituent]®®    requesting assistance with obtaining her original certificate of citizenship.,,,,,,,,,,
1430,824606,4/29/2009,Congressman Richard G. Lugar,Constituent ®®    is requesting sttus of son's 1-730.,,,,,,,,,,
1431,824651,4/29/2009,Congressman Richard G. Lugar,Constituent ®®    requesting status of wife)®® |<bKb>    |l-601.,,,,,,,,,,
1432,822168,4/9/2009,Congressman Daniel E. Lungren,Constituent ®®    garding her husband ®®,,,,,,,,,,
1433,821971,4/8/2009,Congressman Carolyn B. Maloney,Constituent ®®    is requesting assistance with immigration case of ®®,,,,,,,,,,
1434,822499,4/13/2009,Congressman Carolyn B. Maloney,®®    requesting assistance and status with his wife 4®* ®®    130 petition.,,,,,,,,,,
1435,,,,,,,,,,,,,,
1436,822534,4/13/2009,Congressman Carolyn B. Maloney,<b><6>    requesting status of 1-730 for his wife |(b>(6) and children (bX6},,,,,,,,,,
1437,823983,4/24/2009,Congressman Eric Massa,Supports application submitted by Rochester Institute of Technology for the 2009 Fire Prevention and Safety Grant.,,,,,,,,,,
1438,824044,4/24/2009,Congressman Eric Massa,Representative Massa writes concerning delays in processing Transportation Worker Identification Credentials.,,,,,,,,,,
1439,819258,4/1/2009,Senator John McCain,Constituent <b>*6)    requesting update on husband^3)*6* (b)(6)    1-601.,,,,,,,,,,
1440,824734,4/30/2009,Senator John McCain,Constituent |*b)*6)    | is requesting expedite of bis US Citizenship.,,,,,,,,,,
1441,823416,4/20/2009,Congressman Michael McCaul,Rep. McCaul writes on behalf of constituent*6) regarding her TRIP.,,,,,,,,,,
1442,823503,4/21/2009,Congressman Michael McCaul,Consituent(bKb)    requesting assistance with families immigration.,,,,,,,,,,
1443,824005,4/24/2009,Congressman Michael McCaul,Constituent requesting assistance with father's 1-485.,,,,,,,,,,
1444,,,,,,,,,,,,,,
1445,824436,4/28/2009,Congressman Michael McCaul,Constituent[XX0)    requesting assistance with his 1-485 and I- 130.,,,,,,,,,,
1446,819693,4/2/2009,Senator Mitch McConnell,Constituent *bX0)    regarding her daughter-in-law(bi<6>,,,,,,,,,,
1447,,,,(b)(6)    -,,,,,,,,,,
1448,823771,4/22/2009,Senator Mitch McConnell,Consitutent XX0)    [regarding status of husband's 1-601.,,,,,,,,,,
1449,824290,4/27/2009,Senator Mitch McConnell,Constituent|X)(6)    is seeking assistance in getting his adopted daughter XX0)    Certificate of Citizenship.,,,,,,,,,,
1450,822152,4/9/2009,Congressman Jim McDermott,Consitutent X)(6)    regarding status of his family's refugee res settlement visas.,,,,,,,,,,
1451,820408,4/3/2009,Congressman John M. McHugh,Constituent XX0)    regarding immigration fraud by his ex- wife OOlena Ruzanova.,,,,,,,,,,
1452,819305,4/1/2009,"Congressman Howard ""Buck"" P. McKeon",Rep. McKeon writes on behalf of constituen (b)tb) regarding TRIP.,,,,,,,,,,
1453,,,,,,,,,,,,,,
1454,822147,4/9/2009,"Congressman Howard ""Buck"" P, McKeon",Constituent'b><fc;t    requesting employment based immigrant visa.,,,,,,,,,,
1455,819311,4/1/2009,Congressman Mike McMahon,Request that Deferred Enforced Departure be extended for Liberians.,,,,,,,,,,
1456,824058,4/24/2009,"Congressman John L, Mica","Rep, Mica writes regarding contracts to provide pilot training in the United States.",,,,,,,,,,
1457,819394,4/1/2009,"Senator Barbara A, Mikulski",Writes on behalf of constituent (bX6)    who is inquiring about his wife not being selected for federal jobs.,,,,,,,,,,
1458,820874,4/6/2009,"Senator Barbara A, Mikulski",Consitutent 9)9)    regarding husband|9)9)    | adjustment of status.,,,,,,,,,,
1459,822605,4/13/2009,"Senator Barbara A, Mikulski",Writes on behalf of Councilman [9)9)    who is concerned that Harford County's planning and construction of a waste to energy facility is being hindered by the Department of Homeland Security.,,,,,,,,,,
1460,823157,4/17/2009,"Senator Barbara A, Mikulski","Writes on behalf of constituent,[9)9)    a Federal employee who applied for a Public Trust position with USCIS and is. awaiting clearance.",,,,,,,,,,
1461,819658,4/2/2009,Congressman Gary G. Miller,Consituent 9)9)    Regarding visa petitions for 9)9) 9)9),,,,,,,,,,
1462,,,,,,,,,,,,,,
1463,823044,4/15/2009,Congressman Gary G. Miller,1®®    J asking if daughter’s 1-485 can be reinstated. Daughter is |(b)(6)    |,,,,,,,,,,
1464,824437,4/27/2009,Congressman Gary G. Miller,Constituent (4(6)    is requesting expedite of son's 1-131 due to his own health deterioration.,,,,,,,,,,
1465,823755,4/21/2009,Congressman George Miller,Constituent ®®    requesting status fo his wife's 1-601 [(4®,,,,,,,,,,
1466,819566,4/1/2009,Congressman Harry E. Mitchell,"Rep, Mitchell writes with his concerns on TSA's LASP.",,,,,,,,,,
1467,821413,4/7/2009,"Congressman Hany E, Mitchell",Rep. Mitchell writes to encourage the President to send National Guard Troops to the border.,,,,,,,,,,
1468,820283,4/3/2009,Congressman Dennis Moore,Rep. Moore writes concerning the Large Aircraft Security Program.,,,,,,,,,,
1469,822814,4/13/2009,Congressman Dennis Moore,"Rep. Dennis Moore writes on behalf of his constituent, ®® (b)(6)    iegarding a Fox News program about Islamic terrorist training camps.",,,,,,,,,,
1470,822364,4/9/2009,Congressman James P. Moran,®®    requesting assistance with wife ®® (b)(6) |_6i2 denial.,,,,,,,,,,
1471,,,,,,,,,,,,,,
1472,823075,4/15/2009,Congressman James P. Moran,(b)(6)    regarding wife)®®    1-130.,,,,,,,,,,
1473,821030,4/6/2009,Senator Patty Murray,"Senators Murray, Cantwell, Crapo, Risch, Wyden, and Merkley write regarding the establishment of a system to screen cargo transported on passenger airplanes.",,,,,,,,,,
1474,821392,4/7/2009,Senator Patty Murray,Sen. Murray and Rep. Larsen Invites the Secretary to visit Washington state to tour their common border with Canada at her earliest convenience.,,,,,,,,,,
1475,822925,4/15/2009,Senator Patty Murray,Sen. Murray and Rep. Larsen write regarding technologies that could aleviate traffic congestion in the State of Washington during the 2010 Winter Olympics.,,,,,,,,,,
1476,824211,4/15/2009,Senator Patty Murray,Sen. Murray and Rep. Larsen write regarding technologies that could aleviate traffic congestion in the State of Washington during the 2010 Winter Olympics.,,,,,,,,,,
1477,824076-,4/24/2009,Congressman Sue Myrick,Consitutent    requesting status of husband ®® (b)(6)    [-130.,,,,,,,,,,
1478,,,,,,,,,,,,,,
1479,824439,4/28/2009,Congressman Jerold Nadler,Constituent *bX0)    requesting status of 1-730 for his twobeneficiaries.,,,,,,,,,,
1480,824667,4/29/2009,Congressman Benjamin K. Nelson,Consituent|<b><6)    [requesting status change from LIB to L1A.,,,,,,,,,,
1481,819250,4/1/2009,Senator Bill Nelson,Consistent |(bX0)    Iregarding I-730's for his children *bX0) (b)(6)    -,,,,,,,,,,
1482,822376,4/13/2009,Senator Bill Nelson,*bX6)    regarding his I-J 40 and 1-485.,,,,,,,,,,
1483,822540,4/14/2009,Senator Bill Nelson,(b)(6)    requesting assistance to verify her immigration as a result of the Jay Treaty Act of 1794.,,,,,,,,,,
1484,823192,4/16/2009,Senator Bill Nelson,<b><6>    regarding adoption.,,,,,,,,,,
1485,823629,4/21/2009,Senator Bill Nelson,<b><6>    Regarding ???,,,,,,,,,,
1486,823744,4/15/2009,Senator Bill Nelson,Consituent *bX0)    requesting status of his 1-694.,,,,,,,,,,
1487,,,,,,,,,,,,,,
1488,823752,4/22/2009,Senator Bill Nelson,Consituent    regarding naturalization papers for her adopted children.,,,,,,,,,,
1489,823984,4/24/2009,Senator Bill Nelson,Constituent <b)X)    Regarding H-2A Program.,,,,,,,,,,
1490,824546,4/28/2009,Senator Bill Nelson,"Supports Sant La, Haitian Neighborhood Center's efforts to obtain a FederaL grant",,,,,,,,,,
1491,824609,4/29/2009,Senator Bill Nelson,Constituent|<b)(6)    requesting review of employment concerns dealing with hiring of disabled within DHS.,,,,,,,,,,
1492,824650,4/29/2009,Senator Bill Nelson,"Congressman requesting support of Janet Napolitano of grant for Sant La, a Haitian Neighborhood Center.",,,,,,,,,,
1493,824652,4/29/2009,Senator Bill Nelson,Constituent *b)*6)    i s requesting a copy of the ICE OPR investigation report regarding her complaint against Special Agent (b)(6),,,,,,,,,,
1494,820419,4/6/2009,Congressman Glenn Nye,Consitutentregarding expedite of her immigration case.,,,,,,,,,,
1495,,,,,,,,,,,,,,
1496,824351,4/28/2009,Congressman James L. Oberstar,Writes with requests for Acting Administrator Nancy Ward's testimony for the Committee on Transportation and Infrastructure hearing.,,,,,,,,,,
1497,820407,4/6/2009,Congressman David R. Obey,Summary of Document' changed from 'Congressional Notification: Department of Homeland Security's Federal Emergency Management Agency (FEMA) plans to award $100 million for the Emergency Food and Shelter National Board Program (EFSP).,,,,,,,,,,
1498,821416,4/7/2009,Congressman Pete Olson,"Rep. Olson writes on behalf of constituent, regarding his TWIC inquiry",,,,,,,,,,
1499,821344,4/7/2009,"Congressman John W, Olver",Constituent(bX6)    regarding visa for (b)(6),,,,,,,,,,
1500,822136,4/9/2009,Congressman Frank Pallone,Consitutents *b**6*    requesting help with their removal proceedings.,,,,,,,,,,
1501,823612,4/20/2009,Congressman Frank Pallone,Constituent <b><6>    Regarding her husbandfbKb*,,,,,,,,,,
1502,824051,4/24/2009,Congressman Frank Pallone,Constituent (b)l5!    Regarding husband j<b>(6)    | (b)(6)    |i.60i status.,,,,,,,,,,
1503,,,,,,,,,,,,,,
1504,823046,4/7/2009,Congressman Ed Pastor,"<bii6i    [requesting assistance with wife's 1-601, Wife is9)9) (b)(6)",,,,,,,,,,
1505,823047,4/15/2009,Congressman Ed Pastor,(b)(6}    [seeks assistance and status for her husband “    IFeoi.,,,,,,,,,,
1506,822173,4/8/2009,Congressman Mike Pence,Consitutent 9)9)    s requesting status of 1-130 filed for (b)(6),,,,,,,,,,
1507,823282,4/16/2009,Congressman Mike Pence,Rep. Pence questions the legitimacy of the April 2009 I&A Report on domestic extremist threats.,,,,,,,,,,
1508,822894,4/15/2009,Congressman Tom Perriello,Rep. Perriello writes on behalf of the University of Virginia Health System regarding the case of a Guatemalan patient who may be undocumented.,,,,,,,,,,
1509,820500,4/3/1909,Congressman Joseph R. Pitts,Constituents 9)9)    regarding Haitian adoption.,,,,,,,,,,
1510,820870,4/6/2009,Congressman Joseph R. Pitts,"Representative Pitts writes on behalf of constituent 9)9)    Vice President of Sales and Marketing, Dutch Gold Honey regarding imported honey.",,,,,,,,,,
1511,,,,,,,,,,,,,,
1512,823091,4/16/2009,Congressman Joseph R. Pitts,X)*6)    Regarding verification of immigration status for he and his son (bX0)    in order to get social security card.,,,,,,,,,,
1513,824295,4/27/2009,Congressman Joseph R. Pitts,Rep. Pitts writes on behalf of constituent X)(S)    [regarding his ICE employment application.,,,,,,,,,,
1514,824250,4/27/2009,Congressman Ted Poe,"Writes on behalf of constituent, (bX0)    who is having a hurricane claim issue.",,,,,,,,,,
1515,822155,4/9/2009,Congressman Jared Pol is,Constituent *b)(6)    Requesting humanitarian parole based on death of wife and need to return to U.S. to car for his 3 minor daughters who have been left unattended.,,,,,,,,,,
1516,823690,4/21/2009,Congressman David Pomerantz,"David Pomerantz, on behalf of the House Committee on Appropriations, makes an inquiry into the issues relating to the Inquiry World Trade Center Captive Insurance Company.",,,,,,,,,,
1517,824118,4/24/2009,Congressman David Pomerantz,Writes to request a point of contact to obtain data pertinent to monitoring the progress and performance of programs funded with economic recovery dollars regarding the American Recovery and Reinvestment Act.,,,,,,,,,,
1518,824267,4/27/2009,Congressman Bill Posey,"Writes on. behalf of constituent,|who inquires about a complaint he lodged to the National Center of Disaster Fraud.",,,,,,,,,,
1519,819686,4/1/2009,Congressman. David E. Price,Constituent (bX0)    Regarding immigration status verification for X)(6),,,,,,,,,,
1520,,,,,,,,,,,,,,
1521,,,,,,,,,,,,,,
1522,823876,4/23/2009,Congressman David E. Price,Writes in four letters regarding the approval of various budgets for DHS.,,,,,,,,,,
1523,824564,4/29/2009,Congressman David E. Price,"Chairman Price requests DHS's timetable for addressing recommendations concerning the fiscal year 2009 expenditure plan for Border Security Fencing, Infrastructure, and Technology.",,,,,,,,,,
1524,824288,4/27/2009,Senator Mark L. Pryor,Sen. Pryor writes concerning the Large Aircraft Security Program.,,,,,,,,,,
1525,820416,4/6/2009,Congressman Nick J. Rahall,Constituenl (bi<b>    regarding preventing the deportation of (b)(6)    |,,,,,,,,,,
1526,822172,4/9/2009,Senator Jack Reed,Recommends    for Director of FEMA's Region I office.,,,,,,,,,,
1527,823085,4/16/2009,Senator Jack Reed,"<bt<6*    requesting review of denial of her fiance,b,,tl> (b)(6)    visa.",,,,,,,,,,
1528,823171,4/17/2009,Senator Jack Reed,"0,(01    requesting assistance with fiance’s 1-129. Fiance 4D)<e>",,,,,,,,,,
1529,824071,4/24/2009,Senator Jack Reed,"Constituent (b,(fc°    regarding 1-601 for her father,b>,bl",,,,,,,,,,
1530,,,,(b)(6),,,,,,,,,,
1531,,,,,,,,,,,,,,
1532,824364,4/27/2009,Senator Jack Reed,Constituent ®®    requesting assistance with fiancee I-129F.,,,,,,,,,,
1533,821341,4/7/2009,Senator Harry Reid,Senator Reid writes regarding his concerns with CBP at Las Vegas McCarran International Airport. We have not received any signed correspondence for this workflow.,,,,,,,,,,
1534,819663,4/1/2009,Senator Jim Risch,ConsituentFbX0)    lregarding her husband®®    md his I- 130.,,,,,,,,,,
1535,822176,4/9/2009,Senator Jim Risch,Suggests Uruguay be put on the list of participating H-2A countries.,,,,,,,,,,
1536,824090,4/23/2009,Senator Jim Risch,Constituent®®    regarding her children ®®,,,,,,,,,,
1537,,,,1®®    reconsideration of immigration as refugee denial.,,,,,,,,,,
1538,824648,4/29/2009,Senator Jim Risch 1,"Constituent W)    requesting status of wife ®® Me)    Oil""",,,,,,,,,,
1539,824653,4/29/2009,Senator Jim Risch,Senator Risch writes on behalf of constituent ®<6)    regarding a pending SEVIS application.,,,,,,,,,,
1540,,,,,,,,,,,,,,
1541,820787,4/3/2009,Senator Pat Roberts,Constituent®®    Iregarding monther ®® (b)(6)    visitor visa.,,,,,,,,,,
1542,822617,4/14/2009,Senator Pat Roberts,4®    requesting expedite of husband®®    1-601.,,,,,,,,,,
1543,824748,4/30/2009,Senator Pat Roberts,Constituent ®®    is. requesting status of his fiancee's Kim Phuong Nguyen.,,,,,,,,,,
1544,820668,4/3/2009,Congressman Ciro D. Rodriguez,Constituent ®®    regarding sons ®® ®®    1-864.,,,,,,,,,,
1545,822148,4/8/2009,Congressman Ciro D. Rodriguez,Constituent ®®    requesting assistance for her husband (b)(6)    H30,,,,,,,,,,
1546,823045,4/15/2009,Congressman Ciro D. Rodriguez,®®    requesting consideration of his application to become US citizen based on father's US Citizenship.,,,,,,,,,,
1547,823511,4/21/2009,"Congressman Ciro D, Rodriguez",Consituent ®®    requesting assistance with husband (b)(6)    i_j30,,,,,,,,,,
1548,,,,,,,,,,,,,,
1549,,,,,,,,,,,,,,
1550,823757,4/22/1900,Congressman Ciro D. Rodriguez,Consitutent|XX6)    Iregarding husband's 1-130 application. Husband is|XX0),,,,,,,,,,
1551,820832,4/6/2009,Congressman Harold Rogers,Expresses concern that the position of Under Secretary for Intelligence and Analysis has not been filled and believes this is a liability for the Department.,,,,,,,,,,
1552,824087,4/23/2009,Congressman Michael J. Rogers,Constituent <b>(0)    Jregarding her husband !b><6) XX0)    pending 1-601.,,,,,,,,,,
1553,823102,4/16/2009,Congressman Tom Rooney,Rep. Rooney writes on behalf of constituent XX0)    regarding problems he encounters with Customs during travel.,,,,,,,,,,
1554,821916,4/8/2009,Congressman Gregorio Sablan,Writes expressing their views on immigration control in the Northern Mariana Islands.,,,,,,,,,,
1555,823238,4/16/2009,Congressman Loretta Sanchez,Consitituent XX0)    Regarding denial of business partner XX0) XX0)    I-290B.,,,,,,,,,,
1556,819892,3/26/2009,Senator Bernard Sanders,Writes to request additional funding be given to the R-Tech Program.,,,,,,,,,,
1557,,,,,,,,,,,,,,
1558,823767,4/22/2009,Congressman John P. Sarbanes,"Constituent 9)9)    regarding husbanc(b),tl)    mmigration case status.",,,,,,,,,,
1559,824214,4/27/2009,Congressman John P. Sarbanes,Constituent ?X6)    regarding her husband<bl(6) 9X6)    I601,,,,,,,,,,
1560,822585,4/14/2009,Congressman Janice D. Schakowsky,"b',6>    regarding her husband<b>,6)",,,,,,,,,,
1561,822177,4/9/2009,"Congressman Adam B, Schiff",Constituent ^X^    regarding 1-485.,,,,,,,,,,
1562,822551,4/3/2009,Senator Charles E. Schumer,Private Bill S. 368 for Alemseghed Mussie Tesfamical from Senator Schuman's office misdirected. For the record this correspondence was faxed to ICE Congressional.,,,,,,,,,,
1563,823155,4/17/2009,Senator Charles E. Schumer,Supports the application submitted by the Guilderland Fire Department for the 2008 Fire Prevention and Safety Grant Program.,,,,,,,,,,
1564,823156,4/17/2009,Senator Charles E. Schumer,Supports the application submitted by the Menands Fire Department for the 2008 Fire Prevention and Safety Grant Program.,,,,,,,,,,
1565,823451,4/20/2009,Senator Charles E. Schumer,"Sen. Charles E. Schumer writes on behalf of his constituent, George Breeher, concerning the status of his TRIP Inquiry.",,,,,,,,,,
1566,,,,,,,,,,,,,,
1567,824163,4/23/2009,Senator Charles E. Schumer,"Constituent (bt,b'1    'egarding 4 year delay of his request using N-565 to have the date on his cizenship certificate changed from 19935 to correct date of 1933.",,,,,,,,,,
1568,824291,4/27/2009,Senator Charles E. Schumer,Senator Schumer writes on behalf of |<bX6>    | regarding their experience with Border Patrol agents while crossing the border from Canada.,,,,,,,,,,
1569,820377,4/4/2009,Congressman Carol Shea-Porter,Constituent (b><6)    egarding husband<bi|b! 1-130,,,,,,,,,,
1570,820834,4/3/2009,Senator Richard C. Shelby,"Constituent !b'1,en    regarding his 1-90 application.",,,,,,,,,,
1571,823070,4/15/2009,Senator Richard C. Shelby,(bX6)    regarding the upgrading her 1-130 for his daughter(bK6)    from F3 to FI.,,,,,,,,,,
1572,822157,4/6/2009,Congressman Brad Sherman,Consitutent<b)<6t    regarding status of husband<b)(6i <bX6>    case.,,,,,,,,,,
1573,823214,4/16/2009,Congressman Brad Sherman,Constituen <bXti)    regarding status of 1-130 for husband (b)(6),,,,,,,,,,
1574,,,,,,,,,,,,,,
1575,821898,4/7/2009,Congressman Michael K. Simpson,Constituent ®®    regarding his wife ®® ®®    1-601 denial.,,,,,,,,,,
1576,824096,4/24/2009,"Congressman Michael K, Simpson",Constituent ®®    requesting expedite of H-2A worker visas from Uruguay.,,,,,,,,,,
1577,824763,4/30/2009,"Congressman Michael K, Simpson",Consitutnet ®®    is requesting assistance with husband (b^® (b)(6)    1-730.,,,,,,,,,,
1578,824306,4/27/2009,Congressman Ike Skelton,Writes on behalf of constituent concerned with internet fraud in Nigeria.,,,,,,,,,,
1579,822389,4/13/2009,Congressman Adrian Smith,®<fclJ    requesting assistance with his asylum.,,,,,,,,,,
1580,823764,4/21/2009,Congressman Adrian Smith,Constituent ®®    regarding his wife!®®    Is (b)(6) immigration case.,,,,,,,,,,
1581,819641,4/2/2009,Congressman Lamar Smith,"Rep. Smith writes regarding ICE's worksite enforcement action at Yamato Engine Specialists in Bellingham, Washington.",,,,,,,,,,
1582,,,,,,,,,,,,,,
1583,821901,3/23/2009,Congressman Arlen Specter,Constituent ®®    regarding USCIS error that resulted in denial of husband ®®    1-130. Seeks exemption from additional fees associated with error.,,,,,,,,,,
1584,822615,4/14/2009,Congressman Arlen Specter,<b>(0)    Requesting status of her I-290B.,,,,,,,,,,
1585,823377,4/20/2009,Congressman Jackie Speier,Rep. Speier writes regarding mandatory turban searches of Sikh's and the possibility of the University of California at Berkley conducting a study of TSA screening practices.,,,,,,,,,,
1586,824072,4/23/2009,Congressman Todd Staples,"Todd Staples, Commissioner, Texas Department of Agriculture writes regarding flights between Texas and Cuba.",,,,,,,,,,
1587,824525,4/28/2009,Congressman Cliff Steams,Constituent ®®    requests assistance regarding clearing her name of false accusations that she supported terrorists groups in Jamaica.,,,,,,,,,,
1588,821275,4/6/2009,Congressman Ellen O. Tauscher,Congressman requesting update on background checks for®® (b)(6),,,,,,,,,,
1589,823547,4/20/2009,Congressman Ellen O. Tauscher,Constituent |<b><6>    regarding pending relative petitions for (b)(6),,,,,,,,,,
1590,,,,,,,,,,,,,,
1591,824698,4/30/2009,Congressman Hany Teague,Writes to offer assistance to reduce impact of recent outbreaks of H1NI influenza.,,,,,,,,,,
1592,824213,4/27/2009,Senator Jon Tester,Constituent(b)(6)    Requesting ht econversion of a work visa to a tourist visa forlbK5)    and her family.,,,,,,,,,,
1593,822438,4/13/2009,Congressman Bennie G. Thompson,regarding her 1-140 filed by<bi(6i    on her behalf.,,,,,,,,,,
1594,822569,4/13/2009,Congressman Bennie G. Thompson,<b><6>    (requesting status of 1-485 for self and family. Wife - (b)(6),,,,,,,,,,
1595,822749,4/15/2009,Congressman Bennie G. Thompson,"Chairman Bennie Thompson writes regarding an April 2009 I&A report entitled, ’’Rightwing Extremism: Current Economic and Political Climate Fueling Resurgence in Radicalization and Recruitment.""",,,,,,,,,,
1596,824203,4/27/2009,Congressman Glenn Thompson,Constituent(b)(6)    is requesting assistance from USCIS in her research on international adoptions.,,,,,,,,,,
1597,824755,4/30/2009,Congressman Glenn Thompson,Constituent<bX6)    requesting status of children<b)(6) (b)(6) (b)(6)    1.730.,,,,,,,,,,
1598,,,,,,,,,,,,,,
1599,,,,,,,,,,,,,,
1600,822432,4/13/2009,"Congressman William ""Mac"" Thornberry",9)9)    inquires about status of wile 9)9) 9X6)    visa application.,,,,,,,,,,
1601,822463,4/13/2009,"Congressman William ""Mae"" Thornberry",9)9)    Iwould like to step in as petitioner for her sister-in-law 9)9)    following the death of her brother (husband to beneficiary) (b)9),,,,,,,,,,
1602,824280,4/24/2009,"Congressman William ""Mac"" Thornberry","Congressman Thornberry writes on behalf of his constituent, 9)9) 9)9) who questions the entrance policy for her trucking business into U.S. ports.",,,,,,,,,,
1603,819627,4/2/2009,Congressman Patrick Tiberi,Writes on behalf of a constituent 9)9)    who request that DHS release funds owed for work completed by Data Management Consulting. FEMA Folder 97827 - assigned to GPD for handling.,,,,,,,,,,
1604,824281,4/27/2009,Congressman Paul Tonko,Constituents|9)9)    requesting status and asistance with their I-485’s and 9)9)    1-140.,,,,,,,,,,
1605,819685,4/1/2009,Congressman Edolphus Towns,Constituent 9)9)    regarding status of 1-730 relative petition for his daughtei ?)9),,,,,,,,,,
1606,823637,4/21/2009,Congressman Edolphus Towns,Constituent (b)9)    (regarding his N-400 and T-485.,,,,,,,,,,
1607,,,,,,,,,,,,,,
1608,823739,4/22/2009,Congressman Edolphus Towns,Constituent requesting status of her case.,,,,,,,,,,
1609,823741,4/22/2009,Congressman Edolphus Towns,Constituent    regarding her case and if can be reopened.,,,,,,,,,,
