Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
226,1 138780,2/13/2017,Congressman Keith Ellison,"Requests Information on Executive
Order: Protecting the Nation from
Terrorist Entry into the U.S. by Foreign
Nationals",,,,,,,,,,
227,March Privacy Office Congressional Report,,,,,,,,,,,,,
228,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
229,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
230,I 140024,3/10/2017,Congressman Karen Bass,"Writes with concern regarding
immigration policy statements made by
Secretary Kelly",,,,,,,,,,
231,1140263,3/16/2017,Senator Michael Bennet,"The Agency's regulation, guidance,
process, and standards for implementing
the Freedom of Information Act.",,,,,,,,,,
232,I 140846,3/24/2017,Congressman Richard Blumenthal,"Writes to express grave concerns
regarding the revised Executive Order
Protecting the Nation from Foreign
Terrorist Entry into the United States
(EO).",,,,,,,,,,
233,1140015,3/10/2017,Senator Cory A. Booker,"Writes in support of FY16 DHS FEMA
Program to Prepare Communities for
Complex Coordinated Terror Attacks",,,,,,,,,,
234,1140018,3/10/2017,Senator Cory A. Booker,"Writes with concern regarding the decline
in funding for the Homeland Security
Grant Program",,,,,,,,,,
235,1140865,3/27/2017,Senator Cory A. Booker,Write regarding the focus of CVE efforts,,,,,,,,,,
236,March Privacy Office Congressional Report,,,,,,,,,,,,,
237,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
238,1139767,3/6/2017,Congressman Madeleine Bordallo,"Representative Bordallo writes in on
behalf of 'b)l'6)
who’s application to work for DHS in
Customs and Border Protection was
halted due to a failed polygraph test",,,,,,,,,,
239,1139957,3/10/2017,Congressman Brendan Boyle,"Writes with concern regarding an
individual's freedom to travel.",,,,,,,,,,
240,1140662,3/22/2017,Senator Sherrod Brown,"Senator Brown forwards correspondence
from 4)4)	-elating to his
duties at Westlake Police Department and
his attempts to enroll in FLETC classes.",,,,,,,,,,
241,1139869,3/8/2017,Congressman Maria Cantwell,"Urges OMG to refrain from reported cuts
to USCG",,,,,,,,,,
242,I 139756,3/6/2017,Senator Shelley Moore Capito,"Senator Capito writes in on behalf of 4> |
|4)4)	|who would like to be relocated to
be closer to her doctors.",,,,,,,,,,
243,I 139651,3/3/2017,Congressman Benjamin Cardin,"Writes regarding the U.S.-Mexico
partnership",,,,,,,,,,
244,I 140515,3/21/2017,Congressman Benjamin Cardin,"Writes with concern regarding Trump
Administration's plan to pursue deep cuts
to America’s ""Function 150"" budget
account involving international affairs
spending",,,,,,,,,,
245,"March Privacy Office Congressional Report
Opened between 3/1/17 - 3/31/17",,,,,,,,,,,,,
246,1140459,3/17/2017,Congressman John Carter,Representative Carter writes in on the,,,,,,,,,,
247,,,,"behalf of	who expressing his",,,,,,,,,,
248,,,,displeasure with ICE,,,,,,,,,,
249,1141107,3/30/2017,Senator Bill Cassidy,"Writes supporting request for Public and
Individual Assistance for Louisiana areas
affected by recent tornados.",,,,,,,,,,
250,I 139900,3/9/2017,Congressman Jason Chaffetz,"Write regarding the preservation of
official records using new forms of
electronic communication.",,,,,,,,,,
251,1140842,3/27/2017,Congressman Jason Chaffetz,"Writes regarding open Congressional
correspondence from previous
Administration.",,,,,,,,,,
252,I 141028,3/28/2017,Congressman Jason Chaffetz,"Writes to request DHS identify the top
three mission - critical IT Systems in need
of modernization.",,,,,,,,,,
253,1141126,3/30/2017,Congressman Judy Chu,"Thanks Secretary Kelly for meeting with
House Democratic Caucus and invites
Secretary to attend an upcoming
Congressional Asian Pacific America
Caucus meeting.",,,,,,,,,,
254,1140719,3/24/2017,Congressman Thad Cochran,"Writes in support of an application
submitted to DHS by the Mississippi
Office of Homeland Security for funding
through the Complex Coordinated
Terrorist Attacks Grant Program.",,,,,,,,,,
255,March Privacy Office Congressional Report,,,,,,,,,,,,,
256,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
257,1140130,3/14/2017,Congressman Mike Coffman,"Writes on behalf of constituent regarding
recent treatment of those wishing to enter
the United States",,,,,,,,,,
258,1139548,3/2/2017,Congressman Chris Collins,Requests updated organization chart.,,,,,,,,,,
259,I 140362,3/17/2017,Congressman Chris Collins,Writes regarding the H-2A visa program.,,,,,,,,,,
260,1141052,3/30/2017,Congressman Barbara Comstock,"Supports GMU's application for funding
for Criminal Investigations Center of
Excellence.",,,,,,,,,,
261,1140122,3/14/2017,Congressman John Cornyn,"Writes to inquire about the Department's
policy on private relief legislation.",,,,,,,,,,
262,1141184,3/31/2017,Congressman Joe Courtney,"Writes with concern of enforcement
priorities and requests information on
repatriation processes to recalcitrant
countries",,,,,,,,,,
263,1140553,3/22/2017,Congressman Mike Crapo,"Congratulates Secretary Kelly on
confirmation as DHS Secretary",,,,,,,,,,
264,1139803,3/7/2017,Congressman Joseph Crowley,"Requests meeting with Secretary Kelly at
the House Democratic Caucus",,,,,,,,,,
265,1140214,3/16/2017,Congressman Neal Dunn,"Writes in support for full funding of the
Offshore Patrol Cutter Program",,,,,,,,,,
266,1140389,3/17/2017,Congressman Richard Durbin,"Writes regarding a senior White House
counterterrorism advisor",,,,,,,,,,
267,March Privacy Office Congressional Report,,,,,,,,,,,,,
268,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
269,1140591,3/23/2017,Congressman Keith Ellison,"Requests information regarding claims of
DHS personnel screening individuals on a
Minnesota public transit line.",,,,,,,,,,
270,1139937,3/9/2017,Congressman Dianne Feinstein,"Writes regarding the implementation of
Executive Order ""Protecting the Nation
from Foreign Terrorist Entry into the
United States""",,,,,,,,,,
271,1140154,3/15/2017,Congressman Dianne Feinstein,"Expresses deep concern regarding recent
comments made by Secretary Kelly",,,,,,,,,,
272,I 14U09,3/30/2017,Congressman Dianne Feinstein,"Writes to request deferred action be
granted to the beneficiaries of private
immigration bills introduced to Congress.",,,,,,,,,,
273,1140720,3/24/2017,Congressman Deb Fischer,"Writes regarding implementation of a
comprehensive entry-exit system that
includes both biographic and biometric
data",,,,,,,,,,
274,1139602,3/3/2017,Congressman Rodney Frelinghuysen,"Writes with concern regarding high
number of threats towards Jewish
Community Centers.",,,,,,,,,,
275,1139845,3/8/2017,Congressman Rodney Frelinghuysen,"Writes in support of Maritime Security
Center (MSC) located at the Stevens
Institute of Technology.",,,,,,,,,,
276,March Privacy Office Congressional Report,,,,,,,,,,,,,
277,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
278,1140906,3/28/2017,Congressman Rodney Frclinghuyscn,"Per conversation with AS2, Rep.
Frelinghuysen requests letter to
Governors and SAAs regarding NSGP
Grants / HSGP fund prioritization
flexibility.",,,,,,,,,,
279,1139792,3/6/2017,Congressman Ramon Garcia,"Writes regarding continued Partnership
for Protecting the US/Mexico Border -
Border Levee Strengthening & Security
Infrastructure Project",,,,,,,,,,
280,1140099,3/13/2017,Congressman Kirsten Gillibrand,"Writes to request an increase in money
programmed to address the threats to
Jewish Community Centers and cultural
and religious institutions across the
country.",,,,,,,,,,
281,1139660,3/3/2017,Congressman Bob Goodlatte,"Requests ease history of individual
claiming to be a refugee",,,,,,,,,,
282,1140602,3/23/2017,Congressman Bob Goodlatte,"Requests information surrounding sexual
assault that reportedly occurred at
Rockville High School in Rockville, MD",,,,,,,,,,
283,1139748,2/27/2017,Congressman Paul Gosar,"Representative Gosar writes in oil behalf
of 4)4)	who is
expressing his displeasure about the way
he’s heinu treated.",,,,,,,,,,
284,1139650,3/3/2017,Congressman Kay Granger,"Writes to congratulate Secretary Kelly
and to request a meeting to discuss
homeland security challenges.",,,,,,,,,,
285,March Privacy Office Congressional Report,,,,,,,,,,,,,
286,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
287,1139948,3/9/2017,Congressman Kay Granger,"Writes to bring to attention a company
that specializes in cutting edge
technology with regard to securing our
borders.",,,,,,,,,,
288,I 140571,3/22/2017,Senator Charles E. Grassley,"Writes to request information on a
criminal illegal immigrant.",,,,,,,,,,
289,1140682,3/23/2017,Senator Charles E. Grassley,"Requests information regarding two
suspects in a recent sexual assault in
Maryland.",,,,,,,,,,
290,I 139953,3/9/2017,Congressman Michelle Lujan Grisham,"Writes with concern of the consideration
of separating parents from their children
at the U.S.-Mexico border.",,,,,,,,,,
291,1141143,3/31/2017,Congressman Michelle Lujan Grisham,"Writes regarding ""sanctuary jurisdiction""
policy.",,,,,,,,,,
292,I 141113,3/30/2017,Congressman Luis Gutierrez,"Writes regarding a shooting involving an
ICE auent.",,,,,,,,,,
293,1141027,3/29/2017,Congressman Andy P. Harris,"Representative Hands wrote in on the
behalf of my constituents,
and ] 0X6}	| who reached out to
our office with concerns over a recent
experience they had at the Fort
Lauderdale International Airport",,,,,,,,,,
294,I 140761,3/24/2017,Congressman Alcee L. Hastings,"Requests extension of TPS designation
for Haiti",,,,,,,,,,
295,1141130,3/30/2017,Congressman Dean Heller,"Writes regarding the FYI8 budget as it
relates to operations and security of the
U.S. travel system.",,,,,,,,,,
296,March Privacy Office Congressional Report,,,,,,,,,,,,,
297,Opened between Wfn - 3/31/17,,,,,,,,,,,,,
298,I 139536,3/2/2017,Congressman Duncan Hunter,Writes regarding USCG budget for FYI8.,,,,,,,,,,
299,1141169,3/31/2017,Congressman Duncan Hunter,"Write regarding the application of the
Jones Act to offshore operations.",,,,,,,,,,
300,1139661,3/3/2017,Congressman Sheila Jackson Lee,"Writes regarding the deportation of an
individual",,,,,,,,,,
301,1139701,3/6/2017,Congressman Sheila Jackson Lee,"Writes on behalf of the University of
Houston's Borders, Trade, and
Immigration Institute program, who
would like to conduct an assessment of
the Transportation Worker Identification
Credential Security Card Program
Improvements and Assessment.",,,,,,,,,,
302,I 140769,3/24/2017,Congressman Ron Johnson,"Requests assistance in inqury regarding
the state of border security and
immigration enforcement in the U.S.",,,,,,,,,,
303,1140569,3/22/2017,Congressman Walter Jones,"Requests that an array of assets be
deployed to secure U.S. borders. Also
recommends the PGSS assets be declared
EDA and transferred to DHS",,,,,,,,,,
304,March Privacy Office Congressional Report,,,,,,,,,,,,,
305,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
306,1140518,3/21/2017,Congressman Walter B. Jones,"Writes to inquire into the status of a 1-130
Petition for Alien Relative submitted by a
constituent",,,,,,,,,,
307,1140434,3/20/2017,Congressman William R. Keating,"Writes on behalf of businesses that rely
on the H-2B program.",,,,,,,,,,
308,1139409,3/1/2017,Congressman Peter King,"Writes regarding bomb threats against
Jewish Community Centers.",,,,,,,,,,
309,1140848,3/27/2017,Congressman Peter King,Write regarding illicit cigarette sales,,,,,,,,,,
310,1141018,3/29/2017,Congressman Peter King,"Writes regarding immigration case of
person seeking political asylum.",,,,,,,,,,
311,1140131,3/14/2017,Congressman Robert Latta,"Writes regarding threats against Jewish
Community Centers.",,,,,,,,,,
312,1140655,3/23/2017,Congressman Kenny Marchant,"Writes regarding ban on certain carry-on
items from flights to the U.S. on foreign
flag carriers from Middle East and Africa.",,,,,,,,,,
313,1140786,3/24/2017,Congressman Kenny Marchant,"Requests that DHS conduct a thorough
review on the current H-IB and L-l visa
programs",,,,,,,,,,
314,March Privacy Office Congressional Report,,,,,,,,,,,,,
315,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
316,I 140435,3/20/2017,Congressman Catherine Cortez Masto,"Writes regarding budget cuts for TSA
during FYI8.",,,,,,,,,,
317,1139600,3/3/2017,Congressman Claire McCaskill,"Writes regarding the implementation of
the contractor whistleblower protections
pilot program.",,,,,,,,,,
318,1139630,3/3/2017,Congressman Claire McCaskill,"Writes to request copies of all reports and
memoranda as a result of the executive
orders.",,,,,,,,,,
319,1139816,3/7/2017,Congressman Claire McCaskill,"Requests that the Department provide a
briefing for the Committee regarding
DHS acquisition process as pertains to the
border wall.",,,,,,,,,,
320,I 139838,3/8/2017,Congressman Claire McCaskill,"Writes regarding the designation of
election infrastructure as a critical
infrastructure subsector.",,,,,,,,,,
321,1140156,3/15/2017,Congressman Claire McCaskill,"Write to express disappointment that
Acting Director Homan declined ail
invitation to testify at a hearing titled,
""The Effects of Border Insecurity and Lax
Immigration Enforcement on American
Communities.""",,,,,,,,,,
322,I 140979,3/28/2017,Congressman Claire McCaskill,"Writes to request materials DHS authored
or contributed to regarding Russia's
interference in the 2016 presidential
election",,,,,,,,,,
323,1140519,3/21/2017,Congressman Michael McCaul,"Requests a standard DHS official flag to
be loaned to U.S. House of
Representatives",,,,,,,,,,
324,March Privacy Office Congressional Report,,,,,,,,,,,,,
325,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
326,1140840,3/27/2017,Congressman Michael McCaul,"Write regarding DHS's Quadrennial
Homeland Security Review.",,,,,,,,,,
327,1140989,3/29/2017,Congressman Michael McCaul,"Writes regarding February 2017 GAO
report",,,,,,,,,,
328,1140544,3/22/2017,Congressman Martha McSally,"Writes regarding the President's recent
supplemental appropriations request to
Congress relating to the border wall.",,,,,,,,,,
329,1140063,3/13/2017,Congressman Nuala O'Connor,"Writes with concern regarding screening
activities at U.S. borders.",,,,,,,,,,
330,I 139601,3/3/2017,Congress-man Joe Henry Ogg,"Applicant writing regarding status of
ease.",,,,,,,,,,
331,1141190,3/31/2017,Congressman Steven Palazzo,"Writes thanking Secretary Kelly
regarding remarks on restoring funding
cuts to USCG",,,,,,,,,,
332,1140451,3/20/2017,Congressman Frank Pallone,"Writes regarding a group of Canadian
volunteers that were refused entry at the
US/Canadian border",,,,,,,,,,
333,1140837,3/27/2017,Congressman Bill Pascrell,"Write to inquire about the status of the
CVE program.",,,,,,,,,,
334,March Privacy Office Congressional Report,,,,,,,,,,,,,
335,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
336,1139425,3/1/2017,Congressman Scott Perry,"Writes regarding the high number of
bomb threats made against Jewish
Community Centers (JCC's) in recent
months.",,,,,,,,,,
337,1139841,3/8/2017,Senator Gary Peters,"U.S. Senate writes urging swift action
regarding anonymous bomb threats made
against Jewish Community Centers, Jewish
Day Schools, Synagogues etc.",,,,,,,,,,
338,I 139502,3/2/2017,Congressman Jared Polls,"Writes with concern regarding
information communicated to CBP
relating to the recent rulings on
immigration executive orders.",,,,,,,,,,
339,I 140319,3/17/2017,Congressman Mike Quigley,"Requests that POTUS rescind provision
of EO 13768 regarding sanctuary
jurisdictions.",,,,,,,,,,
340,1139797,3/7/2017,Congressman Kathleen Rice,"Requests an update on any efforts
undertaken pursuant to sections of the
original Executive Order on immigration.",,,,,,,,,,
341,1139744,3/6/2017,Congressman Pat Roberts,"Recommends a candidate for position of
Assistant Secretary of Homeland Security
and Legislative Affairs.",,,,,,,,,,
342,1139751,3/6/2017,Congressman David P. Roe,"Representative Roe writes in on behalf of
4X6)	|who is expressing
interest in working for The Department of
Homeland Security.",,,,,,,,,,
343,1140125,3/14/2017,Congressman Lucille Roybal-Allard,"Writes to express concern and opposition
to an immigration plan to separate
immigrant children from their parents.",,,,,,,,,,
344,March Privacy Office Congressional Report,,,,,,,,,,,,,
345,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
346,1140763,3/24/2017,Senator Marco Rubio,"Senator Marco Rubio forwards
correspondence from 1(b)(6)	1
(b)(6)	regarding her TRIP
application.",,,,,,,,,,
347,1139860,3/8/2017,Congressman Brian Schatz,"Writes to urge financial assistance and
resources to organizations threatened by
violence against racial, ethnic, and
religious minorities in the United States.",,,,,,,,,,
348,1141129,3/30/2017,Congressman Charles Schumer,FEMA Grant Program Requests,,,,,,,,,,
349,1139899,3/9/2017,Congressman Jeanne Shaheen,"Write regarding the detention of an
Afghan family who possessed valid
Special Immigrant Visas",,,,,,,,,,
350,1139938,3/9/2017,Congressman Louise McIntosh Slaughter,"Writes with concern regarding reports
that CBP denied entry to individuals
based on political and/or religious beliefs.",,,,,,,,,,
351,1139493,3/1/2017,Congressman Bennie G. Thompson,"Writes regarding the appointment of the
25th USSS Director.",,,,,,,,,,
352,1139857,3/8/2017,Congressman Bennie G. Thompson,"Write with concern regarding the
separation of children from their parents
at the border",,,,,,,,,,
353,1139934,3/9/2017,Congressman Bennie G. Thompson,"Writes to request release of a DACA
recipient from ICE detention.",,,,,,,,,,
354,1140461,3/20/2017,Congressman Mike Thompson,"Writes to urge DHS to reconsider position
on ICE officers and agents displaying the
word ""police’' on their attire.",,,,,,,,,,
355,March Privacy Office Congressional Report,,,,,,,,,,,,,
356,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
357,1139794,3/6/2017,Senator Thom Till is,"Writes expressing concern that the H-2B
statutory cap will be reached soon and
requests information.",,,,,,,,,,
358,1140872,3/27/2017,Senator Thom Till is,"Writes regarding a request for resources
for the 2018 World Equestrian Games
held in North Carolina.",,,,,,,,,,
359,I 141132,3/30/2017,Congressman Dina Titus,"Writes regarding the impact of EOs on
the travel and tourism industry.",,,,,,,,,,
360,1140672,3/23/2017,Congressman Ralph Torres,"Writes regarding speculative acquisition
in relation to the Commonwealth-Only
Transitional Worker Program (CW)",,,,,,,,,,
361,1139859,3/8/2017,Congressman Tom Udall,"Writes regarding president's private real
estate as potential targets for attacks.",,,,,,,,,,
362,1139884,3/8/2017,Congressman Juan Vargas,"Writes regarding a report of an
immigration enforcement checkpoint in
National City, CA.",,,,,,,,,,
363,1140121,3/14/2017,Congressman Juan Vargas,"Writes on behalf of AFGE Local 2805
requesting meeting with Secretary Kelly
regarding EEO complaints against ICE
field office",,,,,,,,,,
364,1140316,3/17/2017,Congressman Juan Vargas,"Requests information regarding
Executive Order 13768, ""Enhancing
Public Safety in the Interior of the U.S.""",,,,,,,,,,
365,1140533,3/21/2017,Congressman Juan Vargas,"Writes with concern regarding CBP/ICE
hiring surge.",,,,,,,,,,
366,March Privacy Office Congressional Report,,,,,,,,,,,,,
367,Opened between 3/1/17 - 3/31/17,,,,,,,,,,,,,
368,1141194,3/31/2017,Congressman Greg Walden,"Write regarding the Common
Vulnerabilities and Exposures program",,,,,,,,,,
369,1141205,3/31/2017,Senator Mark R. Warner,"Writes to Secretary Kelly urging efforts to
prioritize modernizing and updating
DHS's spending and governance practices",,,,,,,,,,
370,1139460,3/1/2017,Congressman Elizabeth Warren,"Writes with concern regarding executive
order on ""Border Security and
Immigration Enforcement Efforts”",,,,,,,,,,
371,1139947,3/9/2017,Congressman Roger Wicker,"Writes in support for the Mississippi
Office of Homeland Security’s application
for a Complex Coordinated Terrorist
Attacks grant.",,,,,,,,,,
372,1139824,3/7/2017,Congressman Robert Wittman,Rep. Wittman forwards an inquiry from,,,,,,,,,,
373,,,,"4)4)	regarding the issuance",,,,,,,,,,
374,,,,"of his retired credentials per DHS policy
for LEOSA purposes.",,,,,,,,,,
375,1140170,3/15/2017,Senator Ron Wyden,"Writes regarding warnings of U.S.
cellular communications vulnerability to
surveillance by foreign governments.",,,,,,,,,,
376,1140496,3/21/2017,Congressman John Yarnruth,"Writes on behalf of a constituent on an
Order of Supervision.",,,,,,,,,,
377,1140596,3/23/2017,Senator Elizabeth Warren,"Donald Trump, Executive Order:
ETHICS COMMITMENTS BY
EXECUTIVE BRANCH APPOINTEES",,,,,,,,,,
378,"April Privacy Office Congressional Report
Opened between	- 4/30/17",,,,,,,,,,,,,
379,,,,,,,,,,,,,,
380,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
381,1141917,4/13/2017,Congressman Lamar Alexander,"Supports Knox County Sheriffs Office
request to partner with ICE through the
287(g) program.",,,,,,,,,,
382,1142179,4/19/2017,Congressman Annonymous,Writes regarding immigration concerns.,,,,,,,,,,
383,1142340,4/21/2017,Senator Cory A. Booker,"Writes regarding recent reports that DHS
has been revoked the membership of
people enrolled in the Global Entry
Program",,,,,,,,,,
384,1141252,4/3/2017,Congressman Jason Chaffetz,"Requests information regarding an
individual who was deported but recently
alleged to have been involved in violent
assaults in the U.S.",,,,,,,,,,
385,1141587,4/10/2017,Congressman Chris Collins,"Writes to thank Secretary Kelly for
response letter regarding biometric entry-
exit tracking system.",,,,,,,,,,
386,1142159,4/19/2017,Congressman Barbara Comstock,"Writes to request a meeting to discuss
ways to expand partnerships with Muslim
communities to protect civil rights and
combat extremism.",,,,,,,,,,
387,April Privacy Office Congressional Report,,,,,,,,,,,,,
388,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,,
389,1141423,4/6/2017,Congressman John Conyers,"Write to express concern on recent
changes in immigration enforcement at
schools",,,,,,,,,,
390,1142294,4/21/2017,Congressman John Cornyn,"Write regarding H-1B nonimmigrant
visas for visiting foreign professors",,,,,,,,,,
391,1141571,4/10/2017,Congressman Joseph Crowley,"Writes regarding the Good Friday
Agreement and an individual seeking to
remain in the U.S.",,,,,,,,,,
392,1142556,4/26/2017,Congressman Joseph Crowley,"Urges the deportation of an individual
accused of being a guard at a Nazi
concentration camp.",,,,,,,,,,
393,1142679,4/28/2017,Congressman John Culberson,"Requests OMB postpone decision making
process for CBP proposal regarding the
Jones Act",,,,,,,,,,
394,1142353,4/21/2017,Congressman Susan Davis,"Writes regarding AFGE Local 2805 and
the number of EEO complaints that have
been filed by ICE field office in San
Diego, California",,,,,,,,,,
395,April Privacy Office Congressional Report,,,,,,,,,,,,,
396,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,,
397,1141761,4/12/2017,Congressman Suzan Delbene,"Writes on behalf of a constituent
company that has developed a patient-
owned digital medical record",,,,,,,,,,
398,1142452,4/25/2017,Senator Tammy Duckworth,"Writes in support of Oak Lawn and South
Suburban Complex Coordinated Terrorist
Attack (CTTA) grant application",,,,,,,,,,
399,1142699,4/27/2017,Congressman John J. Duncan,"Rep. Duncan writes in support of
Ekto’WS)	employment applications
with DHS.",,,,,,,,,,
400,1142438,4/25/2017,Congressman Adriano Espaillat,"Writes regarding ICE officers and body
cameras",,,,,,,,,,
401,1142628,4/27/2017,Congressman Adriano Espaillat,Writes on behalf of a constituent,,,,,,,,,,
402,1142701,4/28/2017,Congressman Dianne Feinstein,"Writes urging approval of emergency
declaration for direct federal assistance",,,,,,,,,,
403,April Privacy Office Congressional Report,,,,,,,,,,,,,
404,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,,
405,1141545,4/10/2017,Congressman A1 Franken,"Writes regarding suspension of the H- IB
visa premium processing service.",,,,,,,,,,
406,1141540,4/11/2017,Senator Cory Gardner,"Writes requesting clarification of CBP
internal protocols for ordering that private
companies divulge customer information",,,,,,,,,,
407,1142195,4/19/2017,Congressman Thomas A. Garrett,"Representative Garrett wrote in on behalf
of|M7MbK6)	|who would to have
his pay grade re-evaluated",,,,,,,,,,
408,1141307,4/4/2017,Congressman Kirsten Gillibrand,"Writes with concern regarding the mental
health effects in children whose parents
have been deported from the U.S.",,,,,,,,,,
409,1142266,4/20/2017,Congressman Kirsten Gillibrand,"Writes on behalf of community college
seeking to host the 2017 Homeland
Security National Seminar and Tabletop
exercise.",,,,,,,,,,
410,1142389,4/24/2017,Congressman Patricia J. Goedecke,"Writes regarding Haitians being sent to
Haiti",,,,,,,,,,
411,April Privacy Office Congressional Report,,,,,,,,,,,,,
412,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,,
413,1141331,4/4/2017,Congressman Bob Goodlatte,"Writes requesting information of
individuals who have been charged with
second degree murder.",,,,,,,,,,
414,1141226,4/3/2017,Senator Charles E. Grassley,"Writes regarding purchased passports
being used to circumvent immigration
laws.",,,,,,,,,,
415,1141279,4/4/2017,Senator Charles E. Grassley,"Write regarding alleged abuse of the H-
1B visa program",,,,,,,,,,
416,1141344,4/4/2017,Senator Charles E. Grassley,"Writes regarding citizens of recalcitrant
countries.",,,,,,,,,,
417,1141370,4/4/2017,Senator Charles E. Grassley,"Requests to obtain information regarding
an immigrant to the U.S. accused of
acting as an unregistered agent for
Russian interests",,,,,,,,,,
418,1141482,4/7/2017,Senator Charles E. Grassley,"Writes to request information on
individuals with gang affiliation recently
charged with murder",,,,,,,,,,
419,"April Privacy Office Congressional Report
Opened between 4/1/17 - 4/30/17",,,,,,,,,,,,,
420,1142102,4/18/2017,Senator Charles E. Grassley,"Writes requesting information on an
individual in the country illegally who
was recently charged with sexual abuse.",,,,,,,,,,
421,1142296,4/21/2017,Senator Charles E. Grassley,"Writes to request information about an
EB-5 regional center linked to an
immigration scam.",,,,,,,,,,
422,1142698,4/18/2017,Senator Charles E. Grassley,"Senator Grassley writes on behalf of
|regarding his being
stopped by security for long interviews
and additional screenings.",,,,,,,,,,
423,1141358,4/4/2017,Congressman Michelle Lujan Grisham,"Writes with questions regarding recent
changes in immigration policy at DHS",,,,,,,,,,
424,1141499,4/7/2017,Congressman Michelle Lujan Grisham,"Thanks Secretary Kelly for meeting with
members of the Congressional Hispanic
Caucus (CHC)",,,,,,,,,,
425,1141815,4/13/2017,Congressman Michelle Lujan Grisham,"Writes regarding an immigrant mother
with U.S. citizen children recently
detained by ICE.",,,,,,,,,,
426,1141471,4/6/2017,Congressman Clay Higgins,"Writes on behalf of a constituent who has
a discrepancy with TSA",,,,,,,,,,
427,April Privacy Office Congressional Report,,,,,,,,,,,,,
428,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,,
429,1141364,4/4/2017,Congressman French Hill,"Writes to request information on planned
actions by the Department regarding
changes to U.S. visa programs, and in
particular, to the H-I B visa program.",,,,,,,,,,
430,1141582,4/10/2017,Congressman Steny Hoyer,"Wrote in regarding his LEO Retirement
Pay",,,,,,,,,,
431,1142034,4/17/2017,Senator James M. Inhofe,"Writes to request the Department of
Homeland Security consider Check-6
Inc.’ s response to the agency’s request for
information regarding construction of the
border wall.",,,,,,,,,,
432,1141270,4/3/2017,Congressman Ron Johnson,"Writes to invite S Ito testify at a hearing
titled ""Improving Border Security and
Public Safety” before the Committee on
Homeland Security and Governmental
Affairs",,,,,,,,,,
433,1141271,3/1/2017,Congressman Ron Johnson,"Writes to DI Requesting Information on
Multiple Illegal Immigrants and
Enforcement Policy",,,,,,,,,,
434,,April Privacy Office Congressional Report,,,,,,,,,,,,
435,,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,,
436,1142027,4/17/2017,Congressman Ron Johnson,"Thanks Secretary Kelly for appearing on
April 5, 2017 hearing titled ""Improving
Border Security and Public Safety.""",,,,,,,,,,
437,1142356,4/21/2017,Congressman Ron Johnson,"Sends post-hearing questions related to
the hearing held on 4/5/17.",,,,,,,,,,
438,1141601,4/1.0/2017,Congressman Tim Kaine,"Writes to express support for grant
application for CRANE",,,,,,,,,,
439,1141438,4/6/2017,Congressman John F. Kelly,"SI letter to Sen. Harris regarding ordinary
training that our officers and agents go
through throughout their careers.",,,,,,,,,,
440,1141374,4/4/2017,Senator John Kennedy,"Writes in support of CBP modification
and revocation of certain letter rulings
CBP deemed inconsistent with the
application of the Jones Act for offshore
operations.",,,,,,,,,,
441,,,April Privacy Office Congressional Report,,,,,,,,,,,
442,,,Opened between 4/1/17 - 4/30/17,,,,,,,,,,,
443,1141559,4/10/2017,Congressman Peter King,"Write to request an update on DHS's
implementation of the Controlled
Unclassified Information program as
directed by EO 13556",,,,,,,,,,
444,1141284,4/3/2017,Congressman Daniel W. Lipinski,"Writes to support the Oak Lawn and
South Suburban Complex Coordinated
Terrorist Attack (CCTA) grant
application being submitted by the
Village of Oak Lawn’s Office of CCTA.
Emergency Management.",,,,,,,,,,
445,1142584,4/26/2017,Congressman Zoe Lofgren,"Writes to express concern regarding
recent reports that DHS may abandon the
longstanding requirement that facilities
housing immigrants adhere to basic
detention standards.",,,,,,,,,,
446,1142135,4/18/2017,Congressman Edward Markey,"Writes to encourage extending TPS to
Haitian nationals",,,,,,,,,,
447,1141603,4/10/2017,Congressman Claire McCaskill,"Invites Secretary Kelly to testify at a
hearing before the Committee on
Homeland Security and Governmental
Affairs on March 22, 2017",,,,,,,,,,
