Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
303,,,,,,,,,,,,,,
304,1010838,3/5/2014,Senator Harry Reid,Requests that the Secretary allocate additional funding to cities with unique risk factors under the Urban Area Security Initiative (UASI) and other programs.,,,,,,,,,,
305,1011789,3/12/2014,Senator Hany Reid,"Writes on behalf of Xtreme Green Electric Vehicles to request DHS officials visit their booth and see their vehicles during the Border Security Expo conference in Phoenix, Arizona on March 18 and 19.",,,,,,,,,,
306,1011120,3/6/2014,Congressman Jim Renacci,Write to encourage TSA to reconsider approval of a design OTA application that was submitted in March of 2013 by the Akron Canton Airport.,,,,,,,,,,
307,1011791,3/12/2014,Congressman Ileana Ros-Lehtinen,Requests urgent assistance with insufficient CBP staffing at the Miami International Airport (MIA).,,,,,,,,,,
308,1012208,3/14/2014,Congressman Matt Salmon,"Writes on behalf of their constituents to request Arizona receives an adequate share of Customs officers for its ports of entry, including the revamped Mariposa Port of Entry (POE) in Nogales.",,,,,,,,,,
309,1013549,3/24/2014,Congressman Mark Sanford,Writes on behalf of a constituent regarding the constituent's request to replace her permanent resident card.,,,,,,,,,,
310,1010981,3/4/2014,Congressman John P. Sarbanes,Writes on behalf of constituent regarding the processing of his security clearance and would like an update on its status.,,,,,,,,,,
311,,,,,,,,,,,,,,
312,1011519,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Carmel Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
313,1011539,3/11/2014,Senator Charles E. Schumer,Supports the applications submitted by the Glen Oaks Ambulance Corps for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
314,1011540,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the White Lake District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
315,1011541,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Chemung Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
316,1011542,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Goshen Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
317,1011543,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Village of Montour Falls Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
318,1011544,3/11/2014,Senator Charles E. Schumer,"Supports the applications submitted by the Virgil Fire Department for funding under the Assistance to Firefighters grant program, specifically requesting a new ambulance.",,,,,,,,,,
319,1011545,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Fayetteville Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
320,,,,,,,,,,,,,,
321,1011558,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Elsmere Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
322,1011760,3/11/2014,Senator Charles E. Schumer,Supports the applications submitted by the Manorville Fire District (MFD) for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
323,1011798,3/12/2014,Senator Charles E. Schumer,Supports the application submitted by the Taunton Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
324,1011799,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Highland Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
325,1011800,3/12/2014,Senator Charles E. Schumer,Supports the application submitted by the Weedsport Fire Department (WFD) for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
326,1011801,3/11/2014,Senator Charles E. Schumer,Supports the applications submitted by the Stephentown Volunteer Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
327,1011780,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the West Crescent Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
328,1011781,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the City of Cortland Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
329,,,,,,,,,,,,,,
330,1011782,3/11/2014,Senator Charles E. Schumer,Supports the application submitted by the Hy-View Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
331,1012340,3/18/2014,Senator Charles E. Schumer,Writes on behalf of a constituent with an issue with his Equal Employment Opportunity Complaint decision.,,,,,,,,,,
332,1012805,3/20/2014,Senator Charles E. Schumer,Supports the application submitted by the Allentown Volunteer Fire Company for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
333,1013600,3/26/2014,Senator Charles E. Schumer,Supports the applications submitted by the Minoa Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
334,1013601,3/26/2014,Senator Charles E. Schumer,Supports the applications submitted by the New Haven Fire Department for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,
335,1013638,3/26/2014,Senator Charles E. Schumer,Supports the application submitted by the East Shelby Volunteer Fire Company for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,
336,1013614,3/26/2014,Senator Charles E. Schumer,Supports the applications submitted by the McGraw Fire Department for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,
337,1011201,3/6/2014,Congressman Allyson Y. Schwartz,Urges the President to consider comprehensive immigration reform and comments on the hunger strike of three men who has been detained by ICE.,,,,,,,,,,
338,,,,,,,,,,,,,,
339,1013258,3/21/2014,Senator Jeff Sessions,Writes on behalf of constituent who is always subjected to additional screening when going through an airport security checkpoint.,,,,,,,,,,
340,1012880,3/5/2014,Congressman Robert A. Shivers,Attorney writing on behalf of attorney.,,,,,,,,,,
341,1012185,3/14/2014,Congressman Albio Sires,Supports the Center of Excellence - Center for Maritime Research proposal submitted by Stevens Institute of Technology.,,,,,,,,,,
342,1013514,3/25/2014,Congressman Adam Smith,Express concern that prosecutorial discretion is not being extended to undocumented immigrants that do not pose a threat to our communities and urge the Administration to extend similar standars as those applied under DACA.,,,,,,,,,,
343,1010919,3/28/2014,Congressman Jason T. Smith,Writes on behalf of a constituent regarding an employment background check.,,,,,,,,,,
344,1014099,3/31/2014,Congressman Jason T. Smith,"Writes on behalf of a constituent regarding the constituent's concerns about the ""state training academy"" designations in the Assistance to Firefighters Grants Program.",,,,,,,,,,
345,,,,,,,,,,,,,,
346,1011958,3/13/2014,Congressman Eric Swalwell,Requests details on programs or negotiations encouraging countries to use the Stolen and Lost Travel Documents database of INTERPOL for all travelers of international flights in light of the Malaysia Airlines Flight 370 incident.,,,,,,,,,,
347,1010681,3/4/2014,Congressman Mark Takano,Request to restore Urban Areas Security Initiative (UASI) funding to the Riverside-San Bernardino-Ontario Metropolitan area.,,,,,,,,,,
348,1011060,3/4/2014,Congressman Paul Tonko,Writes on behalf of a constituent regarding the possible deportaion of a relative.,,,,,,,,,,
349,1013018,3/21/2014,Senator Patrick Toomey,Writes on behalf of a constituent regarding possible terrorist training camps in Pennsylvania.,,,,,,,,,,
350,1013172,3/21/2014,Senator Tom Udall,Writes on behalf of constituent who was denied entry into the United States.,,,,,,,,,,
351,1013920,3/28/2014,Congressman David Valadao,Writes on behalf of constituent who was detained crossing the U.S. Mexican border and would like an explanation of the reasoning because he is a Legal Permanent Resident.,,,,,,,,,,
352,1010549,3/3/2014,Congressman Brian De Vallance,Status Update on the Department’s efforts on the Quadrennial Homeland Security Review,,,,,,,,,,
353,1013821,3/24/2014,Congressman Brian De Vallance,"FEDERAL CONTRACTING: Commercial Item Test Program Beneficial, but Actions Needed to Mitigate Potential Risks (GAO-14-178)",,,,,,,,,,
354,,,,,,,,,,,,,,
355,1011279,3/7/2014,Congressman Filemon Vela,"Expresses concerns regarding the impact of the growing violence across the southern border in Tamaulipas, Mexico.",,,,,,,,,,
356,1013532,3/25/2014,Congressman Peter J. Visclosky,Writes on behalf of their constituent regarding the citizen's status as a non-citizen.,,,,,,,,,,
357,1013491,3/25/2014,Senator Mark R. Warner,Suggests steps to take in figthing cybercrime and developing a stronger partnership with Ukraine in ligth of the formation of a new government.,,,,,,,,,,
358,1013974,3/28/2014,Senator Mark R. Warner,"Expresses concern abou the March 24th shooting on Naval Station Norfolk that killed Petty Officer Mark Mayo. Requests a briefing on the questions he poses in the letter regarding the safety and effectiveness of the TWIC program,",,,,,,,,,,
359,1012184,3/13/2014,Congressman Brad Wenstrup,Writes on behalf of constituent<b)(6)    regarding the presence of Border Patrol Agents in Arkansas.,,,,,,,,,,
360,1012458,2/7/2014,,Resilient Workforce,,,,,,,,,,
361,,,,,,,,,,,,,,
362,Policy Congressional Report,,,,,,,,,,,,,
363,Opened Between 04/01/2014 and 06/30/2014,,,,,,,,,,,,,
364,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
365,1014666,3/15/2014,Congressman Khadra A. Abdidahar,Applicant writing regarding the status of the 1-130.,,,,,,,,,,
366,1016987,4/21/2014,Congressman Robert B. Aderholt,Supports the application submitted by the Southern Research Institute for the Fire Prevention and Safety Program.,,,,,,,,,,
367,1020455,3/24/2014,Congressman Walter Chukwuma Ajaero,Applicant writing regarding status of receipt.,,,,,,,,,,
368,1019764,4/8/2014,Congressman Froilan Anzueto,Applicant writing regarding status of 1-130 petition.,,,,,,,,,,
369,1020927,4/18/2014,Congressman Della M. Arriaga,Attorney writing regarding status of client's case.,,,,,,,,,,
370,1023433,6/17/2014,Senator Tammy Baldwin,Writes on behalf of licensed armed security guards of Wisconsin who have expressed concerns regarding the Federal Protective Service Statement of Work hiring requirements.,,,,,,,,,,
371,,,,,,,,,,,,,,
372,1014313,3/31/2014,Congressman Ron Barber,Urges the Department to utilize the highest level of oversight and accountability to ensure the Arizona Border Technology Plan stays within cost and is developed on time.,,,,,,,,,,
373,1014549,4/2/2014,Congressman Lou Barletta,Writes on behalf of a constituent who needs assistance with a relative being detained and denied entry into the U.S.,,,,,,,,,,
374,1014342,4/2/2014,Senator John Barrasso,Express concern about the potential regulation of ammonium nitrate under the Environmental Protection Agency's Risk Mangement Program.,,,,,,,,,,
375,1020400,5/21/2014,Congressman John Barrow,Writes to invite the Secretary to meet with members of the caucus during one of the regularly scheduled weekly meetings to discuss current policies and consider ways to improve our Nation.,,,,,,,,,,
376,1017364,4/25/2014,Senator Mark Begich,Urge federal departments to invest in Smart Sensing Resin technology.,,,,,,,,,,
377,1019818,5/16/2014,Senator Mark Begich,Expresses concerns with TSA's intent to omit the fee cap from the September 11 Security Fee.,,,,,,,,,,
378,1020948,5/30/2014,Senator Mark Begich,Requests additional CBP agents at the Skagway border crossing.,,,,,,,,,,
379,,,,,,,,,,,,,,
380,1021749,6/4/2014,Senator Mark Begich,Requests increased staffing at the Skagway border crossing.,,,,,,,,,,
381,1022664,6/11/2014,Senator Mark Begich,Writes with concern regarding passengers who lost their IDs and have to travel between destinations without TSA checkpoints.,,,,,,,,,,
382,10231 S3,6/16/2014,Senator Mark Begich,"Invites the Secretary to visit Alaska to discuss Arctic development, emergency management, and travel-related issues.",,,,,,,,,,
383,1025524,6/30/2014,Senator Michael Bennet,Requests the Department consider a policy to exercise prosecutorial discretion to defer enforcement against agricultural employers and workers.,,,,,,,,,,
384,1015600,4/11/2014,Congressman Ami Bera,Writes on behalf of constituent who is being held in a detention center and requests to give her asylum application a thorough review.,,,,,,,,,,
385,1025023,5/21/2014,Congressman Peter Helder Bernard,Attorney writing regarding status of client's case (b)(6)    |,,,,,,,,,,
386,1018901,5/8/2014,Congressman Gus M. Bilirakis,Writes on behalf of a constituent who is consistently selected for special screening at airports.,,,,,,,,,,
387,1019979,5/19/2014,Congressman Gus M. Bilirakis,Writes on behalf of constituent fbX6)    wanting to know why his credit card is coming up as being used in terrorist activities.,,,,,,,,,,
388,,,,,,,,,,,,,,
389,1020976,5/29/2014,Congressman Gus M. Bilirakis,Writes on behalf of constituent regarding a complaint he filed with OIG which includes allegations that are criminal in nature.,,,,,,,,,,
390,1016538,4/18/2014,Senator Richard Blumenthal,Requests a list of all outstanding statutory requirements that the Department has not yet completed.,,,,,,,,,,
391,1016983,4/23/2014,Senator Roy Blunt,Request an explanation to the staffing contraints currently preventing CBP from being able to properly oversee the establishment of a Foreign-Trade Zone subzone.,,,,,,,,,,
392,1020367,5/21/2014,Senator Roy Blunt,Request an update on DHS's involvement in issuing political asylum for,,,,,,,,,,
393,1020201,5/20/2014,Congressman John A. Boehner,Requests information explaining why TSA is eliminating the roundtrip cap from the September 11th Security Fee. modified by the Bipartisan Budget Act.,,,,,,,,,,
394,1020925,4/14/2014,Congressman Noelia Bombino,Applicant writing regarding status of petition.,,,,,,,,,,
395,1022988,6/13/2014,Senator Cory A. Booker,Writes in support of Stevens Institute of Technology's application for designation as a DHS Center for Maritime Research.,,,,,,,,,,
396,1019948,5/16/2014,"Congressman Charles W, Boustany",Writes on behalf of a constituent concerning why his name appeared on the no-fly list.,,,,,,,,,,
397,,,,,,,,,,,,,,
398,1022646,6/11/2014,Senator Barbara Boxer,"Writes regarding the introduction of S. 1817, the Humane Short Term Custody Act, which would require DHS to issue regulations for short-term CBP detention facilities.",,,,,,,,,,
399,1025005,6/25/2014,Senator Barbara Boxer,"Writes regarding the introduction of S. 1817, the Humane Short Term Custody Act, which would require DHS to issue regulations for short-term CBP detention facilities.",,,,,,,,,,
400,1019081,5/9/2014,Congressman Robert A. Brady,Expresses concent with the escorted access policies at the Port of Philadelphia,,,,,,,,,,
401,1020360,5/21/2014,Congressman Julia Brownley,Writes on behalf of constituentjtb-(o) regarding Homeland Security wanting to fine him.,,,,,,,,,,
402,1020420,5/21/2014,Congressman Julia Brownley,Writes on behalf of constituent who complains he was cited by ICE for not filling out the 1-9 form correctly.,,,,,,,,,,
403,1021413,5/20/2014,Congressman Julia Brownley,Writes on behalf of constituent^0161 regarding Homeland Security wanting to fine hint.,,,,,,,,,,
404,1016984,4/22/2014,Congressman Vern Buchanan,Writes on behalf of the Sarasota County Fire Department regarding a grant extension.,,,,,,,,,,
405,1018740,5/7/2014,Senator Richard M. Burr,Writes on behalf of constituent who would like her name removed from the watch list.,,,,,,,,,,
406,,,,,,,,,,,,,,
407,,,,,,,,,,,,,,
408,1015279,4/9/2014,Congressman G. K. Butterfield,"Request a meeting to discuss the ""One Department of Homeland Security Aviation Logistics Center’' proposal.",,,,,,,,,,
409,1024943,6/25/2014,Congressman Ken Calvert,Write with questions regarding immigrant detention facilities in California.,,,,,,,,,,
410,1023267,6/16/2014,Congressman Dave Camp,"Writes on behalf of(n,lb l    with regards to him having a B1/B2 visa as a domestic partner and the Michigan Secretary of State (MI SOS) not issuing him a dirver’s license.",,,,,,,,,,
411,1018282,5/2/2014,Congressman John Campbell,Writes on behalf of a constituent regarding the constituent's paperwork after he medically retired from USCIS.,,,,,,,,,,
412,1016716,4/18/2014,Congressman Eric Cantor,Writes on behalf of a constituent regarding an FPS issue.,,,,,,,,,,
413,1016744,4/21/2014,Senator Thomas R. Carper,"Urge the Secretary to conside^^ President of the University of Delaware, as a member of the Homeland Security Academic Advisory Council.",,,,,,,,,,
414,1019500,5/14/2014,Senator Thomas R. Carper,Requests to extend detail for    for one year.,,,,,,,,,,
415,1015804,3/31/2014,Congressman David S. Carrillo,Applicant writing regarding status of case.,,,,,,,,,,
416,,,,,,,,,,,,,,
417,1020759,5/27/2014,Congressman Matthew Cartwright,Requests assistance on behalf of constituent bi(6)    regarding his denial of entry into the US.,,,,,,,,,,
418,1014761,4/4/2014,Congressman Judy Chu,Requests a meeting with SI and S2 on behalf of the Congressional Asian Pacific American Caucus.,,,,,,,,,,
419,1020595,5/23/2014,Congressman Judy Chu,Writes on behalf of constituent who requests a copy of her personnel files regarding an investigation that led to her termination.,,,,,,,,,,
420,1014317,4/1/2014,Senator Tom A. Coburn,"Writes regarding the President's Executive Order on ""21st Century Trade Facilitation"" streamlining the export/import process for America's businesses and requests a briefing to the Homeland Security and Governmental Affairs Committee staff on the questions posed in the letter.",,,,,,,,,,
421,1019708,5/15/2014,Senator Tom A. Cobum,Requests information regarding DHS's role in providing security support at the Super Bowl and other National Security Events.,,,,,,,,,,
422,1023607,6/18/2014,Senator Tom A. Coburn,Suggests reprioritizing funds from HSI to ERO to help with influx of unaccompanied children.,,,,,,,,,,
423,1019703,5/15/2014,Senator Thad Cochran,Requests that Mississippi's request for a disaster declaration be granted. Note - the Secretary approved this disaster declaration on 4/30.,,,,,,,,,,
424,,,,,,,,,,,,,,
425,1024346,6/23/2014,Congressman Tom Cole,Supports the University of Oklahoma Health Sciences Center's proposal to the Department on visual surveillance.,,,,,,,,,,
426,1025531,6/30/2014,Congressman Tom Cole,"Writes on behalf of constituent,    egarding the status of his EEO case.",,,,,,,,,,
427,1016965,4/22/2014,Congressman Gerald E. Connolly,Writes on behalf of a constituent regarding an EEO claim.,,,,,,,,,,
428,1019660,5/15/2014,Senator John Cornyn,"Writes regarding recent reports that the Department released 36,007 criminal aliens into American communities during fiscal year 2013.",,,,,,,,,,
429,1023711,6/19/2014,Senator John Cornyn,Request information regarding the unaccompanied children entering the United States.,,,,,,,,,,
430,1023752,6/19/2014,Senator John Cornyn,Request information regarding the role of the Department of Health and Human Services in the processing of unaccompanied alien children.,,,,,,,,,,
431,1023770,6/19/2014,Senator Ted Cruz,Encourages the proposal allowing Texas to take action to secure the border to prevent unaccompanied alien children from entering the United Stales.,,,,,,,,,,
432,1021468,6/2/2014,Congressman Henry Cuellar,Proposes a solution to resolve the resource crisis along the southern border.,,,,,,,,,,
433,,,,,,,,,,,,,,
434,1018880,4/21/2014,Congressman Peter A. DeFazio,Writes on behalf of a constituent with concerns with how airlines handle mileage credit.,,,,,,,,,,
435,1020590,5/23/2014,Congressman Charles W. Dent,"Writes on behalf of constituent,    who has concerns regarding unlawful immigrants in his industry.",,,,,,,,,,
436,1020863,5/28/2014,Congressman Mario Diaz-Balart,Write in support of Broward County's application to enter into a joint public-private partnership with CBP to provide new or enhanced services on a reimbursable basis at Port Everglades.,,,,,,,,,,
437,1015039,4/8/2014,Congressman Lloyd Doggett,Request to release the individuals detained by Border Security and allow them to make their case in U.S. Immigration courts.,,,,,,,,,,
438,1021138,5/30/2014,Congressman Jeff Duncan,Requests a review of the Department's training capabilities and encourages the consolidation of the various training facilities.,,,,,,,,,,
439,1015066,4/8/2014,Congressman Keith Ellison,Inquires about the DHS Traveler Redress Inquiry Program and its ability to resolve cases of American travelers who have been unfairly placed on the Federal watch list and whether the program is fulfilling its mission.,,,,,,,,,,
440,,,,,,,,,,,,,,
441,1019390,5/14/2014,Congressman Keith Ellison,Writes on behalf of |<b)(6‘    an Iranian political activist and requests to expedite his application.,,,,,,,,,,
442,1019760,4/8/2014,Congressman Keith Ellison,Inquires about the DHS Traveler Redress Inquiry Program and its ability to resolve cases of American travelers who have been unfairly placed on the Federal watch list and whether the program is fulfilling its mission.,,,,,,,,,,
443,1022195,6/9/2014,Congressman William Enyart,"Writes on behalf of Constituent|(b)<0)    regarding his detainment by Mexican Authorities in Monterrey, Mexico while performing his duties as a FFDO.",,,,,,,,,,
444,1015361,4/9/2014,Congressman Anna Eshoo,Writes on behalf of their constituent regarding their EB-1 visa concerns.,,,,,,,,,,
445,1018938,4/20/2014,Congressman Samuel C. Marsh Esq.,Attorney writing regarding status of client's 1-765.,,,,,,,,,,
446,1017038,4/23/2014,Congressman Elizabeth Esty,"Writes on behalf of constituent,who claims of errors and improper actions by USCG regarding a procurement issue his company experienced in the 1970s.",,,,,,,,,,
447,1022866,6/12/2014,Congressman Elizabeth Esty,"Writes regarding constituent(b)<0)    , whose company is have a procurement issue with USCG.",,,,,,,,,,
448,,,,,,,,,,,,,,
449,1025711,6/30/2014,Congressman Blake Farenthold,"Writes on behalf of constituent, ,b^6)    regarding a compassionate transfer packet he submitted to Homeland Security,",,,,,,,,,,
450,1015415,4/10/2014,Senator Dianne Feinstein,Requests the Deputy Secretary increase CBP staffing and participation in the public-private partnership pilot program for the San Francisco International Airport.,,,,,,,,,,
451,1015612,4/14/2014,Senator Dianne Feinstein,Writes on behalf of a constituent requesting approval to test new technology and qualification on DHS's vendor list.,,,,,,,,,,
452,1017118,4/23/2014,Senator Dianne Feinstein,Encourages the enforcement of the United States Code criminalizing the teaching of bombmaking with the intent to commit a federal crime.,,,,,,,,,,
453,1017138,4/23/2014,Senator Dianne Feinstein,"Writes on behalf of the Senate Select Committee on Intelligence requesting    appear at a closed, classified hearing on the Fiscal Year 2015 National Intelligence Program Budget on May 6, 2014.",,,,,,,,,,
454,1019230,5/12/2014,Senator Dianne Feinstein,Writes on behalf of a constituent regarding an unsolicited proposal.,,,,,,,,,,
455,1022204,6/9/2014,Senator Dianne Feinstein,Writes on behalf of ConstituentRegarding his Traveler Redress Inquiry Program application.,,,,,,,,,,
456,1017465,4/28/2014,Congressman Jose Uri Perez Fernandez,Applicant writing regarding status of case.,,,,,,,,,,
457,,,,,,,,,,,,,,
458,,,,,,,,,,,,,,
459,1023774,6/19/2014,Congressman Stephen Fincher,Writes on behalf of a constituent expressing concerns over an airline training manager.,,,,,,,,,,
460,1019646,5/14/2014,Senator Jeff Flake,Writes with concerns regarding immigration enforcement review ordered by the President,,,,,,,,,,
461,1020891,5/27/2014,Senator Jeff Flake,Writes regarding recent reports regarding executive action to weaken the enforcement of U.S. immigration laws with respect to deportations.,,,,,,,,,,
462,1021630,6/3/2014,Senator Jeff Flake,Request information on actions taken by ICE officials in Arizona.,,,,,,,,,,
463,1022991,6/13/2014,Senator Jeff Flake,Write regarding the Unaccompanied Children illegally crossing the southern border in Texas.,,,,,,,,,,
464,1024967,6/25/2014,Senator Jeff Flake,Urge the President to take action to dissuade illegal entry into the United States.,,,,,,,,,,
465,1025285,6/27/2014,Senator Jeff Flake,Urge the President to take action to dissuade illegal entry into the United States.,,,,,,,,,,
466,,,,,,,,,,,,,,
467,1022890,6/13/2014,Congressman J. Randy Forbes,Requests intelligence reports produced by the Department over the last five years concerning Undocumented Children and family units entering the United States through the southern border.,,,,,,,,,,
468,1016864,4/22/2014,Congressman Bill Foster,Invites the Secretary to his district for a roundtable discussion on removing the immigrant detention bed mandate from the annual budget.,,,,,,,,,,
469,1022645,6/11/2014,Congressman Bill Foster,Writes on behalf of constituentwho is requesting an in-depth explanation of the reason for the rescinded employment offer.,,,,,,,,,,
470,1015295,4/10/2014,Congressman Pete Gallego,"Writes on behalf of constituent,'bt(6’    who requests that the Department represent him in a civil lawsuit.",,,,,,,,,,
471,1015477,4/11/2014,Congressman Pete GaJlego,Writes on behalf of a constituent with a FOIA request.,,,,,,,,,,
472,1022050,6/6/2014,Congressman Joe Garcia,Requests the release of the original March 2012 OIG report regarding the Secure Communities program.,,,,,,,,,,
473,1019705,3/21/2014,Congressman Joes Manuel Garcia,Applicant writing regarding status of 1-601.,,,,,,,,,,
474,1017223,3/25/2014,Congressman Karen Gilbert,Attorney writing regarding status of client's 1-130.,,,,,,,,,,
475,,,,,,,,,,,,,,
476,1019105,5/9/2014,Senator Kirsten E. Gillibrand,Writes in support of increased funding for the Securing the Cities program for the New York Police Department.,,,,,,,,,,
477,1020570,5/23/2014,Senator Kirsten E. Gillibrand,Writes on behalf of constituent(bH6) regarding possible employment discrimination.,,,,,,,,,,
478,1022783,6/12/2014,Senator Kirsten E. Gillibrand,"Writes on behalf of Constituent,(bt<6-t    wanting to know why a letter he received from Amsterdam was opened by The Department of Homeland Security.",,,,,,,,,,
479,1025169,6/26/2014,Senator Kirsten E. Gillibrand,Requests the development of clear legal authority and processes to facilitate increased information sharing and more effective responses to cybersecurity threats.,,,,,,,,,,
480,1021124,5/30/2014,Congressman Louie Gohmert,Requests information regarding Unaccompanied Alien Children and undocumented immigrants housed in federally operated facilities in Texas.,,,,,,,,,,
481,1021125,5/30/2014,Congressman Louie Gohmert,Requests information regarding the investigation into a member of the Homeland Security Advisory Committee who allegedly downloaded and leaked sensitive information.,,,,,,,,,,
482,1015301,4/9/2014,Congressman Robert W. Goodlatte,"Writes concerning the new material support for terrorism exemptions that was announced on February 5, 2014.",,,,,,,,,,
483,,,,,,,,,,,,,,
484,1015469,4/11/2014,Congressman Robert W. Goodlatte,"The Judiciary Committee writes to follow up on Rep. Smith's February 27th letter requesting answers to follow up questions after the Homeland Security Committee hearing regarding the vital need to achieve and maintain operational control of the border, and the detention and removal of criminal immigrants from communities. Further, the Committee request information on the treatment of criminal aliens by ICE.",,,,,,,,,,
485,1015962,4/16/2014,Congressman Robert W. Goodlatte,"Invites the Secretary to participate in a hearing before the Committee on the Judiciary on May 29, 2014.",,,,,,,,,,
486,1020529,5/22/2014,Congressman Robert W. Goodlatte,"Requests information about immigrants brought to ICE's attention via Secure Communities or other means who were not removed from August 1, 2011 to May 1, 2014.",,,,,,,,,,
487,1023683,6/19/2014,Congressman Robert W. Goodlatte,Requests information regarding unaccompanied children entering the United States.,,,,,,,,,,
488,1022850,6/12/2014,Senator Lindsey O. Graham,Request an MOU between DHS and the South Carolina Department of Employment and Workforce to use the E-Verify system.,,,,,,,,,,
489,1015280,4/9/2014,Senator Charles E. Grassley,Writes concerning the interpretation of false claims to USCIS establishing inadmissibility.,,,,,,,,,,
490,,,,,,,,,,,,,,
491,1017299,4/24/2014,Senator Charles E. Grassley,Writes with questions regarding the fraudulent immigration application of an alleged suspect who planned to bomb U.S. buildings.,,,,,,,,,,
492,1019578,5/14/2014,Senator Charles E. Grassley,Writes with concerns regarding immigration enforcement review ordered by the President.,,,,,,,,,,
493,1021812,6/5/2014,Senator Charles E. Grassley,"Requests answers to questions in a previous letter regarding issues that the Department of Homeland Security faces, including immigration enforcement policies and congressional oversight efforts.",,,,,,,,,,
494,1022245,6/9/2014,Senator Charles E. Grassley,Requests information regarding the release of criminals convicted of homicide from ICE custody.,,,,,,,,,,
495,1022323,6/9/2014,Senator Charles E. Grassley,Request a copy of the 2012 Intelligence and Analysis assessment regarding the Employment-Based Immigrant Investor Program (EB-5).,,,,,,,,,,
496,1025043,6/25/2014,Senator Charles E. Grassley,Writes on behalf of constituent regarding her difficulty of reentering the United States when traveling abroad as her name appears on the no-fly list from Iowa.,,,,,,,,,,
497,1023400,6/17/2014,Congressman Alan Grayson,Writes on behalf of a constituent with a complaint regarding his employment status.,,,,,,,,,,
498,1016806,4/21/2014,Congressman A1 Green,Writes regarding the detainment of several undocumented immigrant activists at the Otay Mesa Port Entry.,,,,,,,,,,
499,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,
501,1020013,5/19/2014,Congressman David G. Greenfield,"Writes regarding support of Bais Sarah School's FY2014 Urban Areas Security Initiative (UASI) Nonprofit Security Grant Program (NSGP) Application request of $75,000.",,,,,,,,,,
502,1014904,4/7/2014,Congressman Raul M. Grijalva,Request that deportations from the DREAMer's that are being detained in the Otay detention center in San Diego be placed on hold.,,,,,,,,,,
503,1021503,6/2/2014,Congressman Raul M. Grijalva,"Writes with concerns regarding the humane treatment of people being detained and released in Tucson, Arizona.",,,,,,,,,,
504,1022707,6/12/2014,"Congressman Raul M, Grijalva",Requests the suspension of a pending immigration case for an Arizona resident.,,,,,,,,,,
505,1025024,6/25/2014,Congressman Raul M. Grijalva,Expresses appreciation for the tour of the CBP Nogales facility and encourages the implementation of procedures to ensure the safety of unaccompanied alien children.,,,,,,,,,,
506,1014963,4/7/2014,"Congressman Luis V, Gutierrez",Recommends actions to allow for the enforcement of immigration laws while protecting families from separation caused by deportation.,,,,,,,,,,
507,1016773,4/21/2014,Congressman Janice Hahn,Writes on behalf of a constituent currently detained in San Diego.,,,,,,,,,,
508,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,
510,1021553,6/2/2014,Congressman Alcee L. Hastings,Request the creation of a Haitian Family Reunification Parole Program as a part of Haiti's recovery efforts.,,,,,,,,,,
511,1022723,6/12/2014,Congressman Alcee L. Hastings,Urge the creation of a Haitian family reunification parole program.,,,,,,,,,,
512,1025183,6/26/2014,Congressman Lisa Head,Writes on behalf of a constituent requesting the status of an OIG investigation.,,,,,,,,,,
