Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
48,1005323,1/13/2014,Congressman William R. Keating,Writes to congratulate the Secretary on his confirmation and recommends Jeffrey Rodrigues for the detailed assignment to the White House Situation Room.,,,,,,,,,,
49,1005044,1/9/2014,Senator Amy Klobuchar,Writes on behalf of constituent who complains he had issue dealing with TSA staff at the Minneapolis/St. Paul Airport after returning from his trip and finding that his suitcase was damaged and its contents were jumbled.,,,,,,,,,,
50,1006149,1/23/2014,Senator Amy Klobuchar,Writes on behalf of a constituent requesting assistance with a fee waiver.,,,,,,,,,,
51,,,,,,,,,,,,,,
52,1006431,1/27/2014,Senator Amy Klobuchar,Writes on behalf of her constituent regarding a pending TSO job application.,,,,,,,,,,
53,1006433,1/27/2014,Senator Amy Klobuchar,Writes on behalf of a constituent regarding difficulties he is having with DHS and his green card.,,,,,,,,,,
54,1006418,1/27/2014,Senator Mary L. Landrieu,Writes on behalf of a constituent requesting a status update on his security clearance.,,,,,,,,,,
55,1005021,1/9/2014,Senator Carl Levin,Writes on behalf of his constituent regarding unreleased retirement funds.,,,,,,,,,,
56,1006616,1/28/2014,Congressman Tom Marino,Writes on behalf of his constituent regarding her issues obtaining a driver's license.,,,,,,,,,,
57,1006182,1/23/2014,Congressman Thomas Massie,Writes on behalf of constituents regarding their grant application to reduce severe slippage on their properties.,,,,,,,,,,
58,1004879,1/8/2014,Senator John McCain,"Writes concerning Customs and Border Protection (CBP) policies and practices that are impeding abilities to secure the southern borders, policies at forward operating bases (FOB) and the number of agents actively patroling the border.",,,,,,,,,,
59,1004291,1/2/2014,Congressman Michael McCaul,Write regarding the Screening Partnership Program (SPP) and has questions for the deparment concerning RFP's for airports that have been approved to participate in the program.,,,,,,,,,,
60,,,,,,,,,,,,,,
61,1005187,1/10/2014,Congressman Michael McCaul,Request a joint briefing with DHS and the Department of State on the Foreign Affairs Security Training Center (FASTC) acquisition.,,,,,,,,,,
62,1006424,1/27/2014,Congressman Jerry McNerney,Writes on behalf of constituent regarding their TRIP application to be expedited as they are constantly stopped and delayed while traveling abroad.,,,,,,,,,,
63,1006885,1/29/2014,Congressman Candice S. Miller,Urges assistance in making the expansion of the Blue Water Bridge plaza a priority as it relates to CBP’s prioritization process for the funding of a lease agreement and the GSA funding for Land Port of Entry.,,,,,,,,,,
64,1004286,1/2/2014,Congressman Bill L. Owens,Writes to congratulate S1 on his confirmation and invites him to engage with Members who share similiar concerns with regards to trade facilitation and border security.,,,,,,,,,,
65,1006422,1/27/2014,Congressman Steve Pearce,Writes on behalf of constituent who would like to reapply for the Trusted Traveler Program and disclose an arrest he had.,,,,,,,,,,
66,1005865,1/16/2014,Congressman Nancy Pelosi,Congratulates the Secretary on his confirmation.,,,,,,,,,,
67,1006678,1/28/2014,Congressman Gary Peters,Writes to congratulate the Secretary on his appointment and also to extend an invitation to visit the Northern Border in the Greater Detroit area to talk about growth and economic development for that region.,,,,,,,,,,
68,,,,,,,,,,,,,,
69,1005352,1/13/2014,Congressman Harold Rogers,Request applications for candidates to participate in the Professional Development Program offered by the House Appropriations Committee.,,,,,,,,,,
70,1005910,1/17/2014,Congressman Edward Royce,Request a thorough review by OMB of Department of State and Department of Homeland Security proposals regarding the construction of a new Foreign Affairs Security Training Center (FASTC) and the expansion of the existing Federal Law Enforcement Training Center (FLETC).,,,,,,,,,,
71,1006147,1/23/2014,Senator Marco Rubio,Writes on behalf of constituent    who complains that he is always selected for secondary inspection after returning from a foreign trip and has a TRIP ID.,,,,,,,,,,
72,1005114,1/7/2014,Congressman Gregorio Sablan,Congratulates the Secretary on his confirmation.,,,,,,,,,,
73,1005138,1/6/2014,Congressman Rudy Bautista Santos,Applicant writing regarding status of N-400.,,,,,,,,,,
74,1005369,1/13/2014,Congressman Janice D. Schakowsky,Writes on behalf of constituent who believes as a pilot is harassed and there is too much Government enforcement on the aviation community.,,,,,,,,,,
75,1005303,1/10/2014,Senator Charles E. Schumer,Supports the Poughkeepsie Fire Department's SAFER grant application.,,,,,,,,,,
76,1005806,1/16/2014,Senator Charles E. Schumer,Supports the application submitted by the Niagara Engine Company No.6 of the Schoharie Fire Department under the Assistance to firefighters grant program.,,,,,,,,,,
77,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,
79,1005807,1/16/2014,Senator Charles E. Schumer,Supports funding for the Glasco Fire District under the Assistance to Firefighters Grant Program.,,,,,,,,,,
80,1005821,1/16/2014,Senator Charles E. Schumer,Supports the application submitted by the Green Island Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
81,1006478,1/27/2014,Senator Charles E. Schumer,Supports the application submitted by the town of Eden’s Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
82,1006432,1/27/2014,Senator Charles E. Schumer,Supports the application submitted by the Patchin Volunteer Fire Company for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
83,1006517,1/28/2014,Senator Charles E. Schumer,Requests that USCIS reduce processing times for 1-130 petitions filed by U.S. citizens.,,,,,,,,,,
84,1005868,1/17/2014,Congressman David Scott,Writes regarding a request for FOIA from NPPD.,,,,,,,,,,
85,1004296,12/19/2013,Congressman Larbi Semiani,Applicant writing regarding a complaint.,,,,,,,,,,
86,1007038,1/31/2014,Congressman Bennie G. Thompson,Writes to follow up after his meeting with Secretary Johnson regarding a number of pressing issues facing the Department.,,,,,,,,,,
87,,,,,,,,,,,,,,
88,1006142,1/23/2014,Congressman Mike Thompson,Provides the 2014 edition of the Children's Art Therapy Engagement Calendar.,,,,,,,,,,
89,1005035,1/9/2014,Congressman John F. Tierney,Requests re-designation of Temporary Protected Status for Haitian nationals.,,,,,,,,,,
90,1006701,1/29/2014,Congressman Dina Titus,Requests that DHS discontinue the policy of limiting funding for the Urban Area Security Initiative to the top 25 metropolitan areas.,,,,,,,,,,
91,1004725,1/7/2014,Senator Patrick Toomey,Writes on behalf of her constiuent (b)(6)    regarding redress she filed with DHS TRIP.,,,,,,,,,,
92,1006518,1/27/2014,Senator Patrick Toomey,Writes on behalf of his constituent regarding his Global Entry Program application and denial.,,,,,,,,,,
93,1006123,1/23/2014,Congressman Fred Upton,Requests a briefing by an S&T representative to discuss the Multi-Application Multiplex Technology (MAMPT) project and why its funding was discontinued.,,,,,,,,,,
94,1005762,1/16/2014,Senator David Vitter,Writes regarding recently released court documents detailing the Department of Homeland Security’s assistance in the completion of smuggling illegal alien minors.,,,,,,,,,,
95,,,,,,,,,,,,,,
96,1005770,1/16/2014,Senator David Vitter,"Writes to request a meeting with the Secretary, his staff and LCS Corrections Services, Inc. to review the ICE detention situation in Louisiana and assist the department in providing needed beds for detainees at a reduced cost to the government.",,,,,,,,,,
97,1005805,1/16/2014,Congressman Lynn A. Westmoreland,Writes on behalf of his constituent regarding a transfer request and the Federal Air Marshals service.,,,,,,,,,,
98,1005829,1/17/2014,Congressman Frederica Wilson,Writes in support of the city of Miramar Florida's grant application for FEMA Assistance to Firefighters Grant Program.,,,,,,,,,,
99,1004758,1/7/2014,Congressman Frank R. Wolf,Follows up on a previous incoming and response from FEMA regarding a constituent's concern with DHS's policy on compensation for overtime worked during disasters.,,,,,,,,,,
100,1004493,4/1/2014,,Special Immigrant Visa Annual Status Report - FY 2012,,,,,,,,,,
101,1005327,1/10/2014,,TECS Program,,,,,,,,,,
102,1005716,1/15/2014,,Home-to-Work Program,,,,,,,,,,
103,1006119,1/23/2014,,Assistance to Firefighters Grant Program: Performance Assessment System,,,,,,,,,,
104,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,
106,1006140,1/15/2014,,Home-to-Work Program,,,,,,,,,,
107,1006983,1/29/2014,,Representative Duncan writes in on behalf of who would like to know why she was denied entry into the Global Entry Program.,,,,,,,,,,
108,,,,,,,,,,,,,,
109,Policy Congressional Report,,,,,,,,,,,,,
110,Opened Between 02/01/2014 and 02/28/2014,,,,,,,,,,,,,
111,WF#,Receive Dale,Congressman Name,Subject of Request,,,,,,,,,,
112,1009379,2/20/2014,Congressman Ron Barber,Writes to thank the Secretary for meeting with stakeholders in his district and visiting the Southwest Border.,,,,,,,,,,
113,1009560,2/21/2014,Congressman Lou Barletla,Congratulates the Secretary on his nomination and requests funding for the 9/11 Memorial and Museum.,,,,,,,,,,
114,1009306,2/19/2014,Senator Michael Bennet,"Writes on behalf of constituent,regarding the status of his redress application that was filed on December 16, 2012.",,,,,,,,,,
115,1008838,2/12/2014,Senator Cory A. Booker,Supports the application submitted by the Berkeley Heights Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
116,1008982,2/18/2014,"Senator Cory A, Booker","Writes in support of the Old Tappan Fire Department of Bergen County, New Jersey, application for the 2013 FEMA Assistance to Firefighters Grant (AFG).",,,,,,,,,,
117,,,,,,,,,,,,,,
118,1008984,2/18/2014,Senator Cory A. Booker,"Writes in support for the Hatzolah Emergency Medical Service of Ocean County, New Jersey application for the 2013 FEMA Assistance to Firefighters Grant (AFG).",,,,,,,,,,
119,1009025,2/18/2014,Senator Cory A. Booker,"Writes in support of the Fanwood Fire Department of Union County, New Jersey application for the 2013 FEMA Assisistance to Firefighters Grant (AFG).",,,,,,,,,,
120,1009263,2/18/2014,Senator Cory A. Booker,"Supports the application submitted by High Bridge Fire Department of Hunterdon County, New Jersey for funding under the Assistance to Firefighters grant program.",,,,,,,,,,
121,1009298,2/18/2014,Senator Cory A. Booker,"Supports the application submitted by the Green Creek Volunteer Fire company in Cape May County, New Jersey, for funding under the Assistance to Firefighters grant program.",,,,,,,,,,
122,1010360,2/27/2014,Senator Cory A. Booker,Writes on behalf of a constituent who is concerned with the promotion practices in his office.,,,,,,,,,,
123,1009422,2/20/2014,Senator Barbara Boxer,Thanks the Secretary on recent remarks he made on protecting the Nation and the future of DHS.,,,,,,,,,,
124,,,,,,,,,,,,,,
125,1007699,2/5/2014,Congressman Robert A. Brady,"Writes on behalf of PA State Representative Curtis Thomas to encourage the Department to set up a table at the Philadelphia Job Fair on February 20, 2014.",,,,,,,,,,
126,1010115,2/25/2014,Congressman Mo Brooks,Express their concerns with the Senate proposed bill regarding comprehensive immigration reform.,,,,,,,,,,
127,1008021,2/7/2014,Congressman Ken Calvert,Writes on behalf a constituent regarding a request for reasonable working accomodations.,,,,,,,,,,
128,1009858,2/24/2014,Congressman Eric Cantor,Writes on behalf of a constituent regarding the constituent's concerns that his father's wife may be dangerous and should not be allowed in the U.S.,,,,,,,,,,
129,1010244,2/26/2014,Congressman Michael E. Capuano,Commends the Secretary on his decision to cancel the planned national license plate reader database.,,,,,,,,,,
130,1008379,2/11/2014,Senator Robert P. Casey,Writes regarding the relocation of the chemical 4- Methylcyclohexanemethanol (MCHM) from West Virginia to Pennsylvania.,,,,,,,,,,
131,1007399,2/4/2014,Congressman Joaquin Castro,Writes on behalf of constituent who complains about a negative experience at a Homeland Security office in Texas while inquiring about his security clearance.,,,,,,,,,,
132,1008723,2/12/2014,Senator Daniel Coats,Inquire about the schedule and rulemaking allowing U.S. citizens to obtain an Asia-Pacific Economic Cooperation (APEC) Business Travel Card (ABTC).,,,,,,,,,,
133,,,,,,,,,,,,,,
134,1007540,2/4/2014,"Senator Tom A, Coburn",Requests information regarding the use of FEMA preparedness grants used to purchase surveillance equipment and examples of when this equipment has been used to disrupt terrorism plots.,,,,,,,,,,
135,1008244,11/21/2013,Senator Tom A. Coburn,Write regarding concerns with OIG recommendations that have not been implemented.,,,,,,,,,,
136,1008227,11/21/2013,Senator Tom A. Coburn,Write regarding concerns with OIG recommendations that have not been implemented.,,,,,,,,,,
137,1008500,2/11/2014,Senator Tom A. Coburn,"Writes regarding the attack against the Pacific Gas and Electric power substation in Metcalf, CA on April 16, 2013.",,,,,,,,,,
138,1008541,2/11/2014,Senator Tom A. Coburn,Requests documents related to the EB-5 program.,,,,,,,,,,
139,1008910,2/18/2014,Senator Tom A. Coburn,"Request a copy of the Department’s ""after-action, lessons learned"" report following the Boston bombing.",,,,,,,,,,
140,1009620,2/21/2014,Senator Tom A. Coburn,Requests a briefing for the Homeland Security and Governmental Affairs Committee staff on ICE's solicitation for a a national license plate recognition database.,,,,,,,,,,
141,,,,,,,,,,,,,,
142,1010495,2/28/2014,Senator Tom A. Coburn,"Requests an explanation regarding the delay in the Department's response to a previous inquiry, and poses additional questions regarding the Department's fee-funded positions.",,,,,,,,,,
143,1007509,2/3/2014,Senator John Cornyn,Writes on behalf of a constituent with complaints regarding Department employees and an Office of the Inspector General investigation.,,,,,,,,,,
144,1009219,2/14/2014,Senator Dianne Feinstein,Writes on behalf of constituent.Lvho believes she was discriminated against in applying for a job with the Cost Guard.,,,,,,,,,,
145,1010363,2/27/2014,Senator Dianne Feinstein,Writes on behalf of a constituent who wishes to update his information with federal agencies.,,,,,,,,,,
146,1010100,2/19/2014,Congressman Bill Foster,Urge the President to not request a preset level of detention bed funding for ICE as he draft the FY15 Presidental budget.,,,,,,,,,,
147,1009804,2/24/2014,Congressman Tulsi Gabbard,Writes regarding a temporary Federal Inspection Services facility at Kona International Airport on Hawaii Island and inquires if the Department is taking any steps toward the pre-screening of individuals before entering the country.,,,,,,,,,,
148,1010300,2/27/2014,Congressman Joe Garcia,Requests that immigration assistance be offered to Venezualans who have lied or are fleeing.,,,,,,,,,,
149,1009222,2/14/2014,Senator Kirsten E. Gillibrand,Writes on behalf of a constituent regarding his position as a Federal Air Marshal and being wrongfully terminated.,,,,,,,,,,
150,,,,,,,,,,,,,,
151,1008064,2/7/2014,Congressman Kay Granger,Requests the reconsideration of the determination that the Kurdistan Democratic Party and the Patriotic Union of Kurdistan qualify as Tier HI terrorist organizations.,,,,,,,,,,
152,1007338,2/3/2014,Senator Charles E. Grassley,Requests answers regarding the admittance of individuals into the United States with potential ties to terrorism based on internal DHS emails.,,,,,,,,,,
153,1010398,12/23/2013,Congressman Raul M. Grijalva,Request the suspension of deportations and expansion of the Deferred Action for Childhood Arrivals (DACA) program.,,,,,,,,,,
154,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,
156,1009149,2/19/2014,Congressman Colleen Hanabusa,"Writes regarding the Federal Inspection Services facilities at Kona International Airport and requests a five-year exemption while the responsible county, state, and federal officials work on a permanent solution.",,,,,,,,,,
157,1010361,2/27/2014,Congressman Colleen Hanabusa,Requests a five year exemption while the State and County of Hawaii works on a permanent solution to the existing facilities at Kona International Airport (KOA) that has been deemed non-compliant by CBP.,,,,,,,,,,
158,1009258,2/18/2014,Congressman Alcee L. Hastings,"Supports the application submitted by the City of Miramar, Florida's fire-rescue Department for funding under the Assistance to Firefighters grant program.",,,,,,,,,,
159,,,,,,,,,,,,,,
160,1007922,2/6/2014,Senator Dean Heller,Writes regarding the Las Vegas Urban Area Security Initiative (UASI) Relative Risk Profile Formula.,,,,,,,,,,
161,1010406,5/24/2013,Senator John Hoeven,Write to express opposition to the proposal to conduct a study on implementing a fee on those coming into the U.S. at land crossings.,,,,,,,,,,
162,1010407,5/24/2013,Senator John Hoeven,Write to express opposition to the proposal to conduct a study on implementing a fee on those coming into the U.S. at land crossings.,,,,,,,,,,
163,1008066,2/7/2014,Congressman Steven Horsford,Writes regarding Urban Area Security Initiative (UASI) funding for the City of Las Vegas.,,,,,,,,,,
164,1010428,2/27/2014,Congressman David Joyce,Writes on behalf of constituent who complains that he always faces issues while traveling.,,,,,,,,,,
165,1007639,1/31/2014,Congressman Alexandra Korshunova,Applicant writing regarding the status of case.,,,,,,,,,,
166,1008759,2/12/2014,Congressman Ann Kuster,Urges USCIS to prioritize the expansion of web-based payment options for visa and immigration applications.,,,,,,,,,,
167,,,,,,,,,,,,,,
168,1010192,2/26/2014,Senator Mary L. Landrieu,RecommendpX6)    | (b)(6)    for membership on the Homeland Security Academic Advisory Council.,,,,,,,,,,
169,1009799,2/24/2014,Senator Carl Levin,letter from members of the Michigan Delegation to the President in regard to the New International Trade Crossing (N1TC) project between Detroit and Windsor.,,,,,,,,,,
170,1007511,2/3/2014,Congressman John Lewis,"Writes on behalf of a constituent regarding discriminatory acts that he has been exposed to by his management staff,",,,,,,,,,,
171,1008000,2/6/2014,Congressman John Lewis,Writes on behalf of constituent(bK0'    regarding difficulties he is experiencing with ICE after they failed to provide him copies of his disciplinary report within 30 days.,,,,,,,,,,
172,1009345,2/20/2014,Congressman Zoe Lofgren,Requests a summary to date of DHS's response to last year's attack on PG&E'S Metcalf transmission substation in Silicon Valley.,,,,,,,,,,
173,1008598,2/11/2014,Senator Joe Mancbin,Writes on behalf of a constituent requesting assistance to mitigate a flood hazard.,,,,,,,,,,
174,1010506,2/28/2014,Congressman Michael McCaul,Congratulates the Secretary on his appointment and requests a sufficient number of CBP officers are assigned to Houston region's ports of entry.,,,,,,,,,,
175,1009579,2/21/2014,Congressman Jim McDermott,Requests an update regarding the Special Immigrant Visa (SIV) for the Afghan interpretor of a Medal of Honor recipient.,,,,,,,,,,
176,,,,,,,,,,,,,,
177,1008828,2/14/2014,Congressman Patrick Meehan,Writes on behalf of his constituent regarding the the 1-130 petition he filed on behalf of his wife,,,,,,,,,,
178,1010504,2/28/2014,Senator Robert Menendez,Urges the Department to continue to assist the State of New Jersey in the procurement and delivery of rock salt for the purposes of public safety and security.,,,,,,,,,,
179,1009026,2/18/2014,Congressman John L. Mica,Writes in support of the city of Maitland's application for the Federal Emergency Management Agency Assistance for Firefighters Grant (AFG).,,,,,,,,,,
180,1009798,4/24/2014,Congressman Migmar,Applciant writing regarding the status of her case for her family.,,,,,,,,,,
181,1008825,2/14/2014,Senator Barbara A. Mikulski,Requests to include Poland in the Visa Waiver Program (VWP).,,,,,,,,,,
182,1010205,2/26/2014,Congressman Candice S. Miller,"Request that the visa overstay report be released and a copy provided to the House Committee on Homeland Security no later than March 7, 2014.",,,,,,,,,,
183,1009578,2/21/2014,Senator Bill Nelson,Supports the application submitted by the City of Hallandale Beach for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
184,1009598,2/21/2014,Senator Bill Nelson,Supports the application submitted by the City of Apopka for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
185,,,,,,,,,,,,,,
186,1009618,2/21/2014,Senator Bill Nelson,Supports the application submitted by the City of Sanford for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
187,1009602,2/21/2014,Senator Bill Nelson,Supports the application submitted by the Orange County Fire Rescue Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
188,1008019,2/7/2014,Congressman Beto O'Rourke,Write with concern regarding the distribution of staffing resources across the country's ports of entry.,,,,,,,,,,
189,1010260,2/21/2014,Congressman Beto O'Rourke,Requests the President to exercise his discretion to expeditiously release the remaining 24 Dreamers that are still being held in the EL Paso immigration detention center.,,,,,,,,,,
190,1009039,2/18/2014,Congressman Frank Pallone,Request DHS and DOT act quickly to provide a Jones Act waiver for a rock salt shipment that is being barred from entering the Port of Newark.,,,,,,,,,,
191,1009783,2/24/2014,Congressman Frank Pallone,Writes on behalf of constituent who complains he and his family are always stopped by CBP.,,,,,,,,,,
192,1009160,2/19/2014,Congressman William Pascrell,Requests increased resources to provide more aid to displaced Syrian refugees.,,,,,,,,,,
193,1009893,2/21/2014,Congressman William Pascrell,Writes concerning Syrian Refugees.,,,,,,,,,,
194,1007538,2/4/2014,Congressman Scott Peters,"Writes on behalf of his constituent regarding the difficulties he is having in resolving the contract he had with his former tenant, DHS.",,,,,,,,,,
195,,,,,,,,,,,,,,
196,1008168,2/10/2014,Congressman Robert Pittenger,"Writes on behalf of a constituent who requested assistance submitting his Rescue Emergency Elevator Power System (REEPS) for ""Qualified Anti-Terrorism Technology"" status.",,,,,,,,,,
197,1009344,2/20/2014,Congressman Tom Reed,"Supports the application submitted by the Montour Falls Fire Department for funding under the Assistance to Firefighters grant program, specifically requesting a new ambulance.",,,,,,,,,,
198,1009881,2/25/2014,Senator Pat Roberts,Write to conduct a briefing regarding CBP stops and searches of general aviation aircraft and poses a few questions to be answered before a briefing takes place.,,,,,,,,,,
199,1007586,2/3/2014,Congressman John P. Sarbanes,Writes on behalf of constituent^3))6)    Regarding changes to administratively uncontrollable overtime policy.,,,,,,,,,,
200,1008065,2/7/2014,Congressman Janice D. Schakowsky,Writes on behalf of a constituent regarding CBP and his son and his TRIP form,,,,,,,,,,
201,1007640,2/5/2014,Senator Charles E. Schumer,Supports the application submitted by the Preble Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
202,1007641,2/5/2014,Senator Charles E. Schumer,Supports the application submitted by the Sand Lake Ambulance for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
203,1007643,2/5/2014,Senator Charles E. Schumer,Supports the application submitted by the Oswego Town Volunteer Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
204,,,,,,,,,,,,,,
205,1007589,2/5/2014,"Senator Charles E, Schumer",Supports the application submitted by the Taunton Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
206,1007644,2/5/2014,Senator Charles E. Schumer,Supports the application submitted by the Greater Baldwinsville Ambulance Corps for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
207,1008839,2/12/2014,Senator Charles E. Schumer,Supports the application submitted by the City of Ogdensburg Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
208,1008840,2/12/2014,Senator Charles E. Schumer,Supports the application submitted by the City of Albany Fire Department for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
209,1008841,2/12/2014,Senator Charles E. Schumer,Supports the application submitted by the Tully Joint Fire District for funding under the Assistance to Firefighters grant program.,,,,,,,,,,
