Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
25,1061668,1/21/2015,Congressman Jason Chaffetz,"Requests information regarding the January 17, 2015 incident at the Vice President's residence in Delaware.",,,,,,,,,,
26,1063493,,Congressman Jason Chaffetz,,,,,,,,,,,
27,1062350,1/23/2015,Congressman Emanuel Cleaver,Requests advisory members for the World War I Centennial Commission.,,,,,,,,,,
28,1061428,1/16/2015,Senator Thad Cochran,Expresses concerns about the possible issuance of a new Flood Risk Management Standard.,,,,,,,,,,
29,1063301,1/28/2015,Senator Thad Cochran,Write in support of Mississippi's request for a major federal disaster declaration for Jones and Marion Counties.,,,,,,,,,,
30,,,,,,,,,,,,,,
31,1060274,1/9/2015,Congressman Gerald E. Connolly,Writes with concerns regarding contracts awarded to the Enterprise Acquisition Gateway for Leading-Edge Solutions II (EAGLE II).,,,,,,,,,,
32,1063130,1/28/2015,Senator John Cornyn,Writes on behalf of a constituent regarding Student Exchange Visitor Program recertification.,,,,,,,,,,
33,1061872,1/22/2015,Congressman Rick Crawford,Writes on behalf of a constituent about federal retirement eligibility.,,,,,,,,,,
34,1062731,1/26/2015,Congressman Renee Ellmers,"Writes on behalf of constituent, pX0>    Mio is having employment issues with FPS.",,,,,,,,,,
35,1059334,12/1/2014,Congressman Eliot L. Engel,Requests detailed protocol for interagency coordination required to protect against the Ebola virus.,,,,,,,,,,
36,1059356,12/1/2014,Congressman Eliot L. Engel,Requests detailed protocol for interagency coordination required to protect against the Ebola virus.,,,,,,,,,,
37,1060974,1/13/2015,Senator Dianne Feinstein,Writes on behalf of constituent requesting assistance with the National Automated Immigration Lookout System (NAILS) list.,,,,,,,,,,
38,1061091,1/13/2015,Senator Dianne Feinstein,Writes on behalf of a constituent who requests the number of unsolicited proposals that the Department has funded since its inception.,,,,,,,,,,
39,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,
41,1063511,1/29/2015,Senator Jeff Flake,Writes on behalf of a constituent who requests assistance for cleanup of refuse along the border.,,,,,,,,,,
42,1063112,1/28/2015,Congressman J. Randy Forbes,Writes on behalf of constituent requesting status update of constituent's SEVIS application.,,,,,,,,,,
43,1061074,1/13/2015,Congressman Lois Frankel,Writes on behalf of constituent regarding questions about constituent’s retirement benefits.,,,,,,,,,,
44,1061291,1/15/2015,Congressman David Gibbons,Requests a point of contact for a Committee on Appropriations inquiry into FEMA's Salaries and Expenses account.,,,,,,,,,,
45,1063091,1/28/2015,Congressman Alcee L. Hastings,Writes on behalf of constituent regarding wrongful termination from ICE.,,,,,,,,,,
46,1061390,1/15/2015,Congressman Steny H. Hoyer,Thanks the Secretary for meeting with Senior Whips.,,,,,,,,,,
47,1060314,1/8/2015,Congressman Duncan D. Hunter,Writes on behalf of a constituent requesting reassignment by ICE Health Service Corps.,,,,,,,,,,
48,1063073,1/28/2015,Congressman Robert Hurt,Writes on behalf of a constituent who requests removal of passport flags that delay re-entry.,,,,,,,,,,
49,1060292,1/8/2015,Senator Johnny Isakson,Writes on behalf of a constituent regarding improper hiring practices.,,,,,,,,,,
50,1061972,1/22/2015,Congressman Henry C. Johnson,Offers recommendation for USSS Director.,,,,,,,,,,
51,,,,,,,,,,,,,,
52,1062190,1/23/2015,Congressman Henry C. Johnson,Requests a hearing be held regarding security screening measures of airport employees.,,,,,,,,,,
53,1063050,1/28/2015,Congressman Henry C. Johnson,Requests an analysis of security screening procedures for airline and airport employees.,,,,,,,,,,
54,1060275,1/9/2015,Senator Ron Johnson,(EIR) Requests answers to questions about benefits granted to immigrants as a result of Executive Action on Immigration.,,,,,,,,,,
55,1061204,1/13/2015,Congressman Hamid R. Khaef,Applicant writing regarding a complaint.,,,,,,,,,,
56,1063098,1/28/2015,Congressman Derek Kilmer,Requests that the Secretary submit notification of the United States Coast Guard’s desire to relinquish the Gig Harbor Sand Spit.,,,,,,,,,,
57,1060641,1/12/2015,Senator Mark Kirk,Writes on behalf of a constituent regarding an Appeal Curtailment of Tour of Duty Due to Hardship.,,,,,,,,,,
58,1061051,1/13/2015,Senator Mary L. Landrieu,Requests that a representative meet with Taylor Energy Company LLC to discuss a settlement proposal for the Mississippi Canyon Platform.,,,,,,,,,,
59,1059870,1/8/2015,Congressman Michael McCaul,Express concern over immigration executive actions.,,,,,,,,,,
60,1063253,1/28/2015,Congressman Michael McCaul,Request information regarding Syrian refugees in the United States.,,,,,,,,,,
61,,,,,,,,,,,,,,
62,1063295,,Congressman Michael McCaul,,,,,,,,,,,
63,1063316,1/28/2015,Congressman Michael McCaul,(CVE) Writes with concerns regarding the upcoming Summit on Countering Violent Extremism.,,,,,,,,,,
64,1063874,1/30/2015,Congressman Patrick T. McHenry,Writes on behalf of constituent expressing concerns over delayed FOIA request.,,,,,,,,,,
65,1061205,1/14/2015,Senator Barbara A. Mikulski,Writes on behalf of a constituent regarding Temporary Protected Status for nationals of countries where the Ebola virus is prevalent.,,,,,,,,,,
66,1061207,1/14/2015,Congressman Eleanor Holmes Norton,"Writes to determine DHS decision regarding ""e-File” proposal",,,,,,,,,,
67,1063032,1/28/2015,Congressman Bill L. Owens,Writes on behalf of constituent inquiring about constituent's ICE Law Enforcement Officer Safety Act Program Identification Card renewal.,,,,,,,,,,
68,1060640,1/12/2015,Congressman Steven Palazzo,Recommends action be taken on a variety of homeland security issues.,,,,,,,,,,
69,1061502,1/12/2015,Congressman Steven Palazzo,Recommends action be taken on a variety of homeland security issues.,,,,,,,,,,
70,1061513,1/12/2015,Congressman Steven Palazzo,Recommends action be taken on a variety of homeland security issues.,,,,,,,,,,
71,1062715,1/26/2015,Congressman Pedro Pierluisi,"Requests expedited processing of 1-924 application filed by Reside in America - Puerto Rico, LLC.",,,,,,,,,,
72,,,,,,,,,,,,,,
73,1060659,1/12/2015,Congressman Joseph R. Pitts,Writes on behalf of a constituent regarding a complaint with CBP.,,,,,,,,,,
74,1059370,1/6/2015,Senator Jack Reed,Requests information regarding TSA reimbursement of costs associated with in-line baggage screening systems.,,,,,,,,,,
75,1061825,1/22/2015,Congressman Michael D. Rogers,"Writes with concerns regarding the Russian Federation's GLONASS precision, navigation and timing (PNT) system.",,,,,,,,,,
76,1062894,1/27/2015,Congressman Mark Sanford,Thanks the Secretary for meeting.,,,,,,,,,,
77,1060645,1/12/2015,Congressman John P. Sarbanes,Writes on behalf of a constituent requesting information regarding a contract.,,,,,,,,,,
78,1062695,1/26/2015,Congressman Kurt Schrader,Invites the Secretary to regular Blue Dog Coalition meetings.,,,,,,,,,,
79,1059741,1/7/2015,Senator Charles E. Schumer,Writes in support of the Queensbury Central Volunteer Fire Company’s application for the Assistance to Firefighters Grant Program.,,,,,,,,,,
80,1061333,1/15/2015,Senator Charles E. Schumer,Writes in support of the application submitted by Tarrytown Volunteer Fire Department for funding through the Assistance to Firefighters Program.,,,,,,,,,,
81,1061334,1/15/2015,Senator Charles E. Schumer,Writes in support of the West Babylon Fire District's application for funding through the Assistance to Firefighters Grant program.,,,,,,,,,,
82,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,
84,1061398,1/15/2015,Senator Charles E. Schumer,Writes in support of Briarcliff Manor Fire Department’s application for the FEMA Assistance to Firefighters Grant.,,,,,,,,,,
85,1061343,1/15/2015,Senator Charles E. Schumer,Writes in support of the Tarrytown Volunteer Ambulance Corps' application for the FEMA Assistance to Firefighters Grant.,,,,,,,,,,
86,1062713,1/26/2015,Senator Charles E. Schumer,Writes in support of the New York City Fire Department's application for the Assistance to Firefighter's Grant.,,,,,,,,,,
87,1062693,1/26/2015,Senator Charles E. Schumer,Writes in support of the Warrensburg Fire District’s application for the Assistance to Firefighter's Grant.,,,,,,,,,,
88,1062891,1/27/2015,Senator Charles E. Schumer,"Writes in support of the North Rose, New York Fire District's application for the FEMA Assistance to Firefighters Grant.",,,,,,,,,,
89,1062892,1/27/2015,Senator Charles E. Schumer,Writes in support of the Sleepy Hollow Fire Department's application for the FEMA Assistance to Firefighters Grant.,,,,,,,,,,
90,1063623,1/29/2015,Senator Charles E. Schumer,Writes in support of the Schoharie Fire Department's application to the Assistance to Firefighter's Grant.,,,,,,,,,,
91,1060592,1/2/2015,"Congressman Geeta Mahendra Shah,","Attorney writing on behalf of client 1-765,<bV6> (b)(6)",,,,,,,,,,
92,,,,,,,,,,,,,,
93,1059910,1/7/2015,Congressman Christopher H. Smith,Writes on behalf of a constituent regarding a job opening with the United States Secret Service.,,,,,,,,,,
94,1061441,1/15/2015,Congressman Christopher H. Smith,Writes on behalf of constituents who are contesting a FEMA request for recoupment.,,,,,,,,,,
95,1061110,1/13/2015,Congressman Bennie G. Thompson,Writes with concerns regarding the January 12 Washington Metropolitan Area Transit Authority train incident.,,,,,,,,,,
96,1058811,12/30/2014,Congressman Brian De Vallance,"INFORMATION SHARING: DHS Is Assessing Fusion Center Capabilities and Results, but Needs to More Accurately Account for Federal Funding Provided to Centers (GAO-15-155)",,,,,,,,,,
97,1063092,1/6/2015,Congressman Brian De Vallance,Thank You Letter to 114th Congress,,,,,,,,,,
98,1059150,1/6/2015,Senator Mark R. Warner,Writes on behalf of constituent who is having issues with the Department of Commerce.,,,,,,,,,,
99,1059740,1/7/2015,Congressman Robert Wittman,Requests assistance on behalf of constituent.tb/lD| (b)(6)    who is having issues regarding his employement with the Department.,,,,,,,,,,
100,1063611,1/29/2015,,Department of Homeland Security’s (DHS) commitment to Puerto Rico,,,,,,,,,,
101,,,,,,,,,,,,,,
102,Policy Congressional Report,,,,,,,,,,,,,
103,Opened Between 02/01/2015 and 02/28/2015,,,,,,,,,,,,,
104,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
105,1068971,2/25/2015,Congressman Louis Barletta,Writes on behalf of constituent requesting that constituent's investigation to get a driver's license.,,,,,,,,,,
106,1066012,2/5/2015,Senator Cory A. Booker,Writes in support of the 2014 Assistance to Firefighters Grant application from the Borough of Keyport Fire Department.,,,,,,,,,,
107,1066013,2/5/2015,Senator Cory A. Booker,Writes in support of the City of Plainfield Fire Department's application for a 2014 Assistance to Firefighters Grant.,,,,,,,,,,
108,1067617,2/13/2015,Senator Cory A. Booker,"Writes in support of the FEMA Firefighters Grant Regional Application for the Fire Departments of Irvington, Maplewood and Orange, New Jersey,",,,,,,,,,,
109,1067636,2/13/2015,Senator Cory A. Booker,Writes in support of FEMA Assistance to Firefighters Grant application for the Borough of Franklin Lakes Fire Department of Bergen County.,,,,,,,,,,
110,,,,,,,,,,,,,,
111,1067639,2/13/2015,Senator Cory A. Booker,Writes in support of FEMA Assistance to Firefighters Grant application for the Township of Irvington Fire Department.,,,,,,,,,,
112,1067619,2/13/2015,Senator Cory A. Booker,Writes in support of FEMA Assistance to Firefighters Grant application for the City of Trenton Fire Department.,,,,,,,,,,
113,1068932,2/25/2015,Senator Cory A. Booker,Supports the FEMA Assistance to Firefighters Grant application submitted by the City of Newark Fire Department.,,,,,,,,,,
114,1068934,2/25/2015,Senator Cory A. Booker,"Supports FEMA Assistance to Firefighters Grant (AFG) application submitted by the Berkeley Heights Fire Department of Union County, New Jersey.",,,,,,,,,,
115,1068937,2/25/2015,Senator Cory A. Booker,"Supports FEMA Assistance to Firefighters Grant (AFG) application submitted by the Township of Delran Fire Department of Burlington County, New Jersey.",,,,,,,,,,
116,1068917,2/25/2015,Senator Cory A. Booker,"Supports FEMA Assistance to Firefighters Grant (AFG) application submitted by the Township of West Orange Fire Department of Essex County, New Jersey.",,,,,,,,,,
117,,,,,,,,,,,,,,
118,1068921,2/25/2015,Senator Cory A. Booker,"Supports FEMA Assistance to Firefighters Grant application submitted by the City of Paterson Fire Department of Passiac County, New Jersey.",,,,,,,,,,
119,1068923,2/25/2015,Senator Cory A. Booker,"Supports FEMA Assistance to Firefighters Grant (AFG) application submitted by the Green Creek Volunteer Fire Company of Cape May County, New Jersey.",,,,,,,,,,
120,1068970,2/25/2015,Senator Cory A. Booker,Writes in support of the 2014 FEMA Assistance to Firefighters Grant application submitted by the City of Paterson Fire Department.,,,,,,,,,,
121,1068990,2/25/2015,Senator Cory A. Booker,"Writes in support of the 2014 FEMA Assistance to Firefighters Grant application submitted by the Passaic, Totowa, Little Falls, and Woodland Park Fire Departments.",,,,,,,,,,
122,1069270,2/27/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the City of Newark, NJ Fire Department.",,,,,,,,,,
123,1065950,2/5/2015,Congressman Brendan Boyle,Thanks the Secretary for his letter and encourages collaboration between Congress and DHS.,,,,,,,,,,
124,1068985,2/25/2015,Congressman Earl Carter,Writes on behalf of constituent inquiring about constituent's selective service status.,,,,,,,,,,
125,1067893,2/18/2015,Congressman Bill Cassidy,Requests a date when USCG will meet with Taylor Energy Company EEC (TEC) to discuss the federal response to its August 2013 final resolution proposal.,,,,,,,,,,
126,,,,,,,,,,,,,,
127,1064350,2/2/2015,Congressman Jason Chaffetz,Request documents and information relating to an individual’s immigration history.,,,,,,,,,,
128,1067190,2/11/2015,Congressman Jason Chaffetz,Request Department training materials regarding the President's Executive Actions on Immigration.,,,,,,,,,,
129,1068470,2/20/2015,Congressman Jason Chaffetz,Requests documents and a briefing regarding the detention and release of four purported members of the PKK.,,,,,,,,,,
130,1065755,2/5/2015,Congressman William Lacy Clay,Writes on behalf of a constituent with travel concerns related to the Global Entry program.,,,,,,,,,,
131,1066330,2/6/2015,Congressman Emanuel Cleaver,Writes on behalf of a constituent who wishes to file a complaint against a FPS security firm.,,,,,,,,,,
132,1069047,2/19/2015,Congressman Michael Crowder,Applicant writing regarding status of case.,,,,,,,,,,
133,1068886,2/25/2015,Senator Ted Cruz,Requests information regarding DACA and DAPA program implementation following the recent federal injunction.,,,,,,,,,,
134,1068350,2/20/2015,Congressman Ron Desantis,"Request testimony of a designee at a subcommittee joint hearing to be held on February 25, 2015.",,,,,,,,,,
135,1067377,2/12/2015,Congressman Theodore E. Deutch,Writes on behalf of a constituent who requests information about funding for organizations to secure public places.,,,,,,,,,,
136,1068662,2/23/2015,Congressman Dianne Feinstein,Requests an update on the status of constituent's FOIA request.,,,,,,,,,,
137,1065777,2/5/2015,Senator Jeff Flake,Writes on behalf of a constituent regarding the underutilization of DHS buses.,,,,,,,,,,
138,,,,,,,,,,,,,,
139,1068884,2/25/2015,Congressman Ruben Gallego,Request assistance in ensuring FEMA relative risk profile for Phoenix Urban Areas Security Initiative (UASI) is a correct and accurately reflects the threats the area faces.,,,,,,,,,,
140,1064831,2/3/2015,Congressman Robert W. Goodlatte,Requests two copies of the complete DHS White House Incursion Incident Report.,,,,,,,,,,
141,1067671,2/13/2015,Congressman Robert W. Goodlatte,Writes with concerns regarding the Deferred Action for Childhood Arrivals program.,,,,,,,,,,
142,1068888,2/9/2015,Congressman Charles Grassley,Senator Grassley writes in on behalf of his constituent who is expressing his displeasure for being denied into Mexico.,,,,,,,,,,
143,1069191,2/27/2015,Congressman Charles Grassley,Requests answers to questions regarding an individual's immigration status.,,,,,,,,,,
144,1068945,2/25/2015,Congressman Alcee L. Hastings,Supports the City of Miramar's application for FEMA Assistance to Firefighters Program.,,,,,,,,,,
145,1067854,2/18/2015,Congressman Joe Heck,Requests that acting Assistant Secretary Brinsfield and her team continue to collaborate and support meetings for Tactical Emergency Medical Support (TEMS),,,,,,,,,,
146,1066051,2/5/2015,Congressman Joseph Heck,Representative Heck writes in on behalf ofwho was denied a visa because she didn’t use her legal name.,,,,,,,,,,
147,1068877,2/25/2015,Congressman Joseph Heck,Writes on behalf of a constituent requesting assistance with her daughter’s application for U.S. residency.,,,,,,,,,,
148,,,,,,,,,,,,,,
149,1065350,2/4/2015,Senator Dean Heller,Request answers to questions regarding FEMA's Relative Risk Profile for the Urban Area Security Initiative (UASI).,,,,,,,,,,
150,1066830,2/9/2015,Congressman Dean Heller,"|(W(6)    writes in expressing his displeasure with the response to his Dec 18, 2014 Letter.",,,,,,,,,,
151,1064170,2/2/2015,Congressman Brian Higgins,Urges the Department to take action to address challenges found in the Cargo Pre-Inspection Pilot at the Peace Bridge crossing.,,,,,,,,,,
152,1067911,2/18/2015,Congressman Mazie Hirono,Urge prioritizing international airports in Japan for participation in CBP's preclearance program.,,,,,,,,,,
153,1065733,2/5/2015,Congressman Robert Hurt,Writes on behalf of a constituent regarding an imported car.,,,,,,,,,,
154,1067040,2/10/2015,Congressman Steve Israel,Inquires about the potential impact of a DHS funding lapse on the State of New York.,,,,,,,,,,
155,1068253,2/20/2015,Congressman Sam Johnson,Writes on behalf of a constituent requesting assistance with obtaining a social security card.,,,,,,,,,,
156,1069272,2/27/2015,Congressman Dave Loebsack,Requests that the Department submit a plan in adherence to the Plain Writing Act of 2010.,,,,,,,,,,
157,1067078,2/10/2015,Congressman Tom Marino,Requests assistance on behalf of constituent who has an immigration issue.,,,,,,,,,,
158,1068617,2/23/2015,Congressman Michael McCaul,Requests information regarding the vetting process for Syrian refugees.,,,,,,,,,,
159,,,,,,,,,,,,,,
160,1067390,2/12/2015,Senator Barbara A. Mikulski,Writes on behalf of a constituent seeking resoluton of a claims case against an FPS driver.,,,,,,,,,,
161,1064732,2/3/2015,Senator Bill Nelson,Writes in support of seven cities' applications for the Assistance to Firefighter's Grant.,,,,,,,,,,
162,1068940,2/25/2015,Senator Bill Nelson,Supports the City of Miramar's efforts to obtain a federal grant.,,,,,,,,,,
163,1065780,2/5/2015,Congressman Richard B. Nugent,Writes on behalf of a constituent regarding the Student and Exchange Visitor Program (SEVP).,,,,,,,,,,
164,1068172,2/19/2015,Congressman Scott Peters,Writes on behalf of constituent who requests information about visa status.,,,,,,,,,,
165,1068924,2/25/2015,Congressman Sally Quorum,,,,,,,,,,,
166,1069074,2/26/2015,Senator Hany Reid,Expresses concerns regarding the risk formula associated with Urban Area Security Initiative (UASI) grant funding.,,,,,,,,,,
167,1068150,2/19/2015,Congressman Jeanne Shaheen,Writes on behalf of a constituent group requesting information related to the implementation and applicability of the Kissel Amendment to Departmental operations.,,,,,,,,,,
168,1067371,2/12/2015,Congressman Jackie Speier,Writes with concern regarding allegations of waste and contract mismanagement at S&T.,,,,,,,,,,
169,1064736,2/4/2015,Congressman Mark Takai,Thanks the Secretary for his continued support and encourages further collaboration.,,,,,,,,,,
170,,,,,,,,,,,,,,
171,1067375,2/12/2015,Congressman Bennie G. Thompson,"Requests information and documents regarding the Rapiscan Systems, Inc. debarment case.",,,,,,,,,,
172,1068718,2/24/2015,Congressman Bennie G. Thompson,Write with questions regarding the Cyber Threat Intelligence Integration Center.,,,,,,,,,,
173,1067852,2/18/2015,Congressman John Thune,Writes on behalf of a constituent who requests verification of employment with DHS or agency currently under the Department's purview.,,,,,,,,,,
174,1064810,2/3/2015,Congressman Brian De Vallance,na,,,,,,,,,,
175,1065111,1/30/2015,Congressman Brian De Vallance,IMMIGRATION DETENTION: Additional Actions Needed to Strengthen Management and Oversight of Facility Costs and Standards (GAO-15-153),,,,,,,,,,
176,1067048,2/10/2015,Congressman Brian De Vallance,113th Congress Engagement Memo,,,,,,,,,,
177,1065312,2/4/2015,Congressman Juan Vargas,Request that DHS ensure due process protections in the voluntary return process nationwide.,,,,,,,,,,
178,1065750,2/4/2015,Congressman Juan Vargas,Writes on behalf of a constituent requesting information regarding his security clearance.,,,,,,,,,,
179,1067855,2/18/2015,Congressman Juan Vargas,Writes on behalf of a constituent seeking resolution of EEO case.,,,,,,,,,,
180,1067372,2/12/2015,Congressman Jackie Walorski,Writes on behalf of a constituent regarding a contract with NPPD.,,,,,,,,,,
181,1068102,2/19/2015,Congressman Robert Wittman,Writes on behalf of a constituent who has leveled a leave and discrimination complaint against the Department.,,,,,,,,,,
182,,,,,,,,,,,,,,
183,,,,,,,,,,,,,,
184,1068657,2/23/2015,Congressman Robert Wittman,Writes on behalf of a constituent who is contesting a change in the scheduling process at the National Targeting Center-Cargo.,,,,,,,,,,
185,1069198,2/27/2015,Senator Ron Wyden,Requests a meeting between DHS staff and Pure Health Water.,,,,,,,,,,
186,,,,,,,,,,,,,,
187,Policy Congressional Report,,,,,,,,,,,,,
188,Opened Between 03/01/2015 and 03/31/2015,,,,,,,,,,,,,
189,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
190,1070832,3/12/2015,Congressman Kelly Ayotte,Writes on behalf of constituent requesting assistance in getting constituent's Service Computation Date as an employee of ICE corrected.,,,,,,,,,,
191,1075817,3/27/2015,Congressman Xavier Becerra,Thanks the Deputy Secretary' for addressing the House Democratic Caucus.,,,,,,,,,,
192,1071012,3/13/2015,Congressman Michael Bennet,Writes with concern regarding the delayed processing of H-2B visa requests following an injunction by the U.S. District Court of the Northern District of Florida.,,,,,,,,,,
193,1075824,3/27/2015,Congressman Rob Bishop,Requests documentation regarding the Department’s ability to secure the Southern border in conjunction with the Department of the Interior.,,,,,,,,,,
194,1070850,3/12/2015,Congressman Roy Blunt,Writes with concern regarding the delayed processing of H-2B visa requests following an injunction by the U.S. District Court of the Northern District of Florida.,,,,,,,,,,
195,,,,,,,,,,,,,,
196,1069575,3/3/2015,Senator Cory A. Booker,"Supports Minotola Fire Company of Atlantic County, New Jersey's FEMA AFG application.",,,,,,,,,,
197,1070597,3/10/2015,Senator Cory A. Booker,"Writes in support of the 2014 FEMA Assistance to Firefighters Grant submitted by the Township of Orange Fire Department of Essex County, New Jersey.",,,,,,,,,,
198,1070586,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by City of Northfield Fire Department of Atlantic City, New Jersey.",,,,,,,,,,
199,1070599,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Township of Bloomfield Fire Department of Essex County, New Jersey.",,,,,,,,,,
200,1070600,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Township of Dover Fire Department of Morris County, New Jersey.",,,,,,,,,,
201,,,,,,,,,,,,,,
202,1070601,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the City of East Orange Fire Department of Essex County, New Jersey.",,,,,,,,,,
203,1070602,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Borough of Pompton Lakes Fire Department of Passaic County, New Jersey.",,,,,,,,,,
204,1070616,3/10/2015,Senator Cory A. Booker,"Supports' the 2014 FEMA Assistance to Firefighters Grant application submitted by the Old Bridge Volunteer Fire Department of Middlesex County, New Jersey.",,,,,,,,,,
205,1070617,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Bayville Volunteer Fire Department of Ocean County, New Jersey.",,,,,,,,,,
206,1070603,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the City of Passaic Fire Department of Passaic County, New Jersey.",,,,,,,,,,
207,,,,,,,,,,,,,,
208,1070618,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Township of Union Fire Department in Union County, New Jersey.",,,,,,,,,,
209,1070620,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Vincent Fire Company of Burlington County, New Jersey.",,,,,,,,,,
210,1070621,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Borough of Fanwood Fire Department of Union County, New Jersey.",,,,,,,,,,
211,1070622,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Borough of Wallington Fire Department of Bergen County, New Jersey for a new engine.",,,,,,,,,,
212,1070604,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Borough of Wallington Fire Department of Bergen County, New Jersey for new PPE.",,,,,,,,,,
213,,,,,,,,,,,,,,
214,1070624,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the North Hudson Regional Fire and Rescue of Hudson County, New Jersey.",,,,,,,,,,
215,1070605,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Township of West New York EMS of Hudson County, New Jersey.",,,,,,,,,,
216,1070606,3/10/2015,Senator Cory A. Booker,"Supports the 2014 FEMA Assistance to Firefighters Grant application submitted by the Bridgeport Volunteer Fire Company of Gloucester County, New Jersey.",,,,,,,,,,
217,1070607,3/10/2015,Senator Cory A. Booker,"Supports the Assistance to Firefighters Grant application submitted by the City of Englewood Fire Department of Bergen County, New Jersey.",,,,,,,,,,
