Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
514,853539,10/27/2009,Congressman Chani Wiggins,"GAO-08-22, Catastrophic Disasters: Federal Efforts Help States Prepare for and Respond to Psychological Consequences, but FEMA's Crisis Counseling Program (CCP) Needs Improvements",,,,,,,,,,,
515,853540,10/26/2009,Congressman Chani Wiggins,"GAO-09-491, Transit Security Grant Program",,,,,,,,,,,
516,853564,11/3/2009,Congressman Chani Wiggins,"GAO-09-374, FEDERAL CONTRACTORS: Better Performance Infomiaton Needed to Support Agency Contract Award Decisions",,,,,,,,,,,
517,853590,11/20/2009,Congressman Chani Wiggins,"GAO--09-644SU, Greater Attention to Key Practices Would Improve the Federal Protective Service's Approach to Facility Protection",,,,,,,,,,,
518,853593,11/30/2009,Congressman Chani Wiggins,GAO-08-967 Visa Waiver Program: Action s. Needed to Improve Management of Expansion Process and Assess and Mitigate Program Risks,,,,,,,,,,,
519,,,,,,,,,,,,,,,
520,853701,10/23/2009,Congressman Chani Wiggins,GAO-08-825 Critical Infrastrure Protection: DHS Needs to Fully Address Lessons Learned from Its First Cyber Storm Exercise,,,,,,,,,,,
521,853707,11/30/2009,Congressman Chani Wiggins,USCJS - Report to Congress on Internal Affairs Investigations,,,,,,,,,,,
522,853721,12/11/2009,Congressman Chani Wiggins,"GAO-08-301, Disaster Cost Estimates: FEMA Can Improve Its Learning from Past Experience and Management of Disaster Related Resources",,,,,,,,,,,
523,853725,12/29/2009,Congressman Chani Wiggins,"GAO-09-561, Disaster Assistance: Greater Coordination and an Evaluation of Programs' Outcomes Could Improve Disaster Case Management",,,,,,,,,,,
524,853728,12/17/2009,Congressman Chani Wiggins,"GAO-10-2, INFORMATION TECHNOLOGY: Agencies Need to Improve the Implementation and Use of Earned Value Techniques to Help Manage Major System Acquisitions",,,,,,,,,,,
525,853613,1/15/2010,Congressman Charlie Wilson,adjustment of status on I-485/1-140,,,,,,,,,,,
526,852106,1/4/2010,Congressman Joe Wilson,Writes to extend appreciation for casework assistance provided by DHS.,,,,,,,,,,,
527,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,,,
529,852841,1/9/2010,Congressman Robert Wittman,1-601 status.,,,,,,,,,,,
530,853961,1/21/2010,Congressman Frank R. Wolf,Re the status of an 1-751.,,,,,,,,,,,
531,854530,1/27/2010,Congressman Frank R. Wolf,"Congress menber Frank Wolf is writing on behalf of two of his Constituents, and their adoption of two Haitian children.",,,,,,,,,,,
532,854542,1/27/2010,Congressman Frank R. Wolf,1-130 status,,,,,,,,,,,
533,854588,1/28/2010,Congressman Frank R. Wolf,Status of appeal I-290B,,,,,,,,,,,
534,,,,,,,,,,,,,,,
535,Policy Congressional Report,,,,,,,,,,,,,,
536,Opened Between 02/01/2010 and 02/28/2010,,,,,,,,,,,,,,
537,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
538,856852,2/24/2010,Congressman Neil Abercrombie,Congressman Abercrombie is lending his support to the transfer of (b)(6)    ;o a USCIS position in Honolulu.,,,,,,,,,,,
539,855016,2/1/2010,Congressman Gary L. Ackerman,Customer is requesting the status of Form 1-730 petitions filed on behalf of his family.,,,,,,,,,,,
540,855029,2/1/2010,Congressman Gary L. Ackerman,Customer is inquiring about the status of a Form 1-730 Petition,,,,,,,,,,,
541,855043,2/1/2010,Congressman Gary L. Ackerman,Customer is requsting the status of an 1-730 petition filed on behalf of her children.,,,,,,,,,,,
542,855049,2/1/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF A 1-730 PETITION,,,,,,,,,,,
543,855057,2/1/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS ON 1-730 PETITIONS,,,,,,,,,,,
544,855096,2/1/2010,Congressman Gary L. Ackerman,Customer is requesting the status of a Form 1-730 Petition,,,,,,,,,,,
545,,,,,,,,,,,,,,,
546,855104,2/1/2010,Congressman Gary L. Ackerman,Customer is requesting the status a Form 1-730 pettition filed onbehalf of the fdamily.,,,,,,,,,,,
547,855107,2/1/2010,Congressman Gary L. Ackerman,Customer is requesting the status for the Form 1-730 petitiond fied.,,,,,,,,,,,
548,855114,2/1/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF HIS FAMILY'S REFUGEE PETITION,,,,,,,,,,,
549,855117,2/1/2010,Congressman Gary L. Ackerman,CUSTOMER WOULD LIKE TO KNOW THE STATUS OF AN APPROVED 1-730 PETITION,,,,,,,,,,,
550,855119,2/1/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING A CASE STATUS UPDATE,,,,,,,,,,,
551,855142,2/2/2010,Congressman Gary L. Ackerman,Customer is requesting a status update on a Form 1-730 petition filed on behalf of his family.,,,,,,,,,,,
552,855383,2/3/2010,Congressman Gary L. Ackerman,(b)(6)    filed 1-730 for his family,,,,,,,,,,,
553,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,
555,855569,2/4/2010,Congressman Gary L. Ackerman,(b)(6)    filed 1-730 for her family,,,,,,,,,,,
556,856030,2/17/2010,Congressman Gary L. Ackerman,re: 1-730 cases,,,,,,,,,,,
557,856065,2/17/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF A FORM 1-730,,,,,,,,,,,
558,856082,2/17/2010,Congressman Gary L. Ackerman,Customer is requesting the status on the Form 1-730 for his family.,,,,,,,,,,,
559,856101,2/17/2010,Congressman Gary L. Ackerman,requesting the status of the Form 1-730 Petitions filled on behalf of (b)(6),,,,,,,,,,,
560,,,,,,,,,,,,,,,
561,856122,2/17/2010,Congressman Gary L. Ackerman,Customer is requesting the status of the Form 1-730 for,,,,,,,,,,,
562,856126,2/17/2010,Congressman Gary L. Ackerman,REQUESTING THE STATUS OF FORM 1-730,,,,,,,,,,,
563,856171,2/17/2010,Congressman Gary L. Ackerman,Requesting the status of form 1-730 filed on behalf of bis family.,,,,,,,,,,,
564,856176,2/17/2010,Congressman Gary L. Ackerman,Status request for the Form 1-730 petition,,,,,,,,,,,
565,856716,2/23/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF THE 1-730 FILED ON BEHALF THE SHUO WANG,,,,,,,,,,,
566,856721,2/23/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF AN 1-730 FILED ON BEHALF OF (b)(6),,,,,,,,,,,
567,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,
569,856723,2/23/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF A FORM 1-730 PETITION FILED ON BEHALF,,,,,,,,,,,
570,856732,2/23/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING INFORMATION ON THE STATUS OF AN 1-730 PETITION.,,,,,,,,,,,
571,857144,2/25/2010,Congressman Gary L. Ackerman,Status requests of form 1-730 Petitions,,,,,,,,,,,
572,857295,2/26/2010,Congressman Gary L. Ackerman,Customer is requesting the status of Form 1-730 petitions filed on behalf of family members.,,,,,,,,,,,
573,857297,2/26/2010,Congressman Gary L. Ackerman,(b)l6>    is requesting the status of Form 1-730 for family members,,,,,,,,,,,
574,,,,,,,,,,,,,,,
575,856388,2/19/2010,Congressman Robert B. Aderholt,(b)(6>      is concerned with the injustice that has taken place with her husband's immigration case.,,,,,,,,,,,
576,855390,2/3/2010,Congressman John Adler,"Requests, on behalf of a constituent, a status update on an internship application",,,,,,,,,,,
577,856317,2/18/2010,Congressman Daniel K. Akaka,Customer is requesting that the removal proceeding for (bH6t 04(6) intj daughter be extended.,,,,,,,,,,,
578,856465,2/19/2010,Congressman W. Todd Akin,Writes on behalf of constituent reagrding TRIP inquiry.,,,,,,,,,,,
579,856067,2/17/2010,Senator Lamar Alexander,re 1-601,,,,,,,,,,,
580,855457,2/3/2010,Congressman Brent Evan Appleton,"Customer was referred for secondary screening at U.S. Custom. Customer’s green card was tolen in 2003,",,,,,,,,,,,
581,855610,2/4/2010,Congressman Steve Austria I,"Writes on behalf of his constituent,(bt<6>    and requests that DHS expedite the background check that’s holding up Mr. (b)(6)    hewlv adopted son's visa.",,,,,,,,,,,
582,855034,2/1/2010,Congressman John Barrow,Customer is requesting the staus of his and his wife's Form 1-485 Application.,,,,,,,,,,,
583,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,
585,855361,2/3/2010,Congressman John Barrow,Customer is requesting information on getting Post humous citizenship classification for his deceased uncle (bX6)    who served in WWII.,,,,,,,,,,,
586,856856,2/24/2010,Congressman John Barrow,Customer is requesting assistance with an incorrect date noted on her visa,,,,,,,,,,,
587,855580,2/4/2010,Congressman Roscoe G. Bartlett,(b)(6),,,,,,,,,,,
588,855397,2/3/2010,Congressman Joe L. Barton,Family of <b)(6!    requests status of I- 730,,,,,,,,,,,
589,855384,2/3/2010,Congressman Evan Bayh,Writes on behalf of(b)(6)    who needs proof of his legal entry into the U.S. so that he can obtain an adjustment of status.,,,,,,,,,,,
590,855584,2/4/2010,Congressman Evan Bayh,(b)<6}    is requesting an expedite Humanitarian Parole for her daughter and grandson,,,,,,,,,,,
591,,,,,,,,,,,,,,,
592,,,,,,,,,,,,,,,
593,855447,2/3/2010,Congressman Melissa L. Bean,"(bX6>    tiled for his wife, (b)(6)",,,,,,,,,,,
594,856563,2/22/2010,Congressman Melissa L. Bean, is requesting the status of her husband’s 1-601. Husband (b!<6>,,,,,,,,,,,
595,857065,2/25/2010,Senator Mark Begich,customer is requesting assistance in getting her adopted son's DOB corrected in USCIS systems.,,,,,,,,,,,
596,855367,2/3/2010,Senator Michael Bennet,Customer is requesting the staus of her form 1-485 application.,,,,,,,,,,,
597,855552,2/4/2010,Senator Michael Bennet,bK6)    IS IS REQUESTING THE STATUS OF HER HUSBAND'S 1-601 CASE,,,,,,,,,,,
598,857325,2/26/2010,Senator Michael Bennet,CUSTOMER IS REQUESTING THE STATUS OF HIS i-601 WAVIER,,,,,,,,,,,
599,856080,2/17/2010,Congressman Shelley Berkley,Writes regarding the case of    who was denied entry into the United States.,,,,,,,,,,,
600,,,,,,,,,,,,,,,
601,855513,2/4/2010,Congressman Marion Berry,<b>(6>    IS REQUESTING CLARIFICATION ON THE REASON WHY HE DID NOT GET A PASSPORT FOR HIS ADOPTED SON(b)(6),,,,,,,,,,,
602,856794,2/23/2010,Congressman Gus M. Bilirakis,"Requests information regarding DHS’s ability to administer and oversee Recovery Act funds, especially in light of issues raised in the recent DHS IG report.",,,,,,,,,,,
603,855964,2/16/2010,Congressman Jeff Bingaman,Requests that DHS take steps to enhance its efforts to identify and interdict stolen motor vehicles being smuggled into Mexico.,,,,,,,,,,,
604,855982,2/16/2010,Congressman Jeff Bingaman,(b)(6)    regarding CDJ.,,,,,,,,,,,
605,856434,2/19/2010,Congressman Jeff Bingaman,request for reinstatement of his FI visa,,,,,,,,,,,
606,855577,2/4/2010,Congressman Rob Bishop,(bX6)    filed 1-130 for her husband,,,,,,,,,,,
607,856129,2/17/2010,Congressman John A. Boehner,"Writes on behalf of a constituent, (b)(0)    Regarding his pending appeal of a ban on working for Federal entities.",,,,,,,,,,,
608,856957,2/24/2010,Congressman Christopher S. Bond,Requests a review of{b>(6) asylum case.,,,,,,,,,,,
609,,,,,,,,,,,,,,,
610,855586,2/4/2010,Congressman Madeleine Z. Bordallo,"Writes regarding Carnival UK Carnival House's expired visa waiver agreement and the Queen Mary 2's visit to Guam on February 22, 2010.",,,,,,,,,,,
611,857045,5/28/2010,Congressman Rafael Borras,FY2009 Greenhouse Gas Emissions Report,,,,,,,,,,,
612,855164,2/2/2010,Senator Barbara Boxer,Customer is requesting the status of an appeal to a denied 1-129,,,,,,,,,,,
613,855459,2/3/2010,Senator Barbara Boxer,Supports the SAFER grant application submitted by the Tulare City Fire Deepartment to fund nin additional staff members to meet OS HA standards.,,,,,,,,,,,
614,855578,2/2/2010,Congressman Kevin Brady,Constituent (b>(6>    writes about his problem obtaining TWIC Card,,,,,,,,,,,
615,855594,2/2/2010,Congressman Kevin Brady,Consitiuent<b)f6)    writes about the process obtaining a TWIC Card,,,,,,,,,,,
616,855921,2/16/2010,Congressman Sam Brownback,Customer is requesting a status update on an 1-601.,,,,,,,,,,,
617,857344,2/26/2010,Congressman Michael C. Burgess,CUSTOMER IS SUBMITTING ADDITIONAL EVIDENCE TO SUPPORT HER IMMIGRATION CASE.MATERIALS ARE TO BE ADDED INTO THE FILE.,,,,,,,,,,,
618,,,,,,,,,,,,,,,
619,,,,,,,,,,,,,,,
620,855404,2/3/2010,Congressman G. K. Butterfield,"Writes on behalf of constituent, (bX6}    who requests immigration assistance for husband in Haiti.",,,,,,,,,,,
621,855616,2/4/2010,Congressman Robert C. Byrd,Writes regarding the problems his girlfriend is experiencing with entering the U.S.,,,,,,,,,,,
622,855645,2/5/2010,Congressman Eric Cantor,Writes with concern about TSA security procedures.,,,,,,,,,,,
623,856808,2/23/2010,Congressman Eric Cantor,Writes regarding the Richmond International Airport and their TSA-approved security plan.,,,,,,,,,,,
624,856431,2/19/2010,Senator Maria Cantwell,Customer is requesting assistance with getting the DOB on her Certificate of Citizenship changed.,,,,,,,,,,,
625,857124,2/25/2010,Congressman Lois Capps,REPRESSENTATIVE WOULD LIKE INFORMATION ON THE TPS PROGRAM AND ADJUSTMENT OF STATUS.,,,,,,,,,,,
626,857359,2/26/2010,Congressman Lois Capps,CUSTOMER WOULD LIKE THE STATUS REQUEST ON A h-lb VISA,,,,,,,,,,,
627,856324,2/18/2010,Congressman Dennis A. Cardoza,Requests that representatives from DHS meet with the Merced County Economic Development Corporation to discuss the EB-5 visa program.,,,,,,,,,,,
628,,,,,,,,,,,,,,,
629,855393,2/3/2010,Congressman John Carter,"(b>(6)    requests letter of ""Non-Existence"" regarding her deceased grandfather.",,,,,,,,,,,
630,856607,2/22/2010,Senator Robert P. Casey,Customer is requesting help in resolving the issues surrounding his application for permanant residency.,,,,,,,,,,,
631,856819,2/23/2010,Senator Robert P. Casey,"Forwards resume of constituent,<b>(6)    for employment at the department.",,,,,,,,,,,
632,855239,2/2/2010,Congressman Kathy Castor,Customer is requesting the status of an Appeal and request that it be expedited,,,,,,,,,,,
633,855111,2/1/2010,Senator Saxby Chambliss,STATUS REQUEST I601/CDJ,,,,,,,,,,,
634,855657,2/5/2010,Senator Saxby Chambliss,"Writes on behalf of constituent,<b)<6)    who has an idea for a reserve law enforcement organization.",,,,,,,,,,,
635,856033,2/17/2010,Congressman William Lacy Clay,re the status of an 1-130,,,,,,,,,,,
636,856346,2/19/2010,Senator Thad Cochran,Requests information about airport screening technologies being procured by TSA.,,,,,,,,,,,
637,,,,,,,,,,,,,,,
638,856770,2/23/2010,Congressman Stephen I. Cohen,"Inquires about possible actions DHS may be able to take to assist the Regional Medical Center in Memphis, TN.",,,,,,,,,,,
639,857134,2/25/2010,Congressman Stephen I. Cohen,(b)(6)    s requesting the status of his ex-wife's 1-601 waiver.,,,,,,,,,,,
640,857064,2/25/2010,Senator Susan M. Collins,(bH6'    filed 1-730 for his fson](bX0) (b)(6)    labile his other family members were being processed,,,,,,,,,,,
641,856772,2/23/2010,Congressman Gerry Connolly,"(b,(0)    is requesting the status of his wife’s 1-601 waiver.",,,,,,,,,,,
642,856003,2/12/2010,Senator Bob Corker,"Writes on behalf of a constituent, *bt<6)    regarding his recent termination from FPS.",,,,,,,,,,,
643,855148,2/2/2010,Senator John Cornyn,CUSTOMER IS REQUESTING THE STATUS OF HIS WIFE'S CASE,,,,,,,,,,,
644,856847,2/24/2010,Senator John Cornyn,<b><6>    is requesting the status of her husband's 1-601 waiver.,,,,,,,,,,,
645,857110,2/25/2010,Senator John Cornyn,Customer is requesting that her husband's 1-601 waiver be approved so that he may return to the US.,,,,,,,,,,,
646,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,
648,856584,2/22/2010,Congressman Jerry F. Costello,Customer is inquiring about his wife's 1-485. application processing.,,,,,,,,,,,
649,856586,2/22/2010,Congressman Jerry F. Costello,Customer is requesting information on her Form 1-485. application,,,,,,,,,,,
650,856587,2/22/2010,Congressman Jerry F. Costello,Customer is requesting information on the delay in processing her i-485 application.,,,,,,,,,,,
651,856589,2/22/2010,Congressman Jerry F. Costello,Customer is requesting information on the progress of her 485 application.,,,,,,,,,,,
652,856103,2/17/2010,Congressman Nicholas Cozzie,Writes regarding TSA screening and technology.,,,,,,,,,,,
653,855429,2/3/2010,Congressman Sam Crandle,STATUS REQUEST ON AN I-130 FILED ON BEHALF OF MR. (b)(6),,,,,,,,,,,
654,855279,2/2/2010,Senator Michael D. Crapo,CUSTOMER IS REQUESTING REVIEW OF THE CASE FOR (b)(6),,,,,,,,,,,
655,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,
657,855909,2/16/2010,Senator Michael D. Crapo,Customers are requesting Humanitarian Parole for their adoptive child from haiti.,,,,,,,,,,,
658,856039,2/17/2010,Senator Michael D. Crapo,re I-601/I-290B,,,,,,,,,,,
659,856186,2/17/2010,Senator Michael D. Crapo,Customer is requesting the status of a Form 1601,,,,,,,,,,,
660,856591,2/22/2010,Senator Michael D. Crapo,Customer is requesting assistance in getting her fiance' returned to the US.,,,,,,,,,,,
661,857135,2/24/2010,Congressman Elijah E. Cummings,"Requests that DHS provide information on Haitian assistance to Federal Management Systems, Incorporated.",,,,,,,,,,,
662,857094,2/25/2010,Congressman Geoff Davis,Writes on behalf of a constituent with questions regarding RFQ eligibility if a product includes foreign content,,,,,,,,,,,
663,856077,2/17/2010,Congressman Susan A. Davis,Forwards concerns of constituent about the security of the San Diego border fence.,,,,,,,,,,,
664,,,,,,,,,,,,,,,
665,855607,2/4/2010,Congressman William D. Delahunt,Urges the delay in terminating the Long Range Aids to Navigation (LORAN-C) signal scheduled for 2/8/2010 and allow its users time to transition their equipment and data to the Global Positioning System.,,,,,,,,,,,
666,855025,2/1/2010,Congressman Charles W. Dent,Writes on behalf of constituent lbX6t    ‘egarding her TRIP.,,,,,,,,,,,
667,856006,2/16/2010,Congressman Charles W. Dent,(bX0)    regarding an issue with obtaining her 1-94 replacement.,,,,,,,,,,,
668,856229,2/18/2010,Congressman Christopher J. Dodd,<b!<6i    is requesting that the background of{bK6)    be investigated,,,,,,,,,,,
669,856466,2/19/2010,Congressman Christopher J. Dodd,Writes on behalf of constituent to request status of a FOIA request.,,,,,,,,,,,
670,856735,2/23/2010,Congressman Joe Donnelly,CUSTOMER IS REQUESTING ASSISTANCE IN OBTAINING THE PROPER DOCUMENTATION STATING THAT SHE IS A use.,,,,,,,,,,,
671,855600,2/4/2010,Congressman John J. Duncan,Write with concerns regarding pending Haitian adoptions and the conditions of orphanages.,,,,,,,,,,,
672,855869,2/12/2010,Congressman John J. Dunean,"Writes on behalf of constituent, <b'(6>    regarding his TRIP.",,,,,,,,,,,
673,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,
675,855453,2/3/2010,Congressman Donna F. Edwards,A REQUEST FOR AN APPEAL ON BEHALF OF (W) (b)(6)    FOR HER poRM 1-485,,,,,,,,,,,
676,856901,2/24/2010,Congressman Keith Ellison,CUSTOMER IS REQUESTING THE STATUS OF A PETITION FILED ON BEHALF OF (b)(6)    HIS WIFE,,,,,,,,,,,
677,856922,2/24/2010,Congressman Keith Ellison,CUSTOMER IS REQUESTING THE STATUS OF A 1-130 PETITION FILED ON BEHALF OF HIS WIFE.,,,,,,,,,,,
678,857063,2/25/2010,Congressman Keith Ellison,Customer is requesting the reason her FormI-130 filed on behalf of her husband was denied.,,,,,,,,,,,
679,856308,2/18/2010,Congressman Jo Ann Emerson,Customer has concerns with not receiving his 10 year PRC,,,,,,,,,,,
680,856428,2/19/2010,Congressman Eliot L. Engel,Customer would like to know the status of her husband’s 1-601 application.,,,,,,,,,,,
681,,,,,,,,,,,,,,,
682,855656,2/4/2010,Congressman John Ensign,Writes on behalf of citizen who is concerned with unauthorized use of importer numbers.,,,,,,,,,,,
683,857205,2/26/2010,Congressman Sam Farr,(b)(6)    is requesting that her husband's 1-601 wavier be reviewed because it is past the 18 month processing time.,,,,,,,,,,,
684,855930,2/16/2010,Congressman Chaka Fattah,Customer is requesting the staus of an appeal.,,,,,,,,,,,
685,855936,2/16/2010,Congressman Russell D. Feingold,Customer is requesting that the attached additional documentation be considered when reviewing the 1-601 waiver.,,,,,,,,,,,
686,856086,2/17/2010,Senator Dianne Feinstein,Classified Letter,,,,,,,,,,,
687,856581,2/22/2010,Senator Dianne Feinstein,USCIS employee has concerns with his fulltime Tour of Duty being redued to Part-time.,,,,,,,,,,,
688,855394,2/3/2010,Congressman Bob Filner,"Writes on behalf of constituents,{b)(6t <bX0)    regarding incorrect information pertaining to Ms. (b)(6)",,,,,,,,,,,
689,856009,2/16/2010,Congressman Bob Filner,Writes on behalf of constituent who is interested in position with CBP.,,,,,,,,,,,
690,855195,2/2/2010,Senator A1 Franken,Customer is requesting the status of his wife's 1-601 petition.,,,,,,,,,,,
691,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,
693,855565,3/26/2010,Congressman John Garamendi,Case status on a CDJ case.,,,,,,,,,,,
694,856005,2/16/2010,Congressman Gabrielle Giffords,"Attorney ,bK6>    is requesting that the process for approving O-l and Hl-B visas be reviewed.",,,,,,,,,,,
695,856707,2/23/2010,Congressman Gabrielle Giffords,Customer is requesting information on the denial of an O-l visa for (b)(6),,,,,,,,,,,
696,857345,2/26/2010,Congressman Gabrielle Giffords,Writes on behalf of a constituent regarding his problems entering the country.,,,,,,,,,,,
697,855118,2/1/2010,Senator Kirsten E. Gillibrand,Writes to complain about treatment of two detainees.,,,,,,,,,,,
698,855575,2/4/2010,Senator Kirsten E. Gillibrand,"Writes regarding apparent racial profiling of persons perceived to be immigrants along the Canadian border in Western New York,",,,,,,,,,,,
699,855931,2/4/2010,Senator Kirsten E. Gillibrand,"Writes to supporttb,<0>    candidacy for the position of Public Affairs Specialist at TSA.",,,,,,,,,,,
700,855451,2/3/2010,Congressman Robert W. Goodlatte,"riX6)    filed 1-601 for his wife, (b)l-6)      (b)(6)",,,,,,,,,,,
701,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,
703,855790,2/12/2010,Congressman Kay Granger,"Writes on behalf of constituent(b,<6>    regarding his problems re-entering the country.",,,,,,,,,,,
704,855606,2/4/2010,Senator Charles E. Grassley,"Writes on behalf of constituent, (b',(6>    regarding his concerns with a proposed tsunami warning system in American Samoa.",,,,,,,,,,,
705,856538,2/19/2010,Senator Charles E. Grassley,Writes on behalf of a constituent who puts forth his idea for a Joint Disaster Logistics Response Center.,,,,,,,,,,,
706,855974,2/16/2010,Congressman Sam Graves,Re recovery of payroll deductions.,,,,,,,,,,,
707,857088,2/25/2010,Congressman Sam Graves,CUSTOMER IS REQUESTING ASSISTANCE WITH THE PROCESSING OF HIS WIFE’S 1-601 WAIVER,,,,,,,,,,,
708,855301,2/2/2010,Congressman Alan Grayson,Customer has concerns that case against<b)(6)    is fabricated.,,,,,,,,,,,
709,855588,2/4/2010,Congressman Judd Gregg,<bM6)    adoption,,,,,,,,,,,
710,855604,2/4/2010,Congressman Judd Gregg,Supports application submitted by the Claremont Fire Department for funding under the Staffing for Adequate Fire and Emergency Response grant program.,,,,,,,,,,,
711,,,,,,,,,,,,,,,
712,,,,,,,,,,,,,,,
713,855605,2/4/2010,Congressman Judd Gregg,Supports application submitted by the Manchester Fire Department for funding under the Staffing for Adequate Fire and Emergency Response grant program.,,,,,,,,,,,
714,857303,2/25/2010,Congressman Judd Gregg,"Supports the Kingston, NH Fire Department’s application for assistance under the Assistance to Firefighters Grant Program.",,,,,,,,,,,
715,855388,2/3/2010,Congressman Raul M. Grijalva,"Rep Grijalva requests urgent attention and immediate action regarding shortage of H2A farm workers in Yuma County, Arizona",,,,,,,,,,,
716,856683,2/23/2010,Congressman Raul M. Grijalva,Customer is requesting the status of an appeal to a denied N-600 application.,,,,,,,,,,,
717,856712,2/23/2010,Congressman Luis V. Gutierrez,CUSTOMER IS REQUESTING THE STAUS OF HIS WIFE'S APPEAL TO AN 1-601.,,,,,,,,,,,
718,856711,2/23/2010,Congressman John J. Hall,cUSTONER IS REQUESTING THE STATUS OF A FORM 1-601 FOR HIS SON.,,,,,,,,,,,
719,856757,2/23/2010,Congressman John J. Hall,Customer is requesting information on his wife's 1-601 waiver.,,,,,,,,,,,
720,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,
722,856697,2/23/2010,Senator Tom Harkin,CUSTOMER IS REQUESTING A EXTENSION ON AN APPEAL FOR AN L-1A VISA.,,,,,,,,,,,
723,855507,2/4/2010,Congressman Doc Hastings,(S REQUESTING THE STATUS OF HER HUSBAND'S 1-601.,,,,,,,,,,,
724,856731,2/23/2010,Congressman Doc Hastings,2nd request for information on an 1-601 waiver.,,,,,,,,,,,
725,856722,2/23/2010,Senator Orrin G. Hatch,"Writes on behalf of constituent, (6><6>    who has concerns with the problems in the issuance of visa tor foreign scientists.",,,,,,,,,,,
726,856700,2/23/2010,Congressman Martin Heinrich,Customer is requesting the status of an 1-130 petition filed on behalf of her husband and children.,,,,,,,,,,,
727,855005,2/1/2010,Congressman Dean Heller,Status of an 1-601 for^),,,,,,,,,,,
728,,,,,,,,,,,,,,,
729,857072,2/25/2010,Congressman Wally Herger,Customer is requesting assistance with the case of her husband who through the advice of there Attorney went back to CDJ and filed a I-601 wavier and was found to be Ineligible of a waiver.,,,,,,,,,,,
730,857310,2/26/2010,Congressman Wally Herger,Customer would like to know the status of her husband’s 1-601 waiver.,,,,,,,,,,,
731,856459,2/19/2010,Congressman Jim Himes,Writes on behalf of constituent who requests information on a deported individial.,,,,,,,,,,,
732,856699,2/23/2010,Congressman Ruben Hinojosa,Supports the City of Pharr's (TX) proposal for a grant through FEMA's Emergency Operations Center Grant Program to fund a multi-dimensional facility to conduct emergency operations.,,,,,,,,,,,
733,855583,2/4/2010,Congressman Rush Holt,status request,,,,,,,,,,,
734,856419,2/19/2010,Congressman Rush Holt,CUSTOMER IS REQUESTING ASSISTANCE WITH HER HUSBAND'S i-601 wAIVER.,,,,,,,,,,,
735,857104,2/25/2010,Congressman Rush Holt,Hope International USC workers are requesting to transport 20 haitian orphan girls to the US.,,,,,,,,,,,
736,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,
738,856167,2/17/2010,Congressman Steny H. Hoyer,Requests that her termination from TPS be reviewed and her job be reinstated.,,,,,,,,,,,
739,856285,2/16/2010,Congressman Steny H. Hoyer,"The Honorable Steny H. Hoyer writes on behalf of his constituent, <b)<6)    i current FPS federal employee, regarding her concerns about how a complaint filed against her is being addressed.",,,,,,,,,,,
740,855573,2/2/2010,Congressman Kay Bailey Hutchison,Constituent W(b)    writes about the problem his in-laws encountered at the Laredo Port,,,,,,,,,,,
741,856593,2/22/2010,Senator Johnny Isakson,"Express their strong opposition to the FY 2011 budget cuts to the Maritime Safety and Security Teams (MSST), specifically with regard to MSST 91108 St. Mary's.",,,,,,,,,,,
742,855876,2/12/2010,Congressman Steve Israel,Writes on behalf of constituent requesting authorization to hand-carry embryos on commercial flights.,,,,,,,,,,,
743,856488,2/19/2010,Congressman Steve Israel,Writes on behalf of a constituent who requests a transfer in his position as a FAM.,,,,,,,,,,,
744,855420,2/3/2010,Congressman Darrell Issa,"CUSTOMER IS REQUESTING INFORMATION ON THE DENIAL FOR A VISA FOR HIS MOTHER, WHEN INTIALLY IT WAS APPROVED.",,,,,,,,,,,
745,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,
747,856491,2/19/2010,Congressman Darrell Issa,Rep. Issa writes regarding an incident in which a passenger was allowed to pose as a federal air marshall in a kidnapping.,,,,,,,,,,,
