Sort,X2,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
2877,870920,6/14/2010,Congressman Bennie G. Thompson,"Urges DHS to produce a occupational health guide for all of the department’s responders to Deepwater Horizon Oil Spill, prepare a directive incorporating this guidance, and identify and track the health of the department's responders.",,,,,,,,,,,
2878,871212,6/17/2010,Congressman Bennie G. Thompson,"Express concerns regarding the Department's actions regarding maritime cargo security, border security, the Office of Intelligence and Analysis, and financial accountability.",,,,,,,,,,,
2879,,,,,,,,,,,,,,,
2880,869890,6/3/2010,Congressman Mike Thompson,Claims that all questions were not answered by FEMA and requests any information about his constituent Daryl F. Wait.,,,,,,,,,,,
2881,869486,5/28/2010,Congressman Edolphus Towns,Writes regarding the Justice Department's Inspector General report in September 2009 identifying several weaknesses in the operation of the United States National Central Bureau (USNCB) and requests Attorney General Eric H. Holder and Secretary Janet Napolitano to assist the Committee on Oversight and Government Reform in its investigation.,,,,,,,,,,,
2882,872887,6/29/2010,Congressman Edolphus Towns,Writes regarding his concerns with the Small Vessel Security Strategy implementation plan.,,,,,,,,,,,
2883,873135,6/30/2010,Congressman Niki Tsongas,status request,,,,,,,,,,,
2884,870230,6/8/2010,Senator Tom Udall,"Thanks the Secretary for her kind words on the death of his father, Stewart L. Udall.",,,,,,,,,,,
2885,869828,6/3/2010,Congressman Fred Upton,Customer is requesting the status of an appeal.,,,,,,,,,,,
2886,869412,5/28/2010,Congressman Chris Van Hollen,Rep. Chris Van Hollen writes in support of Montgomery College’s grant application under the Citizenship and Integration Services program.,,,,,,,,,,,
2887,871502,6/18/2010,Congressman Chris Van Hollen,Writes concering an Office of Security investigation of his constituent.,,,,,,,,,,,
2888,,,,,,,,,,,,,,,
2889,,,,,,,,,,,,,,,
2890,872787,6/29/2010,Congressman Chris Van Hollen,In response to WF # 855862 Congressman Van Hollen is requesting a copy of the zip-code analysis study.,,,,,,,,,,,
2891,873163,6/30/2010,Congressman Nydia Velazquez,Request that that US grant the Guatemalan government's request for Temporary Protected Status for Guatemalan nationals residing in the US.,,,,,,,,,,,
2892,869458,6/2/2010,Congressman Nydia M. Velazquez,Customer is requesting the status of an 1-730 petition for Yanfang Jin,,,,,,,,,,,
2893,869543,6/2/2010,Congressman Nydia M. Velazquez,Request that DHS immediately suspend its 287(g) and Secure Communities programs in Arizona.,,,,,,,,,,,
2894,869360,6/1/2010,Senator David Vitter,Senator Vitter wants to know what precautions FEMA is taking in light of the ongoing oild spill.,,,,,,,,,,,
2895,869415,6/1/2010,Senator David Vitter,Senator Vitter writes to inquire about additional precautions FEMA is taking in light of the ongoing oil spill and the arrival of hurrican season.,,,,,,,,,,,
2896,,,,,,,,,,,,,,,
2897,872111,6/23/2010,Senator Mark R. Warner,Requests information on how DHS and Interior plan to provide relief to the Vietnamese fishing community in light of the Gulf Coast oil spill.,,,,,,,,,,,
2898,869772,6/3/2010,Congressman Debbie Wasserman-Schultz,Congresswoman Debbie wasserman Schultz is sending a letter of recommendation for an appeal for Asaf Friedman.,,,,,,,,,,,
2899,869777,6/3/2010,Congressman Debbie Wasserman-Schultz,Congresswoman wasserman-Schultz is sending a letter of recommendation for Shimon Buskila,,,,,,,,,,,
2900,870227,6/8/2010,Congressman Jim Webb,Writes in support of stronger U.S. trade remedy laws regarding Chinese furniture.,,,,,,,,,,,
2901,870718,6/11/2010,Congressman Jim Webb,Customer is requesting the status of his wife's non-immigrant visa.,,,,,,,,,,,
2902,870959,6/15/2010,Congressman Jim Webb,Customer is requesting the status of an 1-140 petition on be half of Dr. Shabnam Sani,,,,,,,,,,,
2903,870972,6/15/2010,Congressman Jim Webb,(b)(6)    regarding the status of her visa,,,,,,,,,,,
2904,871013,6/15/2010,Congressman Jim Webb,Writes regarding constituent's debt for work-related injuries.,,,,,,,,,,,
2905,,,,,,,,,,,,,,,
2906,,,,,,,,,,,,,,,
2907,871838,6/22/2010,Congressman Jim Webb,Re: I-129Ffor WA,,,,,,,,,,,
2908,872114,6/23/2010,Congressman Jim Webb,Adoption,,,,,,,,,,,
2909,872359,6/24/2010,Congressman Jim Webb,Requests an assessment of the vulnerability of offshore oil rigs to terrorist attacks or sabotage in light of the Deepwater Horizon oil spill.,,,,,,,,,,,
2910,870128,6/7/2010,Congressman Lynn A. Westmoreland,Writes on behalf of constituent who has expressed a desire to volunteer and serve on one of the Homeland Security Advisory Councils and enclosed their resume for consideration.,,,,,,,,,,,
2911,872220,6/21/2010,Congressman Chani Wiggins,GAO-10-204 Combating Nuclear Terrorism- Actions Needed to Better Prepare to Recover from Possiblee Attacks Using Radiological or Nuclear Materials,,,,,,,,,,,
2912,872223,6/21/2010,Congressman Chani Wiggins,"GAO 10-395 Management Assessment Report References: Combating Gangs, Federal Agencies Have Implemented a Central american Gang Strategy, but Could Strengthen Oversight and Measurement of Efforts",,,,,,,,,,,
2913,,,,,,,,,,,,,,,
2914,872226,6/21/2010,Congressman Chani Wiggins,GAO-10-193 Emergency Preparedness: FEMA Faces Challenges Intergrating community Preparedness Programs into its Strategic Approach,,,,,,,,,,,
2915,872230,6/21/2010,Congressman Chani Wiggins,GAO 10-215 Military Personnel Additional Actions Are Needed to Strengthen DOD's and the Coast Guard Sexual Assault Prevention and Response Programs,,,,,,,,,,,
2916,872247,2/26/2010,Congressman Chani Wiggins,GAO-10-131: Department of Homeland Security- Actions Taken Towards Menagement Intergration but a Comprehensive Strategy is Still Needed,,,,,,,,,,,
2917,872248,3/11/2010,Congressman Chani Wiggins,GAO-10-41: Information Sharing- federal Agencies Are Sharing Border and Terrorism Information with Local and Tribal Law Enforcement Agencies but Additional Efforts are Needed,,,,,,,,,,,
2918,872249,3/11/2010,Congressman Chani Wiggins,GAO-10-43:Transportation Workers Identification Credential- Program Made in Enrollment Workers and Activating Credentials but Evaluation Plan Needed to Help Inform the Implementation of Card Readers,,,,,,,,,,,
2919,872255,3/11/2010,Congressman Chani Wiggins,GAO-09-639-Equal Employment Opportunity- DHS Has Opportunities to Better Identify and Address Barriers to EEO in its Workforce,,,,,,,,,,,
2920,872256,2/26/2010,Congressman Chani Wiggins,USCG- Critical Skills Retention Bonus for FY09,,,,,,,,,,,
2921,872258,10/14/2009,Congressman Chani Wiggins,USCG- Search and Rescue (SAR) Center Standards,,,,,,,,,,,
2922,,,,,,,,,,,,,,,
2923,871959,6/23/2010,Congressman Joe Wilson,(b){6)    Regarding the status of his I-I40 case.,,,,,,,,,,,
2924,872297,6/24/2010,Congressman Joe Wilson,STATUS REOUEST ON AN 1-485 FOR <b)(6) (b)(6)    |,,,,,,,,,,,
2925,872301,6/24/2010,Congressman Joe Wilson,Customer is requesting the status of an 1-485 application,,,,,,,,,,,
2926,870866,6/14/2010,Congressman Frank R. Wolf,Writing on behalf of his constituent who is requesting her DHS severance.,,,,,,,,,,,
2927,872269,6/24/2010,Congressman Frank R. Wolf,Requests his constituent's request for a more detailed response be addressed.,,,,,,,,,,,
2928,872306,7/7/2010,Congressman Frank R. Wolf,Customer is requesting that her clearance be expedited,,,,,,,,,,,
2929,872339,6/24/2010,Congressman Frank R. Wolf,Writes on behalf of his constituent who requests that discrepancies in his SF85P be rectified so that he can begin employment at DHS,,,,,,,,,,,
2930,870127,6/7/2010,Congressman Don Young,Writes on behalf of constituent who has been put on delay status list for purchasing firearms.,,,,,,,,,,,
2931,,,,,,,,,,,,,,,
2932,,,,,,,,,,,,,,,
2933,Opened Between 07/01/2010 and 07/31/2010,,,,,,,,,,,,,,
2934,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,,
2935,873411,7/2/2010,Congressman Gary L. Ackerman,Customer is requesting the status of an 1-730 petition.,,,,,,,,,,,
2936,873421,7/2/2010,Congressman Gary L. Ackerman,Customer is requesting the status of an 1-730 petition,,,,,,,,,,,
2937,873498,7/2/2010,Congressman Gary L. Ackerman,Re an 1-730 for Eb><6>    1,,,,,,,,,,,
2938,873517,7/2/2010,Congressman Gary L. Ackerman,Re an 1-730 for(b)(6),,,,,,,,,,,
2939,873943,7/8/2010,Congressman Gary L. Ackerman,Petitioner files 1-730 for beneficiaries,,,,,,,,,,,
2940,873971,7/8/2010,Congressman Gary L. Ackerman,Re 1-730 Petitions,,,,,,,,,,,
2941,874688,7/14/2010,Congressman Gary L. Ackerman,Re an 1-730,,,,,,,,,,,
2942,874916,7/15/2010,Congressman Gary L. Ackerman,Petitioner requests status of 1-730 for his family,,,,,,,,,,,
2943,875496,7/20/2010,Congressman Gary L. Ackerman,Re an 1730 case.,,,,,,,,,,,
2944,,,,,,,,,,,,,,,
2945,,,,,,,,,,,,,,,
2946,875597,7/21/2010,Congressman Gary L. Ackerman,Customer is requesting the status of an 1-730 petition filed on behalf of her husband.,,,,,,,,,,,
2947,875718,7/22/2010,Congressman Gary L. Ackerman,Re 1-730,,,,,,,,,,,
2948,876774,7/30/2010,Congressman Gary L. Ackerman,CUSTOMER IS REQUESTING THE STATUS OF A 1-730 PETITION,,,,,,,,,,,
2949,875859,7/22/2010,Congressman Robert B. Aderholt,Regarding 1-601 for her husband,,,,,,,,,,,
2950,873220,7/1/2010,Congressman John Adler,re the status of an 1-601 fot<bt<6>,,,,,,,,,,,
2951,874064,7/9/2010,Congressman Daniel K. Akaka,Re an 1-130.,,,,,,,,,,,
2952,873298,7/1/2010,Senator Lamar Alexander,Writes to support the Obion Fire Department's application for a grant.,,,,,,,,,,,
2953,,,,,,,,,,,,,,,
2954,875738,7/22/2010,Senator Lamar Alexander,"Writes in support of application for Knox County, TN Sheriffs Office for inclusion in the 287(g) program.",,,,,,,,,,,
2955,875825,7/20/2010,Senator Lamar Alexander,Writes in support of two grant applications for the LaFollette Fire Department.,,,,,,,,,,,
2956,875826,7/20/2010,Senator Lamar Alexander,Writes in support of the grant application for the Decherd Fire Department.,,,,,,,,,,,
2957,875830,7/20/2010,Senator Lamar Alexander,Write in support of the grant application for the Center Point Fire and Rescue Department.,,,,,,,,,,,
2958,876224,7/26/2010,Congressman Robert E. Andrews,Writes on behalf of constituent who is requesting assistance obtaining TWIC card.,,,,,,,,,,,
2959,873670,7/6/2010,Congressman Michael Arcuri,Mother and daughter filed 1-130 and 1-485 which also is in the appeal stage,,,,,,,,,,,
2960,874171,7/9/2010,Congressman Spencer Bachus,"Congressmen Bachus and Rogers is writing with regards to the National Forensics Institute (NCFI) located in Hoover, Alabama.",,,,,,,,,,,
2961,876090,7/23/2010,Congressman Spencer Bachus,re an N-600K and I-290B for,,,,,,,,,,,
2962,874573,7/13/2010,Senator Michael Bennet,Re humanitarian parole case.,,,,,,,,,,,
2963,,,,,,,,,,,,,,,
2964,,,,,,,,,,,,,,,
2965,873301,7/1/2010,Congressman Shelley Berkley,Writes on behalf of(b)(6)    to obtain his immigration status and support for ease.,,,,,,,,,,,
2966,876355,7/27/2010,Congressman Shelley Berkley,Write to ask that Temporary Protected Status be granted for Guatemalans residing in the US as a result of the tropical storm.,,,,,,,,,,,
2967,873447,7/2/2010,Congressman Judy Bigger!,Customer is requesting that his T130 petitions be reopened,,,,,,,,,,,
2968,876114,7/26/2010,Congressman Gus M. Bilirakis,Requests information regarding the DHS Freedom of Information Act policy and ongoing efforts to reduce the FOIA backlog.,,,,,,,,,,,
2969,873877,7/8/2010,Congressman Jeff Bingaman,Re an 1-130 waiver status.,,,,,,,,,,,
2970,875842,7/22/2010,Congressman Jeff Bingaman,Real-601,,,,,,,,,,,
2971,875857,7/22/2010,Congressman Jeff Bingaman,Petitioner filed 1-130 for beneficiary,,,,,,,,,,,
2972,873432,7/2/2010,Congressman Rob Bishop,requesting assistanc fora student visa for (b)(6>,,,,,,,,,,,
2973,873647,7/6/2010,Congressman Christopher S. Bond,Regarding Montgomery GI Bill,,,,,,,,,,,
2974,,,,,,,,,,,,,,,
2975,,,,,,,,,,,,,,,
2976,876745,7/30/2010,Congressman Mary Bono Mack,Customer is requesting that her husbands 1-601 be granted,,,,,,,,,,,
2977,873675,7/6/2010,Congressman John Boozman,Writes on behalf of constituent who questions cargo inspection frequency and methods.,,,,,,,,,,,
2978,873497,7/2/2010,Congressman Madeleine Z. Bordallo,Writes on behalf of constituent who requests that petitions for nonimmigrant worker visas for their crewmen be granted.,,,,,,,,,,,
2979,876447,7/28/2010,Congressman Corrine Brown,Customer is requesting the status of her husbands immigration case. (b)(6),,,,,,,,,,,
2980,876769,7/30/2010,Congressman Scott P. Brown,status request of an 1-601 waiver,,,,,,,,,,,
2981,875740,7/22/2010,Senator Sherrod Brown,Writes on behalf of constituent    jgarding employment with CBP.,,,,,,,,,,,
2982,876452,7/28/2010,Senator Sherrod Brown,Staus request on an 1-601 waiver,,,,,,,,,,,
2983,876025,7/23/2010,Congressman Ginny Brown-Waite,Re an I-601/I-290B,,,,,,,,,,,
2984,,,,,,,,,,,,,,,
2985,873443,7/2/2010,Congressman Sam Brownback,Customer is requesting that the re-entry permit be extended for study abroad.,,,,,,,,,,,
2986,874397,7/12/2010,Congressman Sam Brownback,Writes expressing concerns about acquisition management at TSA.,,,,,,,,,,,
2987,875187,7/16/2010,Congressman Sam Brownback,Customer is requesting assistance with obtaining passports for her two twin daughters,,,,,,,,,,,
2988,873295,7/1/2010,Congressman Robert C. Byrd,Writes on behalf of constituent.tb>{b)    who requests assistance to continue to visit the US.,,,,,,,,,,,
2989,873492,7/2/2010,Congressman Robert C. Byrd,Approves the release of funds for NPPD’s Next Generation Networks Priority Services Expenditure Plan,,,,,,,,,,,
2990,873651,7/6/2010,Congressman Robert C. Byrd,Approves the release of funds to the Federal Air Marshals.,,,,,,,,,,,
2991,876007,7/23/2010,Congressman Dave Camp,"Writes about imbiber beads, spherical particles that soak up certain organic liquids that could be used in the clean up effort in the Gulf.",,,,,,,,,,,
2992,876086,7/23/2010,Congressman Dave Camp,fbX6)    regarding the status of his 1-90 card.,,,,,,,,,,,
2993,873755,7/7/2010,Congressman John Campbell,Re I-13-/i-601 waiver for (b}(6),,,,,,,,,,,
2994,,,,,,,,,,,,,,,
2995,,,,,,,,,,,,,,,
2996,875142,7/16/2010,Congressman Lois Capps,Customer is requesting the status of an 1-130 for Santa lopez,,,,,,,,,,,
2997,876215,7/26/2010,Senator Benjamin L. Cardin,Supports the Montgomery College of Rockville’s application for funding under CFDA for Citizenship Education Services.,,,,,,,,,,,
2998,876671,11/15/2010,Senator Benjamin L. Cardin,Writes on behalf of constituents who need assistance with adoption from Nepal.,,,,,,,,,,,
2999,874563,7/13/2010,Congressman Dennis A. Cardoza,re 1-130 cases.,,,,,,,,,,,
3000,874566,7/13/2010,Congressman Dennis A. Cardoza,Petitioner filed I-130 petition for his son,,,,,,,,,,,
3001,876018,7/23/2010,Congressman Dennis A. Cardoza,Re an 1-601 application.,,,,,,,,,,,
3002,875405,7/20/2010,Senator Thomas R. Carper,Requests that DHS prioritize the planning and management of major IT investments and ensure that DHS's data is accurately protrayed on OMB's IT Dashboard.,,,,,,,,,,,
3003,,,,,,,,,,,,,,,
3004,873851,7/7/2010,Senator Robert P. Casey,Re: 1-485,,,,,,,,,,,
3005,875677,7/21/2010,Congressman Kathy Castor,Expresses concerns regarding BP Deepwater Horizon oil disaster growing harm to the State of Florida.,,,,,,,,,,,
3006,875679,7/21/2010,Congressman Kathy Castor,Re assistance for(b)(6J,,,,,,,,,,,
3007,874828,7/14/2010,Senator Saxby Chambliss,Writes to support the Bay Volunteer Fire Department and the Moultrie Fire Department's applications for the Assistance to Firefighter's Grant.,,,,,,,,,,,
3008,875590,7/21/2010,Senator Saxby Chambliss,CUSTOMER IS REQUESTING ASSISTANCE WITH LOCATING LUGGAGE THAT WAS TAKEN FROM HIM WHEN HE WAS DETAINED AT THE AIRPORT.,,,,,,,,,,,
3009,876781,7/30/2010,Senator Saxby Chambliss,status of an 1-601 waiver,,,,,,,,,,,
3010,876794,7/30/2010,Congressman Ben Chandler,Customer is requesting the status of her husband's 1-601 waiver.,,,,,,,,,,,
3011,875127,7/16/2010,Congressman William Lacy Clay,customer is requesting the status of her an I-130 petition filed on behalf of her husband.,,,,,,,,,,,
3012,,,,,,,,,,,,,,,
3013,,,,,,,,,,,,,,,
3014,876690,7/29/2010,Senator Tom A. Cobum,Writes on behalf of a constituent who is concerned about processing time for his background check,,,,,,,,,,,
3015,873378,7/1/2010,Congressman Tom Cole,Writes to support the Midwest City Fire Department's application for the Assistance to Firefighters Grant.,,,,,,,,,,,
3016,873599,7/6/2010,Senator Susan M. Collins,(b)(fci)    regarding visa application for his wife,,,,,,,,,,,
3017,876440,7/28/2010,Senator Susan M. Collins,Writes on behalf of constituent (A6>    regarding her TRIP.,,,,,,,,,,,
3018,876463,7/28/2010,Senator Bob Corker,Writes on behalf of a constituent who is requesting a transfer within CBP.,,,,,,,,,,,
3019,876801,7/30/2010,Senator Bob Corker,Customer is requesting the status of an appeal.,,,,,,,,,,,
3020,873397,7/2/2010,Senator John Cornyn,Customer is requesting the status of the case for (b}(6>,,,,,,,,,,,
3021,876785,7/30/2010,Congressman Joe Courtney,Status request for an 1-601 waiver,,,,,,,,,,,
3022,873772,7/7/2010,Senator Michael D. Crapo,Re an 1-601 waiver status.,,,,,,,,,,,
3023,,,,,,,,,,,,,,,
3024,,,,,,,,,,,,,,,
3025,873835,7/7/2010,Senator Michael D. Crapo,re the status of 1-130,,,,,,,,,,,
3026,875167,7/16/2010,Senator Michael D. Crapo,Customer is requesting that her husband be allowed to return to the US.,,,,,,,,,,,
3027,876752,7/30/2010,Senator Michael D. Crapo,Customer is requesting assistance with his mother's immigration status.,,,,,,,,,,,
3028,873785,7/7/2010,Congressman Henry Cuellar,Re the status of an 1-601 waiver.,,,,,,,,,,,
3029,875678,7/20/2010,Congressman John Abney Culberson,Requests a list of employees that are designated as emergency or essential employees.,,,,,,,,,,,
3030,876462,7/28/2010,Congressman William D. Delahunt,Writes on behalf of constituent who feels they should qualify for the Post 911 GI Bill.,,,,,,,,,,,
3031,873676,7/6/2010,Congressman Charles W. Dent,"Writes regarding deportation of brother,",,,,,,,,,,,
3032,874342,7/12/2010,Congressman Theodore E. Deutch,re the status of his N-400.,,,,,,,,,,,
3033,,,,,,,,,,,,,,,
3034,875498,7/20/2010,Congressman David Dreier,Writes on behalf of constituent (b><6)    regarding his FOIA request.,,,,,,,,,,,
3035,875435,7/20/2010,Congressman John J. Duncan,Re the denial of an 1-539.,,,,,,,,,,,
3036,875860,7/22/2010,Senator Richard J. Durbin,"Writes on behalf of constituenFbX6^    lwho would like,b),6> (b)(6)    |deported.",,,,,,,,,,,
3037,875131,7/16/2010,Congressman Donna F. Edwards,Customer is requesting the status of an 1-130 petition.,,,,,,,,,,,
3038,875146,7/16/2010,Congressman Donna F. Edwards,"Customer is requesting visas for his family, they have an approved I-130.",,,,,,,,,,,
3039,876764,7/29/2010,Congressman Donna F. Edwards,Writes on behalf of constituem(bX6)    vho is concerned about his background investigation tfor a public trust clearance taking over 8 months to be completed.,,,,,,,,,,,
3040,873765,7/7/2010,Congressman Jo Ann Emerson,Re{b)(6)    (1-130).,,,,,,,,,,,
3041,873767,7/7/2010,Congressman Jo Ann Emerson,(b)(6)    1-130).,,,,,,,,,,,
3042,873752,7/7/2010,Congressman Sam Farr,Re 1-601 waiver for (b)<6),,,,,,,,,,,
3043,,,,,,,,,,,,,,,
3044,,,,,,,,,,,,,,,
3045,875683,7/21/2010,Congressman Sam Farr,"Writes to implore the President, to highlight the need for economic relief for the tourism industry and to compel BP to pay for lost wages to Gulf Coast residents whose livelihood has been affected by the oil spill.",,,,,,,,,,,
3046,873856,7/7/2010,Senator Dianne Feinstein,"Writes to express concern with the Department's progress in meeting its statutory requirement to scan all maritime cargo at foreign, ports of origin by 2010.",,,,,,,,,,,
3047,876084,7/22/2010,Senator Dianne Feinstein,Senator Feinstein writes with issues regarding the Visa Waiver Program,,,,,,,,,,,
3048,876390,7/27/2010,Senator Dianne Feinstein,Writes on behalf of constituent who is experiencing difficulty with multiple entry visa.,,,,,,,,,,,
3049,876737,7/30/2010,Senator Dianne Feinstein,Customer is requesting assistance with an 1-730 petition filed on her behalf.,,,,,,,,,,,
3050,876739,7/30/2010,Senator Dianne Feinstein,customer is requesting assistance with an 1-130 filed on behalf of his wife.,,,,,,,,,,,
3051,,,,,,,,,,,,,,,
3052,,,,,,,,,,,,,,,
3053,873296,7/1/2010,Congressman. Bob Filner,Writes on behalf of constituent regarding an on-going investigation being conducted by DHS.,,,,,,,,,,,
3054,873853,7/7/2010,Congressman Bob Filner,Re the status of 1-212,,,,,,,,,,,
3055,874040,7/9/2010,Congressman Jeff Flake,Re 1-601 status.,,,,,,,,,,,
3056,874001,7/8/2010,Congressman J. Randy Forbes,Writes to express support the the Wakefield VA Volunteer Fire Department's application for the Assistance to Firefighters Grant.,,,,,,,,,,,
3057,874386,7/12/2010,Congressman J. Randy Forbes,Writes on behalf of constituent who is. concerned about being on watchlist.,,,,,,,,,,,
3058,876305,7/26/2010,Congressman J. Randy Forbes,Writes to follow up on constituents CBP pay grade issue.,,,,,,,,,,,
3059,875851,7/22/2010,Congressman Bill Foster,USCIS. Mail delivery system,,,,,,,,,,,
3060,876780,7/30/2010,Congressman John Garamendi,Customer is requesting the status an 1-601 waiver.,,,,,,,,,,,
3061,874530,,Congressman Alexander Garza,Speaker Invitation Letters - Dr. Nicole Lurie; Colonel Randall Larson; Mr. John Brennan; Mr. Tom Inglesby,,,,,,,,,,,
3062,876053,7/23/2010,Congressman Gabrielle Giffords,Re an 1-730 for <b><6>,,,,,,,,,,,
3063,,,,,,,,,,,,,,,
3064,,,,,,,,,,,,,,,
3065,876177,7/16/2010,Congressman Gabrielle Giffords,Representative Giffords is writing on behalf of a constituent who's being paid less than the quoted amount negotiated for being transferred to a less than desirable duty location,,,,,,,,,,,
3066,876683,7/29/2010,Congressman Gabrielle Giffords,Requests that POTUS and Attorney General visit Arizona's 8th Congressional District to experience life and concerns along the southwest border.,,,,,,,,,,,
3067,873418,7/2/2010,Senator Kirsten E. Gillibrand,Kristina Nrecaj Palushi is requesting reconsideration of 1-601 denial for her husband Pjeter Palushi,,,,,,,,,,,
3068,874570,7/13/2010,Senator Kirsten E. Gillibrand,"Requests that full and fair consideration be given, consistent with law and precedent, to provide the Iroquois National lacrosse team and its supporters with permission to re-enter the United States after traveling to the United Kingdom for the lacrosse tournament.",,,,,,,,,,,
3069,876718,7/29/2010,Congressman Robert W. Goodlatte,"Writes on behalf of constituent, Walter Wilkerson, who has concerns regarding travel reimbursements and a change in his work assignment.",,,,,,,,,,,
3070,873657,7/6/2010,Congressman Kay Granger,Regarding H- IB visas in the information technology sector in Rep Granger’s district.,,,,,,,,,,,
3071,874360,7/12/2010,Senator Charles E. Grassley,Re an I-129F/I-130,,,,,,,,,,,
3072,,,,,,,,,,,,,,,
3073,,,,,,,,,,,,,,,
3074,876216,7/26/2010,Senator Charles E. Grassley,Expresses concern regarding large-scale effort to offer parole or defer action on undocumented aliens in the United States.,,,,,,,,,,,
3075,874834,7/14/2010,Congressman Judd Gregg,"Writes to support the Town of Bartlett, New Hampshire's application for the Assistance to Firefighters Grant.",,,,,,,,,,,
3076,874977,7/14/2010,Congressman Judd Gregg,Wri tes on behalf of W)    whose Travel Authorization has expired.,,,,,,,,,,,
3077,876076,7/23/2010,Congressman Judd Gregg,Writes in support of the Chester Fire Department's application for assistance under the Assistance to Firefighters Grant.,,,,,,,,,,,
3078,876137,7/26/2010,Congressman Judd Gregg,"Writes to support the Town of Bartlett, NewHampshire's application for the Assistance to Firefighters Grant.",,,,,,,,,,,
3079,873483,7/2/2010,Congressman Raul M. Grijalva,Write regarding the status of DHS's efforts in the release of border environment mitigation funding.,,,,,,,,,,,
3080,876790,7/30/2010,Congressman Brett Guthrie,Customer is requesting the status of his wife's 1-601 waiver,,,,,,,,,,,
3081,876080,7/23/2010,Congressman Ralph M. Hall,re the status of an 1-601.,,,,,,,,,,,
3082,,,,,,,,,,,,,,,
3083,,,,,,,,,,,,,,,
3084,876678,7/29/2010,Congressman Alcee L. Hastings,Requests an update and information regarding the implementation of the Temporary Protected Status granted to Haitians this year.,,,,,,,,,,,
3085,873878,7/8/2010,Congressman Martin Heinrich,T-601(CDJ) case.,,,,,,,,,,,
3086,875599,7/21/2010,Congressman Jeb Hensarling,Constituent seeks assistance with an on -the -job injury sustained,,,,,,,,,,,
3087,874464,7/13/2010,Congressman David Heyman,Status of DHS Strategy to Enhance International Supply Chain Security,,,,,,,,,,,
3088,875735,7/22/2010,Congressman Baron P. Hill,Rep. Baron Hill wrote on behalf of constituent (bK6-)    regarding his complaint to DHS OIG that two FPS inspectors came to his home to deliver a letter. DHS OIG responded and referred the complaint to FPS (see WF 858968).,,,,,,,,,,,
3089,874991,7/15/2010,Congressman Peter Hoekstra,re a denial of I-140 to (b>(6}    by the Nebraska Service Center.,,,,,,,,,,,
3090,874405,7/12/2010,Congressman Rush Holt,"Writes on behalf of a constituent whose late husband died while helping evacuate the World Trade Center on 9/11, but is unable to be listed as a first responder for the memorial.",,,,,,,,,,,
3091,,,,,,,,,,,,,,,
3092,876450,7/28/2010,Congressman Rush Holt,Customer is requesting that the immigration action on an H-IB visa for (b)(6)    |be reversed.,,,,,,,,,,,
3093,876799,7/30/2010,Congressman Rush Holt,Customer is requesting assistance with her PRC,,,,,,,,,,,
3094,876783,7/30/2010,Congressman Michael M. Honda,(A6>    is requesting the status of her son's 1-730 petition,,,,,,,,,,,
3095,873436,7/2/2010,Congressman Steny H. Hoyer,(A6)    is requesting that the filed N-400 application for herself and family members be expedited.,,,,,,,,,,,
3096,874002,7/8/2010,Congressman Duncan Hunter,"Writes on behalf of constituent,{b)(6)    who expresses concern about human smuggling.",,,,,,,,,,,
3097,876767,7/30/2010,Congressman Bob Inglis,Customer is requesting the status of an 1-131 application.,,,,,,,,,,,
3098,874664,7/8/2010,Senator Johnny Isakson,Writes on behalf of constituent    lregarding her complaint that DHS had trees removed from her backyard to put a camera on a water tower for surveillance.,,,,,,,,,,,
3099,876089,7/23/2010,Congressman Darrell Issa,Write regarding a comprehensive solution for border security.,,,,,,,,,,,
3100,,,,,,,,,,,,,,,
3101,875855,7/22/2010,Congressman Walter B. Jones,Re the status of 1-485 for 6 applicants.,,,,,,,,,,,
3102,873379,7/1/2010,Congressman Steven L. Kagen,"Writes to support the De Pere Fire Rescue, Wabeno Soperton Fire Department, Bellevue Fire Department, and Green Bay Fire Department's applications for the SAFER grants.",,,,,,,,,,,
3103,876020,7/23/2010,Congressman Marcy Kaptur,Honduran petitioner requests assistance with Temporary Protective Status,,,,,,,,,,,
3104,874668,7/14/2010,Senator John F. Kerry,Senator Kerry seeks information on EB-5 Program,,,,,,,,,,,
3105,875135,7/16/2010,Congressman Dale E. Kildee,Customers are requesting the status of the 1-485 applications.,,,,,,,,,,,
3106,875564,7/21/2010,Congressman Peter T. King,"Reps. King, Israel, and Barlett express concern regarding delays in getting critical surveillance technology to the border.",,,,,,,,,,,
3107,876019,7/23/2010,Congressman Ann Kirkpatrick,Representative Ann Kirkpatrick supports regional center through Regional Center Pilot Program,,,,,,,,,,,
3108,874831,7/14/2010,Congressman Larry Kissell,Appeal of I 140 for petitioner,,,,,,,,,,,
3109,873776,7/7/2010,Senator Amy Klobuchar,Writes regarding the ongoing efforts by TSA and the Government of Canada to eliminate duplicate luggage screening between U.S. and Canadaian airports.,,,,,,,,,,,
3110,,,,,,,,,,,,,,,
3111,,,,,,,,,,,,,,,
3112,874663,7/14/2010,Congressman Dennis J. Kucinich,"Writes regarding the refusal of the US to accept the Haudenosaunee Confederacy's travel documents, which are needed to compete in the lacrosse world championship in England.",,,,,,,,,,,
