Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
96,892002,1/3/2011,Senator Mark Kirk,Writes on behalf of constituent's business proposal for a trucking cargo security company.,,,,,,,,,,
97,892634,1/10/2011,Senator Mark Kirk,Customer is requesting information on whether the appeal process timeframe is restarted when a RFE in completed.,,,,,,,,,,
98,892168,1/4/2011,Congressman Joseph I. Lieberman,Thanks the Secretary for her holiday card.,,,,,,,,,,
99,893747,1/24/2011,Congressman Frank A. LoBiondo,Customer is requesting assistance with his wife's immigration case. I-601 waiver,,,,,,,,,,
100,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,
102,893994,1/25/2011,Congressman Nita M. Lowey,Shares concerns regarding the impact of funding on aviation and air cargo security efforts.,,,,,,,,,,
103,892068,1/4/2011,Congressman Richard G. Lugar,Writes on behalf of constituent who shares concerns about outreach efforts for the See Something Say Something campaign.,,,,,,,,,,
104,892447,1/7/2011,Congressman Richard G. Lugar,Constituent Tiled G-639 form,,,,,,,,,,
105,892462,1/7/2011,Congressman Richard G. Lugar,Constituent filed Form 1-601 for her husband,,,,,,,,,,
106,893619,1/20/2011,"Congressman Richard G, Lugar",writes on behalf of a constituentregarding Environmental Justice meeting between POTUS and SI.,,,,,,,,,,
107,894099,1/26/2011,Congressman Ben Lujan,Expresses concerns over TSA's recent Broad Agency Announcement.,,,,,,,,,,
108,894051,1/26/2011,Congressman Tom Marino,Re the status of 2 1-485 cases.,,,,,,,,,,
109,,,,,,,,,,,,,,
110,891940,12/29/2010,Congressman Doris 0. Matsui,Writes on behalf of his constituents sister in law regarding her difficulty with U.S. Customs when traveling to the U.S. to visit her family.,,,,,,,,,,
111,892957,1/12/2011,Congressman Doris O. Matsui,Writes on behalf of constituent who is detained by ICE upon return to the United States.,,,,,,,,,,
112,892529,1/7/2011,Senator John McCain,John McCain and Cong. Dingell address a problem with a constituent,,,,,,,,,,
113,893779,1/24/2011,Congressman Kevin McCarthy,Customer is requesting assistance with obtaining his certificate of citizenship,,,,,,,,,,
114,892380,1/6/2011,Senator Claire McCaskill,Re the status ol<b)lbl    1-730 cases.,,,,,,,,,,
115,892584,1/10/2011,Senator Claire McCaskill,Requests the status of an 1-601 waiver,,,,,,,,,,
116,892636,1/10/2011,Congressman Michael McCaul,"lLY,f6>    is requesting status of an I-130",,,,,,,,,,
117,892639,1/10/2011,Congressman Michael McCaul,Customer is requesting assistance with the 1-485 applications for him and his wife.,,,,,,,,,,
118,S93945,1/25/2011,Congressman Michael McCaul,Status of an 1-130 petition,,,,,,,,,,
119,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,
121,892358,1/6/2011,Senator Mitch McConnell,Customer is requesting the status of an [-601 waiver.,,,,,,,,,,
122,892632,1/10/2011,Senator Mitch McConnell,Customer is requesting the status of an appeal of an 1-601 waiver.,,,,,,,,,,
123,893056,1/13/2011,Senator Mitch McConnell,Status of an 1-130 Petition,,,,,,,,,,
124,893054,1/13/2011,Congressman Mike McIntyre,Customer is requesting assistance with her naturalization document,,,,,,,,,,
125,892427,1/6/2011,Congressman Gregory W. Meeks,Requests on behalf of constituent a letter stating all removal and deportation orders have been cleared to present to the Pakistan Consulate officials.,,,,,,,,,,
126,892723,1/11/2011,Senator Robert Menendez,Writes on behalf of the Southern New Jersey Building Trades Council regarding COIM Spa bring!ngforeign nationals to work at their plant.,,,,,,,,,,
127,892388,1/6/2011,Congressman John L. Mica,Re the status of an 1-130 foi(b)(t3t,,,,,,,,,,
128,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,
130,893763,1/24/2011,Congressman John L. Mica,Customer is requesting an update on an 1-601 waiver,,,,,,,,,,
131,892478,1/7/2011,Senator Barbara A. Mikulski,Re the status of an appeal.,,,,,,,,,,
132,893580,1/21/2011,Senator Barbara A. Mikulski,Customer is requesting assistance with obtaining HP for her husband to enter the country for the burial of their son.,,,,,,,,,,
133,893439,1/19/2011,Congressman Jeff Miller,Customer is requesting assistance with reporting fraudulant activity his wife committed to receive an immigration benefit.,,,,,,,,,,
134,892414,1/7/2011,Congressman James P. Moran,Re status of an 1-601 waiver.,,,,,,,,,,
135,894108,1/26/2011,Congressman James P. Moran,"Requests Homeland Security Advisory Council (HSAC) make recommendations on how to improve security practices to protect members of Congress, staff and the public.",,,,,,,,,,
136,891999,1/3/2011,Senator Lisa Murkowski,Writes on behalf of constituent who has some concerns regarding recipient's of duplicate passports.,,,,,,,,,,
137,893784,1/24/2011,Senator Lisa Murkowski,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,
138,,,,,,,,,,,,,,
139,,,,,,,,,,,,,,
140,892473,1/7/2011,Senator Bill Nelson,"Form 1-290B, appeal of N-565 regarding records",,,,,,,,,,
141,892497,1/7/2011,Senator Bill Nelson,"Grandparents filed for twins,(b>(bl humanitarian parole, for schooling,",,,,,,,,,,
142,893489,1/20/2011,Congressman Devin Nunes,"Requests an Urban Area Security Initiative designation for Fresno, CA.",,,,,,,,,,
143,892571,1/10/2011,Congressman Bill L. Owens,Customer is requesting thai her Optional Training Card be expedited.,,,,,,,,,,
144,893944,1/25/2011,Congressman Bill L. Owens,Status of an 1-90 application,,,,,,,,,,
145,893754,1/24/2011,Congressman Frank Pallone,"CEO, Kanu Patel, of BAPS INC. is requesting assistance with 1-129 that were filed for religious artisans.",,,,,,,,,,
146,893060,5/19/2010,Congressman Nelson Peacock,"GAO-10-96, BORDER SECURITY: Better Usage of Electronic Passport Security Features Could Improve Fraud Detection",,,,,,,,,,
147,893782,1/24/2011,Congressman Pedro Pierluisi,Customer is requesting reconsideration of an denied 1-601 waiver . .    ... (b)(6) lor his wife,,,,,,,,,,
148,,,,,,,,,,,,,,
149,893919,1/21/2011,Congressman Ted Poe,Writes about concerns with Southwest border security and the use of CBP Officers in Afghanistan.,,,,,,,,,,
150,892845,1/11/2011,Congressman David E. Price,Encourages the Department to continue its work with the North Carolina Bio-Preparedness Collaborative (NCB-Prepared).,,,,,,,,,,
151,892525,1/7/2011,Congressman Tom Price,Status check on case,,,,,,,,,,
152,892905,12/22/2010,Congressman Tom Price,The Social Security Administration forwarded to DHS a letter from Rep. Tom Price concerning his constituent's complaint that he was not allowed to carry his duty weapon into a federal building to conduct personal business.,,,,,,,,,,
153,893449,1/19/2011,Congressman Tom Price,Customer is requesting assistance with an immigration issue for Kimberly Jaramillo,,,,,,,,,,
154,892580,1/10/2011,Congressman Nick J. Rahall,"Customer is requesting assistance with an 1-539,",,,,,,,,,,
155,894368,1/28/2011,Congressman Dennis R. Rehberg,Writes on behalf of constituent regarding personnel matter.,,,,,,,,,,
156,892594,1/10/2011,Senator Harry Reid,Customer is requesting the status of an 1-601 waiver foi (b)(6)    |,,,,,,,,,,
157,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,
159,892597,1/10/2011,Senator Harry Reid,Customer is requesting the status of an 1-601 waiver.,,,,,,,,,,
160,892613,1/10/2011,Senator Jim Risch,Customer is requesting assistance with the 1-601 waivers for his wife and son,,,,,,,,,,
161,893795,1/24/2011,Senator Pat Roberts,Customer is requesting the status of an N-400 application,,,,,,,,,,
162,893936,1/25/201t,Congressman Michael D. Rogers,Customer is requesting assistance with an immigration issue,,,,,,,,,,
163,893725,1/24/2011,Congressman Tom Rooney,writes on behalf of a constituent    who claims his web site (guardiansofliberty.org) is on a government watch list.,,,,,,,,,,
164,892590,1/10/2011,Congressman Ileana Ros-Lehtinen,Customer is requesting assistance with his Political Asylum application for him and his son.,,,,,,,,,,
165,892290,1/6/2011,Congressman Mike Ross,CUSTOMER IS REQUESTING ASSISTANCE WITH AN 1-130 PETITION,,,,,,,,,,
166,894093,1/26/2011,Congressman Steven R. Rothman,Re the status of an 1-601 waiver.,,,,,,,,,,
167,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,
169,892605,1/10/2011,Congressman Lucille Roybal-Allard,Customer is requesting assistance with an 1-601 waiver.,,,,,,,,,,
170,893743,1/24/2011,Congressman Edward Royce,Customer is requesting assistance with 1-485's for his wife and step children,,,,,,,,,,
171,892493,1/7/2011,Congressman Paul D. Ryan,Status of an 1-601 waiver,,,,,,,,,,
172,894337,1/31/2011,Senator Bernard Sanders,Writes on behalf of his constituent who feels she was wrongfully terminated from USCIS.,,,,,,,,,,
173,893486,1/19/2011,Congressman Janice D. Schakowsky,Writes on behalf of constituent who is concerned about being on watch list.,,,,,,,,,,
174,894276,1/28/2011,Congressman Robert C. Scott,Writes on behalf of his constituent who requests assistance getting his son a travel visa so he can see his mother one last time before she passes away.,,,,,,,,,,
175,892293,1/6/2011,Congressman F. James Sensenbrenner,Expresses concern with the Administration’s handling of the Deepwater Horizon oil spill.,,,,,,,,,,
176,893733,1/24/2011,Congressman F. James Sensenbrenner,Customer is requesting assistance with and EB-5 application amendment,,,,,,,,,,
177,,,,,,,,,,,,,,
178,892515,1/7/2011,Congressman Joe Sestak    |* 1,American Team for Displaced Etrines on behalf of (b)(0)    |,,,,,,,,,,
179,893037,1/12/2011,Senator Jeanne Shaheen,"Writes on behalf of his constituent,    who has experienced a delayed green card.",,,,,,,,,,
180,893550,1/19/2011,Senator Jeanne Shaheen (,Senator Shaheen writes on behalf of her constituent bi(6)    who claims CBP agents mistreated him.,,,,,,,,,,
181,892257,1/5/2011,Congressman Brad Sherman,Writes on behalf of constituent regarding CBP officers ceasing money that has not been returned and conducting an inappropriate interrogation.,,,,,,,,,,
182,893025,1/13/2011,Congressman Peggy Sherry,CBP: National Guard Reprogramming,,,,,,,,,,
183,893044,J/13/2011,Congressman Albio Sires,Writes on behalf of constituent regarding an incident involving Customs and Border Protection at Newark Airport.,,,,,,,,,,
184,893095,1/13/2011,Congressman Albio Sires,"Writes on behalf of constituent,bt(6'    |who wrote in reference to an incident involving Customs and Border Protection at Newark Airport.",,,,,,,,,,
185,891998,1/3/2011,Congressman Adam Smith,Writes on behalf of constituent who is currently in deportation proceedings and believe Secretary Napolitano has the power to stop the deportation and grant citizenship.,,,,,,,,,,
186,893575,1/21/2011,Congressman Adam Smith,Congressman Smith is requesting the status of an EB-5 application for Washington State EB-5 Fund.,,,,,,,,,,
187,,,,,,,,,,,,,,
188,,,,,,,,,,,,,,
189,893443,1/19/2011,Congressman Cliff Steams,Customer is requesting assistance with obtaining his PRC,,,,,,,,,,
190,893588,1/21/2011,Congressman Cliff Steams,status of an 1-601 waiver,,,,,,,,,,
191,893553,1/20/2011,Congressman Bennie G. Thompson,Representative Thompson writes to congratulate Coast Guards new Superintendent,,,,,,,,,,
192,893620,,Congressman Bennie G. Thompson,,,,,,,,,,,
193,893950,1/25/2011,Congressman Bennie G. Thompson,writes to follow up on the DHS implementation of the President's Hiring Reform Initiative.,,,,,,,,,,
194,892492,1/7/2011,Congressman Niki Tsongas,Status of an 1-601 waiver,,,,,,,,,,
195,894232,1/28/2011,Congressman Niki Tsongas,Follow-up on a 1-601 case.,,,,,,,,,,
196,892259,1/5/2011,Congressman Chris Van Hollen,Writes on behalf of constituent who has applied for the position of Management Information Analyst with CBP and would appreciate granting his application full and fair consideration.,,,,,,,,,,
197,894168,1/28/2011,Congressman Peter J. Visclosky,Regarding his inability to obtain his drive's license and other documents. Expedited lost passport naturalization.,,,,,,,,,,
198,,,,,,,,,,,,,,
199,893516,1/19/2011,Senator Mark R. Warner,Writes on behalf of constituent who has concerns with DHS employees.,,,,,,,,,,
200,892340,1/6/2011,Congressman Jim Webb,N/A,,,,,,,,,,
201,892410,1/7/2011,Congressman Jim Webb,writes regarding constituent^6'    and an issue with Leave time calculations.,,,,,,,,,,
202,892726,1/11/2011,Congressman Jim Webb,Requests that her auntget her immigration case resolved,,,,,,,,,,
203,892065,1/4/2011,Congressman Frederica Wilson,"Oppose plan to resume deportations of Haitian nationals with criminal records,",,,,,,,,,,
204,892835,1/11/2011,Congressman Joe Wilson,Customer is requesting assistance with obtaining information on an I 212 that was filed.,,,,,,,,,,
205,S93S61,1/21/2011,"Congressman C. W, Bill Young",Writes on behalf of constituent who questions border security practices.,,,,,,,,,,
206,892226,,,,,,,,,,,,,
207,892923,12/2/2010,,"The McMullen Valley Chamber of Commerce in Salome, Arizaon is requesting assistance in obtaining a piece of the World Trade Center for their 9-11 Memorial.",,,,,,,,,,
208,,,,,,,,,,,,,,
209,893045,5/19/2010,,"GAO-10-12, SUPPLY CHAIN SECURITY: Feasibility and Cost-Benefit Analysis Would Assist DHS and Congress in Assessing and Implementing the Requirement to Scan 100 Percent of U.S.-Bound Containers",,,,,,,,,,
210,893203,1/14/2011,,"In response to a request front Congress, DNDO has prepared a matrix depicting Components' responsibilities for meeting the Performance Goals of the GNDA Strategic Plan. Attached memo requests review and concurrence by Components and includes list of Component POCs for distribution.",,,,,,,,,,
211,,,,,,,,,,,,,,
212,Policy Congressional Report,,,,,,,,,,,,,
213,Opened Between 02/01/2011 and 02/28/2011,,,,,,,,,,,,,
214,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
215,894842,2/3/2011,Congressman Gary L. Ackerman,Status of an 1-589,,,,,,,,,,
216,895024,2/4/2011,Congressman Gary L. Ackerman,Customer is requesting the status of an Asylum case and status of 1730 petition for family members,,,,,,,,,,
217,895833,2/14/2011,Congressman Gary L. Ackerman,Appealing revocation of husband's visa petition for,,,,,,,,,,
218,896958,2/25/2011,Congressman Gary L. Ackerman,Re an 1-730 case,,,,,,,,,,
219,897012,2/28/2011,Congressman Gary L. Ackerman,Regarding an 1-730 case for(b)<6f,,,,,,,,,,
220,895820,2/14/2011,Congressman Robert B. Aderbolt,Write to express condolences reeardine the death of retired CBP Officer.,,,,,,,,,,
221,896330,2/17/2011,Congressman Robert B. Aderholt,Writes to express condolences for ICE agents.,,,,,,,,,,
222,894896,2/3/2011,Congressman Daniel K. Akaka,"Writes on behalf of constituent(fcl,(6)    who is having difficulties entering the United States.",,,,,,,,,,
223,,,,,,,,,,,,,,
224,,,,,,,,,,,,,,
225,896744,2/24/2011,Congressman Daniel K. Akaka,Writes on behalf of constituent concerned about efforts to inspect and transport cargo and various containers.,,,,,,,,,,
226,895124,2/7/2011,Senator Lamar Alexander,Status of an 1-601 waiver,,,,,,,,,,
227,895821,2/14/2011,Senator Lamar Alexander,"Customer is requesting assistacne with an immigration matter,",,,,,,,,,,
228,896179,2/16/2011,Congressman Robert E. Andrews,Immigration status,,,,,,,,,,
229,895918,2/15/2011,"Congressman Charles F, Bass",Status of an 1-601 waiver,,,,,,,,,,
230,895923,2/15/2011,Congressman Charles F. Bass,Constituent_Js inquiring about the status of his son appeal,,,,,,,,,,
231,895109,2/4/2011,Senator Mark Begich,Writes in support of Escopeta Oil's request to obain Jones Act waiver to assist in exploration for natural gas.,,,,,,,,,,
232,895473,2/9/2011,Senator Michael Bennet,Customer is requesting the status of immigrant petition filed on behalf of his wife.,,,,,,,,,,
233,,,,,,,,,,,,,,
234,,,,,,,,,,,,,,
235,896168,2/16/2011,Congressman Gus M. Bilirakis,Writes on behalf of constituent who requests assistance with retirement compensation.,,,,,,,,,,
236,894788,,Congressman Jo Bonner,,,,,,,,,,,
237,895425,2/9/2011,Congressman Jo Bonner,"Customer is requesting clarification on her immigration status as the wife of a USC serving in the ,ilitary overseas.",,,,,,,,,,
238,894499,1/31/2011,Congressman Charles W. Boustany,"Writes regarding the lack of a reasonable, objective standard by CBP applied uniformly across U.S. ports of entry regarding the verification of duty preference claims for the domestic petroleum industry.",,,,,,,,,,
239,895220,2/8/2011,Congressman Kevin Brady,Customer is requesting assistance with his denied 1-730 petition.,,,,,,,,,,
240,895908,2/15/2011,Congressman Scott P. Brown,Customer is requesting the status of an 1-130 application,,,,,,,,,,
241,895942,2/15/2011,Congressman Scott P. Brown,Customer is requesting the status of an 1-485 application.,,,,,,,,,,
242,896018,2/15/2011,Congressman Scott P. Brown,Writes with concerns about teaching hospitals obtaining H-1B visas for faculty.,,,,,,,,,,
243,896094,2/16/2011,Congressman Scott P. Brown,Follow up on case status,,,,,,,,,,
244,,,,,,,,,,,,,,
245,896965,2/25/2011,Congressman Scott P. Brown,regarding a pending 1-601.,,,,,,,,,,
246,896984,2/25/2011,Senator Sherrod Brown,Writes on behalf of a constituent ^K6)    Teeardintr his time in ICE detention.,,,,,,,,,,
247,895850,,Congressman Dan Burton,,,,,,,,,,,
248,895101,2/7/2011,Congressman John Campbell,Customer is requesting the status of an Appeal I-290B,,,,,,,,,,
249,895259,2/8/2011,Congressman John Campbell,Customer is requesting information on an 1-130 petition for his mother.,,,,,,,,,,
250,S954O1,2/9/2011,Congressman John Campbell,Customer is requesting that the 1-130 petiton for “    |be reinstated.,,,,,,,,,,
251,895828,2/14/2011,Congressman Lois Capps,Customer is requesting that the 1-601 for her husband be expedited,,,,,,,,,,
252,895891,2/14/2011,Congressman Michael E. Capuano,Writes with concerns about teaching hospitals obtaining H-1B visas for faculty.,,,,,,,,,,
253,894841,,Senator Benjamin L. Cardin,,,,,,,,,,,
254,,,,,,,,,,,,,,
255,896450,2/18/2011,Senator Benjamin L. Cardin,Writes to recommend that <b*(6)    be reappointed as Chairman and Member of the United States Coast Guard National Boating Safety Advisory Council.,,,,,,,,,,
256,895763,2/11/2011,Congressman Dennis A. Cardoza,"Writes, on behalf of constituent, regarding alleged harassment by an FPS Security Guard.",,,,,,,,,,
257,895926,2/15/2011,Congressman Dennis A. Cardoza,Customer is requesting the status of an 1-601 waiver,,,,,,,,,,
258,895378,2/9/2011,Congressman Russ Carnahan,Regarding the status of Ab>(6>    1-140 appeal,,,,,,,,,,
