Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
680,899987,3/24/2011,Congressman Michael McCaul,"Amer Abousaway is requesting status of wife    I- 129F,",,,,,,,,,,
681,899657,3/22/2011,Congressman Thaddeus G. McCotter,Customer is requesting assistance with her asylum petition,,,,,,,,,,
682,899932,3/24/2011,Congressman Thaddeus G. McCotter,Customer is requesting assistance with getting proof of his citizenship.,,,,,,,,,,
683,,,,,,,,,,,,,,
684,897250,3/1/2011,Congressman Jerry McNemey,Status of an appeal of a denied 1-129.,,,,,,,,,,
685,897615,3/3/2011,Congressman Patrick Meehan,"<b)(6t    |who reports to have lost her original 1-94.1-102 was filed, but has been unable to obtain proof of her legal entry.",,,,,,,,,,
686,897329,3/2/2011,Congressman Gregory W. Meeks,CUSTOMER IS REQUESTING THE STATUS OF AN 1-600 FOR (b)(6),,,,,,,,,,
687,899723,3/23/2011,Senator Jeff Merkley,Requests for a Presidential disaster declaration for the Southern Oregon Coast.,,,,,,,,,,
688,897613,3/3/2011,Congressman John L. Mica,Writes to request that S I receive GAO briefing on the effectiveness of ATT and other enhanced screening measures.,,,,,,,,,,
689,898567,3/11/2011,Congressman John L. Mica,Status of 1-601 case.,,,,,,,,,,
690,899945,3/24/2011,Congressman John L. Mica,is reunesting helu with emnlovee<b)(6) (b)(6l    - I-290B appeal.,,,,,,,,,,
691,897311,3/1/2011,Senator Barbara A. Mikulski,"Writes on behalf of constituent,~| who requests assistance with disability retirement on behalf of his wife,|<b""gl",,,,,,,,,,
692,,,,,,,,,,,,,,
693,899406,3/18/2011,Senator Barbara A. Mikulski,Forwards a letter from AirTran Chairman and CEO Robert Fomaro regarding pre-clearance for their flights into Baltimore/Washington International Thurgood Marshall Airport from Bermuda.,,,,,,,,,,
694,898906,3/15/2011,Senator Lisa Murkowski,Ask the Department to reconsider its denial of Escopeta’s request for a Jones Act waiver.,,,,,,,,,,
695,899854,3/24/2011,Senator Lisa Murkowski,re a 1-601 case.,,,,,,,,,,
696,899953,3/24/2011,Senator Lisa Murkowski,Status of an appeal I-290B,,,,,,,,,,
697,898877,3/15/2011,Senator Bill Nelson,Writes with concerns about the inaccuracy of E-Verify records and asks for steps to improve E-Verify.,,,,,,,,,,
698,899922,3/24/2011,Senator Bill Nelson,regarding the status of 1-602 & 1-590.,,,,,,,,,,
699,899927,3/24/2011,Senator Bill Nelson,re a I-290B appeal.,,,,,,,,,,
700,899957,3/24/2011,Senator Bill Nelson,"regarding (AAO) tranfer (of the following applications 1-485,1-765 and I-131 based upon the approved 1-130 to the Orlando Field Office for adjudication.",,,,,,,,,,
701,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,
703,899976,3/24/2011,Senator Bill Nelson,Customer is requesting the status of 1-485 and 1-765 applications for familymembers,,,,,,,,,,
704,900003,3/24/2011,Senator Bill Nelson,Writes on behalf of constituent.who is requesting information regarding his case.,,,,,,,,,,
705,899479,3/21/2011,"Congressman Richard B, Nugent",Writes on behalf of a constituent requsting an age waiver for his Federal Air Marshall application.,,,,,,,,,,
706,898549,3/11/201!,Congressman Bill L. Owens,Writes on behalf of constituent who is concerned about receiving approval for his H-2A application in time.,,,,,,,,,,
707,898729,3/14/2011,Congressman Bill L. Owens,Expresses concern that Canada has decided to close certain border crossings and requests POTUS discuss with Prime Minister Harper colocating joint facilites or using remote processing technology.,,,,,,,,,,
708,899514,3/21/2011,Congressman Bill L. Owens,Writes on behalf of constituents who feel that a misunderstanding has delayed their approval.,,,,,,,,,,
709,900682,3/31/2011,Congressman Bill L. Owens,Writes on behalf of <b>(ei    regarding changing his flight back to his home country.,,,,,,,,,,
710,,,,,,,,,,,,,,
711,899142,3/17/2011,Congressman Frank Pallone,Writes on behalf of constituent regarding the Redress Inquiry that he filed and has yet to receive a reply.,,,,,,,,,,
712,900675,3/31/2011,Congressman William Pascrell,Writes in support of constieuent to serve on the Department of Homeland Security's Science and Technology Advisory Committee.,,,,,,,,,,
713,899S65,3/24/2011,Congressman Donald M. Payne,Customer is requesting assistance with his childrens refugee application.,,,,,,,,,,
714,899161,,Congressman Nelson Peacock,,,,,,,,,,,
715,899839,3/23/2011,Congressman Nelson Peacock,Letter to Rep.. Culberson in response to his artricle in the Daily Caller regarding violence along the southwest border.,,,,,,,,,,
716,899973,3/24/2011,Congressman Mike Pence,Re an H-1B visa,,,,,,,,,,
717,897334,3/2/2011,Congressman Pedro Pierluisi,Requesting information on the reconsideration of the decision to deny an immigrant visa,,,,,,,,,,
718,900621,3/31/2011,Congressman Pedro Pierluisi,Shares concerns regarding drug-related violence in Puerto Rico.,,,,,,,,,,
719,900410,3/29/2011,Congressman Joseph R. Pitts,Customer is requesting the statu sof an L601 waiver for her husband,,,,,,,,,,
720,,,,,,,,,,,,,,
721,897456,3/2/2011,Congressman Todd Russell Platts,Status of an appeal I-290B,,,,,,,,,,
722,899070,3/16/2011,Congressman Mike Pompeo,Re 1-601 waiver application.,,,,,,,,,,
723,900403,3/29/2011,Congressman David E. Price,Customer is requesting assistance with authenticating a birth certificate,,,,,,,,,,
724,900329,3/29/2011,Congressman Tom Price,"Writes on behalf of his wife, Yinka Omole to request assistance with an adjustment of status appeal I-290B",,,,,,,,,,
725,897745,3/4/2011,Senator Mark L. Pryor,"Expresses support for the University of Arkansas Criminal Justice Institute, as they apply for funding for the Cyberterrorism Defense Initiative.",,,,,,,,,,
726,899716,3/23/2011,Congressman Ben Quayle,Customer is requesting HP for her husband.,,,,,,,,,,
727,,,,,,,,,,,,,,
728,,,,,,,,,,,,,,
729,897287,3/1/2011,Congressman Mike Quigley,Customer is requesting the status of an 1-730 petition,,,,,,,,,,
730,897307,3/1/2011,Congressman Nick J. Rahall,Customer is requesting assistance with an 1-539.,,,,,,,,,,
731,897283,3/1/2011,Senator Jack Reed,Status of an 1-601 waiver,,,,,,,,,,
732,898478,3/10/2011,Senator Jack Reed,"Writes on behalf of constituentwho seeks employment with DHS,",,,,,,,,,,
733,898563,3/11/2011,Senator Jack Reed,re the status of an [-601,,,,,,,,,,
734,899442,3/21/2011,Senator Jack Reed,Refugee relative application,,,,,,,,,,
735,899460,3/21/2011,Senator Jack Reed,Customer is requesting the status of her husband's waiver.,,,,,,,,,,
736,899952,3/24/2011,Senator Jack Reed,Writes in support of    as a member of the U.S. Department of Homeland Security Federal Emergency Management Agency's National Advisory Council.,,,,,,,,,,
737,897243,3/1/2011,Congressman Scott Rigell,Rep. Rigell is writing in support of the the Immigration application for (Hi®,,,,,,,,,,
738,,,,,,,,,,,,,,
739,,,,,,,,,,,,,,
740,899009,3/16/2011,Senator Jim Risch,Constituent request status of EB-5 application,,,,,,,,,,
741,899026,3/16/2011,Senator Pat Roberts,Re a 1-601 case.,,,,,,,,,,
742,899936,3/24/2011,Congressman Todd Rokita,Customer is requesting assistance with an adoption I-600A,,,,,,,,,,
743,897337,3/2/2011,Congressman Jon Rtinyan,"Requesting assistance on obtaining a PRC for <btf,3)",,,,,,,,,,
744,897419,3/2/2011,Congressman Jon Runyan,Customer is requesting assistance with getting her DNA results to the Haitian embassy before m Mar 10,,,,,,,,,,
745,898275,3/9/2011,Congressman Timothy Ryan,Applicant is trying get K-l visa,,,,,,,,,,
746,898562,3/11/2011,Congressman Timothy Ryan,(bxs.i    regarding a 1-730 for his wife.,,,,,,,,,,
747,899695,3/23/2011,Congressman Timothy Ryan,Customer is requesting assistance with obtaining permenant residence within the US,,,,,,,,,,
748,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,
750,899705,3/23/2011,Congressman Timothy Ryan,status of an T-485application,,,,,,,,,,
751,899944,3/24/2011,Congressman Timothy Ryan,is seeking assistance in getting his citizenship application (N-400) processed and approved.,,,,,,,,,,
752,899990,3/24/2011,Congressman Timothy Ryan,Customer is requesting the status of his wife's immigration case.,,,,,,,,,,
753,900051,3/25/2011,Congressman Loretta Sanchez,re (t>M6)    request for an H-1B Specialty Occupations Visa.,,,,,,,,,,
754,897313,3/1/2011,Congressman Steve Scalise,Writes on behalf of constituent who feels he was mistreated by the USCG.,,,,,,,,,,
755,898370,3/10/2011,Senator Charles E. Schumer,Writes in support of the application for funding under the Assistance to Firefighters Grant Program.,,,,,,,,,,
756,898376,3/10/2011,Senator Charles E. Schumer,"Writes in support of application submitted by Gates Fire District for funding under the Fire Prevention and Safety Program,",,,,,,,,,,
757,898990,3/16/2011,Senator Charles E. Schumer,Writes to support the Great Neck Vigilant Engine & Hook & Ladder Company for the Assistance to Firefighters Grant Program.,,,,,,,,,,
758,898991,3/16/2011,Senator Charles E. Schumer,Writes in support of the Plainview Volunteer Fire Department's application for the Fire Prevention Services Grant Program.,,,,,,,,,,
759,,,,,,,,,,,,,,
760,899747,3/23/2011,Senator Charles E. Schumer,Writes to work with the Secretary to overcome the failures of the past and to finalize implementation of a fully functional and effective airport-security system at all airports.,,,,,,,,,,
761,899877,3/24/2011,Senator Charles E. Schumer,Re a 212(C) case,,,,,,,,,,
762,900317,3/29/2011,Senator Charles E. Schumer,tbl(61    re: stains of her application for employment with the USCIS,,,,,,,,,,
763,897274,3/1/2011,Congressman Allyson Y. Schwartz,Customer is requesting assistance with getting his address correctly changed with USCIS.,,,,,,,,,,
764,898292,3/9/2011,Congressman Allyson Y. Schwartz,Re: H-2B visa,,,,,,,,,,
765,898295,3/9/2011,Congressman Allyson Y. Schwartz,Company files 1-129 petitions for workers,,,,,,,,,,
766,900412,3/29/2011,Congressman Robert C. Scott,"Customer is reuqesting the status of an 1-130 petition filed on behalf of his wife,",,,,,,,,,,
767,897181,3/1/2011,Congressman F. James Sensenbrenner,Opposes any extension of deadlines for REAL ID Act compliance.,,,,,,,,,,
768,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,
770,898870,3/15/2011,Congressman Jose E. Serrano,Re the status of I-290B case filed by,,,,,,,,,,
771,900371,3/29/2011,Senator Jeanne Shaheen,Representative Shaheen is writing in support of Citizenship and Naturalization Grant Program for the NewHampshire Catholic Charities,,,,,,,,,,
772,899480,3/21/2011,Senator Richard C. Shelby,Writes on behalf of constituent]^1(61    who is having problems when re-entering the United States and requests a Redress number.,,,,,,,,,,
773,897395,3/2/2011,Congressman Brad Sherman,Status of an 1-601 waiver,,,,,,,,,,
774,899970,3/24/2011,Congressman Michael K. Simpson,Customer is requesting assistance with filing an 1-485,,,,,,,,,,
775,899730,3/23/2011,Congressman Olympia J. Snowe,Customer is requesting assistance with an appeal,,,,,,,,,,
776,899886,3/24/2011,Congressman Fortney Pete Stark,Customer is requesting the status of an N—400 application.,,,,,,,,,,
777,900361,3/29/2011,Congressman Fortney Pete Stark,"writes regarding a constituent company Microfluidic Systems fnc. of Freemont, CA and a contract that was terminated.",,,,,,,,,,
778,899906,3/24/2011,Congressman Cliff Steams,Re status of an 1-821.,,,,,,,,,,
779,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,
781,899195,3/17/2011,Congressman Bennie G. Thompson,Requests the Department to provide responses to questions regarding an OPM-approved shutdown plan.,,,,,,,,,,
782,897310,3/1/2011,Congressman Scott Tipton,Customer is reuqesting information on his wife's 1-485 application,,,,,,,,,,
783,898364,3/10/2011,Congressman Scott Tipton,Customer is requesting the status of an 1-485 application,,,,,,,,,,
784,899728,3/23/2011,Congressman Paul Tonko,Customer is requesting the status of an appeal,,,,,,,,,,
785,897304,3/1/2011,Senator Patrick Toomey,Customer is requesting assistance with his wife's EAD expedite request,,,,,,,,,,
786,897769,3/4/2011,Senator Mark Udall,"Invites the Secretary to participate in the 2011 Colorado Capital Conference which will be held from June 15-17, 2011.",,,,,,,,,,
787,899052,3/16/2011,Senator Mark Udall,Constituent requests status appeals from AAO,,,,,,,,,,
788,898869,3/15/2011,Congressman Nydia M. Velazquez,"Writes regarding the case ol101161    and requests DHS enforce Title III of the Illegal Immigration and Immigrant Responsibility Act, so seniors and people with disabilities can receive speedier immigration processing.",,,,,,,,,,
789,,,,,,,,,,,,,,
790,,,,,,,,,,,,,,
791,899477,3/21/2011,Senator Mark R. Warner,"writes regarding a problem with a constituent's,    security clearance.",,,,,,,,,,
792,899919,3/24/2011,Senator Mark R. Warner,Customer is making suggestions on the immigrant visa process,,,,,,,,,,
793,900622,3/31/2011,Senator Mark R. Warner,Writes to express concern with DHS accidentally shutting down certain websites.,,,,,,,,,,
794,900688,3/31/2011,"Senator Mark R, Warner",Writes on behalf of constituent(b'*61    regarding his personnel issue.,,,,,,,,,,
795,897290,3/1/2011,Congressman Melvin L. Watt,Customer is requesting assistance with becoming PR's,,,,,,,,,,
796,898282,3/9/2011,Congressman Allen West,Re an 1-290B/I-129F case,,,,,,,,,,
797,898446,3/10/2011,Congressman Allen West,"Writes on behalf of constituent (b',6)    vho is inspected and delayed for flights upon entering the United States",,,,,,,,,,
798,,,,,,,,,,,,,,
799,898465,3/10/2011,Congressman Edward Whitfield,"Writes on behalf of constituent, ,b'(6)    who says someone is using her name as an alias which has caused her to be questioned and investigated every time she travels.",,,,,,,,,,
800,900473,3/24/2010,Congressman Chani Wiggins,GAO 10-158 Secure Border initiative DHS Needs to Address Testing and Performance Limitations That Place Key Technology Programs at Risk,,,,,,,,,,
801,900478,5/19/2010,Congressman Chani Wiggins,GAO 10--13 Homeland Security Key US Visit Components at Varying Stages of Completion but Integrated and Reliable Schedule Needed,,,,,,,,,,
802,900479,6/7/2010,Congressman Chani Wiggins,GAO 10 220 Softwood Lumber Act of 2008 Customs and Borders Establish Required Procedures but but Agencies Report Littel Benefit from New Requiredments,,,,,,,,,,
803,900494,5/24/2010,Congressman Chani Wiggins,GAO 09 93 Northern Border Security Dhs Report Could better Inform Congress by Identifying Actions Resources and Time frames Needed to Address Vulnerabilities,,,,,,,,,,
804,900500,6/11/2010,Congressman Chani Wiggins,GAO 09-455 Flood Insurance Opportunities Exist To Improve Oversight of tthe Write Your Own,,,,,,,,,,
805,900503,6/15/2010,Congressman Chani Wiggins,GAO 10 400 Maritime Security Varied Action Taken lo Enhance Cruise Ship Security but Some Concerns Remain,,,,,,,,,,
806,900512,7/16/2010,Congressman Chani Wiggins,GAO-10-64 Fire Grant FEMA Has Met Most Requirements for Awarding Fire Grants but Additional Actions Would Improve its Grant Process,,,,,,,,,,
807,,,,,,,,,,,,,,
808,900549,7/17/2010,Congressman Chani Wiggins,GAO 10-571T: Coast Guard Civil Rights Directorate Action Plan to Improve Its Operations Could be Strengthened By Implementing Several Aspects of Project Planning and Implementation,,,,,,,,,,
809,900560,7/22/2010,Congressman Chani Wiggins,GAO 09 292: Aviation Security TSA Has Complete Key Activities Associated with Implemented Secure Flight but Additional Actions Are Needed to Mitigate Risks,,,,,,,,,,
810,900561,7/28/2010,Congressman Chani Wiggins,GAO 09 566Information Technology Federal Agencies Need to strengthen Investment Board Oversight of Poorly Planned and Performing Project,,,,,,,,,,
811,900356,3/29/2011,Congressman Joe Wilson,Customer is requesting assistance with her husband's Immigration status,,,,,,,,,,
812,899475,3/21/2011,Congressman Robert Wiltman,"writes regarding a problem with a constituent's, Robert Edwards security clearance.",,,,,,,,,,
813,897496,3/3/2011,Congressman Frank R. Wolf,"regarding an immgration problem with her ex-husband, (b)(0)",,,,,,,,,,
814,897592,3/3/2011,Congressman Frank R. Wolf,Reheeds help to be reunited with his family that have recently settled in the United Stales.,,,,,,,,,,
815,,,,,,,,,,,,,,
816,,,,,,,,,,,,,,
817,897969,3/7/2011,Congressman Frank R. Wolf,writes on behalf of a constituent    about a DHS solicitation (RFP: HSHQDC-1 l-R-00014),,,,,,,,,,
818,898463,3/10/2011,Congressman Frank R. Wolf,"Writes on behalf of constituent,1(61    lwho shares concerns about the canellation of the virtual border program.",,,,,,,,,,
819,899277,3/17/2011,Congressman Frank R. Wolf,Thanks Assistant Secretary Peacock and his staff for their assistance and service.,,,,,,,,,,
820,897404,3/2/2011,Congressman Kevin Yoder,Customer iis requesting assistance with a 1-130 petition that was revoked because the petitioner passed away.,,,,,,,,,,
821,897776,3/4/2011,Congressman Don Young,Writes in support of Escopeta Oil obtaining a waiver to the Jones Act.,,,,,,,,,,
822,898271,3/9/2011,Congressman Don Young,Requests that DHS and DOT reconsider Escopeta Oil's Jones Act waiver request.,,,,,,,,,,
823,897621,3/3/2011,,Request for a re-appoinlment of member and Chairman of the U.S. Coast Guard's National Boating Safety Advisor.,,,,,,,,,,
824,898433,3/10/2011,,Questions 1 and 2 from the Senate Appropriations hearing are attached.,,,,,,,,,,
825,898437,3/10/2011,,is writing requesting a update on his 1-130 petition and also asking for deferred action for him and his family.,,,,,,,,,,
826,,,,,,,,,,,,,,
827,,,,,,,,,,,,,,
828,898439,3/10/2011,,Question 4 from the Senate Appropriations hearing is attached.,,,,,,,,,,
829,898444,3/10/2011,,Question 126 from the Senate Appropriations hearing is attached.,,,,,,,,,,
830,898447,3/10/2011,,Question 117 from the Senate Appropriations hearing is attached.,,,,,,,,,,
831,898453,3/10/2011,,Questions 45B and 45D from the Senate Appropriations hearing are attached.,,,,,,,,,,
832,898458,3/10/2011,,Questions 38 and 39A from the Senate Appropriations hearing are attached.,,,,,,,,,,
833,898461,3/10/2011,,Questions 12 from the Senate Appropriations hearing is attached.,,,,,,,,,,
834,898489,3/11/2011,,"Questions 9B, 9C and 9D from the Senate Appropriations hearing are attached.",,,,,,,,,,
835,898575,3/11/2011,,Question 11 from the Senate Appropriations hearing is attached.,,,,,,,,,,
836,898734,3/14/2011,,HAC QFRs are attached. Please attach versions cleared by COS or higher.,,,,,,,,,,
837,898735,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
838,898736,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
839,898737,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
840,898738,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
841,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,
843,898739,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
844,898740,3/14/2011,,HAC QFRs are attached.,,,,,,,,,,
845,898815,3/15/2011,,OCHCO FYI 1 January Vacancy Report.,,,,,,,,,,
846,898938,3/16/2011,,"HAC QFRs for MGMT are attached. QFRs 248, 249, 250 and 251.",,,,,,,,,,
847,899303,3/18/2011,,The Final Draft for Coordination of the 2011 CPRC Report to Congress is available for review,,,,,,,,,,
848,899509,11/18/2010,,HBCU FY10 Report and FYI 1-12 Plans for clearance.,,,,,,,,,,
849,,,,,,,,,,,,,,
850,Policy Congressional Report,,,,,,,,,,,,,
851,Opened Between 04/01/2011 and 04/30/2011,,,,,,,,,,,,,
852,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
853,900959,4/4/2011,Congressman Gary L. Ackerman,Re 1-730 cases.,,,,,,,,,,
854,900961,4/4/2011,Congressman Gary L. Ackerman,Re 1-730 cases.,,,,,,,,,,
855,903086,4/22/2011,Congressman Gary L. Ackerman,Custom is requesting the status of 1-730,,,,,,,,,,
856,903089,4/22/2011,Congressman Gary L. Ackerman,Re 1-730 cases.,,,,,,,,,,
857,903246,4/26/2011,Congressman Gary L. Ackerman,Status of an 1-730,,,,,,,,,,
858,903335,4/26/2011,Congressman Gary L. Ackerman,Customer is requesting the status of his case.,,,,,,,,,,
859,903457,4/26/2011,Congressman Gary L. Ackerman,Re 1-730 cases,,,,,,,,,,
860,903475,4/26/2011,Congressman Gary L. Ackerman,Re an 1-730 case.,,,,,,,,,,
861,,,,,,,,,,,,,,
862,903761,4/28/2011,Congressman Daniel K. Akaka,Writes on behalf of constituent (™Sl    regarding his HAZMAT license.,,,,,,,,,,
863,903899,4/29/2011,Congressman Daniel K. Akaka,Writes on behalf of constituent who works for CBP and is requesting a transfer to Hawaii.,,,,,,,,,,
864,902272,4/14/2011,Senator Lamar Alexander,Constituent wishes to get alien or naturalization certification number to prove age,,,,,,,,,,
865,902486,4/18/2011,Senator Kelly Ayotte,Constituent filed fiance visa,,,,,,,,,,
866,903470,4/26/2011,Congressman Joe Baca,Writes in full support in the reopening of his constituents case with the Board of Immigration Appeals.,,,,,,,,,,
867,901160,4/6/2011,Congressman Gus M. Bilirakis,Writes with questions regarding the screening of temporary visitors and their monitoring once in the United States.,,,,,,,,,,
868,902106,4/14/2011,Congressman Jeff Bingaman,Requests information on funding opportunites for upgrades on an interoperable radio communications system in Farmington. New Mexico.,,,,,,,,,,
869,903850,4/29/2011,Congressman Jeff Bingaman,Constituent files for her husband,,,,,,,,,,
870,,,,,,,,,,,,,,
871,,,,,,,,,,,,,,
872,902500,4/18/2011,Senator Roy Blunt,Constituent is looking for her husband,,,,,,,,,,
873,901240,4/6/2011,Congressman Madeleine Z. Bordallo,Customer is requesting assistance with information about the an application filed for Job Announcement CIS 371987-AGA,,,,,,,,,,
874,903734,4/28/2011,Congressman Paul Broun,Re case of 1-140 or EB-2,,,,,,,,,,
875,902530,4/18/2011,Congressman Corrine Brown,Needs help with L-l visa,,,,,,,,,,
876,903324,4/26/2011,Congressman Scott P. Brown,Customer is requesting assistance with a pending 1-601 waiver for her husband.,,,,,,,,,,
877,903708,4/28/2011,Congressman Scott P. Brown,Re 1-212 and 1-601 waivers.,,,,,,,,,,
878,903495,4/26/2011,Senator Sherrod Brown,Writes on behalf of constituent regarding the School Bus Threat Assessment.,,,,,,,,,,
879,903902,4/19/2011,Congressman Eric Cantor,Writes on behalf of constituentW(61    regarding his TRIP.,,,,,,,,,,
880,900885,4/1/2011,Congressman Bill Cassidy,FOIA request on behalf of constituent    ',,,,,,,,,,
881,,,,,,,,,,,,,,
882,902155,4/14/2011,Senator Saxby Chambliss,Status of case,,,,,,,,,,
883,901119,4/5/2011,Senator Susan M. Collins,Recommends constituent is considered for position on the National Maritime Security Advisory Committee (NMSAC).,,,,,,,,,,
884,902437,4/15/2011,Senator Susan M. Collins,Expresses concern with USCIS’ reconsideration of exempting teaching hospitals that are affiliated with a university from the H-1B visa cap.,,,,,,,,,,
885,902937,4/21/2011,Congressman Kent Conrad,"Requests that Benson, Nelson, and Ramsey counties along with the Spirit Lake Nation be included in the federal emergency declaration for North Dakota, FEMA-3318-EM.",,,,,,,,,,
886,902624,4/19/2011,Senator Bob Corker,Writes on behalf of constituent who is inquiring whether she is banned from the US or not.,,,,,,,,,,
887,902286,4/14/2011,Senator Michael D. Crapo,Constituent wants to re-apply for citizenship,,,,,,,,,,
888,902379,4/15/2011,Senator Michael D. Crapo,Writes on behalf of constituent who is complaining that CBP inspects the containers he is importing and usually takes weeks to return it to him which costs money.,,,,,,,,,,
889,903764,4/28/2011,Congressman Joseph Crowley,Re the denial of an 1-730 petition.,,,,,,,,,,
890,,,,,,,,,,,,,,
891,,,,,,,,,,,,,,
892,902241,4/14/2011,Congressman John Abney Culberson,Mother wants son form 1-130 approved so he may leave Mexico,,,,,,,,,,
893,902589,4/19/2011,Congressman Charles W. Dent,Writes on behalf of (b-<Ql    regarding hsi HAZMAT license.,,,,,,,,,,
894,903901,4/29/2011,Congressman Charles W. Dent,"Writes on behalf of constituent(ht,6)    who is stopped and questioned when entering the United States.",,,,,,,,,,
895,903905,4/29/2011,Congressman Charles W. Dent,Writes on behalf of constituent requesting assistance with 194 number being registered with DHS so he's able to get a drivers license.,,,,,,,,,,
896,902061,4/13/2011,Congressman Norman Dicks,Writes to invite DHS detailees to participate in a professional development program offered by the Surveys and Investigations Division of the House Appropriations Committee.,,,,,,,,,,
897,901130,4/5/2011,Congressman John D. Dingell,Writes on behalf of constituent    regarding his employment and alleged harassment by his supervisor at TSA.,,,,,,,,,,
898,903727,4/28/2011,Congressman John D. Dingell,Status of 1-130 case.,,,,,,,,,,
899,901490,4/8/2011,Congressman Lloyd Doggett,Re status of an 1-601 waiver.,,,,,,,,,,
900,,,,,,,,,,,,,,
901,901495,4/8/2011,Congressman Donna F. Edwards,Re the status of an I-129F,,,,,,,,,,
902,901597,4/8/2011,Congressman Donna F. Edwards,Re status an N-400 case.,,,,,,,,,,
903,902173,4/14/2011,Congressman Donna F. Edwards,Status of case,,,,,,,,,,
904,902230,4/14/2011,Congressman Donna F. Edwards,Constituent is interested in geeting his family out the Ivory Coast becaused of civil war,,,,,,,,,,
905,902426,4/15/2011,Congressman Donna F. Edwards,Renewal of 1-94,,,,,,,,,,
906,902885,4/21/2011,Congressman John Ensign,"Writes on behalf of constituent, who is requesting a transfer based on medical hardship.",,,,,,,,,,
907,903788,4/28/2011,Congressman Blake Farenthold,Asks questions concerning UAV operations and events involving the death of Agent Jaime Zapata.,,,,,,,,,,
908,901114,4/4/2011,Congressman Bob Filner,Writes on behalf of constituent'1151    regarding his complaint against DHS.,,,,,,,,,,
909,902183,4/14/2011,Congressman Virginia Foxx,Interested in becoming Designated Civil Surgeon,,,,,,,,,,
910,,,,,,,,,,,,,,
911,,,,,,,,,,,,,,
912,902851,4/21/2011,Senator A1 Franken,Writes on behalf of constituents regarding their property that was shipped from Panama.,,,,,,,,,,
913,903771,4/28/2011,Congressman Cory Gardner,Re an 1-601 waiver,,,,,,,,,,
914,903822,4/29/2011,Congressman Gabrielle Giffords,Customer is requesting the status of 1-485.,,,,,,,,,,
915,901258,4/6/2011,Senator Kirsten E. Gillibrand,Writes regarding the level of agression in ICE's arrests last week at Butterville Farms.,,,,,,,,,,
916,903221,4/25/2011,Congressman Charles A. Gonzalez,Congressional Hispanic Caucus regarding the possible transition to mandoatory e-filing of all U.S. Citizen and Immigration Services' immigration applications.,,,,,,,,,,
917,902693,4/19/2011,Congressman Robert W. Goodlatte,Writes on behalf of constituent regarding the possiblities of transforming a former industrial site into an emergency training and supply center.,,,,,,,,,,
918,901232,4/6/2011,Congressman Kay Granger,Expresses concern regarding Si's comments of securityalong the U.S.-Mexico border.,,,,,,,,,,
919,901615,4/8/2011,Senator Charles E. Grassley,Express concern about the process and the challenges that the Flood Map Modernization Program creates for affected communities,,,,,,,,,,
920,,,,,,,,,,,,,,
921,902163,4/14/2011,Senator Charles E. Grassley,"Writes with concerns about alleged fraudulent activities utilizing B-l visas to circumvent the H-1B visa program, specifically by Infosys Technologies Limited, Inc (""Infosys"").",,,,,,,,,,
922,903857,4/29/2011,Senator Tom Harkin,Constituent filed 1-601 for husband,,,,,,,,,,
923,902496,4/18/2011,"Congressman Maurice D, Hinchey",Appeal of 1-601 waivers denial,,,,,,,,,,
924,901756,4/11/2011,Congressman Darrel] Issa,Writes asking for information about the DHS plans for operations in the absence of appropriations.,,,,,,,,,,
925,903020,4/22/2011,Congressman Darrell Issa,"Request briefings relating to drug trafficking operations, the continued escalation of cartel-related violence occurring in Mexico, and U.S. efforts to disrupt and dismantle Mexican drug cartels operating near our southwest border.",,,,,,,,,,
926,902497,4/18/2011,Senator John F. Kerry,EB-5 application,,,,,,,,,,
927,903472,4/26/2011,Senator John F. Kerry,Requests the Department to hold marriage-based immigration petitions in abeyance pending a legislative repeal or a final determination on Defense of Marriage Act litigation.,,,,,,,,,,
928,901978,4/13/2011,Congressman Peter T. King,Concerns with reductions in Urban Area Security Initiative (UASI) grants and future distribution.,,,,,,,,,,
929,,,,,,,,,,,,,,
930,901266,4/6/2011,Congressman Steve King,Writes on behalf of constituentlb'16’    regarding his concerns about DHS policies.,,,,,,,,,,
931,903672,4/27/201 1,Congressman Steve King,Writes on behalf of constituent Scott Schroeder whose company complained against the Sioux City DHS/1CE Regional Office and would like to obtain a copy of the investigations and Findings,,,,,,,,,,
932,903056,4/22/2011,Senator Amy Klobuchar,Request expedited processing of Minnesota's Disaster Declaration request.,,,,,,,,,,
933,902687,4/19/2011,Congressman Dennis J. Kucinich,Writes on behalf of constituent concerned about delays at the airport.,,,,,,,,,,
934,903772,4/28/2011,Congressman Raul Labrador,Writes on behalf of clients whose shipments have been seized by CBP.,,,,,,,,,,
