Sort,X3,X4,X5,X6,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
125,971009,7/29/11,Congressman Nelson Peacock,"USCIS REPORT TO CONGRESS - Report on Adjustments of Status Granted Under Section 13 of the Act of September 11, 1957 (November 1, 2010 to November 30, 2010)",,,,,,,,,,
126,971010,7/29/11,Congressman Nelson Peacock,"USCIS REPORT TO CONGRESS - Report on Adjustments of Status Granted Under Section 13 of the Act of September 11, 1957 (January 1, 2011 to January 31, 2011)",,,,,,,,,,
127,970996,8/3/11,Congressman Nelson Peacock,"USCIS REPORT TO CONGRESS - Report on Adjustments of Status Granted Under Section 13 of the Act of September 11, 1957 (February 1, 2011 to February 28, 2011)",,,,,,,,,,
128,971013,8/3/11,Congressman Nelson Peacock,"USCIS REPORT TO CONGRESS - Report on Adjustments of Status Granted under Section 13 of the Act of September 11,1957 (December 1, 2010 to December 31, 2010)",,,,,,,,,,
129,,,,,,,,,,,,,,
130,970997,8/25/11,Congressman Nelson Peacock,USCIS REPORT TO CONGRESS - Report on Adjustments of Status Granted Under Section 13 of the Act of September 11. 1957 (Mid-1999 through September 2010),,,,,,,,,,
131,971086,12/9/11,Congressman Nelson Peacock,"GAO-12-25C. CHEMICAL, BIOLOGICAL, RADIOLOGICAL, AND NUCLEAR RISK ASSESSMENTS; DHS Should Establish More Specific Guidance for Their Use",,,,,,,,,,
132,971108,12/9/11,Congressman Nelson Peacock,"GAO-11-883T, MARITIME SECURITY; Progress Made, but Further Actionsl Needed to Secure the Maritime Energy Supply",,,,,,,,,,
133,969838,1/8/13,Congressman Steve Pearce,"Writes on behalf of his constituent, regarding Iris constituent's background check and clearance with FLETC.",,,,,,,,,,
134,970190,1/11/13,Congressman Steve Pearce,Re 1(f)(6)    vho need help in returning to the U.S. She has a green card issue. (1-130).,,,,,,,,,,
135,971938,1/30/13,Congressman Thomas Petri,Constuitent lives in Thailand,,,,,,,,,,
136,,,,,,,,,,,,,,
137,,,,,,,,,,,,,,
138,971679,1/28/13,Congressman Pedro Pierluisi,Re a request for a reconsideration of her denied waiver. (1-601).,,,,,,,,,,
139,971653,1/25/13,Congressman Robert Pittenger,Re an 1-730 case.,,,,,,,,,,
140,970831,1/16/13,Congressman Ted Poe,Re an 1-601 waiver.,,,,,,,,,,
141,969955,1/9/13,Congressman Bill Posey,Requests an itemized breakdown of the projects funded by Hurricane Sandy relief.,,,,,,,,,,
142,970833,1/16/13,Congressman Jim Renacci,Fiancee Filed Fonn 1-129F for fiance,,,,,,,,,,
143,971669,1/25/13,Senator Pat Roberts,"Re    concerning her son, who is in jail in Edgefield , South Carolina.",,,,,,,,,,
144,,,,,,,,,,,,,,
145,971308,1/22/13,Congressman Harold Rogers,Request candidates for the Professional Development Program in the House Appropriations Committee's Surveys and Investigations Division.,,,,,,,,,,
146,971646,1/25/13,Congressman Timothy Ryan,"Re|fb)<B>    |in seeking assistance in getting his US citizenship, (N-400).",,,,,,,,,,
147,969371,1/2/13,Congressman Gregorio Sablan,"Requests status of EB-5 Regional Center application submitted by Marianas Investment Company, LLC, subsidiary of Tan Holdings Corporation",,,,,,,,,,
148,971626,1/25/13,Senator Charles E. Schumer,Supports application submitted by the Hagaman Volunteer Fire Department for funding under the Fire Prevention and Safety Grant program.,,,,,,,,,,
149,971913,1/30/13,Congressman Austin Scott,Re an N-565 case.,,,,,,,,,,
150,969462,1/3/13,Congressman David Scott,Status of the case,,,,,,,,,,
151,971810,1/29/13,Congressman Terri Sewell,Work Permit,,,,,,,,,,
152,969405,1/2/13,Senator Jeanne Shaheen,"Writes in support of the Claremont, NH Fire Department's application for a grant",,,,,,,,,,
153,,,,,,,,,,,,,,
154,,,,,,,,,,,,,,
155,970308,1/14/13,Congressman Brad Sherman,Re status on an I-290B case.,,,,,,,,,,
156,970262,1/14/13,Congressman Brad Sherman,None,,,,,,,,,,
157,969370,1/2/13,Congressman Bill Shuster,Re status of an 1-601 waiver.,,,,,,,,,,
158,971102,1/18/13,Congressman Michael K. Simpson,Constituent wants servce in the US service as citizen,,,,,,,,,,
159,970876,1/16/13,Congressman Bennie G. Thompson,U visa Nonimmigrant status application,,,,,,,,,,
160,971092,1/18/13,Congressman Bennie G. Thompson,Constituent is trying to get his fiancee into the United States,,,,,,,,,,
161,971619,1/25/13,Congressman Nydia M. Velazquez,Re status of an 1-485 application.,,,,,,,,,,
162,969436,1/3/13,Congressman Peter J. Visclosky,Re status of an 1-130 petition.,,,,,,,,,,
163,,,,,,,,,,,,,,
164,969748,1/7/13,Congressman Peter J. Visclosky,Adjustment of Status,,,,,,,,,,
165,970247,1/11/13,Senator Mark R. Warner,Re an 1-730 Refugee ease.,,,,,,,,,,
166,970260,1/14/13,Senator Mark R. Warner,Constituent is checking the status of case.,,,,,,,,,,
167,971448,1/23/13,Senator Mark R. Warner,Son seeking to get his mother classified as United States citizen,,,,,,,,,,
168,971609,1/25/13,Senator Mark R. Warner,Constituents (bM0>    -equesting status of 1-140 and 1-485,,,,,,,,,,
169,971027,1/17/13,Congressman Henry Waxman,Writes regarding his constituent's claims that he was treated unfairly by CBP’s academy.,,,,,,,,,,
170,971304,1/22/13,Congressman Daniel Webster,Re a pending I-290B appeal.,,,,,,,,,,
171,971683,1/28/13,Congressman Joe Wilson,Re a fee waiver. Form 1-912).,,,,,,,,,,
172,,,,,,,,,,,,,,
173,970092,1/10/13,Congressman Frank R. Wolf,Writes to members of the Committee on Foreign Investment in the United States (CFIUS) to express concern with an acquisition of a Chinese firm.,,,,,,,,,,
174,970073,1/10/13,Congressman Frank R. Wolf,Re EOIR 29 case (Notice of Appeal).,,,,,,,,,,
175,971077,1/1S/2013,Congressman Frank R. Wolf,Writes on behalf of a constituent disputing a bill for an erroneous cash reward.,,,,,,,,,,
176,969973,1/9/13,Congressman Steve Womack,Writes in suppot of renewing the 287(g) task force agreements.,,,,,,,,,,
177,970099,1/8/13,,"Rep. Barber writes on behalf of his constituent,",,,,,,,,,,
178,,,,(t'Xei    <ho contends he has been harassed multiple times while traveling through a Border Patrol checkpoint.,,,,,,,,,,
179,971942,1/30/13,,,,,,,,,,,,
180,,,,,,,,,,,,,,
181,,,,,,,,,,,,,,
182,,,,,,,,,,,,,,
183,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
184,974000,2/25/13,Congressman Ron Barber,Writes on behalf of a constituent who is seeking clarification as to what the proper procedures and regulations are for the importation of prescription drugs for personal use from Mexico.,,,,,,,,,,
185,974250,2/27/13,Congressman Diane Black,Complains that the Department is using the pending sequester as a justification to further the Administration's goal of granting backdoor amnesty to the nation's illegal immigrant population.,,,,,,,,,,
186,972816,3/7/13,Congressman Rafael Borras,Quarterly High Dollar Overpayments Report-October to December 2012,,,,,,,,,,
187,973320,3/7/13,Congressman Rafael Borras,DHS’s Use of Federally Funded Research and Development Centers (FFRDCs) Fiscal Years (FYs) 2010-2012 Report,,,,,,,,,,
188,973941,2/26/13,Congressman Rafael Borras,Response from DHS Secretary to SAC-HS Chairman Mary Landrieu's request for a letter on the impacts of sequestration to International Trade,,,,,,,,,,
189,,,,,,,,,,,,,,
190,,,,,,,,,,,,,,
191,973944,2/22/13,Senator Sherrod Brown,"Writes on behalf of a constituents regarding security procedures at their workplace,",,,,,,,,,,
192,972126,2/1/13,Congressman Erie Cantor,Re the process of an I-130.,,,,,,,,,,
193,972664,2/6/13,Congressman Erie Cantor,"Write on behalf of constituent who complains that his grand-daughter, fb><6)    pew to Dulles Airport. DC and was detained and not allowed to make a phone call or eat for 5 hours.",,,,,,,,,,
194,972813,2/8/13,Senator Thomas R. Carper,Writes to request a detail extension for an employee through December 2013.,,,,,,,,,,
195,973210,2/13/13,Senator Thomas R. Carper,DHS Improper Payments Elimination and Recovery Act,,,,,,,,,,
196,972783,2/7/13,Senator Saxby Chambliss,Writes regarding an Agent who took her badge.,,,,,,,,,,
197,973806,2/21/13,Senator Tom A. Coburn,Writes to inquire about the impact of sequestration on the Department.,,,,,,,,,,
198,973930,2/22/13,Senator Susan M. Collins,"Write on behalf of a constituent regarding the constituent's job application status,",,,,,,,,,,
199,,,,,,,,,,,,,,
200,974282,2/28/13,Senator Susan M. Collins,Writes on behalf of constituents regarding the treatment of current certifications under the new FPS guidelines.,,,,,,,,,,
201,972895,2/8/13,Congressman Gerry Connolly,Writes on behalf of a constituent regarding her promotion issues within the federal government.,,,,,,,,,,
202,974306,2/28/13,Congressman Gerry Connolly,Writes on be-half of constituent concerning a complaint tiled with OIG.,,,,,,,,,,
203,973996,2/25/13,Senator John Cornyn,Writes on behalf of constituent requesting information about why he was fired.,,,,,,,,,,
204,973385,2/15/13,Congressman Joe Courtney,Writes on behalf of    |-ecomraending him for the position of Assistant Secretary for Communications.,,,,,,,,,,
205,972161,2/1/13,Senator Michael D. Crapo,(regarding his wife visa.,,,,,,,,,,
206,972506,2/6/13,Congressman Jeff Duncan,Writes on behalf of a constituent who believes he is on a federal watch list.,,,,,,,,,,
207,,,,,,,,,,,,,,
208,974363,2/28/13,Senator Richard J. Durbin,Letter attached,,,,,,,,,,
209,973830,2/27/13,Congressman Sam Farr,Writes on be-half of constituent    for assistance with Fl-visa.,,,,,,,,,,
210,972530,2/6/13,Senator Dianne Feinstein,Writes on behalf of a constituent who requests to use wine during religious ceremonies in federal prisons.,,,,,,,,,,
211,972979,2/12/13,Senator Jeff Flake,Requests information related to Border Patrol apprehensions along the Tucson Sector and on Ladd Ranch.,,,,,,,,,,
212,974272,2/28/13,Congressman Trent Franks,Writes with concents regarding Electromagnetic Pulse and the steps of action that must be taken in order to prevent such an event.,,,,,,,,,,
213,973032,2/12/13,Congressman David Gibbons,Requests a designated point of contact within five days in regard to obtaining data about the reprograming of appropriated funds.,,,,,,,,,,
214,974379,2/28/13,Congressman David Gibbons,Writes to request a point of contact within the Department to inquire about the plan for disaster recovery after Hum cane Sandy and the Hurricane Sandy Rebuilding Task Force.,,,,,,,,,,
215,,,,,,,,,,,,,,
216,974274,2/28/13,"Congressman Robert W, Goodlatte","Request information regarding the release of illegal and criminal aliens due to the sequestration, as well as other impacts of the budget cuts.",,,,,,,,,,
217,973552,2/19/13,Senator Charles E. Grassley,Writes on behalf of a constituent who requests a guest speaker regarding Cyber Security.,,,,,,,,,,
218,973779,2/21/13,Congressman Chris Van Hollen,Writes on behalf of a constituent regarding a pending EEO case.,,,,,,,,,,
219,974076,2/26/13,Congressman Steny H. Hoyer,Writes on behalf of constituent regarding reports of spouse immigration fraud.,,,,,,,,,,
220,973639,2/20/13,Congressman Jared Huffman,Writes on behalf of constituent to request status update for her husbands immigration case.,,,,,,,,,,
221,973535,2/19/13,Senator Johnny Isakson,Writes on behalf of a constituent who needs requests help to obtain his security clearance.,,,,,,,,,,
222,972121,2/1/13,Congressman Lynn Jenkins,"Department of State referral, regarding the process of an I-864.",,,,,,,,,,
223,972875,2/8/13,Congressman Walter B. Jones,Writes on behalf of his constituent who requests to reopen his application with TSA.,,,,,,,,,,
224,,,,,,,,,,,,,,
225,,,,,,,,,,,,,,
226,972240,2/4/13,Congressman William R. Keating,Administrative appeals case,,,,,,,,,,
227,972590,2/6/13,Senator John F. Kerry,Writes on behalf of a constituent requesting a meeting regarding a proposal for a more secure internet.,,,,,,,,,,
228,973933,2/22/13,Congressman Dale E. Kildee,"Writes on behalf of a constituent regarding an incident at Bishop International Airport in Flint, MI.",,,,,,,,,,
229,973287,2/14/13,Congressman Peter T. King,"Requests CFIUS investigation of the transaction that calls for building a Fertilizer plant in Indiana by Midwest Company,",,,,,,,,,,
230,972S78,2/8/13,Congressman Jack Kingston,"Writes on behalf of a constituent regarding an unpaid bill from a contractor of FLETC,",,,,,,,,,,
231,972678,2/6/13,Senator Mark Kirk,"Writes on behalf of constituent,    who is inquiring about employment with TSA.",,,,,,,,,,
232,,,,,,,,,,,,,,
233,972761,2/7/13,Senator Amy Klobuchar,Writes on behalf of her constituent who is having troubles obtaining a clearance in order to work at the stores in an airport.,,,,,,,,,,
234,972785,2/7/13,Senator Amy Klobuchar,"Writes on behalf of constituent, who was not allowed to board a plane to the United States.",,,,,,,,,,
235,972893,2/8/13,Senator Amy Klobuchar,"Writes on behalf of constituent, |iU<6>    Iwho is complaining that he always detained at the airport.",,,,,,,,,,
236,972982,2/12/13,Senator Amy Klobuchar,Writes on behalf of constituent requesting assistance with husband’s arrival as a refugee that was previously cancelled.,,,,,,,,,,
237,973752,2/20/13,Senator Mary L. Landrieu,Writes in support of the Integrated Cybersecurity Education Communities (ICEC) project.,,,,,,,,,,
238,972129,2/1/13,Senator Patrick J. Leahy,Requests information regarding the full-body x-ray scanners that were recently pulled from airports and their cost to taxpayers.,,,,,,,,,,
239,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,
241,973117,2/13/13,Senator Patrick J. Leahy,Write with concerns regarding ongoing disaster recovery from Hurricane Irene in Vermont.,,,,,,,,,,
242,972215,2/4/13,Congressman Sander M. Levin,Expedite request of an humanitarian parole 2 cases. (I-730),,,,,,,,,,
243,973501,2/19/13,Congressman John Lewis,Writes regarding a constituent who claims he is being harrassed and was downgraded for being a gay male by a superior within USCIS.,,,,,,,,,,
244,972571,2/6/13,Congressman Blaine Luetkemeyer,Writes on behalf of constituent requesting to review customers request to receive a new password to utilize the E-verify program.,,,,,,,,,,
245,972138,2/1/13,Congressman Carolyn B. Maloney,Congratulates the Secretary on her tenure as Secretary of Homeland Security and emphasizes the importance of the use of high risk funding for fighting threats to the nation.,,,,,,,,,,
246,,,,,,,,,,,,,,
247,974028,2/25/13,Congressman Carolyn B. Maloney,Writes on behalf of constituentwho requests immigration assistance.,,,,,,,,,,
248,973537,2/19/13,Senator John McCain,Writes on behalf of his constituent regarding why he is always subjected to secondary screenings.,,,,,,,,,,
249,973571,2/19/13,Senator John McCain,Writes on behalf of constituent    pho writes with concerns with cyber security.,,,,,,,,,,
250,974100,2/26/13,Senator John McCain,Requests a detai lee from the Department to the minority staff of the Permanent Subcommittee on Investigations of the Senate Committee on Homeland Security and Government Affairs.,,,,,,,,,,
251,973772,2/21/13,Congressman Michael McCaul,Rep. McCaul expresses concerns about DHS' ability to pass a clean financial audits.,,,,,,,,,,
252,974210,2/27/13,Congressman Michael McCaul,Writes with concern about the recent ICE annoucement to release a large number of detained persons.,,,,,,,,,,
253,,,,,,,,,,,,,,
254,,,,,,,,,,,,,,
