Sort,X2,X3,X4,X5,FROM,DATE,SUBJECT,TYPE,CERTAINTY,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES
94,1119672,2/22/2016,Congressman Lindsey Graham,Senator Graham writes regarding an article written in The Hill.,,,,,,,,,,
95,1118271,2/1/2016,Senator Charles E. Grassley,Requests the Department rescind the regulations authorizing H-2A workers to enter the country.,,,,,,,,,,
96,1118460,2/2/2016,Senator Charles E. Grassley,Requests responses to questions regarding the Victims of Trafficking and Violence Protection Act (VTVPA),,,,,,,,,,
97,1118461,2/2/2016,Senator Charles E. Grassley,Requests information regarding a Cuban immigrant.,,,,,,,,,,
98,1118959,2/10/2016,Senator Charles E. Grassley,Requests information regarding two suspected MS-13 gang members.,,,,,,,,,,
99,1119144,2/12/2016,Senator Charles E. Grassley,Request information regarding screening Syrian refugees in Jordan.,,,,,,,,,,
100,1119249,2/17/2016,Senator Charles E. Grassley,Requests response to questions regarding the Office of Refugee Resettlement's (ORR) screening processes for sponsors and family of unaccompanied children (UAC).,,,,,,,,,,
101,1119814,2/25/2016,Senator Charles E. Grassley,"Senator Grassley requested that |<b}<g> | (UP |be approved a detail extension from February 20, 2016 through August 19, 2016.",,,,,,,,,,
102,1119900,,Senator Charles E. Grassley,Senator Grassley and Representative Goodlatte requesting information on the Los Angeles alien arrests,,,,,,,,,,
103,,,,,,,,,,,,,,
104,1118298,2/1/2016,Congressman Alan Grayson,Requests the Department reexamine the FY 2016 risk profile for the Orlando-Kissimmee-Sanford Metropolitan Statistical Area.,,,,,,,,,,
105,1119099,2/11/2016,Congressman Raul M. Grijalva,Write with concern regarding the Department's Priority Enforcement Program.,,,,,,,,,,
106,1119357,2/11/2016,Congressman Alcee L. Hastings,Writes with concern on behalf of a constituent regarding his impending deportation for a non-violent offense.,,,,,,,,,,
107,1118801,2/4/2016,Congressman Joe Heck,Submits comments regarding FEMA's Relative Risk Profile for Las Vegas for the Urban Area Security Initiative (UAS1) grant for Fiscal Year (FY) 2016.,,,,,,,,,,
108,1119847,1/14/2016,Senator Dean Heller,Senator Dean Heller forwards inquiries via fax and U.S. mail on behalf of|(b) | (b)(6) |regarding the U<0) | family which was barred entrance in the U.S. from the United Kingdom.,,,,,,,,,,
109,1118916,2/8/2016,Congressman Michael M. Honda,Commends the Secretary on providing human trafficking awareness training in Federal Law Enforcement Training Centers.,,,,,,,,,,
110,1119498,2/22/2016,Congressman Michael M. Honda,"Urges to stop the practice of immigration enforcement and extend temporary protected status to Honduras, Guatemala, and El Salvador.",,,,,,,,,,
111,1118717,2/4/2016,Congressman Jared Huffman,Requests further actions on the Visa Waiver Program Improvement and Terrorist Travel Preventation Act.,,,,,,,,,,
112,1119122,2/11/2016,Congressman Bill Johnson,Requests information regarding the implementation of the SAFE Port Act of 2006.,,,,,,,,,,
113,1118948,2/5/2016,Congressman Jeh Charles Johnson,Response to Rep. Roybal-Allard: Provided Legislative Priorities from the Department.,,,,,,,,,,
114,,,,,,,,,,,,,,
115,1119942,2/29/2016,Congressman M. Tia Johnson,CBP AMO,,,,,,,,,,
116,1118763,2/5/2016,Senator Ron Johnson,Requests response on the expansion of the Refugee Admissions Program in Central America.,,,,,,,,,,
117,1119453,2/22/2016,Senator Ron Johnson,Requests information about the Department's compliance with federal record-keeping requirements and its policies about the use of non-official email for official business.,,,,,,,,,,
118,1119650,2/24/2016,Senator Ron Johnson,"Invites the Secretary to testify at a hearing titled ""The Homeland Security Department's Budget Submission for Fiscal Year 2017"" before the Committee on Homalnd Security and Governmental Affairs on March 8, 2016.",,,,,,,,,,
119,1118571,1/28/2016,Congressman William R. Keating,Invites the Secretary to visit the Joint Base Cape Cod (JBCC).,,,,,,,,,,
120,1118417,2/2/2016,Congressman Peter King,Write concerning a screening incident at JFK International Airport.,,,,,,,,,,
121,1119640,2/24/2016,Congressman Mark Kirk,"Requests review on a deportation case in McHenry County, Illinois.",,,,,,,,,,
122,1119500,2/22/2016,Congressman Zoe Lofgren,Request information regarding recent immigration enforcement actions.,,,,,,,,,,
123,1119186,2/16/2016,Congressman Stephen F. Lynch,"Invites the Secretary or appropriate designee to the Rail Security Summit on February 29, 2016 at 10:00am at the Federal Reserve Bank of Boston.",,,,,,,,,,
124,1119512,2/22/2016,Congressman Sean Maloney,Writes with concern regarding a recent ICE investigation.,,,,,,,,,,
125,1118936,2/5/2016,Congressman Kenny Marchant,Writes with concern regarding the Visa Overstay Report for FY 2015.,,,,,,,,,,
126,,,,,,,,,,,,,,
127,1119124,2/11/2016,Congressman Thomas Massie,Writes supporting the City of Carrollton for funding though the Department of Homeland Security - American Firefighter Grant 2015.,,,,,,,,,,
128,1118770,2/5/2016,Congressman Michael McCaul,Inquires about the Department's efforts to address the Zika virus.,,,,,,,,,,
129,1118282,2/1/2016,Congressman John Mica,Writes to support an appeal for the Central Florida 2016 Risk Profile Rank.,,,,,,,,,,
130,1119197,2/16/2016,Senator Jerry Moran,Requests that the Department examine the interactions with American businesses attempting to participate in the H-2A and H-2B programs.,,,,,,,,,,
131,1118292,2/1/2016,Congressman Gary Peters,Writes on behalf of |(b)(S> | motion for the Immigration Board of Appeals.,,,,,,,,,,
132,1118993,2/9/2016,Congressman Robert Pittenger,Rep. Pittenger wirites in support [(U~| 1(b)(6) |request for a transfer.,,,,,,,,,,
133,1119244,2/17/2016,Congressman Robert Pittenger,Writes to Assistant Secretary Lago at Department of Treasury regarding the Chongqing Casin Enterprise Group (CCEG) acquiring the Chicago Stock Exchange.,,,,,,,,,,
134,1118645,2/4/2016,Senator Harry Reid,Requests more pro-bono lawyers at the detention facilities in Texas.,,,,,,,,,,
135,1119785,2/25/2016,Senator Harry Reid,"Writes on behalf of his constituent regarding TSA background cheeks in Reno, NV.",,,,,,,,,,
136,1119074,2/11/2016,Congressman Mike Rounds,Requests information on ISIS’ reported ability to manufacture fraudulent passports.,,,,,,,,,,
137,1119198,2/16/2016,Congressman Edward Royce,Requests the Department make individuals traveling to Libya ineligible for visa free travel in the United States.,,,,,,,,,,
138,,,,,,,,,,,,,,
139,1119758,2/25/2016,Congressman Charles Schumer,Writes in support of the Albany Fire Departmen'ts request for funding under FEMA's Assistance to Firefighters Grant Program.,,,,,,,,,,
140,1119812,2/25/2016,Congressman Charles Schumer,Writes in support of the St. Regis Falls Volunteer Fire Department's application for funding under FEMA’s Assistance to Firefighters Grant program.,,,,,,,,,,
141,1119819,2/25/2016,Congressman Charles Schumer,"Writes in support of the St. Regis Falls Ambulance, Inc's (SRFA) application for funding under FEMA's Assistance to Firefighters Grant program.",,,,,,,,,,
142,1119825,2/25/2016,Congressman Charles Schumer,Writes in support of Kiryas Joel Volunteer EMS' application funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
143,1119831,2/25/2016,Congressman Charles Schumer,Writes in support of the City of Fulton Fire Department's request for funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
144,1119835,2/25/2016,Congressman Charles Schumer,Writes in support of the City of Fulton Fire Department's request for funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
145,1119855,2/25/2016,Congressman Charles Schumer,Writes in support of the West Cathage Volunteer Fire Department's (WCVFD) request for funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
146,1119857,2/25/2016,Congressman Charles Schumer,Writes in support of the Ogdensburg Fire Department's application for funding under FEMA's Assistance to Firefighters Grant Program.,,,,,,,,,,
147,1119858,2/25/2016,Congressman Charles Schumer,Writes in support of the Ogdensburg Fire Department's application for funding under FEMA's Assistance to Fireffighters grant program.,,,,,,,,,,
148,,,,,,,,,,,,,,
149,1119859,2/25/2016,Congressman Charles Schumer,Writes in support of the West Endicott Fire District's request for funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
150,1119860,2/25/2016,Congressman Charles Schumer,Writes in support of the Niagra Engine Company No. 6 of Schoharie Fire Department's application for funding under FEMA's Assistance to Firefighters Grant program.,,,,,,,,,,
151,1119110,2/12/2016,Senator Jeanne Shaheen,Request the Department reconsider its interpretation of recent changes to the Afghanistan Special Immigrant Visa Program.,,,,,,,,,,
152,1119632,2/24/2016,Congressman Albio Sires,"Expresses support for the FY 2015 AFG Grant applications of Newark, New Jersey.",,,,,,,,,,
153,1118695,2/5/2016,Congressman Bennie G. Thompson,"Requests response to questions regarding Policy Directive 047-02, a Departmentwide policy regarding the use of cell-site simulator technology.",,,,,,,,,,
154,1118702,2/4/2016,Congressman Norma Torres,Express concerns over the recent ICE immigration enforcement actions.,,,,,,,,,,
155,1119323,2/18/2016,Congressman Tom Udall,Urge the Department to grant immediate extension of REAL ID Act Compliance to the State of New Mexico.,,,,,,,,,,
156,1119322,2/18/2016,Congressman Chris Van Hollen,"I am writing on behalf of the constituent, with regards to his appeal of the revocation of his security clearance",,,,,,,,,,
157,,,,,,,,,,,,,,
158,March Privacy Office Congressional Report Opened between 3/1/2016 and 3/31/2016,,,,,,,,,,,,,
159,WF#,Receive Date,Congressman Name,Subject of Request,,,,,,,,,,
160,1122038,3/31/2016,Congressman Alma Adams,Inquires about the continued detention of three men from el Salvador.,,,,,,,,,,
161,1120310,3/8/2016,Congressman Tammy Baldwin,Request that CBP use space for its Port Office at the General Aviation Facility at Austin Straubel International Airport.,,,,,,,,,,
162,1120804,3/16/2016,Congressman John Barrasso,Requests information regarding the security clearance of an individual.,,,,,,,,,,
163,1120279,3/7/2016,Congressman Jaime Herrera Beutler,Write regarding the H-2A visa program.,,,,,,,,,,
164,1121632,3/28/2016,Congressman Madeleine Bordallo,"Representative Bordallo writes on behalf of <b>(S) who js experiencing problems when he travels, specifically being detained for long periods.",,,,,,,,,,
165,1121084,3/21/2016,Congressman Tony Cardenas,Writes in regard to technology development that supports the country's national security interest.,,,,,,,,,,
166,1119954,2/29/2016,Congressman Earl Carter,Rep. Carter writes on behalf of (b)(6> (b)(6) |who is seeking assistance in securing a grant for Long County and Ludowici.,,,,,,,,,,
167,1120249,3/7/2016,Congressman Jason Chaffetz,"Requests information regarding a report on visa overstays in 2013,",,,,,,,,,,
168,1120449,4/30/2015,Congressman Jason Chaffetz,Request information related to the Department's use of cell-site simulation technology.,,,,,,,,,,
169,1120461,4/30/2015,Congressman Jason Chaffetz,Request information related to the Department's use of cell-site simulation technology.,,,,,,,,,,
170,1120535,3/10/2016,Congressman Jason Chaffetz,Writes in regard to accessing personal email accounts on DHS equipment.,,,,,,,,,,
171,1120801,3/16/2016,Congressman Jason Chaffetz,Request information regarding the cybersecurity posture of federal agencies that use the ScreenOS platform.,,,,,,,,,,
172,1121238,3/22/2016,Congressman Jason Chaffetz,Requests information on the Department's acquisition and maintenance of art collections.,,,,,,,,,,
173,,,,,,,,,,,,,,
174,]120805,3/15/2016,Congressman WM Lacy Clay,Requests information regarding a TSA employee.,,,,,,,,,,
175,1120584,3/11/2016,Congressman Barbara Comstock,is expressing his displeasure with the Federal Protective Service (FPS) removing his suitability,,,,,,,,,,
176,1120845,3/16/2016,Congressman Barbara Comstock,[RR lwrites asking for the status of this FOIA request,,,,,,,,,,
177,1120987,3/18/2016,Congressman Jeffrey Denham,Requests information regarding the H-2A and H-2B visa program backlogs.,,,,,,,,,,
178,1121101,3/18/2016,Congressman Mario Diaz-Balart,"Rep. Mario Diaz-Balart invites A/S OLA Johnson to join them again for a forum ""Protecting Children Online"" on Wednesday, April 6, 2016 in Doral, FLA.",,,,,,,,,,
179,1120997,3/18/2016,Congressman Sean Duffy,"Letters addressed to the Secretary - week of March 14, 2016",,,,,,,,,,
180,1121283,2/5/2016,Congressman Donna Edwards,Rep. Donna Edwards forwards correspondence fromlR® | alleging retaliation by the Department for a reasonable accommodation request.,,,,,,,,,,
181,1120795,3/16/2016,Congressman Dianne Feinstein,Requests that certain dual-nationals be allowed to travel without a visa.,,,,,,,,,,
182,1121108,3/18/2016,Congressman Dianne Feinstein,Senator Feinstein forwards a letter from W =1 [RR ^regarding poor treatment ot its students by CBP.,,,,,,,,,,
183,1120228,2/29/2016,Congressman John Garamendi,Requests response to questions regarding cybersecurity.,,,,,,,,,,
184,1120101,3/2/2016,Congressman Bob Goodlatte,"Requests A-files of individuals in March 2, 2016 letter.",,,,,,,,,,
185,1120102,3/2/2016,Congressman Boh Goodlatte,Writes in regard to the EB-5 program.,,,,,,,,,,
186,1120734,3/15/2016,Congressman Bob Goodlatte,Write regarding a criminal illegal alien to emphasize systematic failure in immigration enforcement policies.,,,,,,,,,,
187,,,,,,,,,,,,,,
188,1120450,3/9/2016,Congressman Paul Gosar,Writes in regard to the security of the Southwest border.,,,,,,,,,,
189,1120096,3/2/2016,Senator Charles E. Grassley,Requests response regarding the advance parole program as applied to the Deferred Action for Childhood Arrivals (DACA) program.,,,,,,,,,,
190,1120396,3/9/2016,Senator Charles E. Grassley,Requests information regarding border security.,,,,,,,,,,
191,1120477,3/9/2016,Senator Charles E. Grassley,Requests information on a case involving a motor vehicle homicide.,,,,,,,,,,
192,1120482,3/10/2016,Senator Charles E. Grassley,Requests a briefing regarding a case for a criminal illegal alien.,,,,,,,,,,
193,1121000,3/18/2016,Senator Charles E. Grassley,"Request for detail extension for <bX0) |<b><6> to the U.S. Senate Committee on the Judiciary (Full Committee - Senator Leahy),",,,,,,,,,,
194,1122029,3/31/2016,Senator Charles E. Grassley,Writes expressing concern regarding the EB-5 immigrant investor visa program.,,,,,,,,,,
195,1121151,3/22/2016,Congressman Morgan Griffith,Rep. Griffith forwards correspondence on behalf of l(b)(6) regarding their Global Entry memberships.,,,,,,,,,,
196,1121842,3/28/2016,Congressman Morgan Griffith,Rep. Griffith writes on behalf of |<b><6> | |(b)(6) | regarding her daughters' cirizensip.,,,,,,,,,,
197,1121741,3/29/2016,Congressman Michael Honda,"Writes in regard to the treatment of lesbian, gay, bisexual, and transgender (LGBT) individuals who are held at ICE detention centers.",,,,,,,,,,
198,1121729,3/29/2016,Congressman Henry C. Johnson,"Henry C. ""Hank"" Johnson writes regarding the security issue of truck access to airport terminals at American commercial service airports.",,,,,,,,,,
199,1120908,3/17/2016,Congressman Jeh Charles Johnson,CIS A 2015 certification,,,,,,,,,,
200,1120235,3/4/2016,Congressman Ron Johnson,Requests information regarding a personnel matter.,,,,,,,,,,
201,,,,,,,,,,,,,,
202,1120617,2/26/2016,Senator Ron Johnson,A-File request for|(RB |,,,,,,,,,,
203,120864,3/17/2016,Congressman Ron Johnson,Requests the Department uphold whistleblower protections.,,,,,,,,,,
204,1121539,3/25/2016,Congressman Ron Johnson,Requests information regarding items entering the country through international mail.,,,,,,,,,,
205,1121638,3/28/2016,Congressman Ron Johnson,Thanks SI for his cooperation shown to the Committee on Homeland Security and Governmental Affairs during the course of inquiry.,,,,,,,,,,
206,1121697,3/18/2016,Congressman John Katko,"Rep. John Katko writes on behalf ofWW"" (ttW",,,,,,,,,,
207,1121110,3/17/2016,Congressman Peter King,Rep. Peter King forwards a request from Wrv regarding corrections in accounting for his active duty service time.,,,,,,,,,,
208,1120050,10/2/2015,Congressman Mark Kirk,Request that NPPD complete its analysis of Poe Lock and provide the report to the members of the Great Lakes Taskforce.,,,,,,,,,,
209,1120186,3/3/2016,Congressman Michael McCaul,Writes in regard to the Department's approach to securing ammonium nitrate (AN) and Improvised Explosive Devices (IED) precursor chemicals from miappropriation by terrorists.,,,,,,,,,,
210,1121347,3/24/2016,Congressman Michael McCaul,Writes in regard to the FY16 NPSG applications.,,,,,,,,,,
211,1120802,3/16/2016,Congressman Martha Me Sally,Requests information regarding fraud and deception detection in the Electronic System for Travel Authorization.,,,,,,,,,,
212,1121927,3/31/2016,Senator Barbara A. Mikulski,Writes in regard to the Department of Homeland Security's Nonprofit Security Grant Program.,,,,,,,,,,
213,,,,,,,,,,,,,,
214,1121105,3/21/2016,Senator Bill Nelson,Writes in regard to the emerging problem experienced by H-2A employers in Florida.,,,,,,,,,,
215,1121413,3/17/2016,Congressman Nancy Pelosi,Thanks the Deputy Secretary for a discussion they had on January 7.,,,,,,,,,,
