DeptID,EOP,ExecDepartment,Independent,SubBureau,AgencyID,Agency,DateofCreation,Statute,Sub-agency bureaus,Employees,Commission,Commissioners/Board Members,QuorumRules,QuorumNumber,PAS,NA,SchC,PA,XS,Agency-specific personnel,Citizen of US,Civilian,Geographic,Demographic,Expertise,Conflict of Interest ,Congressional Input,Party Balancing,Fixed Terms,Term Length,Staggered Terms,For Cause,Double for Cause,Bureau Fixed Term,ServePresident,Continuation Replacement,Acting Service Rules,PAS Head,President Selects Chair,Elected Head,Outside Head,Chair Removal,No OMB Budget Review,No OMB Rule Review,No OMB Communication Review,Independent Litigating,Independent Funding,Committeesconfirmingapps,Reporting Requirements,Number of Committees,Reporting Committees,CIO,IG,CFO,Sunshine,Review Commissions,Advisory Commissions,Establish Advisory Commissions,Outside Approval,Legislative Veto,Rulemaking,Economically Significant Rule,Hearing-based Rulemaking,Adjudication,Adjudication(APA),ALJs (Association),ALJs (Breyer)
13000,0,1,0,1,13100,Internal Revenue Service Oversight Board,11/10/1988,26 U.S.. 7802,0,,0,9,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Finance,2,6,S. Finance; S. Governmental Affairs; S. Appropriations; H. Ways and Means; H. Government Reform and Oversight; H. Appropriations,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0
20000,0,0,1,0,23600,James Madison Memorial Fellowship Foundation,10/18/1986,20 U.S.C. 4502-4517,0,4,0,13,0,,0,0,0,0,6,0,0,0,0,0,1,0,1,1,1,6,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,"Health, Education, Labor, and Pensions",1,0,,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,23700,Legal Services Corporation,7/25/1974,42 U.S.C. 2996-2996l,0,,1,11,0,,,,,,,0,0,0,0,0,1,1,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,1,"Health, Education, Labor, and Pensions",1,0,,0,2,0,1,0,1,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,23800,Merit Systems Protection Board,10/13/1978,5 U.S.C. 1201-1206,0,216,1,3,0,,3,3,2,0,0,0,0,0,0,0,1,0,0,1,1,7,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,Homeland Security and Governmental Affairs,1,0,,0,1,0,1,0,0,0,0,0,1,,0,1,0,1,0
20000,0,0,1,0,23900,Metropolitan Washington Airport Authority,10/18/1986,49 U.S.C. 49101-49112,0,,1,17,1,10,,,,,,0,0,0,1,0,0,1,0,1,1,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"7, 9","Commerce, Science, and Transportation",0,2,"S. Commerce, Science, and Transportation; H. Transportation and Infrastructure ",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,24000,Millennium Challenge Corporation,1/23/2004,22 U.S.C. 7701-7718,0,287,0,9,1,5,1,0,1,0,0,3,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Foreign Relations,8,4,S. Foreign Relations; S. Appropriations; H. International Relations; H. Appropriations,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,24100,Mississippi River Commission,6/28/1879,33 U.S.C. 641-653a,0,,0,7,0,,,,,,,0,0,1,0,0,1,0,0,0,1,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Environment and Public Works,1,0,,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0
20000,0,0,1,0,24200,Morris K. Udall Scholarship Foundation,3/19/1992,20 U.S.C. 5601-5609,1,55,0,13,0,,,,,,,2,0,0,0,0,1,0,1,1,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1, 4, 5",Environment and Public Works,0,0,,0,1,0,1,0,0,0,1,0,1,,0,0,0,0,0
20000,0,0,1,0,24300,National Aeronautics and Space Administration,7/29/1958,51 U.S.C. 20111-20164,0,18632,0,.,.,,4,5,9,0,0,1,0,1,0,0,0,0,0,.,0,,.,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"1, 3","Commerce, Science, and Transportation; Homeland Security and Governmental Affairs (IG sequential referral)",6,2,"S. Commerce, Science, and Transportation; H. Science and Technology",1,3,2,0,0,0,1,1,1,1,,0,0,0,0,0
20000,0,0,1,0,24400,National Archives and Records Administration,10/17/1984,44 U.S.C. 2101-2120,0,3521,0,.,.,,1,0,0,0,8,1,0,0,0,0,1,0,0,.,0,,.,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,"1, 2, 3, 5",Homeland Security and Governmental Affairs,5,2,S. Governmental Affairs; H. Oversight and Government Reform,0,2,0,0,0,0,1,1,0,1,,0,0,0,0,0
20000,0,0,1,0,24500,National Consumer Cooperative Bank,8/20/1978,12 U.S.C. 3001-3051,0,,1,15,0,,,,,,,2,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"3, 6, 7, 9","Banking, Housing, and Urban Affairs",1,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,24600,National Council on Disability,11/6/1978,29 U.S.C. 780-787,0,26,0,15,1,8,15,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"1, 4","Health, Education, Labor, and Pensions",1,2,S. Labor and Human Resources; H. Education and Workforce,0,1,0,1,0,0,1,0,0,0,,0,1,0,0,0
20000,0,0,1,0,24700,National Credit Union Administration,3/10/1970,12 U.S.C. 1751-1795k,1,1187,0,3,1,2,3,0,7,0,0,2,0,0,0,0,1,1,0,1,0,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"1, 3, 4, 5, 6, 7","Banking, Housing, and Urban Affairs",5,2,"S. Banking, Housing, and Urban Affairs; H. Financial Services",0,2,0,1,0,0,0,0,0,1,,0,1,0,0,0
20000,0,0,1,0,24800,National Endowment for the Arts,9/29/1965,20 U.S.C. 953-955b; 958-960,0,180,0,.,.,,1,2,1,0,0,0,0,0,0,0,0,0,0,.,1,4,.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Health, Education, Labor, and Pensions",3,2,S. Labor and Human Resources; H. Education and Labor,0,2,0,0,1,1,0,1,0,1,,0,0,0,0,0
20000,0,0,1,0,24900,National Endowment for the Humanities,9/29/1965,20 U.S.C. 953; 956-960,0,190,0,.,.,,27,2,4,0,0,0,0,0,0,0,0,0,0,.,1,4,.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,"Health, Education, Labor, and Pensions",3,2,S. Labor and Human Resources; H. Education and Labor,0,2,0,0,0,1,0,0,0,1,,0,0,0,0,0
12000,0,1,0,1,12100,National Indian Gaming Commission,10/17/1988,25 U.S.C. 2701-2721,0,,1,3,1,2,1,0,0,0,8,2,0,0,0,1,0,1,0,1,1,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,7,Indian Affairs,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,25000,National Institute of Building Sciences,8/22/1974,12 U.S.C. 1701j-2,1,,,15-21,0,,,,,,,2,0,0,1,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,"Banking, Housing, and Urban Affairs",1,0,,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0
20000,0,0,1,0,25100,National Labor Relations Board,7/5/1935,29 U.S.C. 151-169,0,1733,1,5,3,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,"Health, Education, Labor, and Pensions",1,0,,0,2,0,1,0,0,0,0,0,1,,0,1,0,1,1
20000,0,0,1,0,25200,National Mediation Board,7/1/1934,45 U.S.C. 151-165; 181-188,2,50,1,3,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,1,1,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,"Health, Education, Labor, and Pensions",1,3,"S. Commerce, Science, and Transportation; S. Health, Education, Labor and Pensions; H. Transportation and Infrastructure",0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,25300,National Railroad Passenger Corporation (AMTRAK),10/30/1970,49 U.S.C. 24301-24316,0,,0,9,1,5,,,,,,3,1,0,1,0,1,1,1,1,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,"7, 9","Commerce, Science, and Transportation",3,2,"S. Commerce, Science, and Transportation; H. Transportation",0,2,0,1,0,0,0,1,0,1,,0,0,0,0,0
20000,0,0,1,0,25400,National Science Foundation,5/10/1950,42 U.S.C. 1861-1887,2,1464,0,24,1,13,18,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"1, 3","Health, Education, Labor, and Pensions",12,6,"S. Commerce, Science, and Transportation; S. Health, Education, Labor, and Pensions; S. Appropriations; H. Science and Technology; H. Education and Labor; H. Appropriations",1,2,1,1,0,1,0,0,0,1,,0,0,1,0,0
20000,0,0,1,0,25500,National Security Education Board,12/4/1991,50 U.S.C. 1903,0,0,0,12,0,,0,0,0,6,,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Armed Services,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
16000,1,0,0,0,16300,National Security Staff,7/26/1947,50 U.S.C. 402,3,74,0,9+,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,.,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,25600,National Transportation Safety Board,1/3/1975,49 U.S.C. 1101-1155,5,418,1,5,1,3,5,1,4,0,0,0,0,0,0,0,1,0,0,1,1,5,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,"1, 2","Commerce, Science, and Transportation",4,2,"S. Commerce, Science, and Transportation; H. Transportation and Infrastructure",0,1,0,1,0,0,1,0,0,1,,0,1,0,1,0
20000,0,0,1,0,25700,Nuclear Regulatory Commission,10/11/1974,42 U.S.C. 5841-5853,3,3995,1,5,1,3,6,1,0,0,21,0,1,0,0,0,0,0,0,1,1,5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,2,0,7,Environment and Public Works; Homeland Security and Governmental Affairs (IG sequential referral),3,2,S. Appropriations; H. Appropriations,1,3,1,1,0,0,0,0,0,1,,1,1,1,1,0
20000,0,0,1,0,25800,Occupational Safety and Health Review Commission,12/29/1970,29 U.S.C. 661-666,0,57,1,3,1,2,3,0,3,0,0,0,0,0,0,0,1,0,0,0,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,"Health, Education, Labor, and Pensions",0,0,,0,1,0,1,0,0,0,0,0,1,,0,1,1,1,1
20000,0,0,1,0,25900,Office of Government Ethics,10/26/1978,5 U.S.C. App.4 401-408,0,75,0,.,.,,1,0,1,0,0,0,0,0,0,0,0,0,0,.,1,5,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Homeland Security and Governmental Affairs,2,0,,0,1,0,0,0,0,0,0,0,1,,0,1,0,0,0
16000,1,0,0,0,16400,Office of Management and Budget,3/12/1970,31 U.S.C. 501-522,4,527,0,.,.,,6,12,15,0,1,2,0,0,0,0,0,0,0,.,0,,.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Budget (Director, Deputy Director); Homeland Security and Governmental Affairs (Director; Deputy Director, Deputy Director-Management; Office of Federal Procurement Policy Administrator; OIRA Administrator; Controller",0,0,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
16000,1,0,0,0,16500,Office of National Drug Control Policy,11/18/1988,21 U.S.C. 1701-1714,3,101,0,.,.,,5,2,16,0,0,1,0,0,0,0,0,1,0,.,0,,.,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,1,"Health, Education, Labor, and Pensions (Deputy Director-Demand Reduction); Judiciary (Director, Deputy Director, Deputy Director-Demand Reduction, Deputy Director State and Local Affairs, Deputy Director Supply Reduction)",15,9,S. Judiciary; S. Appropriations; S. Homeland Security and Governmental Affairs; S. Armed Services; H. Judiciary; H. Appropriations; H. Oversight and Government Reform; H. Armed Services; H. Homeland Security,0,0,0,0,0,1,0,1,1,1,,0,0,0,0,0
20000,0,0,1,0,26000,Office of Navajo and Hopi Indian Relocation,12/22/1974,25 U.S.C. 640d-11,0,41,0,.,.,,1,0,0,0,0,0,0,0,0,0,0,0,0,.,1,2,.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Indian Affairs,1,0,,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26100,Office of Personnel Management,10/19/1978,5 U.S.C. 1101-1105,0,6272,0,.,.,,3,5,9,2,0,0,0,0,0,0,0,0,0,.,1,4,.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Homeland Security and Governmental Affairs,0,0,,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0
16000,1,0,0,0,16600,Office of Science and Technology,5/11/1976,42 U.S.C. 661-6624,4,34,0,.,.,,3,3,6,0,0,0,0,0,0,0,0,0,0,.,0,,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Commerce, Science, and Transportation",4,2,"S. Commerce, Science, and Transportation; H. Science and Technology",0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26200,Office of Special Counsel,10/13/1978,5 U.S.C. 1211-1219,0,110,0,.,.,,1,0,0,0,0,2,0,0,0,0,1,0,0,.,1,5,.,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Homeland Security and Governmental Affairs,3,2,S. Intelligence; H. Intelligence,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26300,Office of the Director of National Intelligence,12/17/2004,50 U.S.C. 403-403-3i,8,,0,.,.,,,,,,,1,0,0,0,0,1,0,0,.,0,,.,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Intelligence,11,10,S. Intelligence; S. Appropriations; S. Armed Services; S. Judiciary; S. Foreign Relations; H. Intelligence; H. Appropriations; H. Armed Services; H. Judiciary; H. Foreign Affairs,0,3,0,0,0,0,0,1,0,1,,0,0,0,0,0
20000,0,0,1,0,26400,Office of the Federal Coordinator for Alaska Natural Gas Transportation Projects,10/13/2004,15 U.S.C. 720d,0,11,0,.,.,,1,0,0,0,0,2,0,0,0,0,0,0,0,.,1,1 year following the completion of the Pipeline,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,Energy and Natural Resources,0,0,,0,1,0,0,0,0,0,1,0,0,,0,0,0,0,0
16000,1,0,0,0,16700,Office of the United States Trade Representative,10/11/1962,19 U.S.C. 2171,0,223,0,.,.,,5,4,7,0,8,1,0,0,0,0,0,1,0,.,0,,.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Finance,1,2,S. Finance; H. Ways and Means,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26500,Overseas Private Investment Corporation,12/30/1969,22 U.S.C. 2191-2200b,0,222,0,15,1,8,10,0,4,0,8,3,0,0,0,0,1,0,0,0,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,"3, 4, 5, 7, 9",Foreign Relations,1,2,S. Foreign Relations; H. Foreign Affairs,0,1,0,1,0,1,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26600,Peace Corps,9/22/1961,22 U.S.C. 2501-2523,1,896,0,.,.,,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"1, 5",Foreign Relations,4,4,S. Appropriations; S. Foreign Relations; H. Appropriations; H. Foreign Affairs,0,2,0,0,0,1,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,26700,Postal Regulatory Commission,8/12/1970,39 U.S.C. 501-505,0,73,1,5,0,0,5,0,0,0,17,0,0,0,0,0,1,1,0,1,1,6,1,1,0,0,0,1,1,0,1,0,0,3,0,1,0,0,0,Homeland Security and Governmental Affairs,1,0,,0,2,0,1,0,0,0,0,0,1,,1,1,0,0,0
20000,0,0,1,0,26800,Privacy and Civil Liberties Oversight Board,12/17/2004,42 U.S.C. 2000ee,0,,0,5,1,3,,,,,,2,0,0,0,0,1,0,1,1,1,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,Judiciary,1,7,S. Judiciary; S. Homeland Security and Governmental Affairs; S. Intelligence; H. Judiciary; H. Homeland Security; H. Oversight and Government Reform; H. Intelligence,0,0,0,1,0,0,0,1,0,1,,0,0,0,0,0
20000,0,0,1,0,26900,Railroad Retirement Board,8/29/1935,45 U.S.C. 231-231v,0,966,0,3,1,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,"1, 2, 3, 4","Health, Education, Labor, and Pensions; Homeland Security and Governmental Affairs (IG sequential referral)",2,0,,0,3,0,1,0,1,0,0,0,1,1,0,0,0,0,0
20000,0,0,1,0,27000,Securities and Exchange Commission,6/6/1934,15 U.S.C. 78a-78pp,9,3846,1,5,0,,5,0,12,1,0,1,0,0,0,0,0,1,0,1,1,5,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,"2, 5","Banking, Housing, and Urban Affairs",9,4,"S. Banking, Housing, and Urban Affairs; S. Appropriations; H. Financial Services; H. Appropriations",0,2,0,1,0,1,0,0,0,1,,0,0,0,1,1
20000,0,0,1,0,27100,Securities Investor Protection Corporation,12/30/1970,15 U.S.C. 78aaa-78lll,0,,0,7,0,,,,,,,3,0,0,1,0,1,1,0,0,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"1, 3, 7","Banking, Housing, and Urban Affairs",1,0,,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0
20000,0,0,1,0,27200,Selective Service System,9/16/1940,50 App. U.S.C. 460,1,174,0,.,.,,1,1,2,0,0,0,0,0,0,0,0,0,0,.,0,,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Armed Services,1,0,,0,1,0,0,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,27300,Small Business Administration,7/30/1953,15 U.S.C. 631-657q,11,4665,0,.,.,,4,10,39,0,0,1,0,1,0,0,1,0,0,.,0,,.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"2, 3, 5, 6",Small Business and Entrepreneurship; Homeland Security and Governmental Affairs (IG referred sequentially),26,6,"S. Appropriations; S. Small Business and Entrepreneurship; S. Science, Space, and Technology; H. Appropriations; H. Small Business; H. Science",1,3,1,0,0,1,0,1,0,1,1,1,1,0,1,0
20000,0,0,1,0,27400,Social Security Administration,8/13/1935,42 U.S.C. 901-914,0,67136,0,.,.,,3,6,2,3,10,1,0,0,0,0,0,0,0,.,1,6,.,1,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,Finance; Homeland Security and Governmental Affairs (IG referred sequentially),0,0,,1,3,1,0,0,1,0,0,0,1,1,0,1,0,1,1
20000,0,0,1,0,27500,Social Security Advisory Board,8/15/1994,42 U.S.C. 903,0,7,0,7,1,4,,,,,,2,0,0,0,0,1,0,1,1,1,6,1,0,0,0,0,0,0,0,1,0,0,"1, 3",0,0,0,0,0,Finance,0,2,S. Finance; H. Ways and Means,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
20000,0,0,1,0,27600,State Justice Institute,11/8/1984,42 U.S.C. 10701-10713,0,,1,11,1,6,,,,,,2,0,0,0,0,1,0,0,1,1,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,0,Judiciary,0,0,,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,1,27700,Surface Transportation Board,12/29/1995,49 U.S.C. 701-727,0,141,1,3,0,,3,0,0,0,1,0,0,0,0,0,1,1,0,1,1,5,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,7,,1,2,"S. Commerce, Science, and Transportation; H. Transportation and Infrastructure",0,0,0,1,0,1,0,0,0,1,,0,1,0,0,0
20000,0,0,1,0,27800,Tennessee Valley Authority,5/18/1933,16 U.S.C. 831,1,12883,0,9,1,5,9,0,0,0,0,3,1,0,1,0,1,1,0,0,1,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,"3, 9",Environment and Public Works; Homeland Security and Governmental Affairs (IG sequential referrals),4,0,,0,3,0,1,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,27900,United States African Development Foundation,12/16/1980,22 U.S.C. 290h-290h-8,0,31,0,7,1,4,5,0,0,1,1,1,0,0,0,0,1,0,0,1,1,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"1, 3, 6",Foreign Relations,0,0,,0,1,0,1,0,1,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,28000,United States Agency for International Development,9/4/1961,22 U.S.C. 6561-6563;6581,0,3894,0,.,.,,10,1,0,1,35,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Foreign Relations; Homeland Security and Governmental Affairs (IG sequential referral),0,0,,1,3,1,0,0,0,0,0,0,0,,1,0,0,0,0
20000,0,0,1,0,28100,United States Election Assistance Commission,10/29/2002,42 U.S.C. 15321-15362,0,46,0,4,1,3,4,0,0,0,0,2,0,0,0,0,1,0,1,1,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Rules and Administration,1,2,S. Rules and Administration; H. Administration,0,2,0,1,0,1,0,0,0,1,,0,1,0,0,0
20000,0,0,1,0,28200,United States Institute of Peace,10/19/1984,22 U.S.C. 4601-4611,0,0,1,15,1,8,11,0,0,0,0,0,0,0,0,0,1,1,0,1,1,4,1,1,0,0,0,1,0,0,0,1,0,0,1,0,2,1,"2, 4","Health, Education, Labor, and Pensions",3,4,S. Foreign Relation; S. Labor and Human Resources; H. Foreign Affairs; H. Education and Labor,0,1,0,1,0,0,0,0,0,1,,0,0,0,0,0
20000,0,0,1,0,28300,United States International Trade Commission,9/8/1916,19 U.S.C. 1330-1341,1,391,0,6,1,4,7,0,19,0,0,0,1,0,0,0,1,0,0,1,1,9,1,0,0,0,0,1,1,0,1,0,0,1,2,1,1,1,1,Finance,1,2,S. Finance; H. Ways and Means,0,2,0,1,0,0,0,1,0,1,,0,1,0,1,1
9000,0,0,0,1,9200,United States Parole Commission,5/13/1930,18 U.S.C. 4201-4218,0,,9,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Judiciary,1,0,,0,0,0,1,0,0,0,0,0,1,,0,1,0,0,0
20000,0,0,1,0,28400,United States Postal Service,7//26/1775,39 U.S.C. 101-5605,0,645950,1,11,1,6,9,0,0,0,48,2,0,0,0,0,1,1,1,1,1,7,1,1,1,0,0,1,0,0,0,1,0,0,2,0,0,1,"1, 3, 5, 7, 9",Homeland Security and Governmental Affairs,2,5,S. Governmental Affairs; S. Appropriations; S. Rules and Administration; H. Oversight and Government Reform; H. Appropriations,0,2,0,1,1,1,0,1,0,1,,1,1,0,1,1
20000,0,0,1,0,28500,United States Trade and Development Agency,12/29/1981,22 U.S.C. 2421,0,46,0,.,.,,1,0,3,0,2,2,0,0,0,0,0,0,0,.,0,.,.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Foreign Relations,1,2,S. Foreign Relations; H. Foreign Affairs,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
