first_name,last_name,LetterID,ID,agency,DATE,FROM,bioname,SUBJECT,TYPE,NOTES,ERROR
Johnny,ISAKSON,NA,43,DOJ_CIV,2020-08-27,JOHNNY ISAKSON,"ISAKSON, Johnny",RECA,NA,NA,NA
Brian,HIGGINS,NA,44,DOJ_CIV,2020-08-27,BRIAN HIGGINS,"HIGGINS, Brian",RECA,NA,NA,NA
Patrick,McHENRY,NA,45,DOJ_CIV,2020-08-27,PATRICK MCHENRY,"McHENRY, Patrick T.",RECA,NA,NA,NA
Mark,WARNER,NA,1004,DOJ_CIV,2020-08-27,MARK WARNER,"WARNER, Mark",MORTGAGE CONCERNS,NA,NA,NA
NA,NA,NA,1137,DOJ_CIV,2020-08-27,RICHARD NUGENT,,REQUESTING PERMISSION TO SEU FEDERAL GOV/FTCA,1,NA,NA
NA,NA,NA,1175,DOJ_CIV,2020-08-27,TOOMEY PATRICK,,"CONSTITUENT ASKING FOR STATUS OF HIS 9/11
 VCF CLAIM",1,NA,NA
NA,NA,NA,1118,DOJ_CIV,2020-08-28,JEFF FLAKE,,RECA,NA,NA,NA
Joseph,KENNEDY,NA,1035,DOJ_CIV,2020-08-29,JOSEPH KENNEDY,"KENNEDY, Joseph P. III",EXPRESSING STRONG SUPPORT FOR CLEAR ROBUST PARITY RULES THAT ENSURES PATIENTS HAVE EQUITABLE ACCESS TO BOTH PHYSICAL AND MENTAL HEALTH CARE. ADD TIONALLY ENCOURAGING THE MENTAL HEALTH AND SUBSTANCE USE DISORDER PARITY TASK FORCE TO CONSIDER KEY LEGISLATIVE INITIATIVES ALREADY NTRODUCED IN CONGRESS AS IT IDENTIFIES AND PROMOTES BEST PRACTICES IN THE COMING MONTHS.,NA,NA,NA
Tom,RICE,NA,1128,DOJ_CIV,2020-08-29,TOM RICE,"RICE, Tom",RECA,NA,NA,NA
Dianne,FEINSTEIN,NA,1157,DOJ_CIV,2020-08-29,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",CONSTITUENT PROBLEMS W/ LOCAL POLICE AND CITY ATTORNEY. REQUESTING LEGAL ASSISTANCE CRIMINAL INVEST,1,NA,NA
NA,NA,NA,463,DOJ_CIV,2020-08-30,JO BONNER,,ADMINISTRATION OF GCCF,NA,NA,NA
Zoe,LOFGREN,NA,568,DOJ_CIV,2020-08-30,ZOE LOFGREN,"LOFGREN, Zoe",OPERATION N OUR SITES,NA,NA,NA
NA,NA,NA,1037,DOJ_CIV,2020-08-30,JOHN FLEMING,,"LTR ON BEHALF OF(b) (6) BOSSIER CITY LA REQUESTING ASSISTANCE FROM THE
 ATTORNEY GENERAL S CONSUMER PROTECTION SECTION IN RESOLVING A DISPUTE WITH LIL LODGE'S COMPANY.",1,NA,NA
NA,NA,NA,1088,DOJ_CIV,2020-08-30,T M HOLDEN,,COMPLAINT AGAINST DOJ,NA,NA,NA
Bill,FLORES,NA,315,DOJ_CIV,2020-08-31,BILL FLORES,"FLORES, Bill",FTCA SETTLEMENT,NA,NA,NA
NA,NA,NA,459,DOJ_CIV,2020-08-31,CHARLES W. DENT,,DOJ FORECLOSURE,NA,NA,NA
Matt,CARTWRIGHT,NA,67,DOJ_CIV,2020-09-01,MATT CARTWRIGHT,"CARTWRIGHT, Matt",VCF,NA,NA,NA
Kurt,SCHRADER,NA,465,DOJ_CIV,2020-09-01,KURT SCHRADER,"SCHRADER, Kurt",ASSISTANCE GETTING NAME OFF WEBSITE,NA,NA,NA
Sherrod,BROWN,NA,570,DOJ_CIV,2020-09-01,SHERROD BROWN,"BROWN, Sherrod",INVESTIGATION OF EDMC,NA,NA,NA
NA,NA,NA,914,DOJ_CIV,2020-09-01,BOB CORKER,,CONSTITUENT REQUESTING DOJ APPROVE DOD WAIVER RE HIS ADMIN CLA M,1,NA,NA
Ron,JOHNSON,NA,917,DOJ_CIV,2020-09-01,RONALD JOHNSON,"JOHNSON, Ron",REQUESTING ASST REGARDING REAL ESTATE INVESTMENT HE PURCHASED THAT APPEARS NOT TO EXIST,1,NA,NA
Thomas,CARPER,NA,1036,DOJ_CIV,2020-09-01,THOMAS R. CARPER,"CARPER, Thomas Richard",EXPRESSING CONCERNS REGARDING THE PROPOSED VOLKSWAGEN PARTIAL CONSENT DECREE FOR 2.0 LITER SUBJECT VEHICLES CASE NO. MDL 2672 CRB. AS THE SENATE SPONSOR AND COSPONSOR OF THE DIESEL EMISSIONS REDUCTION ACT (DERA) REAUTHORIZATION LEGISLATION ADVISING THE DECREE TAKES A POSITIVE STEP TOWARD ASSISTING AFFECTED CONSUMERS AND ADDRESSING THE POLLUT ON ATTRIBUTABLE TO THOSE VOLKSWAGEN VEHICLES EQUIPPED WITH DEFECT DEVICES.,1,NA,NA
Patrick,TOOMEY,NA,68,DOJ_CIV,2020-09-02,PATRICK TOOMEY,"TOOMEY, Patrick Joseph",9/11 VCF,NA,NA,NA
NA,NA,NA,81,DOJ_CIV,2020-09-02,RICK BOUCHER,,POSSIBLE MEDICARE FRAUD  UNITED HEALTHCA,"NA","NA",NA
John,SARBANES,NA,156,DOJ_CIV,2020-09-02,JOHN P. SARBANES,"SARBANES, John",HELP FROM VACCINE INJURY COMP PROGRAM,"NA","NA",NA
NA,NA,NA,235,DOJ_CIV,2020-09-02,RUSH HOLT,,ROXEY BALLET CO. ALLEGING UPAID FEES,"NA","NA",NA
NA,NA,NA,720,DOJ_CIV,2020-09-02,BILL NELSON,,APPROVAL OF FTCA SETTLEMENT(b) (6),1,NA,NA
Dianne,FEINSTEIN,NA,931,DOJ_CIV,2020-09-02,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",LTR ON BEHALF OF(b) (6) REQUESTING A COPY OF DOJ'S SETTLEMENT AGREEMENT WITH BANK OF AMERICA. SEE WF 2985370,1,NA,NA
Brian,HIGGINS,NA,1148,DOJ_CIV,2020-09-02,BRIAN HIGGINS,"HIGGINS, Brian",CONSTITUENTS 2ND LTR ASKING FOR STATUS UPDATE ON 9/11 VCF CLAIM,1,NA,NA
Cory,GARDNER,NA,46,DOJ_CIV,2020-09-03,CORY GARDNER,"GARDNER, Cory",ENFORCEMENT OF CONTROLLED SUBSTANCES ACT,NA,NA,NA
William,KEATING,NA,49,DOJ_CIV,2020-09-03,WILLIAM KEATING,"KEATING, William R.",SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
Vernon,BUCHANAN,NA,289,DOJ_CIV,2020-09-04,VERN BUCHANAN,"BUCHANAN, Vernon G.",DOJ PROSECUTION OF E-GOLD COMPANY,5,NA,NA
NA,NA,NA,717,DOJ_CIV,2020-09-05,SAXBY CHAMBLISS,,RECA,NA,NA,NA
NA,NA,NA,744,DOJ_CIV,2020-09-05,CANDICE MILLER,,NATIONAL MORTGAGE SETTLEMENT,NA,NA,NA
NA,NA,NA,236,DOJ_CIV,2020-09-06,RODNEY P. FRELINGHUYSEN,,ASSETS SEIZED FROM(b) (6),1,"NA",NA
Steven,PALAZZO,NA,609,DOJ_CIV,2020-09-06,STEVEN PALAZZO,"PALAZZO, Steven",ERISA SELF-INSURERS,NA,NA,NA
Dianne,FEINSTEIN,NA,1170,DOJ_CIV,2020-09-06,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",RECA,NA,NA,NA
NA,NA,NA,78,DOJ_CIV,2020-09-07,LAMAR SMITH,,CONGRAT/DOJ/APPEAL/ACORN VS US,"NA","NA",NA
NA,NA,NA,79,DOJ_CIV,2020-09-07,ROBERT/FRANK MENENDEZ LAUTENBERG,,SUPPORT/INVEST/REL LOCKERBIE BOMBER,"NA","NA",NA
NA,NA,NA,277,DOJ_CIV,2020-09-07,KIRSTEN/CHARLES GILLIBRAND/SCHUMER,,SUPPORT/INVEST/REL LOCKERBIE BOMBER,"NA","NA",NA
Mark,WARNER,NA,1038,DOJ_CIV,2020-09-07,MARK R. WARNER,"WARNER, Mark","LTR ON BEHALF OF(b) (6) FAIRFAX VA REQUESTING ASSISTANCE REGARDING H S FOIA
 REQUEST.",1,NA,NA
NA,NA,NA,916,DOJ_CIV,2020-09-08,LORETTA SANCHEZ,,RECA,NA,NA,NA
John,THUNE,NA,1039,DOJ_CIV,2020-09-08,JOHN THUNE,"THUNE, John","LTR FROM CHMN THUNE COMMERCE SCIENCE AND TRANSPORTAT ON COMTE CHMN UPTON ENERGY AND COMMERCE COMTE AND CHMNS GRASSLEY & GOODLATTE SENATE AND HOUSE JUDICIARY COMTE ADVISING THAT ON 8/16/2016 THE NATIONAL TELECOMMUNICATIONS AND INFORMATION ADM NISTRATION (NTIA) NOTIFIED THE INTERNET CORPORATION FOR ASSIGNED NAMES AND NUMBERS (ICANN) THAT BARRING ANY IMPEDIMENT NTIA INTENDS TO ALLOW INTERNET ASSIGNED NUMBERS AUTHORITY (IANA) FUNCTIONS CONTRACT EXPIRES ON 10/1/2016.
 EXPRESSING CONCERNS REGARDING THE ABILITY TO ENSURE THAT ICANN WOULD FOLLOW ITS OWN BYLAWS IF THE ADMINISTRATIONS WERE TO RELINQUISH THE IANA FUNCTIONS CONTRACT. QUESTIONS HAVE ALSO BEEN RA SED ABOUT ICANN'S ANTITRUST STATUS AND THE GAO REQUESTED AUDIT REPORT ON WHETHER TERMINATIONS OF THE IANA FUNCTIONS CONTRACT CONSTITUTES THE RELINQUISHMENT OF THE U S. GOVERNMENT PROPERTY WAS NEVER PROVIDED.",1,NA,NA
NA,NA,NA,80,DOJ_CIV,2020-09-09,JON KYL,,CRT BACKGROUND CHECK/ MMIGRANTS,"NA","NA",NA
NA,NA,NA,932,DOJ_CIV,2020-09-09,BILL NELSON,,LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE WITH FILING CHARGES AGAINST AUTO NATION,1,NA,NA
Ted,LIEU,NA,998,DOJ_CIV,2020-09-09,TED LIEU,"LIEU, Ted",LETTER ON BEHALF OF CONSTITUENT REQUEST ASSISTANCE INVOLVING MORTGATE THREATS OF FORECLOSURE AND SALE OF HIS PROPERTY INVOLVING ONWEST/OCWEN BANK,1,NA,NA
Angus,KING,NA,1158,DOJ_CIV,2020-09-09,ANGUS KING,"KING, Angus Stanley, Jr.",CONST WRITE-IN RE CHOKE POINT EFFECT ON GUN MANUFACTUERS,NA,NA,NA
Ronald,WYDEN,NA,1160,DOJ_CIV,2020-09-09,RON WYDEN,"WYDEN, Ronald Lee",RECA,NA,NA,NA
NA,NA,NA,47,DOJ_CIV,2020-09-10,MARK BEGICH,,(b) (6) V. USA,1,NA,NA
NA,NA,NA,48,DOJ_CIV,2020-09-10,CHARLES W. DENT,,RECA,NA,NA,NA
Thomas,CARPER,NA,992,DOJ_CIV,2020-09-11,THOMAS CARPER,"CARPER, Thomas Richard",RECA,NA,NA,NA
NA,NA,NA,336,DOJ_CIV,2020-09-12,TOM MARTIN UDALL HEINRICH,,"WOMEN HISPANIC FARMERS (b) (6) 
 CASES)",1,NA,NA
Kevin,McCARTHY,NA,572,DOJ_CIV,2020-09-12,KEVIN MCCARTHY,"MCCARTHY, Kevin",RECA,NA,NA,NA
Michael,THOMPSON,NA,1159,DOJ_CIV,2020-09-12,MIKE THOMPSON,"THOMPSON, Michael",RECA,NA,NA,NA
Bennie,THOMPSON,NA,464,DOJ_CIV,2020-09-13,BENNIE G. THOMPSON,"THOMPSON, Bennie",ALCETC LLC V. US,NA,NA,NA
NA,NA,NA,718,DOJ_CIV,2020-09-16,CHARLES W. DENT,,PENDING CLAIM UNDER FEDERAL TORT CLAIMS ACT (FTCA),1,NA,NA
Greg,WALDEN,NA,1164,DOJ_CIV,2020-09-16,GREG WALDEN,"WALDEN, Greg",RECA,NA,NA,NA
NA,NA,NA,870,DOJ_CIV,2020-09-17,STEVE ISRAEL,,LTR ON BEHALF OF NY CONSTITUENT EXPRESSING HER SSUE REGARDING BANKS WRONGFUL REPOSSES ON OF CARS,NA,NA,NA
Kirsten,GILLIBRAND,NA,918,DOJ_CIV,2020-09-17,KRISTEN GILLIBRAND,"GILLIBRAND, Kirsten",VCF,NA,NA,NA
Dianne,FEINSTEIN,NA,1161,DOJ_CIV,2020-09-17,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",REQ ADDITIONAL TIME BEFORE DECLASSIFYING DOCS IN FOIA RE CIA DETENTION/INTER,5,NA,NA
NA,NA,NA,624,DOJ_CIV,2020-09-18,TOM COBURN,,SEPTEMBER 11TH VCF,NA,NA,NA
NA,NA,NA,1112,DOJ_CIV,2020-09-18,LYNN A. WESTMORELAND,,MED CAL TRUST FUND TORT CLAIM,1,NA,NA
NA,NA,NA,625,DOJ_CIV,2020-09-19,CAROLYN MCCARTHY,,SEPTEMBER 11TH VCF,NA,NA,NA
Mark,WARNER,NA,873,DOJ_CIV,2020-09-19,MARK WARNER,"WARNER, Mark",LTR ON BEHALF OF VA CONSTITUENT EXPRESSING CONCERNS ON BOA SETTLEMENT,NA,NA,NA
NA,NA,NA,719,DOJ_CIV,2020-09-20,RON/JEFF/ELIZABETH/EDWARD/MARK/BERNIE/RO BERT/TIM/CHRISTOPHER/BILL MARK/RICHARD WYDEN MERKLEY/WARREN/MARKEY/WARNER/SA NDERS/MENENDEZ KAINE/MURPHY/NELSON/BEGI CH/BLUMENTHAL,,D.C.'S TAX LIEN SALES PROGRAM,NA,NA,NA
NA,NA,NA,919,DOJ_CIV,2020-09-21,KATHLEEN CHARLES GREGORY FRANK JEROLD JOSE BILL NITA ALBIO DONALD RICE RANGEL MEEKS PALLONE NADLER SERRANO PASCRELL LOWEY SIRES PAYNE,,REQUESTING AN INVESTIGATION INTO THE ENGINEER NG FIRMS HIRED BY INSURANCE COMPANIES THAT ADMINISTER FLOOD INSURANCE PLANS FOR FEMA REGARDING THE INTERNATIONALLY DENIED AND UNDERPAID CLAIMS IN NEW YORK AND NEW JERSEY FOR DAMAGES CAUSED BY SUPERSTORM SANDY,1,NA,NA
Elise,STEFANIK,NA,926,DOJ_CIV,2020-09-21,ELISE STEFANIK,"STEFANIK, Elise M",VCF,NA,NA,NA
NA,NA,NA,920,DOJ_CIV,2020-09-22,JOHN BOEHNER,,EXPRESSING CONCERNS WITH HIS BUS NESS BEING TARGETED BY OPERATION CHOKE POINT.,NA,NA,NA
Cory,BOOKER,NA,1165,DOJ_CIV,2020-09-22,CORY BOOKER,"BOOKER, Cory Anthony",RECA,NA,NA,NA
Roy,BLUNT,NA,335,DOJ_CIV,2020-09-23,ROY BLUNT,"BLUNT, Roy",RECA,NA,NA,NA
Vernon,BUCHANAN,NA,358,DOJ_CIV,2020-09-23,VERN BUCHANAN,"BUCHANAN, Vernon G.",REQUESTING THE STATUS OF BP DEEPWATER HORIZON CLAIM THAT WAS FILED ON 7/2013,1,NA,NA
Sherrod,BROWN,NA,466,DOJ_CIV,2020-09-23,SHERROD BROWN,"BROWN, Sherrod",DISABILITY DISCRIM. BY INSURANCE COMPANY,NA,NA,NA
Charles,ROBERTS,NA,721,DOJ_CIV,2020-09-23,PAT ROBERTS,"ROBERTS, Charles Patrick (Pat)",RECA,NA,NA,NA
Marsha,BLACKBURN,NA,722,DOJ_CIV,2020-09-23,MARSHA BLACKBURN,"BLACKBURN, Marsha",RECA,NA,NA,NA
Johnny,ISAKSON,NA,908,DOJ_CIV,2020-09-23,JOHNNY ISAKSON,"ISAKSON, Johnny",CONSTITUENT IS UPSET WITH FDA ACTIONS REGARDING HER COMPANY BIOANUE,NA,NA,NA
C.,RUPPERSBERGER,NA,921,DOJ_CIV,2020-09-25,C.A. DUTCH RUPPERSBERGER,"RUPPERSBERGER, C. A. (Dutch)",LETTER ON BEHALF OF(b) (6) REGARDING HIS CONCERS WITH INVALIDITY DUE TO IMPROPER SECURITIZATION OF HIS MORTGAGE. REQUESTING INFORMATION AS WHETHER ANY OFFICE IN DOJ WAS TASKED WITH REGULATING CONFIRMING OR INVESTIGATING THE RBMS SECURITIZATION PROCESS,1,NA,NA
Amy,KLOBUCHAR,NA,923,DOJ_CIV,2020-09-25,AMY KLOBUCHAR,"KLOBUCHAR, Amy",EXPRESSING CONCERNS ABOUT VOLKSWAGEN S EVASION OF U.S. EMISSION STANDARDS,NA,NA,NA
NA,NA,NA,576,DOJ_CIV,2020-09-26,DARRELL ISSA,,RECA,NA,NA,NA
Diana,DeGETTE,NA,610,DOJ_CIV,2020-09-26,DIANA DEGETTE,"DeGETTE, Diana",WORKMAN S COMP SSUE,NA,NA,NA
Mark,WARNER,NA,872,DOJ_CIV,2020-09-26,MARK WARNER,"WARNER, Mark",LTR FROM VA CONSTITUENT EXPRESSING CONCERNS WITH BOA SETTLEMENT,NA,NA,NA
NA,NA,NA,1163,DOJ_CIV,2020-09-26,HENRY WAXMAN,,CONSTITUENT QUESTION RE ASSET PORTION OF TOYOTA SETTLEMENT,NA,NA,NA
NA,NA,NA,1168,DOJ_CIV,2020-09-26,LOU BARLETTA,,REQ INVESTIGATION OF THE SALE OF HIS INSURANCE POLICY,5,NA,NA
NA,NA,NA,21,DOJ_CIV,2020-09-27,JAY INSLEE,,SETTLEMENT TALKS WITH MORTGAGE SERVICERS,NA,NA,NA
Thomas,CARPER,NA,36,DOJ_CIV,2020-09-27,THOMAS CARPER,"CARPER, Thomas Richard",COMPENSATION FOR CAR ACCIDENT,NA,NA,NA
NA,NA,NA,304,DOJ_CIV,2020-09-27,RUBEN HINOJOSA,,VARIOUS COMPLAINTS AGAINST GOV'T,NA,NA,NA
NA,NA,NA,467,DOJ_CIV,2020-09-27,MARY BONO MACK,,DEBT REFERRED TO US ATTORNEYS OFF CE,NA,NA,NA
NA,NA,NA,468,DOJ_CIV,2020-09-27,DAN BOREN,,CONTRACTOR BENEFITS,NA,NA,NA
John,REED,NA,472,DOJ_CIV,2020-09-27,JACK REED,"REED, John F. (Jack)",ROLE OF OFFICE OF THRIFT SUPERVISION,NA,NA,NA
Jerrold,NADLER,NA,486,DOJ_CIV,2020-09-27,JERROLD NADLER/68 OTHERS,"NADLER, Jerrold Lewis",DHS MMIGRATION PROCEDURE,NA,NA,NA
NA,NA,NA,613,DOJ_CIV,2020-09-27,CHIP CRAVAACK,,COLLUSION,NA,NA,NA
Mark,WARNER,NA,64,DOJ_CIV,2020-09-28,MARK WARNER,"WARNER, Mark",VCF,NA,NA,NA
Thomas,CARPER,NA,922,DOJ_CIV,2020-09-28,THOMAS CARPER,"CARPER, Thomas Richard",RECA,NA,NA,NA
NA,NA,NA,476,DOJ_CIV,2020-09-29,ORRIN/JON HATCH/KYL,,FTC IP POLICY,NA,NA,NA
Mark,DESAULNIER,NA,924,DOJ_CIV,2020-09-29,MARK DESAULNIER,"DESAULNIER, Mark James",EXPRESSING CONCERNS REGARDING VOLKSWAGEN REPORT TO USE DEFEAT DEVICES,NA,NA,NA
Thomas,MARINO,NA,925,DOJ_CIV,2020-09-29,TOM MARINO,"MARINO, Thomas A.",VCF,NA,NA,NA
NA,NA,NA,1299,DOC_OS,2020-09-30,Edolphus Towns,,Letter requesting update from Dept. of Commerce on implementing reforms in the areas cited by OIG,NA,NA,NA
NA,NA,NA,470,DOJ_CIV,2020-09-30,BILL NELSON,,(b) (6) V. USA (INDIAN LAND),1,NA,NA
NA,NA,NA,871,DOJ_CIV,2020-09-30,DANIEL COATS,,LTR ON BEHALF OF IN CONST TUENT ON DOJ ALLEGEDLY D STRIBUTING FUND NG FROM BOA STLMT TO LIBERALS,NA,NA,NA
NA,NA,NA,22,DOJ_CIV,2020-10-01,HOWARD L. BERMAN,,CONSTITUENT DISPUTES SPEEDING TICKET,NA,NA,NA
Sherrod,BROWN,NA,69,DOJ_CIV,2020-10-01,SHERROD BROWN,"BROWN, Sherrod",RECA,NA,NA,NA
Carolyn,MALONEY,NA,723,DOJ_CIV,2020-10-01,CAROLYN B. MALONEY,"MALONEY, Carolyn Bosher",9/11 VICTIMS COMPENSATION FUND (VCF) CLAIM,1,NA,NA
Brian,HIGGINS,NA,727,DOJ_CIV,2020-10-01,BRIAN HIGGINS,"HIGGINS, Brian",9/11 VICTIMS COMPENSATION ACT (VCF) CLAIM,1,NA,NA
Sheldon,WHITEHOUSE,NA,928,DOJ_CIV,2020-10-01,SHELDON WHITEHOUSE,"WHITEHOUSE, Sheldon",THANKING THE AG FOR MEETING WITH THE MC IN JULY REGARDING AN ARTICLE ENTITLED INSIDE CLIMATE NEWS ADDITIONAL INFORMATION CONCERNING THE ROLE OF FOSS L FUEL COMPANIES IN ONGOING EFFORTS TO SHED DOUBT ON THE ESTABLISHED SCIENCE OF CLIMATE CHANGE. SEE WF 303 66 .,1,NA,NA
Charles,SCHUMER,NA,935,DOJ_CIV,2020-10-01,CHARLES SCHUMER,"SCHUMER, Charles Ellis (Chuck)",EXPRESSING CONCERNS REGARDING THE RECENT REPORTS THAT THE VOLKSWAGEN GROUP MAY HAVE INTENTIONALLY DEVELOPED AND IMPLEMENTED SOFTWARE DESIGNED TO TRICK EMISSIONS TESTERS.,NA,NA,NA
NA,NA,NA,1116,DOJ_CIV,2020-10-01,JOHN MCCAIN,,RECA,NA,NA,NA
NA,NA,NA,321,DOJ_CIV,2020-10-02,RALPH M. HALL,,INSURANCE ISSUE,NA,NA,NA
John,CORNYN,NA,608,DOJ_CIV,2020-10-02,JOHN CORNYN,"CORNYN, John",RECA,NA,NA,NA
Charles,GRASSLEY,NA,725,DOJ_CIV,2020-10-02,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",FALSE CLAIMS ACT/AFORDABLE CARE ACT,1,NA,NA
NA,NA,NA,730,DOJ_CIV,2020-10-02,JOE HECK,,ONLINE SHORT-TERM LENDERS (SEE ALSO WF 2708367),1,NA,NA
NA,NA,NA,743,DOJ_CIV,2020-10-02,PETE KYRSTEN RON WILLIAM GALLEGO SINEMA BARBER ENYART,,REVIEW OF CONTRACTS CONTRACTORS USED TO BUILD HEALTHCARE.GOV,NA,NA,NA
NA,NA,NA,1169,DOJ_CIV,2020-10-02,L NDSEY GRAHAM,,RECA,NA,NA,NA
John,SHIMKUS,NA,473,DOJ_CIV,2020-10-03,JOHN M. SHIMKUS,"SHIMKUS, John M.",WHISTLEBLOWER PROTECTION ACT,NA,NA,NA
NA,NA,NA,724,DOJ_CIV,2020-10-03,DARRELL ISSA,,RECA,NA,NA,NA
Paul,GOSAR,NA,1171,DOJ_CIV,2020-10-03,PAUL GOSAR,"GOSAR, Paul",RECA,NA,NA,NA
NA,NA,NA,810,DOJ_CIV,2020-10-04,CHRIS GIBSON,,SEPTEMBER 11TH VICTIMS COMPENSATION FUND (VCF),NA,NA,NA
NA,NA,NA,302,DOJ_CIV,2020-10-05,HENRY WAXMAN,,WANTS CRM INVESTIGATION OF MATTEL,NA,NA,NA
Sherrod,BROWN,NA,469,DOJ_CIV,2020-10-05,SHERROD BROWN,"BROWN, Sherrod",FORECLOSURE SCRA,NA,NA,NA
NA,NA,NA,474,DOJ_CIV,2020-10-05,MARY LANDRIEU,,LIQUIDATION OF LEGION INDEMNITY COMPANY,NA,NA,NA
NA,NA,NA,577,DOJ_CIV,2020-10-05,JOHN D. DINGELL,,RECA,NA,NA,NA
Frederica,WILSON,NA,929,DOJ_CIV,2020-10-05,FREDERICA WILSON,"WILSON, Frederica",REQUESTING DOJ S CONTINUED ATTENTION AND FOCUS ON THE PATTERN AND PRACTICE OF THE MIAMI POLICE DEPARTMENT CONCERNING THE SHOOTING OF BLACK MEN BY POLICE OFFICERS IN 7/2010 AND 2/2011.,1,NA,NA
Charles,GRASSLEY,NA,930,DOJ_CIV,2020-10-05,CHARLES GRASSLEY,"GRASSLEY, Charles Ernest",LTR ON BEHALF OF(b) (6) REGARDING HIS CIVIL CASE INVOLVING THE REVOKING OF HIS CITIZENSHIP. SEE WF 3003583.,1,NA,NA
NA,NA,NA,957,DOJ_CIV,2020-10-05,CHRIS GIBSON,,LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE REGARDING THE ZADROGA BILL INVOLVING THE VICTIM COMPENSATION FUND.,1,NA,NA
Bill,POSEY,NA,359,DOJ_CIV,2020-10-06,BILL POSEY,"POSEY, Bill",REQUESTING ASSISTANCE OF A COMPLAINT HE SENT TO DOJ REGARDING HIS STUDENT LOANS. SEE WF 30 566,1,NA,NA
NA,NA,NA,477,DOJ_CIV,2020-10-06,MIKE POMPEO,,HOLDS GOV T RESPONSIBLE FOR ACTIONS. .,NA,NA,NA
Dianne,FEINSTEIN,NA,878,DOJ_CIV,2020-10-08,DIANNE FEINSTEIN,"FEINSTEIN, Dianne",REFERRED FROM WHITE HOUSE URGING OBAMA TO GRANT SAME SEX VA SS BENEFITS,NA,NA,NA
Emanuel,CLEAVER,NA,927,DOJ_CIV,2020-10-08,EMANUEL CLEAVER,"CLEAVER, Emanuel, II",LETTER OF APPRECIATION TO AG STAFFERS (b) (6 (b) (6) AND(b) (6) FOR BEING HELPFUL WHILE THE PRESS WAS BEING NEGATIVE ON KANSAS CITY IMMIGRATION,1,NA,NA
Rosa,DeLAURO,NA,360,DOJ_CIV,2020-10-09,ROSA DELAURO,"DeLAURO, Rosa L.",LTR ON BEHALF OF(b) (6) REQUESTING ASSISTANCE REGARDING HER TORT CLAIM INVOLVING HER PERSONAL POSSESS ONS BEING MOVED FROM HER GOVT STORAGE TO HER HUSBAND S GOVT STORAGE WITHOUT HER KNOWLEDGE OR CONSENT.,1,NA,NA
NA,NA,NA,471,DOJ_CIV,2020-10-11,DARRELL/CHARLES ISSA/GRASSLEY,,FAST AND FURIOUS,NA,NA,NA
Jon,TESTER,NA,480,DOJ_CIV,2020-10-11,JON TESTER,"TESTER, Jon",BANKS OVERCHARGING VETERANS,NA,NA,NA
Richard,BLUMENTHAL,NA,1115,DOJ_CIV,2020-10-11,RICHARD BLUMENTHAL,"BLUMENTHAL, Richard",WRONGDOING BY NECC,NA,NA,NA
NA,NA,NA,475,DOJ_CIV,2020-10-12,FRANK R. WOLF,,PAYMENT IN QUI TAM CASE US V. TALEO,NA,NA,NA
Richard,BLUMENTHAL,NA,951,DOJ_CIV,2020-10-12,RICHARD BLUMENTHAL,"BLUMENTHAL, Richard",LTR EXPRESSING CONCERNS REGARDING THE DECEPTIVE AND POSSIBLY FRAUDULENT PRACTICES IN THE DAILY FANTASY SPORTS (DFS) ONLINE BETTING MARKET SUCH AS FANDUEL AND DRAFTKINGS.,NA,NA,NA
NA,NA,NA,1173,DOJ_CIV,2020-10-15,KAY HAGAN,,CONSTITUENT WANTS TO KNOW IF ELEGIBLE FOR BOA SETTLEMENT FUNDS,NA,NA,NA
NA,NA,NA,1300,DOC_OS,2020-10-16,REPRESENTATIVE LUIS V. GUTIERREZ (IL),,SU PPORT LETTER - THE LITTLE VILLAGE ENVIRO NM ENTAL J USTICE ORGANIZATION (LVEJO) - GRANT APPLICATION TO WORK ON THE CRAWFORD GENERATING STATION,NA,NA,NA
Peter,VISCLOSKY,NA,726,DOJ_CIV,2020-10-16,PETER J. VISCLOSKY,"VISCLOSKY, Peter",LIBOR/CRIMINAL BANKING ACTIVITY,NA,NA,NA
Lindsey,GRAHAM,NA,729,DOJ_CIV,2020-10-17,LINDSEY GRAHAM,"GRAHAM, Lindsey O.",STARK LAW/FALSE CLAIMS ACT CASE AGA NST TUOMEY HEALTHCARE SYSTEM,1,NA,NA
Alice,TITUS,NA,1172,DOJ_CIV,2020-10-17,DINA TITUS,"TITUS, Alice (Dina)",ASKING DOJ TO EXTEND FEDERAL BENEFITS TO ALL LEGALLY MARRIED SAME-SEX COUPLES,NA,NA,NA
NA,NA,NA,1182,DOJ_CIV,2020-10-17,RICHARD NUGENT,,REQUESTING THE STATUS REGARDING HIS ADMIN TORT CLAIM,1,NA,NA
