LetterID,ID,DATE,year,congress,FROM,pattern,bioname,agency,SUBJECT,TYPE,ALT_TYPE,CERTAINTY,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,ERROR,first_name,first_initial,common_name,middle_name,middle_initial,last_name,id,icpsr,party_code,cqlabel,state,state_abbrev,chamber,bioImgURL,seo_name,district_code,party_name,nominate.dim2,nominate.dim1,nominate.geo_mean_probability,party_size,maiden_name,first_last,first_maiden,common_last,first_middle_last,first_initial_last,common_middle_last,common_initial_last,last_comma_first,first_maiden_last,common_maiden_last,firstinitial_middleinitial_last,last_comma_initial,last_comma_commoninitial,last_comma_common,last_comma_first_maiden,chamber_last,n
NA,23974,2015-06-12,2015,114,2 Others,NA,,DOL_SOL,Support Grant Application For Funding Through ETA's YouthBuild Program,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24007,2015-06-16,2015,114,4 Others,NA,,DOL_SOL,DOL Notice of Proposed Rulemaking Implementing Changes to Job Corps Under WIOA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24010,2015-06-16,2015,114,31 Others,NA,,DOL_SOL,Implementing the Workforce Innovation & Oppotunity Act (WIOA),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24032,2015-06-18,2015,114,2 Others,NA,,DOL_SOL,OFCCP to Enforce Executive Order 11246,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24075,2015-06-22,2015,114,2 Others,NA,,DOL_SOL,OFCCP to Enforce Executive Order 11246,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24093,2015-06-23,2015,114,7 Others,NA,,DOL_SOL,Request Certification Of All Pending Transit Grants To The State's Mass Transit,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24135,2015-06-29,2015,114,1 Other,NA,,DOL_SOL,Support Grant Application for Funding Through DOL's NEG Program,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24176,2015-07-07,2015,114,7 Others,NA,,DOL_SOL,Proposed Retirement (Fiduciary) Regulation for New Requirement & Exemptions,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24245,2015-07-17,2015,114,5 Others,NA,,DOL_SOL,Request Proposed Implementing Guidance & EO 13673 Rule Be Withdrawn Or Extended,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24263,2015-07-21,2015,114,142 Others,NA,,DOL_SOL,"Support Increasing The Overtime Salary Threshold To $50,440 Per Year",NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24302,2015-07-27,2015,114,6 Others,NA,,DOL_SOL,Extend Comment Period on Overtime NPRM (Proposed Rule) for 90 Days,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24312,2015-07-27,2015,114,11 Others,NA,,DOL_SOL,"Concerns About Impact of Fiduciary Rule on Small Businesses, Investors, & Advice",NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24337,2015-07-28,2015,114,30 Others,NA,,DOL_SOL,Oppose DOL H-2A Sheepherder Proposed Rule-Making Program,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24357,2015-07-30,2015,114,42 Others,NA,,DOL_SOL,Proposed Fiduciary Rule for Retirement Investment Advice is Unworkable,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24361,2015-07-30,2015,114,18 Others,NA,,DOL_SOL,Proposed Fiduciary Rule for Retirement Investment Advice is Unworkable,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24366,2015-07-30,2015,114,6 Others,NA,,DOL_SOL,Support American Apprenticeship Initiative Grant Application For Funding,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24415,2015-08-05,2015,114,3 Others,NA,,DOL_SOL,"Concerns About Impact of Fiduciary Rule on Small Businesses, Investors, & Advice",NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24447,2015-08-10,2015,114,5 Others,NA,,DOL_SOL,Ensure High Standards for Investment Advisors to 401(k) & IRAs (Fiduciary Rule),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24497,2015-08-17,2015,114,18 Others,NA,,DOL_SOL,Comments on Regulations Implementing Fair Pay & Safe Workplaces Executive Order,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24500,2015-08-17,2015,114,12 Others,NA,,DOL_SOL,Renew Use of Project Labor Agreements (PLAs) for Federal Construction,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24504,2015-08-17,2015,114,19 Others,NA,,DOL_SOL,Support For Flexibility in Workforce Innovation and Opportunity Act Regulations,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24584,2015-09-01,2015,114,5 Others,NA,,DOL_SOL,Comments on Proposed Regulations Defining the Term 'Fiduciary' RIN 1210- AB32,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24588,2015-09-02,2015,114,4 Others,NA,,DOL_SOL,Support American Apprenticeship Initiative Grant Application For Funding,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24653,2015-09-14,2015,114,5 Others,NA,,DOL_SOL,Support American Apprenticeship Initiative Grant Application for Funding,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24671,2015-09-17,2015,114,1 Other,NA,,DOL_SOL,Support Increasing Exeter Job Corps Center's 'On Board Strength' To Capacity,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24680,2015-09-21,2015,114,3 Others,NA,,DOL_SOL,Comments on the Overtime NPRM (Proposed Rule) - Burdens Small Businesses,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24724,2015-09-25,2015,114,67 Others,NA,,DOL_SOL,Proposed Changes to EPA's Agricultural Worker Protection Standard (WPS),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24736,2015-09-28,2015,114,78 Others,NA,,DOL_SOL,Abandon Fiduciary Rule (COI),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24754,2015-09-29,2015,114,92 Others,NA,,DOL_SOL,DOL Proposal to Redefine the Term Fiduciary for Purposes of ERISA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24761,2015-09-29,2015,114,2 Others,NA,,DOL_SOL,Concerns About Process Used To Develop Three Guidance Documents Issued by OSHA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24765,2015-09-29,2015,114,3 Others,NA,,DOL_SOL,DOL Guidance on State- Based Savings Arrangements Should Not Impede Oregon Law,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24800,2015-10-05,2015,114,3 Others,NA,,DOL_SOL,DOL Proposal to Redefine the Term Fiduciary for Purposes of ERISA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24804,2015-10-05,2015,114,2 Others,NA,,DOL_SOL,Comment on DOL's Proposed Conflict of Interest Rule and Related Proposals,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24819,2015-10-07,2015,114,1 Other,NA,,DOL_SOL,Proposed Fiduciary Rule for Retirement Investment Advice is Unworkable,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24874,2015-10-15,2015,114,22 Others,NA,,DOL_SOL,Implement & Enforce The Mental Health Parity & Addiction Equity Act (MHPAEA),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24897,2015-10-19,2015,114,102 Others,NA,,DOL_SOL,Proposed Fiduciary Rule Will Eliminate Choices Currently Available In My IRA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24932,2015-10-23,2015,114,36 Others,NA,,DOL_SOL,Rescind OSHA July 22 Memo Interpretation Of What Constitutes A 'retail facility',NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24971,2015-10-28,2015,114,22 Others,NA,,DOL_SOL,Concerns on H-2B Prevailing Wage Determination (PWD),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24995,2015-10-30,2015,114,10 Others,NA,,DOL_SOL,Request That You Withdraw & Re-Propose DOL's Proposed Conflicts of Interest Rule,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,24999,2015-10-30,2015,114,31 Others,NA,,DOL_SOL,Implement & Enforce The Mental Health Parity & Addiction Equity Act (MHPAEA),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25003,2015-10-30,2015,114,12 Others,NA,,DOL_SOL,National Emphasis Program to Address Hazards to Poultry & Meatpacking Workers,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25007,2015-11-02,2015,114,7 Other,NA,,DOL_SOL,Concerns About Detrimental Changes To State Workers' Compensation Laws,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25031,2015-11-04,2015,114,45 Others,NA,,DOL_SOL,DOL Proposal to Redefine the term Fiduciary for Purposes of ERISA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25119,2015-11-20,2015,114,7 Others,NA,,DOL_SOL,Issue Guidance on Autoportability & Negative Consent for Small 401(k) Accounts,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25223,2015-12-11,2015,114,2 Others,NA,,DOL_SOL,Support TAA and ATAA Petition for 880 employees at both facilities,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25253,2015-12-16,2015,114,16 Others,NA,,DOL_SOL,Support the North American Agreement on Labor Cooperation (NAALC),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25268,2015-12-18,2015,114,3 Others,NA,,DOL_SOL,Request an additional 30 days for the EEO Apprenticeship reg comment period,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25280,2015-12-23,2015,114,28 Others,NA,,DOL_SOL,College Affordability,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25298,2015-12-28,2015,114,2 Others,NA,,DOL_SOL,Proposal to Cut Benefits Under FECA as Part of DOL's FY 2017 Budget,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25301,2015-12-28,2015,114,7 Others,NA,,DOL_SOL,GAO Oversight of Agencies Legacy IT to Government's Poor Performance,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25348,2016-01-08,2016,114,3 Others,NA,,DOL_SOL,Extend comment period for proposed EEOICPA rule changes,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25393,2016-01-21,2016,114,74 Others,NA,,DOL_SOL,Implementation of DOL's Final Rule on the Equal Pay Report,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25418,2016-01-29,2016,114,4 Others,NA,,DOL_SOL,Juniper Networks Press Release,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25469,2016-02-04,2016,114,1 Other,NA,,DOL_SOL,Questions On The Labor Force Statistics From The Current Population Survey (CPS),NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25486,2016-02-09,2016,114,6 Others,NA,,DOL_SOL,Delays in Processing H- 2B Applications,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25494,2016-02-10,2016,114,106 Others,NA,,DOL_SOL,"Overtime NPRM Burdens Employers, Small Businesses, Workers & Duties Test",NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25521,2016-02-16,2016,114,3 Others,NA,,DOL_SOL,Proposed Changes to the Overtime Rule Will Harm Businesses and Workers,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25540,2016-02-17,2016,114,44 Others,NA,,DOL_SOL,Transparency Concerns of China and its Governance to Conduct Investigation,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25581,2016-02-29,2016,114,21 Others,NA,,DOL_SOL,Applaud DOL for Updating the Overtime Pay Threshold; Finalize the Rule Quickly,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25607,2016-03-07,2016,114,15 Others,NA,,DOL_SOL,Delays Currently Impacting Applicants to the H-2B Programs,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25622,2016-03-11,2016,114,4 Others,NA,,DOL_SOL,Promotion of Entrepreneurship in DOL Final Rules Implementing WIOA,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25645,2016-03-16,2016,114,35 Others,NA,,DOL_SOL,Extend West Coast Port Labor Contract to Expire 2019,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,25649,2016-03-17,2016,114,4 Others,NA,,DOL_SOL,Extend Comment Period for NPRM on Paid Sick Leave for Federal Contractors,NA,NA,NA,NA,NA,NA,"Multiple Unnamed Members, FOIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
