LetterID,ID,DATE,year,congress,FROM,pattern,bioname,agency,SUBJECT,TYPE,ALT_TYPE,CERTAINTY,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,ERROR,first_name,first_initial,common_name,middle_name,middle_initial,last_name,id,icpsr,party_code,cqlabel,state,state_abbrev,chamber,bioImgURL,seo_name,district_code,party_name,nominate.dim2,nominate.dim1,nominate.geo_mean_probability,party_size,maiden_name,first_last,first_maiden,common_last,first_middle_last,first_initial_last,common_middle_last,common_initial_last,last_comma_first,first_maiden_last,common_maiden_last,firstinitial_middleinitial_last,last_comma_initial,last_comma_commoninitial,last_comma_common,last_comma_first_maiden,chamber_last,n
NA,55233,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  Concerns regarding care received from the Alaska Regional Healthcare System,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55234,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Request for readmission to the Anchorage VA domiciliary,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55235,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Payment for non-VA Care,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55236,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Alleged Privacy Violation by a VHA Employee,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55240,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  seeking help in getting approval for surgery,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55244,2014-12-11,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Request to expedite appeal,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,55253,2014-12-12,2014,113,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up further on payment of outstanding bills to contractor,2,1,3,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11314066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7909409226845764,240,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,60860,2011-01-21,2011,112,"Rogers, M.","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Request for meeting with VAMC director about transportation issues at the facility,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11220301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8960280474438822,245,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,60861,2011-01-21,2011,112,"Rogers, M.","mike rogers|mike j rogers|michael rogers|michael j rogers|rogers, mike|^rogers, m$|rogers, michael|m j rogers","ROGERS, Mike",VA,Request for meeting with VAMC director about transportation issues at the facility,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,NA,J,ROGERS,MH11220120,20120,200,(MI-08),michigan,MI,House,020120.jpg,mike-rogers,8,Republican Party,0.098,0.4,0.887,245,404error,Mike ROGERS,404error,Michael ROGERS,404error,Mike J ROGERS,404error,Michael J ROGERS,"ROGERS, Mike",404error,404error,M J ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,61062,2011-02-09,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  non-VA emergency medical care billing issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,61144,2011-02-16,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,VHA employment issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,61442,2011-03-16,2011,112,"Miller, G.","gary miller|gary g miller|miller, gary|^miller, g$|^miller, na$|g g miller","MILLER, Gary G.",VA,Status of Appeal,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,Gary,G,NA,G,G,MILLER,MH11229905,29905,200,(CA-42),california,CA,House,029905.jpg,gary-g-miller,42,Republican Party,0.222,0.478,0.883,245,404error,Gary MILLER,404error,404error,Gary G MILLER,Gary G MILLER,404error,404error,"MILLER, Gary",404error,404error,G G MILLER,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,61443,2011-03-16,2011,112,"Miller, G.","george miller|miller, george|^miller, g$|^miller, na$","MILLER, George",VA,Status of Appeal,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,George,G,NA,NA,NA,MILLER,MH11214256,14256,100,(CA-07),california,CA,House,014256.jpg,george-miller,7,Democratic Party,-0.398,-0.552,0.864,200,404error,George MILLER,404error,404error,404error,404error,404error,404error,"MILLER, George",404error,404error,404error,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,61445,2011-03-16,2011,112,"Miller, G.","gary miller|gary g miller|miller, gary|^miller, g$|^miller, na$|g g miller","MILLER, Gary G.",VA,Contract Issue,2,1,2,NA,NA,NA,Multiple Miller's FOIA,NA,Gary,G,NA,G,G,MILLER,MH11229905,29905,200,(CA-42),california,CA,House,029905.jpg,gary-g-miller,42,Republican Party,0.222,0.478,0.883,245,404error,Gary MILLER,404error,404error,Gary G MILLER,Gary G MILLER,404error,404error,"MILLER, Gary",404error,404error,G G MILLER,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,61446,2011-03-16,2011,112,"Miller, G.","george miller|miller, george|^miller, g$|^miller, na$","MILLER, George",VA,Contract Issue,2,1,2,NA,NA,NA,Multiple Miller's FOIA,NA,George,G,NA,NA,NA,MILLER,MH11214256,14256,100,(CA-07),california,CA,House,014256.jpg,george-miller,7,Democratic Party,-0.398,-0.552,0.864,200,404error,George MILLER,404error,404error,404error,404error,404error,404error,"MILLER, George",404error,404error,404error,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,61726,2011-04-08,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Status of appeal,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,61795,2011-04-15,2011,112,"Rogers, M. (AL)",NA,,VA,Transferability of GI Bill benefits to dependents,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,61865,2011-04-22,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  VHA employment issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,61917,2011-04-28,2011,112,"Rogers, M. (MI)",NA,,VA,RONA request,NA,NA,NA,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,61945,2011-05-03,2011,112,"Miller, G.","gary miller|gary g miller|miller, gary|^miller, g$|^miller, na$|g g miller","MILLER, Gary G.",VA,Request for reimbursement for medical expenses incurred at a non-VA clinic,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,Gary,G,NA,G,G,MILLER,MH11229905,29905,200,(CA-42),california,CA,House,029905.jpg,gary-g-miller,42,Republican Party,0.222,0.478,0.883,245,404error,Gary MILLER,404error,404error,Gary G MILLER,Gary G MILLER,404error,404error,"MILLER, Gary",404error,404error,G G MILLER,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,61946,2011-05-03,2011,112,"Miller, G.","george miller|miller, george|^miller, g$|^miller, na$","MILLER, George",VA,Request for reimbursement for medical expenses incurred at a non-VA clinic,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,George,G,NA,NA,NA,MILLER,MH11214256,14256,100,(CA-07),california,CA,House,014256.jpg,george-miller,7,Democratic Party,-0.398,-0.552,0.864,200,404error,George MILLER,404error,404error,404error,404error,404error,404error,"MILLER, George",404error,404error,404error,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,62104,2011-05-19,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  VHA employment issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,62205,2011-06-02,2011,112,"Rogers, M. (AL)",NA,,VA,VHA employment issues,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,62272,2011-06-08,2011,112,"Miller, G.","gary miller|gary g miller|miller, gary|^miller, g$|^miller, na$|g g miller","MILLER, Gary G.",VA,Claim for VA survivor benefits,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,Gary,G,NA,G,G,MILLER,MH11229905,29905,200,(CA-42),california,CA,House,029905.jpg,gary-g-miller,42,Republican Party,0.222,0.478,0.883,245,404error,Gary MILLER,404error,404error,Gary G MILLER,Gary G MILLER,404error,404error,"MILLER, Gary",404error,404error,G G MILLER,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,62273,2011-06-08,2011,112,"Miller, G.","george miller|miller, george|^miller, g$|^miller, na$","MILLER, George",VA,Claim for VA survivor benefits,1,NA,1,NA,NA,NA,Multiple Miller's FOIA,NA,George,G,NA,NA,NA,MILLER,MH11214256,14256,100,(CA-07),california,CA,House,014256.jpg,george-miller,7,Democratic Party,-0.398,-0.552,0.864,200,404error,George MILLER,404error,404error,404error,404error,404error,404error,"MILLER, George",404error,404error,404error,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,62414,2011-06-22,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  VHA employment issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,62888,2011-08-08,2011,112,"Rogers, M. (AL)",NA,,VA,VAMC employment issues,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,62971,2011-08-17,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Request to know why veterans are not given preference to VA-owned homes,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63014,2011-08-18,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  non-VA emergency medical care billing issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63015,2011-08-18,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  VHA employment issues,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63088,2011-08-25,2011,112,"Rogers, M. (AL)",NA,,VA,Army College Fund issues,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,63106,2011-08-26,2011,112,"Rogers, M. (AL)",NA,,VA,Request for help in getting Legion of Honor medal for father,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,63150,2011-08-30,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Assistance with listing small business on VetBiz,2,1,2,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63153,2011-08-31,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  request to know why veterans are not given preference in the purchase of VA homes,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63340,2011-09-22,2011,112,"Miller, Gary","gary miller|gary g miller|miller, gary|^miller, g$|^miller, na$|g g miller","MILLER, Gary G.",VA,Contracting Issues,2,1,2,NA,NA,NA,Multiple Miller's FOIA,NA,Gary,G,NA,G,G,MILLER,MH11229905,29905,200,(CA-42),california,CA,House,029905.jpg,gary-g-miller,42,Republican Party,0.222,0.478,0.883,245,404error,Gary MILLER,404error,404error,Gary G MILLER,Gary G MILLER,404error,404error,"MILLER, Gary",404error,404error,G G MILLER,"^MILLER, G$","^MILLER, NA$",404error,404error,NA,1
NA,63409,2011-09-28,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  non-VA emergency medical care billing issues and request for copy of OCLA practices for responding to congressional inquiries,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63410,2011-09-28,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Follow-up:  VHA employment issues and request for copy of OCLA practices for responding to congressional inquiries,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,63425,2011-09-30,2011,112,"Rogers, M. (AL)",NA,,VA,Request to expedite request for reconsideration of inclusion in the VA Vetbiz Verification Program,2,1,2,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,63846,2011-11-10,2011,112,"Rogers, Mike","mike rogers|mike dennis rogers|mike d rogers|michael rogers|michael dennis rogers|michael d rogers|rogers, mike|^rogers, m$|rogers, michael|m d rogers","ROGERS, Mike Dennis",VA,Entilement to Post 9/11 GI Bill Benefits,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,Dennis,D,ROGERS,MH11220301,20301,200,(AL-03),alabama,AL,House,020301.jpg,mike-dennis-rogers,3,Republican Party,0.457,0.352,0.8960280474438822,245,404error,Mike ROGERS,404error,Michael ROGERS,Mike Dennis ROGERS,Mike D ROGERS,Michael Dennis ROGERS,Michael D ROGERS,"ROGERS, Mike",404error,404error,M D ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,63847,2011-11-10,2011,112,"Rogers, Mike","mike rogers|mike j rogers|michael rogers|michael j rogers|rogers, mike|^rogers, m$|rogers, michael|m j rogers","ROGERS, Mike",VA,Entilement to Post 9/11 GI Bill Benefits,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,Mike,M,Michael,NA,J,ROGERS,MH11220120,20120,200,(MI-08),michigan,MI,House,020120.jpg,mike-rogers,8,Republican Party,0.098,0.4,0.887,245,404error,Mike ROGERS,404error,Michael ROGERS,404error,Mike J ROGERS,404error,Michael J ROGERS,"ROGERS, Mike",404error,404error,M J ROGERS,"^ROGERS, M$","^ROGERS, M$","ROGERS, Michael",404error,NA,1
NA,63905,2011-11-17,2011,112,"Rogers, M. (AL)",NA,,VA,Wants VA to cover cost of physical therapy exam to re-enter the military,1,NA,1,NA,NA,NA,Multiple Rogers' FOIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,64097,2011-12-05,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Status of claim,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
NA,64304,2011-12-28,2011,112,"Young, D.","donald young|donald edwin young|donald e young|don young|don edwin young|don e young|young, donald|^young, d$|young, don|d e young","YOUNG, Donald Edwin",VA,Status of claim,1,NA,1,NA,NA,NA,Multiple Young's FOIA,NA,Donald,D,Don,Edwin,E,YOUNG,MH11214066,14066,200,(AK-01),alaska,AK,House,014066.jpg,donald-edwin-young,1,Republican Party,0.021,0.283,0.7476532479937525,245,404error,Donald YOUNG,404error,Don YOUNG,Donald Edwin YOUNG,Donald E YOUNG,Don Edwin YOUNG,Don E YOUNG,"YOUNG, Donald",404error,404error,D E YOUNG,"^YOUNG, D$","^YOUNG, D$","YOUNG, Don",404error,NA,1
