agency,bioname,DATE,SUBJECT,TYPE,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,n
DOL_MSHA,"GIFFORDS, Gabrielle",2009-12-18,Clarification About the Evaluation Criteria &,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"CUMMINGS, Elijah Eugene",2009-12-22,CYLEX,2,5,NA,NA,NA,NA,2
DHHS_CMS,"CUMMINGS, Elijah Eugene",2009-12-22,CYLEX,5,NA,NA,NA,NA,NA,2
DOL_MSHA,"McCASKILL, Claire",2009-12-22,Complaint About MSHA Inspection/Request for Reinspection,2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"McCASKILL, Claire",2009-12-22,Complaint About MSHA Inspection/Request for Reinspection,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"GONZALEZ, Charles A.",2009-12-28,Concern Regarding Labor Rights in Mexico,1,NA,NA,NA,NA,"seems like constituent concern, but international",2
DOL_MSHA,"GONZALEZ, Charles A.",2009-12-28,Concern Regarding Labor Rights in Mexico,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"VELÁZQUEZ, Nydia M.",2009-12-28,Concern Regarding Labor Rights in Mexico,1,NA,NA,NA,NA,"seems like constituent concern, but international",2
DOL_MSHA,"VELÁZQUEZ, Nydia M.",2009-12-28,Concern Regarding Labor Rights in Mexico,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"HERGER, Walter William (Wally)",2009-12-29,Allogeneic stem cell transplantation for myelodysplastic syn,1,2,NA,NA,NA,NA,2
DHHS_CMS,"HERGER, Walter William (Wally)",2009-12-29,Allogeneic stem cell transplantation for myelodysplastic syn,1,NA,NA,NA,NA,NA,2
DOL_MSHA,"FORTENBERRY, Jeff",2010-01-08,Complaint About MSHA Inspection,2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"FORTENBERRY, Jeff",2010-01-08,Complaint About MSHA Inspection,NA,NA,NA,NA,NA,NA,2
DOE_FERC,"NELSON, Clarence William (Bill)",2010-01-13,US Senator Bill Nelson on behalf of his constituents submits correspondence that involves the Jackson Bluff Spillway Project under P-2891.,1,NA,NA,NA,NA,bad files NA,2
DOE_FERC,"NELSON, Clarence William (Bill)",2010-01-13,US Senator Bill Nelson on behalf of his constituents submits correspondence that involves the Jackson Bluff Spillway Project under P-2891.,1,NA,NA,NA,NA,Not sure if anti business should be City of Tallahassee,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-01-25,"[HIGH PRIORITY] - They write the Secretary regarding the Jan. 1, 2010 deadline for pharmacy suppliers of medicare durable medical equipment, prosthetics, orthotics, and supplies to obtain accreditation in order to continue providing these medical supplies and equipment to medicare beneficiaries. Request using discretion in implementing the accreditation requirement for pharmacies in a manner that preserves beneficiaries' acces to medical supplies and equipment.",4,5,NA,NA,NA,NA,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-01-25,"[HIGH PRIORITY] - They write the Secretary regarding the Jan. 1, 2010 deadline for pharmacy suppliers of medicare durable medical equipment, prosthetics, orthotics, and supplies to obtain accreditation in order to continue providing these medical supplies and equipment to medicare beneficiaries. Request using discretion in implementing the accreditation requirement for pharmacies in a manner that preserves beneficiaries' acces to medical supplies and equipment.",4,NA,rule,"deadline for pharmacy suppliers of medicare durable medical equipment, prosthetics, orthotics, and supplies to obtain accreditation in order to continue providing these medical supplies and equipment to medicare beneficiaries",2010-01-01,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-01-25,DOL Actions to Improve Black Lung Program & Respond to GAO Report,5,NA,information,Black Lung Program,NA,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-01-25,DOL Actions to Improve Black Lung Program & Respond to GAO Report,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2010-01-26,Problem with Medicare reimbursement,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2010-01-26,Problem with Medicare reimbursement,1,2,NA,NA,NA,NA,2
DOL_MSHA,"WICKER, Roger F.",2010-01-26,Support Appeal of Exponentially Raised Fines for Minor MSHA Violations,2,4,enforcement,NA,NA,NA,2
DOL_MSHA,"WICKER, Roger F.",2010-01-26,Support Appeal of Exponentially Raised Fines for Minor MSHA Violations,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2010-02-02,Express concern about Medicare Fraud,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2010-02-02,Express concern about Medicare Fraud,5,1,NA,NA,NA,NA,2
DOL_MSHA,"MINNICK, Walt",2010-03-01,Recent Activities of the Mine Safety & Health Adminstration (MSHA) Inspectors,2,4,NA,NA,NA,could be industry-wide experience,2
DOL_MSHA,"MINNICK, Walt",2010-03-01,Recent Activities of the Mine Safety & Health Adminstration (MSHA) Inspectors,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"SCHOCK, Aaron",2010-03-01,Recent Activities of the Mine Safety & Health Adminstration (MSHA) Inspectors,2,4,NA,NA,NA,could be industry-wide experience,2
DOL_MSHA,"SCHOCK, Aaron",2010-03-01,Recent Activities of the Mine Safety & Health Adminstration (MSHA) Inspectors,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"NELSON, Earl Benjamin (Ben)",2010-03-04,Physician Supervision Requirement,5,4,NA,NA,NA,NA,2
DHHS_CMS,"NELSON, Earl Benjamin (Ben)",2010-03-04,Physician Supervision Requirement,4,5,rule,Physician Supervision Requirement,NA,NA,2
DOL_MSHA,"SCHOCK, Aaron",2010-03-12,Issue involving the Safe Operation of New Mining Equipment for IBM QsBI,2,NA,NA,IBM,NA,major company,2
DOL_MSHA,"SCHOCK, Aaron",2010-03-12,Issue involving the Safe Operation of New Mining Equipment for IBM QsBI,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"WEXLER, Robert",2010-03-15,Former Employee/Concerning a Debt He Owes for Over-Payment of Annual Leave,1,NA,NA,NA,NA,NA,2
DOL_MSHA,"WEXLER, Robert",2010-03-15,Former Employee/Concerning a Debt He Owes for Over-Payment of Annual Leave,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"McCONNELL, Addison Mitchell (Mitch)",2010-03-18,MSHA Fines Will Put Company Out of Business,2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"McCONNELL, Addison Mitchell (Mitch)",2010-03-18,MSHA Fines Will Put Company Out of Business,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"CHAMBLISS, Saxby",2010-03-25,Closing of Small Mines Program/Concerns About MSHA's,4,2,NA,Small Mines Program,NA,similar to small businesses case - would apply to entire section of industry,2
DOL_MSHA,"CHAMBLISS, Saxby",2010-03-25,Closing of Small Mines Program/Concerns About MSHA's,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"BROWN, Sherrod",2010-03-29,Concerns About Increase in MSHA Citations and Penalties,2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"BROWN, Sherrod",2010-03-29,Concerns About Increase in MSHA Citations and Penalties,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-03-31,"[HIGH PRIORITY] - 37 Senators write regarding the adoption and meaningful use of health information technology (HIT) by health care providers. They are encouraged by CMS' proposed rule requiring hospitals and eligible professionals to satisfy specified objectives in order to be considered a 'meaningful user' to receive incentive payments. They are concerned however that despite legislative intent, outpatient physicians practicing adjacent to hospitals were excluded from HIT incentive eligibility, making it more challenging for these providers to receive the HIT incentives.",5,4,rule,CMS' proposed rule requiring hospitals and eligible professionals to satisfy specified objectives in order to be considered a 'meaningful user' to receive incentive payments,future,NA,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-03-31,"[HIGH PRIORITY] - 37 Senators write regarding the adoption and meaningful use of health information technology (HIT) by health care providers. They are encouraged by CMS' proposed rule requiring hospitals and eligible professionals to satisfy specified objectives in order to be considered a 'meaningful user' to receive incentive payments. They are concerned however that despite legislative intent, outpatient physicians practicing adjacent to hospitals were excluded from HIT incentive eligibility, making it more challenging for these providers to receive the HIT incentives.",5,4,rule,proposed rule requiring hospitals and eligible professionals to satisfy specified objectives in order to be considered a 'meaningful user' to receive incentive payments,NA,NA,2
DOL_SOL,"GRASSLEY, Charles Ernest",2010-04-01,Support for OSHA's Voluntary Protection Program (VPP),2,NA,NA,NA,NA,NA,2
DOL_SOL,"GRASSLEY, Charles Ernest",2010-04-01,Support for OSHA's Voluntary Protection Program (VPP),2,1,NA,NA,NA,NA,2
DOL_MSHA,"JOHANNS, Mike",2010-04-01,Assistance in Resolving a Disturbing MSHA Inspection,2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"JOHANNS, Mike",2010-04-01,Assistance in Resolving a Disturbing MSHA Inspection,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2010-04-02,"[HIGH PRIORITY] - With the passage of the historic, comprehensive health care reform legislation to provide health coverage to millions of uninsured Americans, urges the Secretary to begin developing a detailed roadmap to delivering the most effective and efficient reform and to provide frequent communication and updates to Congress and the public.",5,NA,legislation,Affordable Care Act,NA,NA,2
DHHS_CMS,"WARNER, Mark",2010-04-02,"[HIGH PRIORITY] - With the passage of the historic, comprehensive health care reform legislation to provide health coverage to millions of uninsured Americans, urges the Secretary to begin developing a detailed roadmap to delivering the most effective and efficient reform and to provide frequent communication and updates to Congress and the public.",5,NA,legislation,Patient Protection and Affordable Care Act,NA,NA,2
DOL_MSHA,"CAPITO, Shelley Moore",2010-04-09,West Virginia Mine Explosion,5,NA,disaster,NA,NA,NA,2
DOL_MSHA,"CAPITO, Shelley Moore",2010-04-09,West Virginia Mine Explosion,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-04-12,West Virginia Mine Explosion,5,NA,disaster,NA,NA,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-04-12,West Virginia Mine Explosion,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"JOHANNS, Mike",2010-04-14,MSHA Inspectlons/Regarding the Way MSHA is Running the Inspections & Standards,2,4,enforcement,NA,NA,NA,2
DOL_MSHA,"JOHANNS, Mike",2010-04-14,MSHA Inspectlons/Regarding the Way MSHA is Running the Inspections & Standards,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"MILLER, George",2010-04-19,Request OIG Review How MSHA's Criteria for Placing a Mine in Pattern Violations?,2,4,investigation,NA,NA,affects whole industry,2
DOL_MSHA,"MILLER, George",2010-04-19,Request OIG Review How MSHA's Criteria for Placing a Mine in Pattern Violations?,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2010-04-21,Express Concerns Over The Proposed Bundled Payment System and How It May Negatively Affect Beneficiaries,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2010-04-21,Express Concerns Over The Proposed Bundled Payment System and How It May Negatively Affect Beneficiaries,5,4,NA,NA,NA,NA,2
DOL_MSHA,"SUTTON, Betty",2010-04-26,Application for Funding Thru NIOSH for Miner Safety System,3,2,grant,Funding Thru NIOSH for Miner Safety System,NA,"looked into grants, research grants can be offered to public/nonprofit or private universities or labs. subject does not specify",2
DOL_MSHA,"SUTTON, Betty",2010-04-26,Application for Funding Thru NIOSH for Miner Safety System,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"VAN HOLLEN, Christopher",2010-04-27,"[HIGH PRIORITY] - Writes expressing concerns that recent regulations regarding certified electronic health records that were promulgated by CMS and the Office of the National Coordinator for Health Information Technology, do not establish adequate data and structural integrity protections as we move from the paper-based medical records to electronic health records. Deeply feels that the development of a comprehensive and interoperable HIT system will help reduce medical errors and lower health care costs.",5,NA,rule,recent regulations regarding certified electronic health records,NA,NA,2
DHHS_CMS,"VAN HOLLEN, Christopher",2010-04-27,"[HIGH PRIORITY] - Writes expressing concerns that recent regulations regarding certified electronic health records that were promulgated by CMS and the Office of the National Coordinator for Health Information Technology, do not establish adequate data and structural integrity protections as we move from the paper-based medical records to electronic health records. Deeply feels that the development of a comprehensive and interoperable HIT system will help reduce medical errors and lower health care costs.",5,NA,rule,recent regulations regarding certified electronic health records that were promulgated by CMS and the Office of the National Coordinator for Health Information Technology,NA,NA,2
DOL_MSHA,"BYRD, Robert Carlyle",2010-04-28,Need for Emergency Evacuation Plan For Those Living Near KHa,3,5,NA,NA,NA,see 189,2
DOL_MSHA,"BYRD, Robert Carlyle",2010-04-28,Need for Emergency Evacuation Plan For Those Living Near KHa,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2010-04-29,2011 Physician Fee Schedule (PFS) to Stop Physician Self-Referrals,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2010-04-29,2011 Physician Fee Schedule (PFS) to Stop Physician Self-Referrals,5,NA,rule,2011 Physician Fee Schedule (PFS) to Stop Physician Self-Referrals,NA,NA,2
DOL_MSHA,"MORAN, Jerry",2010-05-05,Regarding the Increase in MSHA Citations from Previous Years/4 Questions,4,5,enforcement; information,NA,NA,NA,2
DOL_MSHA,"MORAN, Jerry",2010-05-05,Regarding the Increase in MSHA Citations from Previous Years/4 Questions,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"DeLAURO, Rosa L.",2010-05-11,"Personally thanks the Secretary and staff for extraordinary commitment, dedication, and expertise throughout the health care reform debate. Feels The Patient Protection and Affordable Care Act is a historical achievement for which too many Americans have been waiting decades.",6,5,legislation,Patient Protection and Affordable Care Act,NA,NA,2
DHHS_CMS,"DeLAURO, Rosa L.",2010-05-11,"Personally thanks the Secretary and staff for extraordinary commitment, dedication, and expertise throughout the health care reform debate. Feels The Patient Protection and Affordable Care Act is a historical achievement for which too many Americans have been waiting decades.",5,6,legislation,Patient Protection and Affordable Care Act,NA,NA,2
DHHS_CMS,"VITTER, David",2010-05-11,"[HIGH PRIORITY] - He reminds that Section 2713 of the Patient Protection and Affordable Care Act included a provision effectively requiring the federal government to set aside the November 2009 U. S. Preventive Service Task Force recommendations related to breast cancer screening and mammography. He requests that the Agency for Healthcare Research and Quality (AHRQ) to remove the November 2009 recommendations from its website and that they, and all other HHS components, immediately cease all promotion of the impugned recommendations.",5,NA,legislation,Section 2713 of the Patient Protection and Affordable Care Act,NA,NA,2
DHHS_CMS,"VITTER, David",2010-05-11,"[HIGH PRIORITY] - He reminds that Section 2713 of the Patient Protection and Affordable Care Act included a provision effectively requiring the federal government to set aside the November 2009 U. S. Preventive Service Task Force recommendations related to breast cancer screening and mammography. He requests that the Agency for Healthcare Research and Quality (AHRQ) to remove the November 2009 recommendations from its website and that they, and all other HHS components, immediately cease all promotion of the impugned recommendations.",5,NA,legislation,Section 2713 of the Patient Protection and Affordable Care Act included a provision effectively requiring the federal government to set aside the November 2009 U. S. Preventive Service Task Force recommendations related to breast cancer screening and mammography,NA,NA,2
DOE_FERC,"WILSON, Addison Graves (Joe)",2010-05-18,Comments of US Representative Joe Wilson on behalf of his constituent expressing concerns re relicensing of the Saluda Hydro Project under P-516.,1,NA,NA,NA,NA,bad files NA,2
DOE_FERC,"WILSON, Addison Graves (Joe)",2010-05-18,Comments of US Representative Joe Wilson on behalf of his constituent expressing concerns re relicensing of the Saluda Hydro Project under P-516.,1,NA,NA,NA,NA,NA,2
DOL_MSHA,"BAIRD, Brian",2010-05-19,"Request Meeting w/MSHA Office in n^^BIDiscuss $10,104in Penalties",2,NA,enforcement,NA,NA,NA,2
DOL_MSHA,"BAIRD, Brian",2010-05-19,"Request Meeting w/MSHA Office in n^^BIDiscuss $10,104in Penalties",NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"CAMP, David Lee",2010-05-26,"[HIGH PRIORITY] - They are deeply concerned about CMS mailer to medicare enrollees under the guise of informing seniors about changes in medicare resulting from the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act (PPACA). Feel that the content violates the prohibition on federal agencies using appropriated funds for disseminating propaganda. They have requested GAO review of mailer. NLT Friday, May 28, 2010, HHS' intended course of action and explanation for such actions.",5,NA,information; legislation,CMS mailer to medicare enrollees under the guise of informing seniors about changes in medicare resulting from the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act (PPACA),NA,NA,2
DHHS_CMS,"CAMP, David Lee",2010-05-26,"[HIGH PRIORITY] - They are deeply concerned about CMS mailer to medicare enrollees under the guise of informing seniors about changes in medicare resulting from the Patient Protection and Affordable Care Act and the Health Care and Education Reconciliation Act (PPACA). Feel that the content violates the prohibition on federal agencies using appropriated funds for disseminating propaganda. They have requested GAO review of mailer. NLT Friday, May 28, 2010, HHS' intended course of action and explanation for such actions.",5,NA,NA,NA,NA,NA,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-06-02,"[HIGH PRIORITY] - They write regarding the Medicare Drug, Improvement, and Modernization Act, which included requirements to increase the transparency surrounding the states' use of Medicaid Disproportionate Share Hospital (DSH) payments. The Department issued the DSH Audit and Reporting Rule in order to tell states how to audit and report on their use of medicaid DSH. They are concerned that changes that Rule made could be devastating for several hospitals in the State of Montana.",5,4,rule; legislation,"DSH Audit and Reporting Rule; Medicare Drug, Improvement, and Modernization Act",NA,NA,2
DHHS_CMS,"BAUCUS, Max Sieben",2010-06-02,"[HIGH PRIORITY] - They write regarding the Medicare Drug, Improvement, and Modernization Act, which included requirements to increase the transparency surrounding the states' use of Medicaid Disproportionate Share Hospital (DSH) payments. The Department issued the DSH Audit and Reporting Rule in order to tell states how to audit and report on their use of medicaid DSH. They are concerned that changes that Rule made could be devastating for several hospitals in the State of Montana.",4,3,legislation; rule,"Medicare Drug, Improvement, and Modernization Act; DSH Audit and Reporting Rule",NA,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-06-08,Suggestions to Improve Regulatory Compliance & Conditions in Nation's Coal Mines,5,4,NA,NA,NA,NA,2
DOL_MSHA,"ROCKEFELLER, John Davison IV (Jay)",2010-06-08,Suggestions to Improve Regulatory Compliance & Conditions in Nation's Coal Mines,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"WELCH, Peter",2010-06-09,"[HIGH PRIORITY] - Sixty-five (65) members express their disappointment related to the Notice of Proposed Rule Making by CMS on Section 4101 of the American Recovery and Reinvestment Act. While they strongly support the use of Electronic Health Records in physician's offices, they have significant concerns that the proposed measures for meaningful use of this technology by physicians and hospitals fall short of the intended goal.",5,NA,rule; legislation,Notice of Proposed Rule Making by CMS on Section 4101 of the American Recovery and Reinvestment Act,NA,NA,2
DHHS_CMS,"WELCH, Peter",2010-06-09,"[HIGH PRIORITY] - Sixty-five (65) members express their disappointment related to the Notice of Proposed Rule Making by CMS on Section 4101 of the American Recovery and Reinvestment Act. While they strongly support the use of Electronic Health Records in physician's offices, they have significant concerns that the proposed measures for meaningful use of this technology by physicians and hospitals fall short of the intended goal.",5,NA,rule; legislation,Notice of Proposed Rule Making by CMS on Section 4101 of the American Recovery and Reinvestment Act,future,NA,2
DHHS_CMS,"MATSUI, Doris",2010-06-10,National Coverage Decision (NCD) for Myelodysplastic Syndromes (MDS),5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MATSUI, Doris",2010-06-10,National Coverage Decision (NCD) for Myelodysplastic Syndromes (MDS),5,4,NA,NA,NA,NA,2
DOL_MSHA,"PRYOR, Mark",2010-06-10,Retirees' Attempt to Return to Duty w/DOL as a MSHA Inspector/lnvestigator,1,NA,NA,NA,NA,NA,2
DOL_MSHA,"PRYOR, Mark",2010-06-10,Retirees' Attempt to Return to Duty w/DOL as a MSHA Inspector/lnvestigator,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"BARTON, Joe Linus",2010-06-14,"[HIGH PRIORITY] - They request information regarding two recent reports from CMS on the cost of the Patient Protection and Affordable Care Act, and the Health Care and Education Reconciliation Act of 2010. Of particular interest is the report issued on April 22, 2010, by the Chief Actuary entitled, 'Estimated Financial Effects of the Patient Protection and Affordable Care Act, as amended. Concerned that information in reports was not released publicly before final passage of legislation.",5,NA,information; legislation,"information regarding two recent reports from CMS on the cost of the Patient Protection and Affordable Care Act, and the Health Care and Education Reconciliation Act of 2010. Of particular interest is the report issued on April 22, 2010, by the Chief Actuary entitled, 'Estimated Financial Effects of the Patient Protection and Affordable Care Act, as amended",2010-04-22,NA,2
DHHS_CMS,"BARTON, Joe Linus",2010-06-14,[HIGH PRIORITY] - Three (3) members request a substantive briefing on efforts to implement new rules for group health plans and health insurance coverage in this group and individual markets as required by the health care law. They are specifically concerned over New York Times report that the Department will propose regulations that determine how a plan will become and remain 'grandfathered' and therefore subject to limited provisions of the law.,5,NA,meeting; information; rule; legislation,request a substantive briefing on efforts to implement new rules for group health plans and health insurance coverage in this group and individual markets as required by the health care law. They are specifically concerned over New York Times report that the Department will propose regulations that determine how a plan will become and remain 'grandfathered' and therefore subject to limited provisions of the law.,NA,NA,2
DHHS_CMS,"BARTON, Joe Linus",2010-06-14,[HIGH PRIORITY] - Three (3) members request a substantive briefing on efforts to implement new rules for group health plans and health insurance coverage in this group and individual markets as required by the health care law. They are specifically concerned over New York Times report that the Department will propose regulations that determine how a plan will become and remain 'grandfathered' and therefore subject to limited provisions of the law.,4,5,rule; legislation; media,request a substantive briefing on efforts to implement new rules for group health plans and health insurance coverage in this group and individual markets as required by the health care law. They are specifically concerned over New York Times report that the Department will propose regulations that determine how a plan will become and remain 'grandfathered' and therefore subject to limited provisions of the law.,future,NA,2
DHHS_CMS,"BARTON, Joe Linus",2010-06-14,"[HIGH PRIORITY] - They request information regarding two recent reports from CMS on the cost of the Patient Protection and Affordable Care Act, and the Health Care and Education Reconciliation Act of 2010. Of particular interest is the report issued on April 22, 2010, by the Chief Actuary entitled, 'Estimated Financial Effects of the Patient Protection and Affordable Care Act, as amended. Concerned that information in reports was not released publicly before final passage of legislation.",5,NA,information; legislation,"request information regarding two recent reports from CMS on the cost of the Patient Protection and Affordable Care Act, and the Health Care and Education Reconciliation Act of 2010. Of particular interest is the report issued on April 22, 2010, by the Chief Actuary entitled, 'Estimated Financial Effects of the Patient Protection and Affordable Care Act, as amended",2010-04-22,NA,2
DOL_MSHA,"BYRD, Robert Carlyle",2010-06-15,"Concerning the Mining Disaster in Montcoal, WVA that Killed 28 Minnere",2,4,disaster,NA,NA,"strange that constituent is company, but could be asking questions?",2
DOL_MSHA,"BYRD, Robert Carlyle",2010-06-15,"Concerning the Mining Disaster in Montcoal, WVA that Killed 28 Minnere",NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"HODES, Paul",2010-06-15,Information requirements on the Medicare enrollment form.,1,5,NA,NA,NA,NA,2
DHHS_CMS,"HODES, Paul",2010-06-15,Information requirements on the Medicare enrollment form.,1,3,NA,NA,NA,NA,2
DOL_MSHA,"BYRD, Robert Carlyle",2010-06-21,West Virginia Mine Explosion,2,4,disaster,NA,NA,"strange that constituent is company, but could be asking questions?",2
DOL_MSHA,"BYRD, Robert Carlyle",2010-06-21,West Virginia Mine Explosion,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"COLLINS, Susan Margaret",2010-06-25,Concerned About Medicare Denying Payment on All Medicare clients since March 2010,5,1,NA,NA,NA,NA,2
DHHS_CMS,"COLLINS, Susan Margaret",2010-06-25,Concerned About Medicare Denying Payment on All Medicare clients since March 2010,2,3,NA,NA,NA,NA,2
DHHS_CMS,"LUGAR, Richard Green",2010-06-25,Proposed Change to Medicare for Gastroparesis.,5,1,NA,NA,NA,NA,2
DHHS_CMS,"LUGAR, Richard Green",2010-06-25,Proposed Change to Medicare for Gastroparesis.,5,4,NA,NA,NA,NA,2
DHHS_CMS,"SHELBY, Richard C.",2010-06-25,Federal Laws Governing the Disclosure of Privacy Information On Medicare Surveys.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"SHELBY, Richard C.",2010-06-25,Federal Laws Governing the Disclosure of Privacy Information On Medicare Surveys.,1,5,NA,NA,NA,NA,2
DHHS_CMS,"STUPAK, Bart T.",2010-06-25,Re: Medicare Payments.,1,2,NA,NA,NA,NA,2
DHHS_CMS,"STUPAK, Bart T.",2010-06-25,Re: Medicare Payments.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"MARKEY, Edward John",2010-06-29,Writes to Convey Strong Interest in Continuing to Work Closely with CMS to ensure that the Independence at Home Demo,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MARKEY, Edward John",2010-06-29,Writes to Convey Strong Interest in Continuing to Work Closely with CMS to ensure that the Independence at Home Demo,5,2,NA,NA,NA,NA,2
DHHS_CMS,"MILLER, Jefferson B. (Jeff)",2010-06-29,Provider Enrollment Chain and Owership System (PECOS).,2,4,NA,NA,NA,NA,2
DHHS_CMS,"MILLER, Jefferson B. (Jeff)",2010-06-29,Provider Enrollment Chain and Owership System (PECOS).,5,4,NA,NA,NA,NA,2
DOL_MSHA,"ENZI, Michael B.",2010-06-30,Concern About Two Recent Inspector General Reports,5,NA,information,NA,NA,NA,2
DOL_MSHA,"ENZI, Michael B.",2010-06-30,Concern About Two Recent Inspector General Reports,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"REID, Harry",2010-07-07,Anti-Markup Rule in the 2011 Physician Fee Schedule,5,4,rule,Anti-Markup Rule in the 2011 Physician Fee Schedule,future,NA,2
DHHS_CMS,"REID, Harry",2010-07-07,Anti-Markup Rule in the 2011 Physician Fee Schedule,5,NA,rule,Anti-Markup Rule in the 2011 Physician Fee Schedule,future,NA,2
DOL_MSHA,"McCASKILL, Claire",2010-07-09,Request List of All Contracts Used by DOL During FY 2009 to Response to Congress,5,NA,information; decision; contract,Request List of All Contracts,NA,NA,2
DOL_MSHA,"McCASKILL, Claire",2010-07-09,Request List of All Contracts Used by DOL During FY 2009 to Response to Congress,NA,NA,NA,NA,NA,NA,2
DOE_FERC,"REID, Harry",2010-07-14,US Senator Harry Reid submits letter on behalf of his constituent re the Ruby Pipeline LLC Project under CP09-54.,1,NA,NA,NA,NA,bad files NA,2
DOE_FERC,"REID, Harry",2010-07-14,US Senator Harry Reid submits letter on behalf of his constituent re the Ruby Pipeline LLC Project under CP09-54.,1,NA,NA,NA,NA,"descriptive project, is that ok?",2
DHHS_CMS,"COCHRAN, William Thad",2010-07-16,Reinstatement Of DMEPOS Supplier Exception,2,4,NA,NA,NA,NA,2
DHHS_CMS,"COCHRAN, William Thad",2010-07-16,Reinstatement Of DMEPOS Supplier Exception,4,2,NA,NA,NA,NA,2
DHHS_CMS,"BAYH, Evan",2010-07-21,"Inquires about the process with will govern the distribution of $100,000,000 in the Patient Protection and Affordable Care Act.   Endorses the funding needs of Wishard Memorial Hospital in Indianapolis, Indiana",3,5,legislation; budget allocation,"Inquires about the process with will govern the distribution of $100,000,000 in the Patient Protection and Affordable Care Act.   Endorses the funding needs of Wishard Memorial Hospital in Indianapolis, Indiana",NA,NA,2
DHHS_CMS,"BAYH, Evan",2010-07-21,"Inquires about the process with will govern the distribution of $100,000,000 in the Patient Protection and Affordable Care Act.   Endorses the funding needs of Wishard Memorial Hospital in Indianapolis, Indiana",3,5,legislation; information,"Inquires about the process with will govern the distribution of $100,000,000 in the Patient Protection and Affordable Care Ac",future,NA,2
DOL_MSHA,"GRASSLEY, Charles Ernest",2010-07-21,Levied on Metal & Nonmetal Mines by MSHA,4,5,enforcement,NA,NA,"missing info, but sounds like enforcement",2
DOL_MSHA,"GRASSLEY, Charles Ernest",2010-07-21,Levied on Metal & Nonmetal Mines by MSHA,NA,NA,NA,NA,NA,NA,2
DOL_MSHA,"SESSIONS, Jefferson Beauregard III (Jeff)",2010-07-22,Black Lung Benefits for Deceased,1,5,NA,NA,NA,could be for individual or policy in general,2
