agency,bioname,DATE,SUBJECT,TYPE,ALT_TYPE,POLICY_EVENT,EVENT_NAME,EVENT_DATE,NOTES,n
DHHS_CMS,"NELSON, Clarence William (Bill)",2014-04-28,Write to Comments on Proposed Rule on the Emergency Preparedness Requirement as Part of Medicare's Conditions of Participation,5,4,rule,Proposed Rule on the Emergency Preparedness Requirement as Part of Medicare's Conditions of Participation,future,NA,2
DHHS_CMS,"WITTMAN, Robert J.",2014-04-28,Concerns Regardeing Obtaining Payment For Services Rendered.,2,1,NA,NA,NA,NA,2
DHHS_CMS,"WITTMAN, Robert J.",2014-04-28,Concerns Regardeing Obtaining Payment For Services Rendered.,2,3,NA,NA,NA,NA,2
DHHS_CMS,"POE, Ted",2014-04-29,Concerns Regarding Heathcare .Gov and the PPO Plan,5,1,NA,NA,NA,NA,2
DHHS_CMS,"POE, Ted",2014-04-29,Concerns Regarding Heathcare .Gov and the PPO Plan,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-04-29,Concern Regarding Durable Medical Equipment (DME) Providers with Medicare Contracts to Supply DME / Wheelchair Repairs,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-04-29,Concern Regarding Durable Medical Equipment (DME) Providers with Medicare Contracts to Supply DME / Wheelchair Repairs,4,2,NA,NA,NA,NA,2
DHHS_CMS,"GRIMM, Michael G.",2014-05-08,"Concerns Regarding a Dr Practive and his Account,",2,1,NA,NA,NA,NA,2
DHHS_CMS,"GRIMM, Michael G.",2014-05-08,"Concerns Regarding a Dr Practive and his Account,",1,2,NA,NA,NA,NA,2
DHHS_CMS,"BROWN, Sherrod",2014-05-09,Urges CMS to Restore 2013 Reimbursement Rate for the remainder of 2014 and Delay the Implementation of any Future Cuts to Interventional Pain Treatments,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"BROWN, Sherrod",2014-05-09,Urges CMS to Restore 2013 Reimbursement Rate for the remainder of 2014 and Delay the Implementation of any Future Cuts to Interventional Pain Treatments,4,5,rule,Urges CMS to Restore 2013 Reimbursement Rate for the remainder of 2014 and Delay the Implementation of any Future Cuts to Interventional Pain Treatments,NA,NA,2
DHHS_CMS,"LANDRIEU, Mary L.",2014-05-09,CMS Discretion Over Graduate Medical Education (GME) Payment Rates for Facilities Impacted by Ongoing Effects of Natural Disasters / Our Lady of the Lake Regional Medical Center (OLOL),4,2,NA,NA,NA,NA,2
DHHS_CMS,"LANDRIEU, Mary L.",2014-05-09,CMS Discretion Over Graduate Medical Education (GME) Payment Rates for Facilities Impacted by Ongoing Effects of Natural Disasters / Our Lady of the Lake Regional Medical Center (OLOL),3,4,NA,NA,NA,NA,2
DHHS_CMS,"KAINE, Timothy Michael (Tim)",2014-05-12,Concerns regarding the availability of Special Enrollment Periods (SEP) for certain individuals in states that have no expanded Medicaid.,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"KAINE, Timothy Michael (Tim)",2014-05-12,Concerns regarding the availability of Special Enrollment Periods (SEP) for certain individuals in states that have no expanded Medicaid.,5,1,NA,NA,NA,NA,2
DHHS_CMS,"MANCHIN, Joe, III",2014-05-13,Concerns Regarding Emergency Room Spending on Oral Health Care Problems and Cost in West Virginia.,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MANCHIN, Joe, III",2014-05-13,Concerns Regarding Emergency Room Spending on Oral Health Care Problems and Cost in West Virginia.,5,3,NA,NA,NA,NA,2
DHHS_CMS,"McCONNELL, Addison Mitchell (Mitch)",2014-05-20,Concerns Regarding Claims Reimbursement,1,2,NA,NA,NA,NA,2
DHHS_CMS,"McCONNELL, Addison Mitchell (Mitch)",2014-05-20,Concerns Regarding Claims Reimbursement,2,3,NA,NA,NA,NA,2
DHHS_CMS,"MICHAUD, Michael H.",2014-05-20,We Write to Urge the Immediated Extension of the Multi-Payer Advanced Primary Care Practice (MAPCP) Demonstration,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MICHAUD, Michael H.",2014-05-20,We Write to Urge the Immediated Extension of the Multi-Payer Advanced Primary Care Practice (MAPCP) Demonstration,5,2,NA,NA,NA,NA,2
DHHS_CMS,"BROWN, Corrine",2014-05-21,Concerns regarding an Issues With Flordia Medicaid Waiver Program,1,5,NA,NA,NA,NA,2
DHHS_CMS,"BROWN, Corrine",2014-05-21,Concerns regarding an Issues With Flordia Medicaid Waiver Program,3,5,NA,NA,NA,NA,2
DHHS_CMS,"THUNE, John",2014-05-21,Write Regarding the Advanced Notices of Proposed Rule Making Recently Issused by Center For Medicaid and Medicare (CMS),5,NA,rule,NA,NA,NA,2
DHHS_CMS,"THUNE, John",2014-05-21,Write Regarding the Advanced Notices of Proposed Rule Making Recently Issused by Center For Medicaid and Medicare (CMS),5,4,rule,NA,NA,NA,2
DHHS_CMS,"UPTON, Frederick Stephen",2014-05-21,Seeking the Information About CMS Activity related to Some Backlog of Medicaid Recent Applicants Following Recent Comments Made by Health and Human Services (DHHS),5,NA,NA,NA,NA,NA,2
DHHS_CMS,"UPTON, Frederick Stephen",2014-05-21,Seeking the Information About CMS Activity related to Some Backlog of Medicaid Recent Applicants Following Recent Comments Made by Health and Human Services (DHHS),5,NA,information,Seeking the Information About CMS Activity related to Some Backlog of Medicaid Recent Applicants Following Recent Comments Made by Health and Human Services (DHHS),NA,NA,2
DHHS_CMS,"CARDIN, Benjamin Louis",2014-05-27,CMS-4159-F Medicare Programs: Contract Year 2015 Policy and Technical Changes to the Medicare Advantage and the Medicare Prescription Drugs Programs,5,NA,rule,CMS-4159-F,NA,NA,2
DHHS_CMS,"CARDIN, Benjamin Louis",2014-05-27,CMS-4159-F Medicare Programs: Contract Year 2015 Policy and Technical Changes to the Medicare Advantage and the Medicare Prescription Drugs Programs,5,4,rule,CMS-4159-F Medicare Programs: Contract Year 2015 Policy and Technical Changes to the Medicare Advantage and the Medicare Prescription Drugs Programs,future,NA,2
DHHS_CMS,"GUTHRIE, Brett",2014-05-27,Concerns Regarding Electronic Medical Record,2,3,NA,NA,NA,NA,2
DHHS_CMS,"GUTHRIE, Brett",2014-05-27,Concerns Regarding Electronic Medical Record,4,2,NA,NA,NA,NA,2
DHHS_CMS,"BENNET, Michael F.",2014-05-29,"As the ACA is implemented, urges consideration of designating the Colorado Clean Claims Task Force as a national pilot program",3,5,NA,NA,NA,NA,2
DHHS_CMS,"BENNET, Michael F.",2014-05-29,"As the ACA is implemented, urges consideration of designating the Colorado Clean Claims Task Force as a national pilot program",3,NA,NA,NA,NA,NA,2
DHHS_CMS,"McMORRIS RODGERS, Cathy",2014-05-29,Writing Regards To The Hospital Outpatients Prospective Program Payment System (HOPPS) Final Rule,5,NA,rule,Hospital Outpatients Prospective Program Payment System (HOPPS) Final Rule,NA,NA,2
DHHS_CMS,"McMORRIS RODGERS, Cathy",2014-05-29,Writing Regards To The Hospital Outpatients Prospective Program Payment System (HOPPS) Final Rule,4,5,rule,Hospital Outpatients Prospective Program Payment System (HOPPS) Final Rule,NA,NA,2
DHS_HQ,"DUNCAN, Jeff",2014-05-30,Requests a review of the Department's training capabilities and encourages the consolidation of the various training facilities.,5,"NA",facilities,"NA","NA","NA",2
DHS_HQ,"DUNCAN, Jeff",2014-05-30,Requests a review of the Department's training capabilities and encourages the consolidation of the various training facilities.,"NA","NA","NA","NA","NA","NA",2
DHHS_CMS,"GRASSLEY, Charles Ernest",2014-06-03,"Industry's Efforts In The Approval Of The ""L Code"" Billing Code.",5,4,NA,NA,NA,NA,2
DHHS_CMS,"GRASSLEY, Charles Ernest",2014-06-03,"Industry's Efforts In The Approval Of The ""L Code"" Billing Code.",4,5,NA,NA,NA,NA,2
DOL_MSHA,"HARKIN, Thomas Richard (Tom)",2014-06-03,My Strongest Support As You Move Forward Implementing The Respirable Dust Rule,5,NA,rule,Respirable Coal Mine Dust Rule,past,"rule published may 1, but see 470",2
DOL_MSHA,"HARKIN, Thomas Richard (Tom)",2014-06-03,My Strongest Support As You Move Forward Implementing The Respirable Dust Rule,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"BOXER, Barbara",2014-06-04,Writing on Behalf of Constituent's Concerns With Medicare Reimbursement,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"BOXER, Barbara",2014-06-04,Writing on Behalf of Constituent's Concerns With Medicare Reimbursement,1,2,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2014-06-04,Medicare Recovery Audit Contractor.,2,4,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2014-06-04,Medicare Recovery Audit Contractor.,2,1,NA,NA,NA,NA,2
DHHS_CMS,"DIAZ-BALART, Mario",2014-06-06,(Written in Spanish) - Marketplace Insurance CoventryOne Issues,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"DIAZ-BALART, Mario",2014-06-06,(Written in Spanish) - Marketplace Insurance CoventryOne Issues,1,NA,NA,NA,NA,interesting,2
DHHS_CMS,"PITTENGER, Robert",2014-06-06,CMS' Oversight of Improper Payments made on behalf of Deceased Beneficiaries in 2011 / Ref. October 2013 Report from OIG re: $23 Million in services to deceased beneficiaries.,5,NA,information,October 2013 Report from OIG re: $23 Million in services to deceased beneficiaries,past,NA,2
DHHS_CMS,"PITTENGER, Robert",2014-06-06,CMS' Oversight of Improper Payments made on behalf of Deceased Beneficiaries in 2011 / Ref. October 2013 Report from OIG re: $23 Million in services to deceased beneficiaries.,5,NA,information,October 2013 Report from OIG re: $23 Million in services to deceased beneficiaries,NA,NA,2
DOL_MSHA,"BROWN, Sherrod",2014-06-09,"Respirable Coal Mine Dust Final Rule Published by DOL on April 23,2014",5,NA,rule,Respirable Coal Mine Dust Rule,past,NA,2
DOL_MSHA,"BROWN, Sherrod",2014-06-09,"Respirable Coal Mine Dust Final Rule Published by DOL on April 23,2014",NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"GABBARD, Tulsi",2014-06-11,Assistance Regarding Medicare Termination Letter,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"GABBARD, Tulsi",2014-06-11,Assistance Regarding Medicare Termination Letter,1,2,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2014-06-16,Regarding Changes in Vacuum Assited Minimally Invasive Breast Biology CPT Codes and Reimbursements,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MIKULSKI, Barbara Ann",2014-06-16,Regarding Changes in Vacuum Assited Minimally Invasive Breast Biology CPT Codes and Reimbursements,4,5,NA,NA,NA,NA,2
DHHS_CMS,"NELSON, Clarence William (Bill)",2014-06-16,We Write to You In Support of Processing Advance Care Planning in Step 3 of the Meaningful use Electronic Health Record (EHR) Incentive Program .,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"NELSON, Clarence William (Bill)",2014-06-16,We Write to You In Support of Processing Advance Care Planning in Step 3 of the Meaningful use Electronic Health Record (EHR) Incentive Program .,5,4,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-06-17,Concerns Regarding Acquisition Grants,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-06-17,Concerns Regarding Acquisition Grants,5,3,NA,NA,NA,NA,2
DHHS_CMS,"McCONNELL, Addison Mitchell (Mitch)",2014-06-18,RE: McConnell Highland Regional Medical Center (HRMC) / LTCH.,3,1,NA,NA,NA,NA,2
DHHS_CMS,"McCONNELL, Addison Mitchell (Mitch)",2014-06-18,RE: McConnell Highland Regional Medical Center (HRMC) / LTCH.,3,NA,NA,NA,NA,NA,2
DHHS_CMS,"CAMP, David Lee",2014-06-24,Meanful use EHR,2,3,NA,NA,NA,NA,2
DHHS_CMS,"CAMP, David Lee",2014-06-24,Meanful use EHR,4,2,NA,NA,NA,NA,2
DHHS_CMS,"POE, Ted",2014-06-24,Concerns Regarding Claim Being Denied,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"POE, Ted",2014-06-24,Concerns Regarding Claim Being Denied,1,2,NA,NA,NA,NA,2
DHHS_CMS,"WHITEHOUSE, Sheldon",2014-06-24,Concerns Regarding Health Reform,5,1,NA,NA,NA,NA,2
DHHS_CMS,"WHITEHOUSE, Sheldon",2014-06-24,Concerns Regarding Health Reform,1,2,NA,NA,NA,NA,2
DOL_MSHA,"ADERHOLT, Robert",2014-06-25,MSHA Employee Inquiry About A Student Loan Repayment/Forgivensss Program,1,NA,NA,NA,NA,"interesting, this is now a current issue",2
DOL_MSHA,"ADERHOLT, Robert",2014-06-25,MSHA Employee Inquiry About A Student Loan Repayment/Forgivensss Program,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"CANTOR, Eric",2014-06-25,Concerns Regarding Deactived From Medcare Program.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"CANTOR, Eric",2014-06-25,Concerns Regarding Deactived From Medcare Program.,2,1,NA,NA,NA,NA,2
DHHS_CMS,"BLACK, Diane",2014-06-27,Regarding Medicare Severity Diagnosis Related Groups (MS-DRGs) in the Fiscal Year 2015 Prospective Payment Systems (IPPS Proposed Rule,5,NA,rule,Fiscal Year 2015 Prospective Payment Systems (IPPS Proposed Rule,future,NA,2
DHHS_CMS,"BLACK, Diane",2014-06-27,Regarding Medicare Severity Diagnosis Related Groups (MS-DRGs) in the Fiscal Year 2015 Prospective Payment Systems (IPPS Proposed Rule,4,5,rule,Medicare Severity Diagnosis Related Groups (MS-DRGs) in the Fiscal Year 2015 Prospective Payment Systems (IPPS Proposed Rule,future,NA,2
DHHS_CMS,"SHUSTER, William (Bill)",2014-06-27,Does Not understand What Information was Needed To Comply With the Core Measure-15 Protected the Electronic Health Information,2,5,NA,NA,NA,NA,2
DHHS_CMS,"SHUSTER, William (Bill)",2014-06-27,Does Not understand What Information was Needed To Comply With the Core Measure-15 Protected the Electronic Health Information,5,2,NA,NA,NA,NA,2
DHHS_CMS,"WEBSTER, Daniel A.",2014-06-27,Unintended Consequences of the Hospital Readmission Reduction Program (HRRP) and Ask That You Consider Adjustments to the Program.,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"WEBSTER, Daniel A.",2014-06-27,Unintended Consequences of the Hospital Readmission Reduction Program (HRRP) and Ask That You Consider Adjustments to the Program.,4,5,NA,NA,NA,NA,2
DHHS_CMS,"GIBSON, Christopher",2014-07-01,Writing on Behalf of Two Hospitals - HealthAlliance Hospital - Broadway Campus and HealthAlliance Hospital - Mary Avenue Campus Regarding Medicare Wage Index Policies,2,NA,NA,NA,NA,NA,2
DHHS_CMS,"GIBSON, Christopher",2014-07-01,Wrtiting on Behalf of a Constituent's Medicare Claim That Has Been Denied,1,2,NA,NA,NA,NA,2
DHHS_CMS,"GIBSON, Christopher",2014-07-01,Wrtiting on Behalf of a Constituent's Medicare Claim That Has Been Denied,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"GIBSON, Christopher",2014-07-01,Writing on Behalf of Two Hospitals - HealthAlliance Hospital - Broadway Campus and HealthAlliance Hospital - Mary Avenue Campus Regarding Medicare Wage Index Policies,3,NA,NA,NA,NA,NA,2
DHHS_CMS,"KLOBUCHAR, Amy",2014-07-01,Medicare Program: Prospective Payment Systems,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"KLOBUCHAR, Amy",2014-07-01,Medicare Program: Prospective Payment Systems,5,4,NA,NA,NA,NA,2
DHHS_CMS,"VITTER, David",2014-07-01,Third party payments for non-profit charity organizations used by Medicare to the new exchange plans.,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"VITTER, David",2014-07-01,Third party payments for non-profit charity organizations used by Medicare to the new exchange plans.,5,3,NA,NA,NA,NA,2
DHHS_CMS,"LANDRIEU, Mary L.",2014-07-03,"CMS and the Central Louisiana Home Health Care, LLC",2,5,NA,NA,NA,NA,2
DHHS_CMS,"LANDRIEU, Mary L.",2014-07-03,"CMS and the Central Louisiana Home Health Care, LLC",3,NA,NA,NA,NA,NA,2
DHHS_CMS,"SHELBY, Richard C.",2014-07-07,Mercy Medical Pace Program,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"SHELBY, Richard C.",2014-07-07,Mercy Medical Pace Program,3,NA,NA,NA,NA,NA,2
DHHS_CMS,"TONKO, Paul",2014-07-07,Concerns Regarding Medical Coverage for Services,1,2,NA,NA,NA,NA,2
DHHS_CMS,"TONKO, Paul",2014-07-07,Concerns Regarding Medical Coverage for Services,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-07-07,Provider Issues,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"WARNER, Mark",2014-07-07,Provider Issues,2,1,NA,NA,NA,NA,2
DHHS_CMS,"LOEBSACK, Dave",2014-07-08,"Appealed to United Healthcare re: notice citing that practice had been ""terminated without cause""",1,2,NA,NA,NA,NA,2
DHHS_CMS,"LOEBSACK, Dave",2014-07-08,"Appealed to United Healthcare re: notice citing that practice had been ""terminated without cause""",2,3,NA,NA,NA,NA,2
DHHS_CMS,"ISAKSON, Johnny",2014-07-10,Proposed Inpatient Prospective Payment System (IPPS) Rules for 2015,5,NA,rule,Proposed Inpatient Prospective Payment System (IPPS) Rules for 2015,future,NA,2
DHHS_CMS,"ISAKSON, Johnny",2014-07-10,Proposed Inpatient Prospective Payment System (IPPS) Rules for 2015,4,5,rule,Proposed Inpatient Prospective Payment System (IPPS) Rules for 2015,future,NA,2
DHHS_CMS,"BLUMENTHAL, Richard",2014-07-14,CMS-1607-P Medicare Program Hospital Inpatient Prospective Payment System for Acute Care Hospital and Long Terms Care,5,NA,rule,CMS-1607-P Medicare Program Hospital Inpatient Prospective Payment System for Acute Care Hospital and Long Terms Care,NA,NA,2
DHHS_CMS,"BLUMENTHAL, Richard",2014-07-14,CMS-1607-P Medicare Program Hospital Inpatient Prospective Payment System for Acute Care Hospital and Long Terms Care,4,5,rule,CMS-1607-P Medicare Program Hospital Inpatient Prospective Payment System for Acute Care Hospital and Long Terms Care,NA,NA,2
DHHS_CMS,"FORBES, J. Randy",2014-07-14,Concerns Regarding Medicare Supplies,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"FORBES, J. Randy",2014-07-14,Concerns Regarding Medicare Supplies,1,2,NA,NA,NA,NA,2
DHHS_CMS,"BLUNT, Roy",2014-07-16,Medicare Set Aside.,1,2,NA,NA,NA,NA,2
DHHS_CMS,"BLUNT, Roy",2014-07-16,Medicare Set Aside.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"WEBSTER, Daniel A.",2014-07-18,DMEPOS Competitive Bidding Program.,5,2,NA,NA,NA,NA,2
DHHS_CMS,"WEBSTER, Daniel A.",2014-07-18,DMEPOS Competitive Bidding Program.,5,4,NA,NA,NA,NA,2
DHHS_CMS,"GARRETT, Scott",2014-07-21,Recovery Audit Contractor (RAC) Program,5,2,NA,NA,NA,NA,2
DHHS_CMS,"GARRETT, Scott",2014-07-21,Recovery Audit Contractor (RAC) Program,4,5,NA,NA,NA,NA,2
DHHS_CMS,"GOODLATTE, Robert William",2014-07-21,Regarding the Difficulty he is Experiencing with an Audit Conducted by the Recovery Audit Contractor,1,2,NA,NA,NA,NA,2
DHHS_CMS,"GOODLATTE, Robert William",2014-07-21,Regarding the Difficulty he is Experiencing with an Audit Conducted by the Recovery Audit Contractor,2,3,NA,NA,NA,NA,2
DHHS_CMS,"GRIFFITH, H. Morgan",2014-07-21,Re: email sent from www.MyMedicare.gov / Newsletters about Preventive Service,0,NA,NA,NA,NA,NA,2
DHHS_CMS,"GRIFFITH, H. Morgan",2014-07-21,Re: email sent from www.MyMedicare.gov / Newsletters about Preventive Service,1,NA,NA,NA,NA,NA,2
DOL_MSHA,"MANCHIN, Joe, III",2014-07-21,NA,NA,NA,NA,NA,NA,no subject,2
DOL_MSHA,"MANCHIN, Joe, III",2014-07-21,NA,NA,NA,NA,NA,NA,NA,2
DHHS_CMS,"SMITH, Christopher Henry",2014-07-21,Concerns Regarding the Pace Program,5,1,NA,NA,NA,NA,2
DHHS_CMS,"SMITH, Christopher Henry",2014-07-21,Concerns Regarding the Pace Program,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Mark",2014-07-21,Medicare And Medical EHR Incentive Program,5,2,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Mark",2014-07-21,Medicare And Medical EHR Incentive Program,4,5,NA,NA,NA,NA,2
DHHS_CMS,"SCHOCK, Aaron",2014-07-24,Concerns With (CMS) Center For Medicare and Medicaid Services Ability to Rapidly Reimburse New Innovative Technologies Within Medicare's Reimbursement System,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"SCHOCK, Aaron",2014-07-24,Concerns With (CMS) Center For Medicare and Medicaid Services Ability to Rapidly Reimburse New Innovative Technologies Within Medicare's Reimbursement System,5,4,NA,NA,NA,NA,2
DHHS_CMS,"BLUMENTHAL, Richard",2014-07-25,Issues with Adequate Reimbursement for New and Innovative Antibiotic Products,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"BLUMENTHAL, Richard",2014-07-25,Issues with Adequate Reimbursement for New and Innovative Antibiotic Products,4,5,NA,NA,NA,NA,2
DHHS_CMS,"MENENDEZ, Robert",2014-07-29,Concerns Regarding DMEPOS Competitive Bidding Round 2 Recompete,5,2,NA,NA,NA,NA,2
DHHS_CMS,"MENENDEZ, Robert",2014-07-29,Concerns Regarding DMEPOS Competitive Bidding Round 2 Recompete,4,5,NA,NA,NA,NA,2
DHHS_CMS,"HATCH, Orrin Grant",2014-07-31,"(CONG DEL 5): Response by August 22, 2014 re: the report on Healthcare.gov Contracting issues released today by GAO / Contract Oversight and Management for the Federally Facilitated Marketplace (FFM)",5,NA,information,report on Healthcare.gov Contracting issues released today by GAO,NA,NA,2
DHHS_CMS,"HATCH, Orrin Grant",2014-07-31,"(CONG DEL 5): Response by August 22, 2014 re: the report on Healthcare.gov Contracting issues released today by GAO / Contract Oversight and Management for the Federally Facilitated Marketplace (FFM)",5,NA,information,report on Healthcare.gov Contracting issues released today by GAO / Contract Oversight and Management for the Federally Facilitated Marketplace (FFM),2014-07-31,NA,2
DHHS_CMS,"McCAIN, John Sidney, III",2014-07-31,"Urges Medicare reimbursement fee be established and for coverage of iWalk, Inc.'s BiOM Ankle & Foot System.",2,NA,NA,NA,NA,NA,2
DHHS_CMS,"McCAIN, John Sidney, III",2014-07-31,"Urges Medicare reimbursement fee be established and for coverage of iWalk, Inc.'s BiOM Ankle & Foot System.",5,2,NA,NA,NA,NA,2
DHHS_CMS,"PAULSEN, Erik",2014-07-31,(CONG Del 7) Re: Cuts to the Reimbursement Rates for Nerve Conduction Studies (NCS) and Electromyography (EMG) Neuromuscular Diagnostic Tests in the 2013 Medicare Physician Fee Schedule Final Rule.,5,NA,rule,2013 Medicare Physician Fee Schedule Final Rule,past,NA,2
DHHS_CMS,"PAULSEN, Erik",2014-07-31,(CONG Del 7) Re: Cuts to the Reimbursement Rates for Nerve Conduction Studies (NCS) and Electromyography (EMG) Neuromuscular Diagnostic Tests in the 2013 Medicare Physician Fee Schedule Final Rule.,4,5,rule,Cuts to the Reimbursement Rates for Nerve Conduction Studies (NCS) and Electromyography (EMG) Neuromuscular Diagnostic Tests in the 2013 Medicare Physician Fee Schedule Final Rule.,NA,NA,2
DHHS_CMS,"ALEXANDER, Lamar",2014-08-05,Concerns Regarding An Extension in the Rehabilitation Facility,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"ALEXANDER, Lamar",2014-08-05,Concerns Regarding An Extension in the Rehabilitation Facility,2,3,NA,NA,NA,NA,2
DHHS_CMS,"DEUTCH, Theodore E. (Ted)",2014-08-05,Concerning Change Of Address To Medicare.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"DEUTCH, Theodore E. (Ted)",2014-08-05,Concerns Regarding Address Changes,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"DEUTCH, Theodore E. (Ted)",2014-08-05,Concerning Change Of Address To Medicare.,1,2,NA,NA,NA,NA,2
DHHS_CMS,"DEUTCH, Theodore E. (Ted)",2014-08-05,Concerns Regarding Address Changes,1,2,NA,NA,NA,NA,2
DHHS_CMS,"HIRONO, Mazie",2014-08-05,Concerns Regarding Medicare Payment,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"HIRONO, Mazie",2014-08-05,Concerns Regarding Medicare Payment,1,2,NA,NA,NA,NA,2
DHHS_CMS,"MENENDEZ, Robert",2014-08-05,Concerns Regarding The Medical Center's Lung Transplants Program,5,NA,NA,NA,NA,NA,2
DHHS_CMS,"MENENDEZ, Robert",2014-08-05,Concerns Regarding The Medical Center's Lung Transplants Program,5,2,NA,NA,NA,NA,2
DHHS_CMS,"MURPHY, Timothy",2014-08-05,Concerned that CMS has Delayed Implementing Sereval Aspects of the SMART ACT,5,NA,legislation,SMART Act,NA,NA,2
DHHS_CMS,"MURPHY, Timothy",2014-08-05,Concerned that CMS has Delayed Implementing Sereval Aspects of the SMART ACT,5,NA,legislation,SMART ACT,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2014-08-06,"Four Members of the New Mexico Congressional Delegation deeply concerned about attaxhed letter from New Mexico Auditor Hector Balderas outling serious concerns with last year's sudden disruption of a vast majority of the state's behavorial health services, which was primarily based on a report that had not uncovered credible allegations of fraud. Problems stem from the fact that the New Mexico Human Services Department suspended Medicaid payments to 15 nonprofit behavorial health providers due to so-called 'credible allegations of fraud.'",3,5,NA,NA,NA,NA,2
DHHS_CMS,"UDALL, Thomas (Tom)",2014-08-06,"Four Members of the New Mexico Congressional Delegation deeply concerned about attaxhed letter from New Mexico Auditor Hector Balderas outling serious concerns with last year's sudden disruption of a vast majority of the state's behavorial health services, which was primarily based on a report that had not uncovered credible allegations of fraud. Problems stem from the fact that the New Mexico Human Services Department suspended Medicaid payments to 15 nonprofit behavorial health providers due to so-called 'credible allegations of fraud.'",5,NA,NA,NA,NA,NA,2
DHHS_CMS,"WITTMAN, Robert J.",2014-08-06,Dropped Medicaid/Medicaid Audit Concerns.,1,2,NA,NA,NA,NA,2
DHHS_CMS,"WITTMAN, Robert J.",2014-08-06,Dropped Medicaid/Medicaid Audit Concerns.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"PAYNE, Donald, Jr.",2014-08-07,Requesting your assistance with an issue related to the Medical Center Lung Transplant Program.,1,NA,NA,NA,NA,NA,2
DHHS_CMS,"PAYNE, Donald, Jr.",2014-08-07,Requesting your assistance with an issue related to the Medical Center Lung Transplant Program.,5,1,NA,NA,NA,NA,2
DHHS_CMS,"CICILLINE, David N.",2014-08-08,Write to ask that the Center for Medicare and Medicaid Services (CMS) Consider Extending an Exiting Harpship Excecption for the Upcoming Electronic Health Records incentive Program,4,2,NA,NA,NA,NA,2
DHHS_CMS,"CICILLINE, David N.",2014-08-08,Write to ask that the Center for Medicare and Medicaid Services (CMS) Consider Extending an Exiting Harpship Excecption for the Upcoming Electronic Health Records incentive Program,2,4,NA,NA,NA,NA,2
DHHS_CMS,"CAPPS, Lois",2014-08-12,Electronic Health Records Implementation,5,4,NA,NA,NA,NA,2
DHHS_CMS,"CAPPS, Lois",2014-08-12,Electronic Health Records Implementation,4,5,NA,NA,NA,NA,2
DHHS_CMS,"REED, Thomas W. II",2014-08-13,(Del Cong)  Expressed Concerns Regarding the 2015 Proposed Home Health Prospective Payment System (HHPPS) Rule by (CMS) Which will be Finalized in the Coming Month,5,NA,rule,2015 Proposed Home Health Prospective Payment System (HHPPS) Rule,future,NA,2
DHHS_CMS,"REED, Thomas W. II",2014-08-13,(Del Cong)  Expressed Concerns Regarding the 2015 Proposed Home Health Prospective Payment System (HHPPS) Rule by (CMS) Which will be Finalized in the Coming Month,5,NA,rule,NA,NA,NA,2
EPA,"GOODLATTE, Robert William",2014-08-15,EPA'S PROPOSED RULE ON THE PERFORMANCE FOR NEW RESIDENTIAL WOOD HEATERS,4,"NA",NA,NA,NA,"NA",2
